entity_type	source_label	source_record_ids	decision	proposed_registry_id	canonical_label	parent_registry_id	variant_kind	language_code	jurisdiction	version	source_identifier	scope	aliases	note
Method	Paretian Classification of Health Change (PCHC)	R129-P064	ADD_GLOBAL	method:paretian-classification-of-health-change	Paretian Classification of Health Change							GLOBAL	Paretian Classification of Health Change (PCHC)	
Method	Pareto Classification of Health Change (PCHC)	R129-P106	ALIAS_EXISTING	method:paretian-classification-of-health-change	Paretian Classification of Health Change							GLOBAL	Pareto Classification of Health Change (PCHC)	Alias supported by the same source identity.
Method	Pearson’s coefficient	R129-P028	ADD_GLOBAL	method:pearson-correlation	Pearson correlation coefficient							GLOBAL	Pearson’s coefficient	
Method	percentage of agreement	R129-P117	ADD_GLOBAL	method:percentage-of-agreement	percentage of agreement							GLOBAL		
Method	polychoric correlation coefficients	R129-P038	ADD_GLOBAL	method:polychoric-correlation-coefficients	polychoric correlation coefficients							GLOBAL		
Method	presentations and discussion with researchers and advisors associated with the ‘Extending the QALY’ project	R129-P018	KEEP_COMPOUND	method:r129-p018-researcher-advisor-consultation	Researcher and advisor consultation		INTEGRATED_WORKFLOW				10.1007/s11136-020-02718-9	R129-P018	presentations and discussion with researchers and advisors associated with the ‘Extending the QALY’ project	Keep as one integrated procedure from the source.
Method	principal component analysis (PCA)	CAL-B12	ADD_GLOBAL	method:principal-component-analysis	Principal component analysis							GLOBAL	principal component analysis (PCA)	
Method	probability of superiority (PS)	R129-P064	ADD_GLOBAL	method:probability-of-superiority	Probability of superiority							GLOBAL	probability of superiority (PS)	
Method	probing	R129-P014	ADD_GLOBAL	method:probing	probing							GLOBAL		
Method	prospective convenience sample	C50-P049	ALIAS_EXISTING	method:convenience-sampling	Convenience sampling							GLOBAL	prospective convenience sample	Alias supported by the same source identity.
Method	Regression Analysis of the VAS score	R129-P129	TYPE_REPAIR	model:multiple-linear-regression	Multiple linear regression							GLOBAL	Regression Analysis of the VAS score	Repair from MethodUse and merge with the VAS regression ModelUse.
Method	response scaling tasks	R129-P014	ADD_GLOBAL	method:response-scaling-tasks	response scaling tasks							GLOBAL		
Method	review of existing criteria on patient-reported outcome measures (PROMs) development	R129-P018	ADD_GLOBAL	method:review-of-existing-criteria-on-patient-reported-outcome-measures-proms-development	review of existing criteria on patient-reported outcome measures (PROMs) development							GLOBAL		
Method	review of HRQoL instruments	R129-P014	ADD_GLOBAL	method:review-of-hrqol-instruments	review of HRQoL instruments							GLOBAL		
Method	search strategy	R129-P090	ADD_GLOBAL	method:search-strategy	search strategy							GLOBAL		
Method	semi-structured cognitive interviews	CAL-B03	ALIAS_EXISTING	method:cognitive-interview	Cognitive interview							GLOBAL	semi-structured cognitive interviews	Alias supported by the same source identity.
Method	series of univariate and multivariable censored linear regression models adjusted for severity of health states	R129-P049	SPLIT_RECORD											Remove this compound and retain the separate univariate and multivariable model records.
Method	Shannon’s Evenness Index (J’)	R129-P038	ADD_GLOBAL	method:shannons-evenness-index-j	Shannon’s Evenness Index (J’)							GLOBAL		
Method	Shannon’s Index (H’)	R129-P038	ADD_GLOBAL	method:shannons-index-h	Shannon’s Index (H’)							GLOBAL		
Method	sorting tasks	R129-P014	ADD_GLOBAL	method:sorting-tasks	sorting tasks							GLOBAL		
Method	Spearman's Rho correlation coefficient	R129-P129	ALIAS_EXISTING	method:spearman-rank-correlation	Spearman's rank correlation							GLOBAL	Spearman's Rho correlation coefficient	Alias supported by the same source identity.
Method	Spearman’s rank correlation	CAL-B12	ADD_GLOBAL	method:spearman-rank-correlation	Spearman's rank correlation							GLOBAL	Spearman’s rank correlation	
Method	Spearman’s rho	R129-P028	ALIAS_EXISTING	method:spearman-rank-correlation	Spearman's rank correlation							GLOBAL	Spearman’s rho	Alias supported by the same source identity.
Method	standard gamble (SG)	R129-P090	KEEP_EXISTING	method:sg	SG							GLOBAL	standard gamble (SG)	Current mapping is exact.
Method	standardized effect size (SES)	CAL-B12;R129-P064	ADD_GLOBAL	method:standardized-effect-size	Standardized effect size							GLOBAL	standardized effect size (SES)	
Method	standardized response mean (SRM)	CAL-B12;R129-P064	ADD_GLOBAL	method:standardized-response-mean	Standardized response mean							GLOBAL	standardized response mean (SRM)	
Method	Streets were randomly selected from CSO maps and 1 in every 4 houses visited; respondents were selected based on the most recent birthday method	R129-P110	KEEP_COMPOUND	method:r129-p110-household-selection	Street, household, and birthday-selection workflow		INTEGRATED_WORKFLOW				10.1186/s12955-024-02323-1	R129-P110	Streets were randomly selected from CSO maps and 1 in every 4 houses visited; respondents were selected based on the most recent birthday method	Keep as one integrated procedure from the source.
Method	Survey company panel recruitment by online links, with recruiters in public places	R129-P110	ADD_SOURCE_SCOPED	method:r129-p110-panel-recruitment-public-places	Panel recruitment by online links in public places		STUDY_ADAPTATION				10.1186/s12955-024-02323-1	R129-P110	Survey company panel recruitment by online links, with recruiters in public places	The source defines a study-specific identity.
Method	Survey company panel recruitment by survey links via e-mail	R129-P110	ADD_SOURCE_SCOPED	method:r129-p110-panel-recruitment-email	Panel recruitment by survey links sent by email		STUDY_ADAPTATION				10.1186/s12955-024-02323-1	R129-P110	Survey company panel recruitment by survey links via e-mail	The source defines a study-specific identity.
Method	t-tests	R129-P110	ADD_GLOBAL	method:t-test	t-test							GLOBAL	t-tests	
Method	thematic content analysis	R129-P014	ADD_GLOBAL	method:thematic-content-analysis	thematic content analysis							GLOBAL		
Method	think aloud	CAL-B03	ADD_GLOBAL	method:think-aloud	think aloud							GLOBAL		
Method	time trade-off (TTO)	R129-P018;R129-P090	KEEP_EXISTING	method:tto	TTO							GLOBAL	time trade-off (TTO)	Current mapping is exact.
Method	visual analog scale (VAS)	R129-P014	KEEP_EXISTING	method:vas	VAS							GLOBAL	visual analog scale (VAS)	Current mapping is exact.
Method	Visual Analogue Scale (VAS)	R129-P090	KEEP_EXISTING	method:vas	VAS							GLOBAL	Visual Analogue Scale (VAS)	Current mapping is exact.
Method	Welch's unequal variances t-test	R129-P117	ADD_GLOBAL	method:welch-t-test	Welch t-test	method:t-test	METHOD_VARIANT					GLOBAL	Welch's unequal variances t-test	
Method	Welch’s t-test and ANOVA	R129-P110	SPLIT_RECORD											Split Welch t-test and analysis of variance.
Method	Wilcoxon signed-rank tests	R129-P064	ADD_GLOBAL	method:wilcoxon-signed-rank-test	Wilcoxon signed-rank test							GLOBAL	Wilcoxon signed-rank tests	
Method	Wilcoxon tests	R129-P001	ALIAS_EXISTING	method:wilcoxon-signed-rank-test	Wilcoxon signed-rank test							GLOBAL	Wilcoxon tests	Alias supported by the same source identity.
Model	conditional logistic regression models	C50-P045	ADD_GLOBAL	model:conditional-logit	Conditional logit model							GLOBAL	conditional logistic regression models	
Model	dimension-, construct-, and instrument-level multivariate models	R129-P038	SPLIT_RECORD											Split the dimension-, construct-, and instrument-level models.
Model	exploratory factor analysis (EFA)	R129-P038	ADD_GLOBAL	model:exploratory-factor-analysis	Exploratory factor analysis		FACTOR_MODEL					GLOBAL	exploratory factor analysis (EFA)	
Model	five multinomial logistic regression models, one by each domain	R129-P127	ADD_GLOBAL	model:multinomial-logistic-regression-by-domain	Multinomial logistic regression by domain		MODEL_VARIANT					GLOBAL	five multinomial logistic regression models, one by each domain	
Model	general least square (GLS)	C50-P045	ADD_GLOBAL	model:generalized-least-squares	Generalized least squares							GLOBAL	general least square (GLS)	
Model	hybrid model assuming left-censoring of the C-TTO at -1 excluding heteroscedasticity and constant	C50-P045	ADD_GLOBAL	model:hybrid-ctto-dce-left-censored-minus-1	Hybrid cTTO-DCE model, left-censored at -1 without heteroscedasticity or constant	model:hybrid-model	MODEL_VARIANT					GLOBAL	hybrid model assuming left-censoring of the C-TTO at -1 excluding heteroscedasticity and constant	
Model	item-level linear regression analyses using EQ VAS as the outcome and incremental decrements in each item as predictors	R129-P038	ADD_GLOBAL	model:item-level-linear-regression-eq-vas	Item-level linear regression with EQ VAS outcome		MODEL_VARIANT					GLOBAL	item-level linear regression analyses using EQ VAS as the outcome and incremental decrements in each item as predictors	
Model	main-effects conditional logit model	C50-P032	ALIAS_EXISTING	model:conditional-logit	Conditional logit model							GLOBAL	main-effects conditional logit model	Alias supported by the same source identity.
Model	multiple regression analysis with the VAS as dependent variable and dummy variables representing the different levels of the dimensions	R129-P129	ADD_GLOBAL	model:multiple-linear-regression	Multiple linear regression							GLOBAL	multiple regression analysis with the VAS as dependent variable and dummy variables representing the different levels of the dimensions	
Model	multivariable censored linear regression model adjusted for severity of health states	R129-P049	ADD_GLOBAL	model:multivariable-censored-linear-regression	Multivariable censored linear regression		MODEL_VARIANT					GLOBAL	multivariable censored linear regression model adjusted for severity of health states	
Model	multivariable ordered logit models	R129-P110	ADD_GLOBAL	model:multivariable-ordered-logit	Multivariable ordered logit model	model:ordinal-logit	MODEL_VARIANT					GLOBAL	multivariable ordered logit models	
Model	multivariable ordinary least squares (OLS) models	R129-P028	ALIAS_EXISTING	model:ordinary-least-squares-regression	Ordinary least squares regression							GLOBAL	multivariable ordinary least squares (OLS) models	Alias supported by the same source identity.
Model	ordinal logistic models	R129-P028	ADD_GLOBAL	model:ordinal-logit	Ordinal logistic model							GLOBAL	ordinal logistic models	
Model	ordinary least square (OLS)	C50-P045	ADD_GLOBAL	model:ordinary-least-squares-regression	Ordinary least squares regression							GLOBAL	ordinary least square (OLS)	
Model	ordinary least squares regression model for the modified Kakwani index decomposition	R129-P110	ALIAS_EXISTING	model:ordinary-least-squares-regression	Ordinary least squares regression							GLOBAL	ordinary least squares regression model for the modified Kakwani index decomposition	Alias supported by the same source identity.
Model	QALY model	R129-P090	ADD_GLOBAL	model:qaly-model	QALY model							GLOBAL		
Model	standard hybrid model	C50-P045	ADD_GLOBAL	model:hybrid-model	Standard hybrid model							GLOBAL	standard hybrid model	
Model	Tobit	C50-P045	ADD_GLOBAL	model:tobit	Tobit model							GLOBAL	Tobit	
Model	Tobit-GLS regression	C50-P045	ADD_GLOBAL	model:tobit-gls	Tobit-GLS regression	model:tobit	MODEL_VARIANT					GLOBAL		
Model	univariate censored linear regression models adjusted for severity of health states	R129-P049	ADD_GLOBAL	model:univariate-censored-linear-regression	Univariate censored linear regression		MODEL_VARIANT					GLOBAL	univariate censored linear regression models adjusted for severity of health states	
Protocol	adapted translated version of the EQ-VT	R129-P049	ADD_SOURCE_SCOPED	protocol:r129-p049-adapted-translated-eq-vt	Adapted translated EQ-VT	protocol:eq-vt	STUDY_ADAPTATION				10.1007/s40271-022-00572-0	R129-P049	adapted translated version of the EQ-VT	Add the exact study adaptation. Do not alias it to standard EQ-VT.
Protocol	common standardized protocol	R129-P014	AMBIGUOUS											The source does not name or define the protocol sufficiently.
Protocol	COnsolidated criteria for REporting Qualitative research (CORE-Q)	CAL-B03	ADD_GLOBAL	protocol:coreq	COREQ							GLOBAL	COnsolidated criteria for REporting Qualitative research (CORE-Q)	
Protocol	COSMIN guidelines	R129-P129	ADD_GLOBAL	protocol:cosmin-guidelines	COSMIN guidelines							GLOBAL		
Protocol	COSMIN risk of bias checklist	C50-P028	ADD_GLOBAL	protocol:cosmin-risk-of-bias-checklist	COSMIN risk-of-bias checklist	protocol:cosmin-guidelines	PRODUCT_VERSION					GLOBAL	COSMIN risk of bias checklist	
Protocol	EQ-5D-5L valuation protocol	C50-P045	ALIAS_EXISTING	protocol:eq-vt-2-0	EQ-VT 2.0	protocol:eq-vt	PROTOCOL_VERSION			2.0	10.1371/journal.pone.0209344	GLOBAL	EQ-5D-5L valuation protocol	Alias supported by the same source identity.
Protocol	EQ-5D-Y translation protocol	R129-P129	ADD_GLOBAL	protocol:eq-5d-y-translation	EQ-5D-Y translation protocol							GLOBAL		
Protocol	EQ‐VT protocol	R129-P001	KEEP_EXISTING	protocol:eq-vt	EQ-VT							GLOBAL	EQ‐VT protocol	Current mapping is exact.
Protocol	EuroQol Valuation Technology Platform (EQ-VT)	R129-P064	KEEP_EXISTING	protocol:eq-vt	EQ-VT							GLOBAL	EuroQol Valuation Technology Platform (EQ-VT)	Current mapping is exact.
Protocol	EuroQol Valuation Technology version 2.0, EQ-VT 2.0	C50-P045	ADD_GLOBAL	protocol:eq-vt-2-0	EQ-VT 2.0	protocol:eq-vt	PROTOCOL_VERSION			2.0	10.1371/journal.pone.0209344	GLOBAL	EuroQol Valuation Technology version 2.0, EQ-VT 2.0	
Protocol	Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines	C50-P028	ADD_GLOBAL	protocol:prisma	PRISMA guidelines							GLOBAL	Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines	
Protocol	PROSPERO CRD42023434651	C50-P028	ADD_GLOBAL	protocol:prospero-crd42023434651	PROSPERO record CRD42023434651						CRD42023434651	GLOBAL	PROSPERO CRD42023434651	
Protocol	two-wave protocol for assessing the EQ-TIPS-5L descriptive system using alternative choice tasks	C50-P032	ADD_SOURCE_SCOPED	protocol:c50-p032-two-wave-eq-tips-5l-choice-task	Two-wave EQ-TIPS-5L alternative-choice-task protocol		STUDY_ADAPTATION				10.1136/bmjopen-2025-100897	C50-P032	two-wave protocol for assessing the EQ-TIPS-5L descriptive system using alternative choice tasks	The source defines a study-specific identity.
Scoring	2024 Trinidad and Tobago EQ-5D-5L value set	R129-P110	ADD_GLOBAL	scoring:eq-5d-5l-tt-2024	Trinidad and Tobago EQ-5D-5L value set (2024)	instrument:eq-5d-5l	PRODUCT_VERSION		TT	2024	10.1186/s12955-024-02266-7	GLOBAL	2024 Trinidad and Tobago EQ-5D-5L value set	Both labels are applications of one 2024 value set.
Scoring	algorithm derived from the crosswalk 3L value sets	R129-P127	ALIAS_EXISTING	scoring:eq-5d-5l-van-hout-crosswalk-2012	van Hout EQ-5D-5L to EQ-5D-3L crosswalk algorithm	instrument:eq-5d-5l	PRODUCT_VERSION			2012	10.1016/j.jval.2012.02.008	GLOBAL	algorithm derived from the crosswalk 3L value sets	Alias supported by the same source identity.
Scoring	Canada — 3L	R129-P064	ADD_GLOBAL	scoring:eq-5d-3l-ca	Canadian EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		CA	3L	10.1371/journal.pone.0031115	GLOBAL	Canada — 3L	
Scoring	Canada — 5L	R129-P064	ADD_GLOBAL	scoring:eq-5d-5l-ca	Canadian EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		CA	5L	10.1097/MLR.0000000000000447	GLOBAL	Canada — 5L	
Scoring	Canadian EQ-5D-5L value set	R129-P106	ALIAS_EXISTING	scoring:eq-5d-5l-ca	Canadian EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		CA	5L	10.1097/MLR.0000000000000447	GLOBAL		Alias supported by the same source identity.
Scoring	China — 3L	R129-P064	ADD_GLOBAL	scoring:eq-5d-3l-cn	Chinese EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		CN	3L	10.1016/j.jval.2014.05.007	GLOBAL	China — 3L	
Scoring	China — 5L	R129-P064	ADD_GLOBAL	scoring:eq-5d-5l-cn	Chinese EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		CN	5L	10.1016/j.jval.2016.11.016	GLOBAL	China — 5L	
Scoring	Dutch tariff (Versteegh et al., 2016)	R129-P001	ALIAS_EXISTING	scoring:eq-5d-5l-nl-2016	Netherlands EQ-5D-5L value set (2016)	instrument:eq-5d-5l	PRODUCT_VERSION		NL	2016	10.1016/j.jval.2016.01.003	GLOBAL	Dutch tariff (Versteegh et al., 2016)	Alias supported by the same source identity.
Scoring	England/UK — 3L	R129-P064	ADD_GLOBAL	scoring:eq-5d-3l-gb	United Kingdom EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		GB	3L	10.1097/00005650-199711000-00002	GLOBAL	England/UK — 3L	
Scoring	England/UK — 5L	R129-P064	ADD_GLOBAL	scoring:eq-5d-5l-england	England EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		GB-ENG	5L	10.1002/hec.3564	GLOBAL	England/UK — 5L	
Scoring	Germany — 3L	R129-P064	ADD_GLOBAL	scoring:eq-5d-3l-de	German EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		DE	3L	10.1007/s10198-004-0264-z	GLOBAL	Germany — 3L	
Scoring	Germany — 5L	R129-P064	ADD_GLOBAL	scoring:eq-5d-5l-de	German EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		DE	5L	10.1007/s40273-018-0615-8	GLOBAL	Germany — 5L	
Scoring	index values from the 2022–2023 Trinidad and Tobago valuation study	R129-P110	ALIAS_EXISTING	scoring:eq-5d-5l-tt-2024	Trinidad and Tobago EQ-5D-5L value set (2024)	instrument:eq-5d-5l	PRODUCT_VERSION		TT	2024	10.1186/s12955-024-02266-7	GLOBAL	index values from the 2022–2023 Trinidad and Tobago valuation study	Alias supported by the same source identity.
Scoring	Indonesian EQ-5D-5L value set	R129-P028	ADD_GLOBAL	scoring:eq-5d-5l-id-2017	Indonesian EQ-5D-5L value set (2017)	instrument:eq-5d-5l	PRODUCT_VERSION		ID	2017	10.1007/s40273-017-0538-9	GLOBAL	Indonesian EQ-5D-5L value set	Both labels identify the Purba et al. Indonesian value set.
Scoring	Japan — 3L	R129-P064	ADD_GLOBAL	scoring:eq-5d-3l-jp	Japanese EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		JP	3L	10.1002/hec.673	GLOBAL	Japan — 3L	
Scoring	Japan — 5L	R129-P064	ADD_GLOBAL	scoring:eq-5d-5l-jp	Japanese EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		JP	5L	10.1016/j.jval.2016.03.1834	GLOBAL	Japan — 5L	
Scoring	Level Sum Score	R129-P129	ADD_GLOBAL	scoring:level-sum-score	Level sum score		PRODUCT_VERSION					GLOBAL	Level Sum Score	
Scoring	level sum score (LSS)	R129-P129	ALIAS_EXISTING	scoring:level-sum-score	Level sum score		PRODUCT_VERSION					GLOBAL	level sum score (LSS)	Alias supported by the same source identity.
Scoring	new Indonesian value set	R129-P117	ALIAS_EXISTING	scoring:eq-5d-5l-id-2017	Indonesian EQ-5D-5L value set (2017)	instrument:eq-5d-5l	PRODUCT_VERSION		ID	2017	10.1007/s40273-017-0538-9	GLOBAL	new Indonesian value set	Alias supported by the same source identity.
Scoring	Poland — 3L	R129-P064	ADD_GLOBAL	scoring:eq-5d-3l-pl	Polish EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		PL	3L	10.1111/j.1524-4733.2009.00596.x	GLOBAL	Poland — 3L	
Scoring	Poland — 5L	R129-P064	ADD_GLOBAL	scoring:eq-5d-5l-pl	Polish EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		PL	5L	10.1007/s40273-019-00811-7	GLOBAL	Poland — 5L	
Scoring	South Korea — 3L	R129-P064	ADD_GLOBAL	scoring:eq-5d-3l-kr	South Korean EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		KR	3L	10.1111/j.1524-4733.2009.00579.x	GLOBAL	South Korea — 3L	
Scoring	South Korea — 5L	R129-P064	ADD_GLOBAL	scoring:eq-5d-5l-kr	South Korean EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		KR	5L	10.1007/s11136-015-1205-2	GLOBAL	South Korea — 5L	
Scoring	Spain — 3L	R129-P064	ADD_GLOBAL	scoring:eq-5d-3l-es	Spanish EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		ES	3L	10.1177/0272989X0102100102	GLOBAL	Spain — 3L	
Scoring	Spain — 5L	R129-P064	ADD_GLOBAL	scoring:eq-5d-5l-es	Spanish EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		ES	5L	10.1016/j.jval.2017.10.023	GLOBAL	Spain — 5L	
Scoring	Taiwan EQ-5D-5L value set	C50-P045	ADD_GLOBAL	scoring:eq-5d-5l-tw-2018	Taiwan EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		TW	5L	10.1371/journal.pone.0209344	GLOBAL		
Scoring	The Netherlands — 3L	R129-P064	ADD_GLOBAL	scoring:eq-5d-3l-nl	Netherlands EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		NL	3L	10.1002/hec.1124	GLOBAL	The Netherlands — 3L	
Scoring	The Netherlands — 5L	R129-P064	ADD_GLOBAL	scoring:eq-5d-5l-nl-2016	Netherlands EQ-5D-5L value set (2016)	instrument:eq-5d-5l	PRODUCT_VERSION		NL	2016	10.1016/j.jval.2016.01.003	GLOBAL	The Netherlands — 5L	
Scoring	UK pilot value set	R129-P028	ADD_GLOBAL	scoring:eq-hwb-s-gb-pilot-2023	United Kingdom pilot EQ-HWB-S value set	instrument:eq-hwb-s	PRODUCT_VERSION		GB	pilot	10.1016/j.jval.2023.02.008	GLOBAL	UK pilot value set	
Scoring	US Measurement and Valuation of Health	R129-P127	ADD_GLOBAL	scoring:eq-5d-5l-van-hout-crosswalk-2012	van Hout EQ-5D-5L to EQ-5D-3L crosswalk algorithm	instrument:eq-5d-5l	PRODUCT_VERSION			2012	10.1016/j.jval.2012.02.008	GLOBAL	US Measurement and Valuation of Health	Both labels are applications of the van Hout crosswalk.
Scoring	US — 3L	R129-P064	ADD_GLOBAL	scoring:eq-5d-3l-us	United States EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		US	3L	10.1177/0272989X18802797	GLOBAL	US — 3L	
Scoring	US — 5L	R129-P064	ADD_GLOBAL	scoring:eq-5d-5l-us	United States EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		US	5L	10.1177/0272989X18802797	GLOBAL	US — 5L
