record_id	doi	article_path	article_sha256	article_bytes	xml_path	xml_sha256	xml_bytes	candidate_project_ids	metadata_path	metadata_sha256	input_path	input_sha256	input_bytes	graph_sha256	task_sha256	addon_sha256
P030	10.1007/s11136-025-03983-2	corpus/367-RA/doi_10.1007_s11136-025-03983-2.md	afc648a5368fb945d630b3b9a8cae8a92a9f18b8b489be05f308847bd549dc77	73694	input/projects/367-RA/papers/doi_10.1007_s11136-025-03983-2.xml	d206123f5d69763c576d3ea181736ec840ad6376a6721bbb82ec054dd0a2f5fb	120094	367-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P030.json	8f36fbf8e94edf07e1aaa51ad6d915f2063413615a851f7fbaaa5ddb8ba40ed6	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P030.md	26cf9755e22958dcde509376b8ae5e38ad101c20335680f058b8cd58608aaf18	98258	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P031	10.1007/s11136-025-04003-z	corpus/1811-RA/doi_10.1007_s11136-025-04003-z.md	b94ca45ec043a5b7b81d28380e4d24256b09bb60f846c3a8b8ac80a0090ee5a8	58977	input/projects/1811-RA/papers/doi_10.1007_s11136-025-04003-z.xml	6a95591a561b1a2461d87fd0808cfad0f402646db4182e62d27b662f15973bb1	96901	1811-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P031.json	0a64c889b789c336189043517d8c1da8f59a3856881836cf73053fc11a938b7b	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P031.md	27b4085a422e7abf3418d4d09b07374fe24001089c04defe948ad0fb7551ff53	75956	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P032	10.1007/s11136-025-04053-3	corpus/1970-RA/doi_10.1007_s11136-025-04053-3.md	294b302ed8a9a3c392b3a96e4d221031b5c0d5da65cd4755b3d24432ddf8cae3	175492	input/projects/1970-RA/papers/doi_10.1007_s11136-025-04053-3.xml	1d4a77b5283acfcee9227b25f9250598e627b757d83371fa3621ed7dafc8f99e	245660	1970-RA;464-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P032.json	27ae7d0b17c28fd93548ab9c95a078309caaecafe17f67b23605b9e0b5e13e45	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P032.md	e0de2d960c0bc6726707b5770d290778e908dc9c7c0aae1437ebb86986453843	194259	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P033	10.1007/s11136-025-04077-9	corpus/337-RA/doi_10.1007_s11136-025-04077-9.md	c9d991ea736c679c545b095bb80a894864796b8403649cedc05be2522930889f	86999	input/projects/337-RA/papers/doi_10.1007_s11136-025-04077-9.xml	8f2433eca82e2a0dbe8f49bbe8fe0d839bc8531c51d799175eec7b390940a02b	167320	337-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P033.json	9e1789f14cba65680cb28f779e9089f1141d33d707fddb82a67254a506a26a65	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P033.md	be5dcc0bae03e87823447b6a97b21b7cab0f3332b6d8e2328a1eebf5d5c22ce6	104571	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P034	10.1007/s11136-025-04133-4	corpus/1816-RA/doi_10.1007_s11136-025-04133-4.md	cae39aa6cf1b317a30f9720046095b41b03b2099917a35d2bf8a92ff14afcab1	75885	input/projects/1816-RA/papers/doi_10.1007_s11136-025-04133-4.xml	383567be9e63c714437b6ab068e5489950229251847a630e711e01da88a5db82	172409	1816-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P034.json	5808e1ee588fd05bab2e98bc5d55b036e23faf26d487376e39d695481ddafc4f	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P034.md	dc28801d1e4b4fb9c573722e3c5722553b8739da9176e54701fe4ba3f9543ca8	93397	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P035	10.1007/s11136-025-04145-0	corpus/1487-RA/doi_10.1007_s11136-025-04145-0.md	5c7fea9e7096d269077e072c42f9c9bf6fc5026b0b3ff824757fa0118cd86150	52012	input/projects/1487-RA/papers/doi_10.1007_s11136-025-04145-0.xml	d0cedf26c1b8fdad98da82866889bd5da2c773b5b1bc559b5d731a4e2c5e925a	114840	1487-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P035.json	f2083141311bde3eee0df6914024cb8e007776f7a788528bed219a6b696fec5d	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P035.md	af687e24c49c79145199b0f5d9e07cd14aaf5811bbd40464f619c88533d0eee5	71280	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P036	10.1007/s11136-025-04150-3	corpus/365-RA/doi_10.1007_s11136-025-04150-3.md	84b48b2cb480dfcce2baff045168cea58615e2e013c0c9a5d31243c1c6e472be	101717	input/projects/365-RA/papers/doi_10.1007_s11136-025-04150-3.xml	3e851aacf92a416a553c4e4b07d50112eb56d9875402f21a46c46c9fdf0318c2	148729	365-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P036.json	09728f970f7aecb66c900c77ba9cabbc95243333d53375410171cfc87b51cbbb	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P036.md	83f31e88e1315efbf468e721035c7ffcc5916922cfde348f0e1fdf24718033ce	122595	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P037	10.1007/s11136-026-04226-8	corpus/1719-RA/doi_10.1007_s11136-026-04226-8.md	d861bd0506efa355b3a35e97f426005ee6b35cff805addab77db946c8dfebbea	141251	input/projects/1719-RA/papers/doi_10.1007_s11136-026-04226-8.xml	b3f88161972ef2982cb616a02b9371aeae870735038571402fdc3b6bd96df936	231894	1719-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P037.json	5e59b7de13dfe886051d36701f9c71819e44aceceeba110d025e98c8729392e7	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P037.md	9c088503bcb1ad1fd032930e5ec6ebdaaa586174e39f403986a53e847447d28d	158511	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P038	10.1007/s11136-026-04242-8	corpus/464-RA/doi_10.1007_s11136-026-04242-8.md	a95441ee959867de73c67af105bd93c343dc4453809d7455737e8f433770316a	82441	input/projects/464-RA/papers/doi_10.1007_s11136-026-04242-8.xml	8b404c35b3123e576ef44f15c4bcecbe05223e105bd71e3cb24e5bfaa38a2bbe	171300	464-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P038.json	738ef4024536f1a96c34b4ac2f0beb57671467e0064b49664bf677b08c850efe	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P038.md	d362c6e071168f82e6d46eecbbe40e6b33b359a72cfb7d178e27724cbf633014	99870	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P039	10.1007/s11136-026-04246-4	corpus/361-RA/doi_10.1007_s11136-026-04246-4.md	804d9f62adb6efca547e8afaf1ed07922a75771540fd53c458929c5c3c4b17e3	78727	input/projects/361-RA/papers/doi_10.1007_s11136-026-04246-4.xml	d20591859fd343e37b633fcb829248012971ff753fff43274eede3a09a827a5e	150248	361-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P039.json	6caf0c9466de0fd10fc33e07d5fe669648a1b2c4e6c9636fca6622242442cb38	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P039.md	816f87547b0457caaca982f41aa0371254eee3c192e20e805b3236621b059036	98482	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P040	10.1007/s11136-026-04285-x	corpus/460-RA/doi_10.1007_s11136-026-04285-x.md	d62ced1967083428bb2c81d5a06b79c932bc7ad0e62f8d7f596dd038ff9ef1fc	89156	input/projects/460-RA/papers/doi_10.1007_s11136-026-04285-x.xml	48a11a77aa0db598cc9ac3be264317f009a2d98874e87f03bcdd345725b996a5	131604	460-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P040.json	a56a29aec2695324414ee6ee2356773d7610036080e74b75ab05df1395b8b564	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P040.md	fa36c2eae40f57a23c1ad1ac5e2efb690cff8fe0c94e861616a89348efee789c	107969	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P041	10.1007/s11136-026-04294-w	corpus/1830-RA/doi_10.1007_s11136-026-04294-w.md	fdd1bfccac963eceb115a73a99b0df237eced6dd69bc4e317ae17cda44803289	49092	input/projects/1830-RA/papers/doi_10.1007_s11136-026-04294-w.xml	96ac5b9ba5f71c9e71fb8a5be43c2ff855739e1bf0396e4538ee523b2e0d413e	93978	1830-RA;367-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P041.json	649bdb0b5bde86620f5ba0e92374fcb4b78e711a05cf1bc90f0bca9143c723e8	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P041.md	6caacfcb8a817630472922e86dcd212a4b89f14f9f54d784a45a958163c28119	75093	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P042	10.1007/s11136-026-04315-8	corpus/1799-RA/doi_10.1007_s11136-026-04315-8.md	92631867d7687de400486963e54172f4de9b8859611127ec058a55cd8bd3a5f4	46500	input/projects/1799-RA/papers/doi_10.1007_s11136-026-04315-8.xml	ccf80f3e041f9bd07b41fffa9e194a1880dead99e9369ea966c3763098f92996	112832	1799-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P042.json	4b54662cdf67ae525991c1c5b6f18a0bdd52eb2d61c43b655e1b67cdc9bf0a65	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P042.md	6eaa6dfdda00ab2ffa97e30c520507a38afa6e66fac6e187d0569431db4134d8	68485	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P043	10.1007/s12311-023-01597-3	corpus/349-RA/doi_10.1007_s12311-023-01597-3.md	67e840269959c9442333fbc1f26c3d22368168f4961145b9678a1a7d7c3dbc7d	60887	input/projects/349-RA/papers/doi_10.1007_s12311-023-01597-3.xml	1c8e523e659974af11dcd27eddaec2c3e36d4537f12228c838b526461a053291	124757	349-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P043.json	2feb659c1f1d4fcdee01adc658a1985eeb26482a88a520592d1302ef5317ab20	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P043.md	ff5b24e45796075e7389c6d6733353900df050139f93204d61c2107654f77eda	80967	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P044	10.1007/s40258-021-00639-3	corpus/20170400/doi_10.1007_s40258-021-00639-3.md	0d6462427e64575f7139aaf3e362a742b2aa7c66106ad5f1261e2e2f5cb6c25f	77402	input/projects/20170400/papers/doi_10.1007_s40258-021-00639-3.xml	4ce00910e6e1a763355bba8e65a9248f29bff4e321934d2f683e09f237a3dc8c	140417	20170400;20170401	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P044.json	5533a04acb008190b6d6fb86d4f8c9979beb8d9e20ca14ffaf026b65693892e6	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P044.md	2b45e49e68855a1e6f8420b2b8f39ef9c40d0d5c0f3c43affcfe4ae690b04346	96079	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P045	10.1007/s40258-022-00772-7	corpus/20190460/doi_10.1007_s40258-022-00772-7.md	a7845f657f23302e62c6915868cbcf0c8530bab59d535c2ddd02031a21b3d02f	132749	input/projects/20190460/papers/doi_10.1007_s40258-022-00772-7.xml	d842a3b656e5287b494ecdaf400b1907cb684fb8c2f1955672fb86169cf800ef	210415	20190460	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P045.json	f4d10cb9f32006eff6a1c3084390e7d809d20aa868bcfb6cd393539ef27f06cc	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P045.md	e4be966485851b70909d891bebdbf8d96a54577aaf035262f9823baab6099223	150385	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P046	10.1007/s40258-023-00798-5	corpus/2021-RA/doi_10.1007_s40258-023-00798-5.md	a3b76abaf1369572ffe8c9a3fd3d132e04aef1abb93c8730546f5020fc85320b	50592	input/projects/2021-RA/papers/doi_10.1007_s40258-023-00798-5.xml	1dea935df539601911206d823932ef202c4ebdf189ceea7dd81fab99bf2a747b	97153	2021-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P046.json	cf069c356863ab706fdc327617fb6987e739c35aecc6320fc8a2d8ce19c7f1ca	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P046.md	f456e456c25bf487db68e46e03f2c91574f9beb959b7513b641c1b688244a922	68825	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P047	10.1007/s40258-025-00954-z	corpus/1767-RA/doi_10.1007_s40258-025-00954-z.md	de0405964ea0d43d90d3fa0acc825ce046c65bff84aef08a44942b8040365452	68428	input/projects/1767-RA/papers/doi_10.1007_s40258-025-00954-z.xml	b861b576480ea7935e44a0946094c42646b0945d5ad83a73c34f7b324a2c272e	117878	1767-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P047.json	3dc49b1a5162f71997593f24131ca3871af52a614c576b8b854c2e0f99e0f142	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P047.md	c36b703337726d9833407262e348d8e0fcf84cc4202c91c950ca60da6a88e98d	84084	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P048	10.1007/s40271-020-00490-z	corpus/20190080R1/doi_10.1007_s40271-020-00490-z.md	a84df7d92de7535ed71babcf68e6aae70a1145abe782288271a6a7f82557c06f	60814	input/projects/20190080R1/papers/doi_10.1007_s40271-020-00490-z.xml	7c8c38e447cfd055b9bf97441ce49130c7c69b70fa95dbf3cffbdc17b249dbf7	113520	20190080R1	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P048.json	b741d2348e37fe3d96bdcd8b7f6134bfe7d899f4cb2eccb98013de8fa697fb13	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P048.md	3a3af8e75be7154e212a6a79f3b3a296d65c66268ba01a6cf11ed02388836b2c	75715	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P049	10.1007/s40271-022-00572-0	corpus/20180130/doi_10.1007_s40271-022-00572-0.md	16363aec8ce4fc47fc6bec548210daeb93cfedbff813015fa70eee75d1db66c9	58495	input/projects/20180130/papers/doi_10.1007_s40271-022-00572-0.xml	bd609cbad538cb41b521ead5433b1658d736811710c5d6aac7f3cf8987db83af	107329	20180130	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P049.json	391b42a8d7b29c070603aba637a1db1f198e9334283e3aa272641dc79f608043	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P049.md	eeca25718be40b54fedfc339bfac3c872ef96a2bf0cf6296b40fdc02567a3492	74384	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P050	10.1007/s40271-023-00647-6	corpus/150-RA/doi_10.1007_s40271-023-00647-6.md	f032730cdf77833b1eae4a7f589c16e23726fa1ed7e4d061286b8e9670d9f1f2	75984	input/projects/150-RA/papers/doi_10.1007_s40271-023-00647-6.xml	7e525370e4416d9dc5fd1662fa7b9c2928d18b3f6eefe7c60a27ff71feff8726	118045	150-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P050.json	2d88cb4a95f8029fd11238643b7974faa13a213338f28b5e6f2c0991607d06e9	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P050.md	e7cbb8236327adb09c948695d2bc7f3f14bc34730cbb2f4eb12bc11ba2645135	97165	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P051	10.1007/s40271-025-00729-7	corpus/150-RA/doi_10.1007_s40271-025-00729-7.md	fb4d743f9a0e75d57decc78b76c41075602e60ef190ae1c99d2df742b6f455ec	70997	input/projects/150-RA/papers/doi_10.1007_s40271-025-00729-7.xml	aab9bda48945ab81bcaac2ecc2eef7d071aff48af37ffa3192f30412fc14599e	104552	150-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P051.json	32f4caa7d23b535ef8f1e333c998ef0c0bccf6eb4f31be39bdfc478838345a57	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P051.md	fd9b80ac584d973506860ca1b3c8d7080cb879344a4877d7cf91c27e94b1f071	90147	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P052	10.1007/s40271-025-00787-x	corpus/150-RA/doi_10.1007_s40271-025-00787-x.md	e7965b5dc59a53e55c9373ecc2a8034e0713aaa36b63d68d2a22598e838f5219	84703	input/projects/150-RA/papers/doi_10.1007_s40271-025-00787-x.xml	e2e6a1af23430803c85c45263258f5cefc8bbe0e6a9cd12bd4387e629124b4c7	134855	150-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P052.json	8b13946e1c1a35412da4b32f9665c2b10d16f4d2d3ac1463d57276af79e60732	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P052.md	ea4f5b378a8d49c6d55121506d69eeda1d25b37f51223129e9b8958ea059a01d	105736	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P053	10.1007/s40273-016-0404-1	corpus/2015410/doi_10.1007_s40273-016-0404-1.md	467cb82e557941064c134149dbaf410ed7cffd108084fcd2507a051db5c532c9	56286	input/projects/2015410/papers/doi_10.1007_s40273-016-0404-1.xml	7ebb46736d82114a494741503a5b8c0d32bd75892f34117c921c6f18243b24b2	101754	2015410	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P053.json	f05583d1446530ab5314905c75a0dbc1f0ef49a9fdee87045fc17f38773b2e7b	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P053.md	7fcfb4930f47fff26bf1ad2f96c1a2b08a025c552f8200c350513450ca41f8ef	73059	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P054	10.1007/s40273-017-0538-9	corpus/2013240/doi_10.1007_s40273-017-0538-9.md	0b9f6fafcfa8ad499c3fa45890a2f65f47f9c033f161472248c4d2e5f1832ed9	81428	input/projects/2013240/papers/doi_10.1007_s40273-017-0538-9.xml	de79d78aa4ab8fbe14edd9c8edae80b877f9b55a7afafd646b1af59d3d5e7fc3	130022	2013240	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P054.json	b3781baca54250efa92d81f3f07d587755e90ad644a452105a9749084cb8f2db	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P054.md	64295564b90d643b0931e86c33d799ebbe9a95c870794d02039a4639b99e33f1	101247	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P055	10.1007/s40273-018-0623-8	corpus/2016620/doi_10.1007_s40273-018-0623-8.md	186f3ca9983fdd64f2d5b5f34c28b40daacfeee9d2218e89ea0a47210fe6b043	137198	input/projects/2016620/papers/doi_10.1007_s40273-018-0623-8.xml	2a5a43812d1a00c19537929de21d93d39c6c96d87f3c70ccdf24de4f3d6d21ce	210888	2016620	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P055.json	5f2683c59062df617d1007baa81c81db94a6fa0ca0a52121e38ba948e7263518	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P055.md	fd79c3b63921f2922dd60cd17db79c8d1e08e6b625e46e9f2d997005004aba3d	153290	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P056	10.1007/s40273-018-0642-5	corpus/2016170/doi_10.1007_s40273-018-0642-5.md	2db101c7ed9e576690145c64ba93fbb06f684053fb8ed9af2058f27508d0b6fa	84553	input/projects/2016170/papers/doi_10.1007_s40273-018-0642-5.xml	2df1ba58a681b046d1bc46331eff5b461a3938d61840992560601c09e2f7bf3c	164536	2016170	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P056.json	69965f243fabf2a3ef2a332318ccae4fa62d612e1b66d5e45bc0994aba338d36	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P056.md	644be4f8febdebb33d73cc79a8f83f7ad0e02cbc824874f270635f7fae6b9d1f	102067	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P057	10.1007/s40273-018-0647-0	corpus/2014150/doi_10.1007_s40273-018-0647-0.md	5c6c731b9f72ea082f2c37410bd41ab74bd18a7f403a46725b740ce15576ea8f	51610	input/projects/2014150/papers/doi_10.1007_s40273-018-0647-0.xml	e5b7bf1e8fe1d143f2d4ad8841b19a69d9a559ef79bc8b01b9857b1c82e7741d	114717	2014150	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P057.json	f65d7b1453d907260f10f5c1552d17b39b7cabd6f136462b3665efb091d0d385	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P057.md	ab98d7d1d54d08afbd41ed6e8df01a5d86a9bf11b779b7db60bdd73431c90d2b	68183	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P058	10.1007/s40273-018-0694-6	corpus/2015300/doi_10.1007_s40273-018-0694-6.md	8faf1d25d9d2ce761d7ee8a04c18a3ef15fb82c2e9d1dc14d4f3613d98191762	88551	input/projects/2015300/papers/doi_10.1007_s40273-018-0694-6.xml	2e1cebc0108c6fcbda08377396fad8012bf8ccdbcbed8b62102cfb924221e8e1	149834	2015300	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P058.json	2efcc65fa0180628360fe91aac53f65e2a4ad7f72f534cd7f9f5a68cd3a66556	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P058.md	efd2eb86dcd71635533f91fc94feae30a1f40441ea46744bd322ff51cc0645ad	106970	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
