person_id	display_name	family_name	given_names	orcid	openalex_id	euroqol_member_id	member_affiliation	member_profile_url	membership_observed_date	is_project_leader	is_euroqol_member	identity_status	candidate_openalex_id	entity_kind
person:eqmember:17883	Johannes Clouth	Clouth	Johannes			17883	Retired	https://euroqol.org/about-us/our-members/member-detail/?memberid=17883	2026-08-21	0	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5029021088	PERSON
person:eqmember:17885	John Brazier	Brazier	John	0000-0001-8645-4780	A5007276743	17885	University of Sheffield	https://euroqol.org/about-us/our-members/member-detail/?memberid=17885	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5007276743	PERSON
person:eqmember:17887	John Hartman	Hartman	John			17887	GSK	https://euroqol.org/about-us/our-members/member-detail/?memberid=17887	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5108501222	PERSON
person:eqmember:17889	John Yfantopoulos	Yfantopoulos	John	0000-0003-0424-6887	A5050078092	17889	University of Athens	https://euroqol.org/about-us/our-members/member-detail/?memberid=17889	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:6b971e7fb4c3	Jonathan Nazari	Nazari	Jonathan							1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5076426425	PERSON
person:leader:69d083490dab	Jose Luis Pinto-Prades	Pinto-Prades	Jose Luis	0000-0002-9684-3410	A5017788431					1	0	PROFILE_ACCEPTED		PERSON
person:leader:4c5021828c2c	Josephine Walker	Walker	Josephine	0000-0002-9732-5738						1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5038317615	PERSON
person:leader:c2d00c5008f7	Joshua Bonsel	Bonsel	Joshua	0000-0002-9143-5506	A5090783923					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17891	Juan Cabasés	Cabasés	Juan	0000-0003-0207-4137	A5039017875	17891	Department of Economics, Universidad Pública de Navarra	https://euroqol.org/about-us/our-members/member-detail/?memberid=17891	2026-08-21	0	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17893	Juan M. Ramos-Goñi	Ramos-Goñi	Juan M.	0000-0002-9568-5190	A5047957689	17893	Maths in Health	https://euroqol.org/about-us/our-members/member-detail/?memberid=17893	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:80409a103005	Juan Pedro Alonso	Alonso	Juan Pedro							1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5109481311	PERSON
person:eqmember:17895	Juanita Haagsma	Haagsma	Juanita	0000-0002-2055-548x	A5060133399	17895	Erasmus MC	https://euroqol.org/about-us/our-members/member-detail/?memberid=17895	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:c39630e8495b	Judith Bosmans	Bosmans	Judith	0000-0002-1443-1026						1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5016039203	PERSON
person:leader:f16894fd3cc6	Julia Fox-Rushby	Fox-Rushby	Julia							1	0	NO_EXTERNAL_PROFILE		PERSON
person:leader:d6add53f5977	Julie Ratcliffe	Ratcliffe	Julie	0000-0001-7365-1988	A5070505553					1	0	PROFILE_ACCEPTED		PERSON
person:leader:ad6bbe401f11	Juntana Pattanaphesaj	Pattanaphesaj	Juntana	0000-0003-1426-6777	A5040546783					1	0	PROFILE_ACCEPTED		PERSON
person:leader:4a644920a969	Katie Page	Page	Katie	0000-0001-9183-9175						1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5103147397	PERSON
person:leader:b37527295362	Katie Spencer	Spencer	Katie	0000-0002-6846-4341	A5073760994					1	0	PROFILE_ACCEPTED		PERSON
person:leader:78acf91f717f	Katy Gallop	Gallop	Katy	0000-0002-6826-3865	A5091811569					1	0	PROFILE_ACCEPTED		PERSON
person:leader:c2ff91e5ac8a	Kelly de Ligt	Ligt	Kelly de	0000-0001-9218-617x	A5000687889					1	0	PROFILE_ACCEPTED		PERSON
person:leader:7fbd807010a1	Kidu Gidey	Gidey	Kidu	0000-0002-7363-1327	A5040157120					1	0	PROFILE_ACCEPTED		PERSON
person:leader:50cca9cff5d9	Kim Dalziel	Dalziel	Kim	0000-0003-4972-8871	A5078953009					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17897	Kim Rand	Rand	Kim	0000-0001-7692-4099	A5041551368	17897	Maths in Health and the Health Services Research Centre, Akershus University Hospital	https://euroqol.org/about-us/our-members/member-detail/?memberid=17897	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:ba7c286781f3	Klas Goran Sahlen	Sahlen	Klas Goran	0000-0002-3975-4868	A5069574274					1	0	PROFILE_ACCEPTED		PERSON
person:leader:2457503d9523	KM Vermeulen	Vermeulen	KM		A5110324582					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17899	Knut Stavem	Stavem	Knut	0000-0003-4512-8000	A5033845511	17899	Akershus University Hospital	https://euroqol.org/about-us/our-members/member-detail/?memberid=17899	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:04cf56c7a04c	Kompal Sinha	Sinha	Kompal	0000-0003-4318-6100	A5026880787					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17901	Koonal Shah	Shah	Koonal	0000-0002-4927-7858	A5083575745	17901	NICE	https://euroqol.org/about-us/our-members/member-detail/?memberid=17901	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:5b6527858de5	Kristina Burström	Burström	Kristina	0000-0001-9996-4317	A5005862614					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17905	Kristina Ludwig	Ludwig	Kristina	0000-0002-4306-4667	A5035184665	17905	(1) Department of Health Economics & Health Care Management, School of Public Health, Bielefeld University, Germany; (2) EuroQol Research Foundation	https://euroqol.org/about-us/our-members/member-detail/?memberid=17905	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5035184665	PERSON
person:eqmember:17907	Kristina Secnik Boye	Boye	Kristina Secnik	0000-0002-5953-5929	A5039006946	17907	Eli Lilly and Company	https://euroqol.org/about-us/our-members/member-detail/?memberid=17907	2026-08-21	0	1	PROFILE_ACCEPTED		PERSON
person:leader:f05e8daa6389	Lan Gao	Gao	Lan	0000-0001-9734-1140						1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5043687438	PERSON
person:leader:8b1b3321c511	Lars Ehlers	Ehlers	Lars	0000-0001-6512-5566	A5054828864					1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5054828864	PERSON
person:eqmember:17909	Leida Lamers	Lamers	Leida			17909	Ministry of Health, Welfare and Sports	https://euroqol.org/about-us/our-members/member-detail/?memberid=17909	2026-08-21	0	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5091647381	PERSON
person:eqmember:17911	Lidia Engel	Engel	Lidia	0000-0002-7959-3149	A5039737173	17911	Monash University	https://euroqol.org/about-us/our-members/member-detail/?memberid=17911	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:5cc7e060e9e2	Lina Maria Serna Higuita	Higuita	Lina Maria Serna	0000-0001-5182-8295						1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5022647682	PERSON
person:eqmember:19028	Ling Jie Cheng	Cheng	Ling Jie	0000-0002-5338-578x	A5082193621	19028	University of Oxford	https://euroqol.org/about-us/our-members/member-detail/?memberid=19028	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5082193621	PERSON
person:eqmember:17913	Ling-Hsiang Chuang	Chuang	Ling-Hsiang	0000-0001-8043-0411	A5057802030	17913		https://euroqol.org/about-us/our-members/member-detail/?memberid=17913	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17914	Liv Ariane Augestad	Augestad	Liv Ariane	0000-0003-3330-5081	A5054297438	17914	University of Oslo	https://euroqol.org/about-us/our-members/member-detail/?memberid=17914	2026-08-21	0	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17916	Louise Longworth	Longworth	Louise	0000-0003-2512-4862	A5046647690	17916	Arrow Health Economics	https://euroqol.org/about-us/our-members/member-detail/?memberid=17916	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17918	Lucila Rey Ares	Ares	Lucila Rey		A5045433583	17918		https://euroqol.org/about-us/our-members/member-detail/?memberid=17918	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:510242c8d95e	Lucky Ngwira	Ngwira	Lucky	0000-0002-2695-8917	A5063482306					1	0	PROFILE_ACCEPTED		PERSON
person:leader:44719d5c83d6	Luis Rajmil	Rajmil	Luis	0000-0002-6625-0649	A5000326162					1	0	PROFILE_ACCEPTED		PERSON
person:leader:9c090ecdc8b1	Lyazzat Kosherbayeva	Kosherbayeva	Lyazzat							1	0	NO_EXTERNAL_PROFILE		PERSON
person:leader:da1bac7dcc2d	madeeha malik	malik	madeeha	0000-0001-5824-9405	A5053689562					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:19030	Maja Kuharic	Kuharic	Maja	0000-0003-3696-9086	A5007210675	19030	Northwestern University	https://euroqol.org/about-us/our-members/member-detail/?memberid=19030	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:6fe4e81455db	Maksat Jumamyradov	Jumamyradov	Maksat	0009-0008-0180-7224	A5067862987					1	0	PROFILE_ACCEPTED		PERSON
person:leader:97c18766e2ad	Malin Regardt	Regardt	Malin	0000-0002-1908-5708	A5010406225					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17920	Marcel Jonker	Jonker	Marcel	0000-0001-8433-1402	A5063358434	17920		https://euroqol.org/about-us/our-members/member-detail/?memberid=17920	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:b74a5997703c	Maresa Buchholz	Buchholz	Maresa	0000-0002-4486-8632	A5061680498					1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5061680498	PERSON
person:leader:ac6298b56f5c	Margreet Franken	Franken	Margreet	0000-0003-4207-510x	A5089696059					1	0	PROFILE_ACCEPTED		PERSON
person:leader:320b99af03c2	María Belizán	Belizán	María	0000-0002-8739-5249	A5058351382					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17922	Marisa Da Santos	Santos	Marisa Da	0000-0002-2174-6800	A5070231679	17922	Instituto Nacional de Cardiologia	https://euroqol.org/about-us/our-members/member-detail/?memberid=17922	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17924	Mark Oppe	Oppe	Mark	0000-0003-4286-8855	A5023709885	17924	EuroQol Research Foundation	https://euroqol.org/about-us/our-members/member-detail/?memberid=17924	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:681e21cecf79	Mark Sculpher	Sculpher	Mark	0000-0003-3746-9913	A5060049178					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:19179	Márta Péntek	Péntek	Márta	0000-0001-9636-6012	A5064557440	19179	Obuda University	https://euroqol.org/about-us/our-members/member-detail/?memberid=19179	2026-08-21	0	1	PROFILE_ACCEPTED		PERSON
person:leader:676057ab3f0a	Martijn Doeleman	Doeleman	Martijn	0000-0003-4786-4108	A5038383689					1	0	PROFILE_ACCEPTED		PERSON
person:leader:b9c067658879	Martin Härter	Härter	Martin	0000-0001-7443-9890	A5048738092					1	0	PROFILE_ACCEPTED		PERSON
person:leader:8d300fb068fd	Martine Hoogendoorn	Hoogendoorn	Martine	0000-0002-7122-9780	A5033706754					1	0	PROFILE_ACCEPTED		PERSON
person:leader:1b524ab3f1ea	Marufa Sultana	Sultana	Marufa	0000-0003-2475-6497	A5035318354					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17928	Matthijs Versteegh	Versteegh	Matthijs	0000-0003-4804-235x	A5086031530	17928	Huygens & Versteegh	https://euroqol.org/about-us/our-members/member-detail/?memberid=17928	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:5c39051179f9	Maureen Rutten-van Molken	Molken	Maureen Rutten-van	0000-0001-8706-3159	A5010272673					1	0	PROFILE_ACCEPTED		PERSON
person:leader:f5a715e2f518	Meixia Liao	Liao	Meixia	0000-0001-7859-3684	A5079423723					1	0	PROFILE_ACCEPTED		PERSON
person:leader:45165c7286a7	Meles Tekie	Tekie	Meles							1	0	NO_EXTERNAL_PROFILE		PERSON
person:leader:2ca10efb7941	Merhawit Gerezgiher	Gerezgiher	Merhawit							1	0	NO_EXTERNAL_PROFILE		PERSON
person:eqmember:17930	Michael Herdman	Herdman	Michael	0000-0002-8189-5357	A5006750775	17930	Insight Consulting & Research	https://euroqol.org/about-us/our-members/member-detail/?memberid=17930	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17934	Michał Jakubczyk	Jakubczyk	Michał	0000-0002-0006-6769	A5015781187	17934	SGH Warsaw School of Economics, Poland	https://euroqol.org/about-us/our-members/member-detail/?memberid=17934	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:fc07b6540d1a	Michela Meregaglia	Meregaglia	Michela	0000-0003-0092-5970	A5038451583					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17936	Mihir Gandhi	Gandhi	Mihir	0000-0002-8902-2710	A5112963139	17936	Duke-NUS Medical School	https://euroqol.org/about-us/our-members/member-detail/?memberid=17936	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5087601665	PERSON
person:leader:fa2f4d6479ec	Mihretab Gebreslassie	Gebreslassie	Mihretab	0000-0001-9556-0075	A5085631323					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17937	Milad Karimi	Karimi	Milad	0000-0002-5298-174x	A5076374306	17937		https://euroqol.org/about-us/our-members/member-detail/?memberid=17937	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5076374306	PERSON
person:eqmember:17938	Mimmi Åström	Åström	Mimmi	0000-0002-6711-5262	A5055089597	17938	Karolinska Institutet	https://euroqol.org/about-us/our-members/member-detail/?memberid=17938	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:d2015a3f2b80	Min-Joo Woo	Woo	Min-Joo	0000-0002-4630-9922						1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5028665396	PERSON
person:eqmember:17940	Min-Woo Jo	Jo	Min-Woo	0000-0002-4574-1318	A5015763173	17940	Department of Preventive Medicine, University of Ulsan College of Medicine	https://euroqol.org/about-us/our-members/member-detail/?memberid=17940	2026-08-21	0	1	PROFILE_ACCEPTED		PERSON
person:eqmember:19032	Mina Bahrampour	Bahrampour	Mina	0000-0002-6915-1865	A5068470091	19032	University of Technology Sydney	https://euroqol.org/about-us/our-members/member-detail/?memberid=19032	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17942	Minghui Li	Li	Minghui	0000-0003-3673-5925		17942	University of Tennessee	https://euroqol.org/about-us/our-members/member-detail/?memberid=17942	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5100400064	PERSON
person:leader:086bfe1b27fe	Minh Pham	Pham	Minh	0000-0003-2974-3484	A5088028488					1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5077706356	PERSON
person:leader:570ea90166a5	Nadine Zawadzkli	Zawadzkli	Nadine							1	0	NO_EXTERNAL_PROFILE		PERSON
person:eqmember:17944	Nan Luo	Luo	Nan	0000-0001-7980-6979	A5064398143	17944	National University of Singapore	https://euroqol.org/about-us/our-members/member-detail/?memberid=17944	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5064398143	PERSON
person:eqmember:17946	Nancy Devlin	Devlin	Nancy	0000-0002-1561-5361	A5103206776	17946	University of Melbourne	https://euroqol.org/about-us/our-members/member-detail/?memberid=17946	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17948	Narcis Gusi	Gusi	Narcis	0000-0002-1001-8883	A5042480120	17948	University of Extremadura (Spain)	https://euroqol.org/about-us/our-members/member-detail/?memberid=17948	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:46d6ae1ea3cd	Nicholas Smeele	Smeele	Nicholas							1	0	NO_EXTERNAL_PROFILE		PERSON
person:eqmember:17952	Nick Bansback	Bansback	Nick	0000-0002-1510-3462	A5052496992	17952	School of Population and Public Health	https://euroqol.org/about-us/our-members/member-detail/?memberid=17952	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17954	Nils Gutacker	Gutacker	Nils	0000-0002-2833-0621	A5023093255	17954	Centre for Health Economics, University of York	https://euroqol.org/about-us/our-members/member-detail/?memberid=17954	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17956	Ning Yan Gu	Gu	Ning Yan	0000-0002-1250-7605	A5063972558	17956	University of San Francisco	https://euroqol.org/about-us/our-members/member-detail/?memberid=17956	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5063972558	PERSON
person:leader:fe69a449d6e0	Norma Bulamu	Bulamu	Norma							1	0	NO_EXTERNAL_PROFILE		PERSON
person:leader:fb586bce648f	Nyantara Wickramasekera	Wickramasekera	Nyantara	0000-0002-6552-5153	A5077076014					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17958	Ole Marten	Marten	Ole	0000-0002-2576-9110	A5033160244	17958	Bielefeld University	https://euroqol.org/about-us/our-members/member-detail/?memberid=17958	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17960	Oliver Rivero-Arias	Rivero-Arias	Oliver	0000-0003-2233-6544	A5121462085	17960	University of Oxford	https://euroqol.org/about-us/our-members/member-detail/?memberid=17960	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:4fa690feeeb8	Oriana Ciani	Ciani	Oriana	0000-0002-3607-0508	A5008052793					1	0	PROFILE_ACCEPTED		PERSON
person:leader:dc2e8227c8a1	Patricia Cubi-Molla	Cubi-Molla	Patricia	0000-0002-2803-7337	A5087726711					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17962	Paul Kind	Kind	Paul	0000-0003-2377-1652	A5013594779	17962	Health Economics Policy Lab (HEPL), University College London	https://euroqol.org/about-us/our-members/member-detail/?memberid=17962	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17964	Paul Krabbe	Krabbe	Paul	0000-0001-6042-1243	A5061371202	17964	University Medical Center Groningen	https://euroqol.org/about-us/our-members/member-detail/?memberid=17964	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:0a4ba2690908	Paul Schneider	Schneider	Paul	0000-0003-3552-1087	A5007136182					1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5086411644	PERSON
person:eqmember:17966	Paula Lorgelly	Lorgelly	Paula	0000-0002-8990-9514	A5027424571	17966	University of Auckland | Waipapa Taumata Rau	https://euroqol.org/about-us/our-members/member-detail/?memberid=17966	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:0e9ad499d04b	Pedro Ferreira	Ferreira	Pedro	0000-0002-9448-9542						1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5048178253	PERSON
person:eqmember:17968	Peep Stalmeier	Stalmeier	Peep	0000-0002-7553-562x	A5013523692	17968	Radboudumc	https://euroqol.org/about-us/our-members/member-detail/?memberid=17968	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:fa3dd095d626	pei wang	wang	pei	0000-0003-3661-3944	A5100462659					1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5100462615	PERSON
person:leader:c4ed61eb8dc6	Philip Clarke	Clarke	Philip	0000-0002-7555-5348						1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5072230333	PERSON
person:leader:e448059d8472	Philip Powell	Powell	Philip	0000-0003-1169-3431	A5072704582					1	0	PROFILE_ACCEPTED		PERSON
person:leader:a1e1c0434133	Piyameth Dilokthornsakul	Dilokthornsakul	Piyameth	0000-0002-6981-1771	A5013970219					1	0	PROFILE_ACCEPTED		PERSON
person:leader:16c3b78cea49	Priyanka Banik	Banik	Priyanka							1	0	NO_EXTERNAL_PROFILE		PERSON
person:leader:fe53e5b0d472	Prudence Cheung	Cheung	Prudence	0000-0002-3213-7373	A5011025629					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:18648	Rachel Tan	Tan	Rachel	0000-0002-4610-1195	A5047279366	18648	IQVIA	https://euroqol.org/about-us/our-members/member-detail/?memberid=18648	2026-08-21	0	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5047279366	PERSON
person:leader:509e281c560b	Raf Van Gestel	Gestel	Raf Van							1	0	NO_EXTERNAL_PROFILE		PERSON
person:leader:a88a6c88814a	Rainer Reile	Reile	Rainer	0000-0001-9488-887x	A5036883637					1	0	PROFILE_ACCEPTED		PERSON
person:leader:3a021deb0a29	Rebecca Addo	Addo	Rebecca	0000-0002-5970-1122	A5005424373					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17973	Richard Brooks	Brooks	Richard			17973	Retirement Association	https://euroqol.org/about-us/our-members/member-detail/?memberid=17973	2026-08-21	0	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5112107099	PERSON
person:eqmember:17974	Richard Norman	Norman	Richard	0000-0002-3112-3893	A5101841802	17974	Curtin University	https://euroqol.org/about-us/our-members/member-detail/?memberid=17974	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:21678	Richard Xu	Xu	Richard	0000-0002-4720-5172	A5057171540	21678	The Hong Kong Polytechnic University	https://euroqol.org/about-us/our-members/member-detail/?memberid=21678	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5057171540	PERSON
person:leader:58f9f9b702a9	Rini Noviyani	Noviyani	Rini							1	0	NO_EXTERNAL_PROFILE		PERSON
person:eqmember:17976	Rosalie Viney	Viney	Rosalie	0000-0002-0039-9635	A5076742980	17976	University of Technology Sydney	https://euroqol.org/about-us/our-members/member-detail/?memberid=17976	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17978	Rosalind de Charro	Charro	Rosalind de			17978		https://euroqol.org/about-us/our-members/member-detail/?memberid=17978	2026-08-21	0	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5080909830	PERSON
person:eqmember:17980	Ruixuan Jiang	Jiang	Ruixuan	0000-0003-1737-2989	A5049026946	17980	Merck & Co., Inc.,	https://euroqol.org/about-us/our-members/member-detail/?memberid=17980	2026-08-21	0	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5049026946	PERSON
person:leader:39e3bb2019e3	Samar Farid	Farid	Samar	0000-0002-6048-847x	A5091305227					1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5091305227	PERSON
person:leader:d1d5bf1eb595	Sander van Kuijk	Kuijk	Sander van	0000-0003-2796-729x	A5087173002					1	0	PROFILE_ACCEPTED		PERSON
person:leader:9298090f50fe	Sandjar Djalalov	Djalalov	Sandjar							1	0	NO_EXTERNAL_PROFILE		PERSON
person:eqmember:17982	Sarah Derrett	Derrett	Sarah	0000-0003-2867-0498	A5021576811	17982	University of Otago	https://euroqol.org/about-us/our-members/member-detail/?memberid=17982	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17984	Sarah Dewilde	Dewilde	Sarah	0000-0002-7315-3230	A5043932217	17984	SHE	https://euroqol.org/about-us/our-members/member-detail/?memberid=17984	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:db2b81f67ca6	Sarega Gurudas	Gurudas	Sarega	0000-0002-2656-0570	A5067968462					1	0	PROFILE_ACCEPTED		PERSON
person:leader:f7a23dbb0eb8	Sayem Ahmed	Ahmed	Sayem	0000-0001-9499-1500	A5011474576					1	0	PROFILE_ACCEPTED		PERSON
person:leader:b101d0407270	Sesil Lim	Lim	Sesil	0000-0002-2227-8906	A5010929980					1	0	NO_EXTERNAL_PROFILE		PERSON
person:leader:ff5ebc6fc226	Seungjin Bae	Bae	Seungjin	0000-0002-8993-8884	A5038405248					1	0	PROFILE_ACCEPTED		PERSON
person:leader:fcc3440e8385	Shankar Prinja	Prinja	Shankar	0000-0001-7719-6986	A5071690494					1	0	PROFILE_ACCEPTED		PERSON
person:leader:e441983c0a65	Shitong Xie	Xie	Shitong		A5113241600					1	0	PROFILE_ACCEPTED		PERSON
person:leader:557995e71b4d	Shunya Ikeda	Ikeda	Shunya	0000-0002-1866-2155	A5064794823					1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5064794823	PERSON
person:eqmember:17988	Simon Pickard	Pickard	Simon	0000-0001-5645-7091	A5058888906	17988	University of Illinois - Chicago	https://euroqol.org/about-us/our-members/member-detail/?memberid=17988	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17990	Simone Schieskow	Schieskow	Simone		A5117152200	17990	Bielefeld University, School of Public Health, Department of Health Economics and Health Care Management	https://euroqol.org/about-us/our-members/member-detail/?memberid=17990	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:2fd1b3a52d2e	Sofia Vallejo	Vallejo	Sofia							1	0	NO_EXTERNAL_PROFILE		PERSON
person:leader:697a63a74011	Soumana Chamoun Nasser	Nasser	Soumana Chamoun	0000-0003-4202-7116	A5029600163					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17992	Stefan Lipman	Lipman	Stefan	0000-0002-8784-9650	A5078862538	17992	Erasmus School of Health Policy & Management (ESHPM), Erasmus University Rotterdam	https://euroqol.org/about-us/our-members/member-detail/?memberid=17992	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:17f6764f4e92	Stella Heemskerk	Heemskerk	Stella	0000-0002-1320-8084	A5025807986					1	0	PROFILE_ACCEPTED		PERSON
person:leader:e349178eacdd	Stephen Coons	Coons	Stephen	0000-0001-7977-5156	A5052220528					1	0	PROFILE_ACCEPTED		PERSON
person:leader:606823d7ed51	Stevanus Pangestu	Pangestu	Stevanus	0000-0003-2546-9449	A5033743427					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17994	Stirling Bryan	Bryan	Stirling	0000-0001-7093-3058	A5015667412	17994	University of British Columbia	https://euroqol.org/about-us/our-members/member-detail/?memberid=17994	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17996	Sun Sun	Sun	Sun	0000-0001-5948-3025	A5081188742	17996	Parexel/Umeå University	https://euroqol.org/about-us/our-members/member-detail/?memberid=17996	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5081188742	PERSON
person:leader:9f2c2404b4d6	Suzana Karim	Karim	Suzana	0000-0002-3370-1554	A5003389681					1	0	PROFILE_ACCEPTED		PERSON
person:leader:08f441c510b7	Taavi Lai	Lai	Taavi		A5109074641					1	0	PROFILE_ACCEPTED		PERSON
person:leader:4001f58df21c	Takeru Shiroiwa	Shiroiwa	Takeru	0000-0003-3055-9932	A5007564965					1	0	PROFILE_ACCEPTED		PERSON
person:leader:c3e60eaa5362	Teresa Bago d'Uva	d'Uva	Teresa Bago							1	0	NO_EXTERNAL_PROFILE		PERSON
person:leader:bc605a168c15	Teresa Tsui	Tsui	Teresa	0000-0002-9806-9393	A5089652474					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17998	Tessa Peasgood	Peasgood	Tessa	0000-0001-8024-7801	A5022446221	17998	University of Sheffield	https://euroqol.org/about-us/our-members/member-detail/?memberid=17998	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:ed94eca24d3c	Thao Thai	Thai	Thao							1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5050171927	PERSON
