person_id	name	name_type	source
person:eqmember:17962	Paul Kind	CANONICAL	artefacts/01_people.csv
person:eqmember:17962	Paul Kind	PUBLICATION_NAME	doi:10.1007/s10198-023-01569-8
person:eqmember:17962	Paul Kind	PUBLICATION_NAME	doi:10.1007/s11136-019-02115-x
person:eqmember:17964	Paul F M Krabbe	PUBLICATION_NAME	doi:10.1007/s40273-015-0292-9
person:eqmember:17964	Paul F. M. Krabbe	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:17964	Paul F. M. Krabbe	PUBLICATION_NAME	doi:10.1007/s40273-018-0647-0
person:eqmember:17964	Paul F. M. Krabbe	PUBLICATION_NAME	doi:10.1371/journal.pone.0190111
person:eqmember:17964	Paul Krabbe	CANONICAL	artefacts/01_people.csv
person:eqmember:17966	Paula Lorgelly	CANONICAL	artefacts/01_people.csv
person:eqmember:17966	Paula Lorgelly	PUBLICATION_NAME	doi:10.1017/s0266462326103602
person:eqmember:17968	Peep F. M. Stalmeier	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:17968	Peep F. M. Stalmeier	PUBLICATION_NAME	doi:10.1177/0272989x19841587
person:eqmember:17968	Peep F.M. Stalmeier	PUBLICATION_NAME	doi:10.1177/0272989x18765184
person:eqmember:17968	Peep FM Stalmeier	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:17968	Peep FM Stalmeier	REVIEWED_ALIAS	data/person-name-overrides.csv
person:eqmember:17968	Peep Stalmeier	CANONICAL	artefacts/01_people.csv
person:eqmember:17968	Peep Stalmeier	PUBLICATION_NAME	doi:10.1007/s11136-017-1512-x
person:eqmember:17968	Peep Stalmeier	PUBLICATION_NAME	doi:10.1007/s11136-025-04145-0
person:eqmember:17973	Richard Brooks	CANONICAL	artefacts/01_people.csv
person:eqmember:17974	Richard Norman	CANONICAL	artefacts/01_people.csv
person:eqmember:17974	Richard Norman	PUBLICATION_NAME	doi:10.1007/s11136-020-02712-1
person:eqmember:17974	Richard Norman	PUBLICATION_NAME	doi:10.1007/s11136-026-04230-y
person:eqmember:17974	Richard Norman	PUBLICATION_NAME	doi:10.1007/s40271-025-00735-9
person:eqmember:17974	Richard Norman	PUBLICATION_NAME	doi:10.1007/s40273-021-01109-3
person:eqmember:17974	Richard Norman	PUBLICATION_NAME	doi:10.1007/s40273-025-01476-1
person:eqmember:17974	Richard Norman	PUBLICATION_NAME	doi:10.1007/s40273-025-01493-0
person:eqmember:17974	Richard Norman	PUBLICATION_NAME	doi:10.1371/journal.pone.0302886
person:eqmember:17974	Richard Norman	PUBLICATION_NAME	doi:10.1371/journal.pone.0319227
person:eqmember:17976	Rosalie Viney	CANONICAL	artefacts/01_people.csv
person:eqmember:17976	Rosalie Viney	PUBLICATION_NAME	doi:10.1007/s11136-024-03817-7
person:eqmember:17976	Rosalie Viney	PUBLICATION_NAME	doi:10.1007/s11136-025-03983-2
person:eqmember:17976	Rosalie Viney	PUBLICATION_NAME	doi:10.1007/s11136-025-04074-y
person:eqmember:17976	Rosalie Viney	PUBLICATION_NAME	doi:10.1007/s11136-026-04315-8
person:eqmember:17976	Rosalie Viney	PUBLICATION_NAME	doi:10.1007/s40271-023-00647-6
person:eqmember:17976	Rosalie Viney	PUBLICATION_NAME	doi:10.1007/s40271-024-00715-5
person:eqmember:17976	Rosalie Viney	PUBLICATION_NAME	doi:10.1007/s40271-025-00729-7
person:eqmember:17976	Rosalie Viney	PUBLICATION_NAME	doi:10.1007/s40271-025-00735-9
person:eqmember:17976	Rosalie Viney	PUBLICATION_NAME	doi:10.1007/s40271-025-00787-x
person:eqmember:17976	Rosalie Viney	PUBLICATION_NAME	doi:10.1007/s40273-015-0292-9
person:eqmember:17976	Rosalie Viney	PUBLICATION_NAME	doi:10.1007/s40273-021-01109-3
person:eqmember:17976	Rosalie Viney	PUBLICATION_NAME	doi:10.1017/s0266462326103602
person:eqmember:17976	Rosalie Viney	PUBLICATION_NAME	doi:10.1371/journal.pone.0302886
person:eqmember:17978	Frank de Charro	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:17978	Rosalind de Charro	CANONICAL	artefacts/01_people.csv
person:eqmember:17980	Ruixuan Jiang	CANONICAL	artefacts/01_people.csv
person:eqmember:17980	Ruixuan Jiang	PUBLICATION_NAME	doi:10.1007/s11136-020-02712-1
person:eqmember:17980	Ruixuan Jiang	PUBLICATION_NAME	doi:10.1007/s11136-021-02922-1
person:eqmember:17980	Ruixuan Jiang	PUBLICATION_NAME	doi:10.1186/s12955-022-02031-8
person:eqmember:17982	Sarah Derrett	CANONICAL	artefacts/01_people.csv
person:eqmember:17982	Sarah Derrett	PUBLICATION_NAME	doi:10.1186/s13643-025-03060-2
person:eqmember:17984	Dewilde Sarah	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:17984	Dewilde Sarah	REVIEWED_ALIAS	data/person-name-overrides.csv
person:eqmember:17984	Sarah Dewilde	CANONICAL	artefacts/01_people.csv
person:eqmember:17984	Sarah Dewilde	PUBLICATION_NAME	doi:10.1007/s40271-022-00573-z
person:eqmember:17988	A Simon Pickard	PUBLICATION_NAME	doi:10.1007/s11136-025-04003-z
person:eqmember:17988	A Simon Pickard	PUBLICATION_NAME	doi:10.1007/s40273-015-0292-9
person:eqmember:17988	A. Simon Pickard	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:17988	A. Simon Pickard	PUBLICATION_NAME	doi:10.1007/s11136-020-02712-1
person:eqmember:17988	A. Simon Pickard	PUBLICATION_NAME	doi:10.1007/s11136-021-02922-1
person:eqmember:17988	A. Simon Pickard	PUBLICATION_NAME	doi:10.1007/s40273-022-01222-x
person:eqmember:17988	A. Simon Pickard	PUBLICATION_NAME	doi:10.1186/s12955-022-02031-8
person:eqmember:17988	A. Simon Pickard	PUBLICATION_NAME	doi:10.1371/journal.pone.0209344
person:eqmember:17988	A. Simon Pickard	PUBLICATION_NAME	doi:10.1371/journal.pone.0305983
person:eqmember:17988	Simon Pickard	CANONICAL	artefacts/01_people.csv
person:eqmember:17990	Simone Schieskow	CANONICAL	artefacts/01_people.csv
person:eqmember:17990	Simone Schieskow	PUBLICATION_NAME	doi:10.1007/s40273-025-01550-8
person:eqmember:17990	Simone Schieskow (née Kreimeier)	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:17992	S. A. Lipman	PUBLICATION_NAME	doi:10.1007/s10198-021-01377-y
person:eqmember:17992	Stefan A Lipman	PUBLICATION_NAME	doi:10.1002/hec.4529
person:eqmember:17992	Stefan A Lipman	PUBLICATION_NAME	doi:10.1007/s10198-023-01668-6
person:eqmember:17992	Stefan A Lipman	PUBLICATION_NAME	doi:10.1007/s10198-025-01857-5
person:eqmember:17992	Stefan A Lipman	PUBLICATION_NAME	doi:10.1007/s40271-020-00490-z
person:eqmember:17992	Stefan A. Lipman	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:17992	Stefan A. Lipman	REVIEWED_ALIAS	data/person-name-overrides.csv
person:eqmember:17992	Stefan A. Lipman	PUBLICATION_NAME	doi:10.1007/s10198-023-01612-8
person:eqmember:17992	Stefan A. Lipman	PUBLICATION_NAME	doi:10.1007/s10198-025-01812-4
person:eqmember:17992	Stefan Lipman	CANONICAL	artefacts/01_people.csv
person:eqmember:17992	Stefan Lipman	PUBLICATION_NAME	doi:10.1007/s10198-025-01823-1
person:eqmember:17994	Stirling Bryan	CANONICAL	artefacts/01_people.csv
person:eqmember:17994	Stirling Bryan	PUBLICATION_NAME	doi:10.1097/mlr.0000000000002315
person:eqmember:17996	Sun Sun	CANONICAL	artefacts/01_people.csv
person:eqmember:17996	Sun Sun	PUBLICATION_NAME	doi:10.1007/s11136-020-02469-7
person:eqmember:17996	Sun Sun	PUBLICATION_NAME	doi:10.1186/s12955-022-02083-w
person:eqmember:17998	Peasgood	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:17998	Peasgood	REVIEWED_ALIAS	data/person-name-overrides.csv
person:eqmember:17998	Tessa Peasgood	CANONICAL	artefacts/01_people.csv
person:eqmember:17998	Tessa Peasgood	PUBLICATION_NAME	doi:10.1007/s10198-021-01306-z
person:eqmember:17998	Tessa Peasgood	PUBLICATION_NAME	doi:10.1007/s10198-025-01769-4
person:eqmember:17998	Tessa Peasgood	PUBLICATION_NAME	doi:10.1007/s11136-020-02718-9
person:eqmember:17998	Tessa Peasgood	PUBLICATION_NAME	doi:10.1007/s11136-025-03989-w
person:eqmember:17998	Tessa Peasgood	PUBLICATION_NAME	doi:10.1007/s11136-026-04242-8
person:eqmember:17998	Tessa Peasgood	PUBLICATION_NAME	doi:10.1007/s40271-023-00647-6
person:eqmember:17998	Tessa Peasgood	PUBLICATION_NAME	doi:10.1007/s40271-024-00715-5
person:eqmember:17998	Tessa Peasgood	PUBLICATION_NAME	doi:10.1007/s40271-025-00729-7
person:eqmember:17998	Tessa Peasgood	PUBLICATION_NAME	doi:10.1007/s40271-025-00749-3
person:eqmember:17998	Tessa Peasgood	PUBLICATION_NAME	doi:10.1007/s40271-025-00787-x
person:eqmember:17998	Tessa Peasgood	PUBLICATION_NAME	doi:10.1007/s40273-025-01493-0
person:eqmember:17998	Tessa Peasgood	PUBLICATION_NAME	doi:10.1371/journal.pone.0302886
person:eqmember:17998	Tessa Peasgood	PUBLICATION_NAME	doi:10.1371/journal.pone.0319227
person:eqmember:18000	Thomas Kohlmann	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:18000	Thomas Kohlmann	PUBLICATION_NAME	doi:10.1007/s11136-020-02688-y
person:eqmember:18000	Thomas Kohlmann	PUBLICATION_NAME	doi:10.1007/s11136-020-02712-1
person:eqmember:18000	Thomas Kohlmann	PUBLICATION_NAME	doi:10.1007/s11136-021-02922-1
person:eqmember:18000	Thomas Kohlmann	PUBLICATION_NAME	doi:10.1007/s40273-018-0642-5
person:eqmember:18000	thomas kohlmann	CANONICAL	artefacts/01_people.csv
person:eqmember:18002	Tianxin Pan	CANONICAL	artefacts/01_people.csv
person:eqmember:18002	Tianxin Pan	PUBLICATION_NAME	doi:10.1007/s10198-025-01804-4
person:eqmember:18002	Tianxin Pan	PUBLICATION_NAME	doi:10.1007/s10198-025-01852-w
person:eqmember:18002	Tianxin Pan	PUBLICATION_NAME	doi:10.1007/s40273-021-01109-3
person:eqmember:18002	Tianxin Pan	PUBLICATION_NAME	doi:10.1007/s40273-025-01493-0
person:eqmember:18002	Tianxin Pan	PUBLICATION_NAME	doi:10.1371/journal.pone.0319227
person:eqmember:18004	Trudy Sullivan	CANONICAL	artefacts/01_people.csv
person:eqmember:18004	Trudy Sullivan	PUBLICATION_NAME	doi:10.1007/s11136-025-03983-2
person:eqmember:18004	Trudy Sullivan	PUBLICATION_NAME	doi:10.1186/s13643-025-03060-2
person:eqmember:18006	Valentina Prevolnik Rupel	CANONICAL	artefacts/01_people.csv
person:eqmember:18006	Valentina Prevolnik Rupel	PUBLICATION_NAME	doi:10.1007/s40273-020-00994-4
person:eqmember:18006	Valentina Prevolnik Rupel	PUBLICATION_NAME	doi:10.1007/s40273-023-01280-9
person:eqmember:18006	Valentina Prevolnik Rupel	PUBLICATION_NAME	doi:10.1016/j.jval.2021.03.019
person:eqmember:18006	Valentina Rupel	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:18006	Valentina Rupel	REVIEWED_ALIAS	data/person-name-overrides.csv
person:eqmember:18008	V Zárate	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:18008	Victor Zarate	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:18008	Victor Zárate	PUBLICATION_NAME	doi:10.1007/s11136-025-03983-2
person:eqmember:18008	victor zarate	CANONICAL	artefacts/01_people.csv
person:eqmember:18010	Prof. Dr. Wolfgang Greiner	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:18010	Wolfgang Greiner	CANONICAL	artefacts/01_people.csv
person:eqmember:18010	Wolfgang Greiner	PUBLICATION_NAME	doi:10.1007/s11136-019-02115-x
person:eqmember:18010	Wolfgang Greiner	PUBLICATION_NAME	doi:10.1007/s11136-021-03007-9
person:eqmember:18010	Wolfgang Greiner	PUBLICATION_NAME	doi:10.1007/s40273-018-0615-8
person:eqmember:18010	Wolfgang Greiner	PUBLICATION_NAME	doi:10.1007/s40273-022-01143-9
person:eqmember:18010	Wolfgang Greiner	PUBLICATION_NAME	doi:10.1016/j.jval.2021.03.019
person:eqmember:18010	Wolfgang Greiner	PUBLICATION_NAME	doi:10.1186/s12955-017-0617-9
person:eqmember:18010	Wolfgang Greiner	PUBLICATION_NAME	doi:10.1186/s12955-021-01719-7
person:eqmember:18010	Wolfgang Greiner	PUBLICATION_NAME	doi:10.1186/s13561-022-00374-y
person:eqmember:18010	Wolfgang Greiner	PUBLICATION_NAME	doi:10.1371/journal.pone.0290606
person:eqmember:18012	Xuejing (Jennifer) Jin	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:18012	Xuejing Jin	CANONICAL	artefacts/01_people.csv
person:eqmember:18012	Xuejing Jin	PUBLICATION_NAME	doi:10.1007/s40273-022-01216-9
person:eqmember:18014	Yaling Yang	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:18014	Yaling yang	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:18014	yaling Yang	CANONICAL	artefacts/01_people.csv
person:eqmember:18016	Feng Yan	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:18016	Yan Feng	CANONICAL	artefacts/01_people.csv
person:eqmember:18016	Yan Feng	PUBLICATION_NAME	doi:10.1136/bmjopen-2024-084440
person:eqmember:18018	You-Shan Feng	CANONICAL	artefacts/01_people.csv
person:eqmember:18018	You-Shan Feng	PUBLICATION_NAME	doi:10.1007/s11136-020-02688-y
person:eqmember:18018	You-Shan Feng	PUBLICATION_NAME	doi:10.1007/s11136-021-02922-1
person:eqmember:18018	You-Shan Feng	PUBLICATION_NAME	doi:10.1007/s11136-026-04285-x
person:eqmember:18018	You-Shan Feng	PUBLICATION_NAME	doi:10.1007/s40273-018-0642-5
person:eqmember:18018	You-Shan Feng, PhD	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:18018	You‐Shan Feng	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:18019	Zhihao Yang	CANONICAL	artefacts/01_people.csv
person:eqmember:18019	Zhihao Yang	PUBLICATION_NAME	doi:10.1002/ppul.71031
person:eqmember:18019	Zhihao Yang	PUBLICATION_NAME	doi:10.1007/s10198-021-01309-w
person:eqmember:18019	Zhihao Yang	PUBLICATION_NAME	doi:10.1007/s10198-024-01710-1
person:eqmember:18019	Zhihao Yang	PUBLICATION_NAME	doi:10.1007/s11136-021-03075-x
person:eqmember:18019	Zhihao Yang	PUBLICATION_NAME	doi:10.1007/s11136-025-03917-y
person:eqmember:18019	Zhihao Yang	PUBLICATION_NAME	doi:10.1007/s11136-025-03983-2
person:eqmember:18019	Zhihao Yang	PUBLICATION_NAME	doi:10.1007/s11136-025-04038-2
person:eqmember:18019	Zhihao Yang	PUBLICATION_NAME	doi:10.1007/s40273-022-01216-9
person:eqmember:18019	Zhihao Yang	PUBLICATION_NAME	doi:10.1007/s40273-025-01473-4
person:eqmember:18019	Zhihao Yang	PUBLICATION_NAME	doi:10.1007/s40273-025-01519-7
person:eqmember:18019	Zhihao Yang	PUBLICATION_NAME	doi:10.1136/bmjopen-2025-102509
person:eqmember:18019	Zhihao Yang	PUBLICATION_NAME	doi:10.1186/s12955-023-02131-z
person:eqmember:18019	Zhihao Yang	PUBLICATION_NAME	doi:10.1186/s12955-026-02521-z
person:eqmember:18021	Zhuxin Mao	CANONICAL	artefacts/01_people.csv
person:eqmember:18021	Zhuxin Mao	PUBLICATION_NAME	doi:10.1007/s11136-025-03917-y
person:eqmember:18021	Zhuxin Mao	PUBLICATION_NAME	doi:10.1007/s11136-025-04038-2
person:eqmember:18646	Edward J. D. Webb	PUBLICATION_NAME	doi:10.1007/s10198-023-01569-8
person:eqmember:18646	Edward JD Webb	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:18646	Edward JD Webb	REVIEWED_ALIAS	data/person-name-overrides.csv
person:eqmember:18646	Edward Webb	CANONICAL	artefacts/01_people.csv
person:eqmember:18648	Rachel Lee-Yin Tan	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:18648	Rachel Lee-Yin Tan	PUBLICATION_NAME	doi:10.1007/s40273-019-00854-w
person:eqmember:18648	Rachel Lee-Yin Tan	PUBLICATION_NAME	doi:10.1186/s12955-024-02290-7
person:eqmember:18648	Rachel Tan	CANONICAL	artefacts/01_people.csv
person:eqmember:19003	A Finch	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:19003	A Finch	REVIEWED_ALIAS	data/person-name-overrides.csv
person:eqmember:19003	Aureliano Finch	CANONICAL	artefacts/01_people.csv
person:eqmember:19003	Aureliano Finch	PUBLICATION_NAME	doi:10.1007/s40273-021-01100-y
person:eqmember:19003	Aureliano Finch	PUBLICATION_NAME	doi:10.1007/s40273-022-01208-9
person:eqmember:19003	Aureliano Paolo Finch	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:19003	Aureliano Paolo Finch	REVIEWED_ALIAS	data/person-name-overrides.csv
person:eqmember:19003	Aureliano Paolo Finch	PUBLICATION_NAME	doi:10.1007/s10198-025-01770-x
person:eqmember:19003	Aureliano Paolo Finch	PUBLICATION_NAME	doi:10.1007/s40258-022-00772-7
person:eqmember:19003	Aureliano Paolo Finch	PUBLICATION_NAME	doi:10.1007/s40273-021-01002-z
person:eqmember:19003	Aureliano Paolo Finch	PUBLICATION_NAME	doi:10.1007/s40273-024-01404-9
person:eqmember:19003	Aureliano Paolo Finch	PUBLICATION_NAME	doi:10.1007/s41669-024-00486-7
person:eqmember:19003	Aureliano Paolo Finch	PUBLICATION_NAME	doi:10.1177/0272989x20969686
person:eqmember:19005	Bas (MF) Janssen	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:19005	Bas Janssen	CANONICAL	artefacts/01_people.csv
person:eqmember:19005	M. F. Janssen	PUBLICATION_NAME	doi:10.1007/s11136-020-02496-4
person:eqmember:19005	M. F. Janssen	PUBLICATION_NAME	doi:10.1186/s12955-020-01394-0
person:eqmember:19005	M. F. Janssen	PUBLICATION_NAME	doi:10.1186/s12955-021-01771-3
person:eqmember:19005	M. F. Janssen	PUBLICATION_NAME	doi:10.1186/s41687-021-00406-x
person:eqmember:19005	M. F. Janssen	PUBLICATION_NAME	doi:10.3389/fpubh.2021.744405
person:eqmember:19005	Mathieu F Janssen	PUBLICATION_NAME	doi:10.1007/s10198-024-01719-6
person:eqmember:19005	Mathieu F Janssen	PUBLICATION_NAME	doi:10.1007/s11136-024-03754-5
person:eqmember:19005	Mathieu F Janssen	PUBLICATION_NAME	doi:10.1007/s11136-025-03983-2
person:eqmember:19005	Mathieu F Janssen	PUBLICATION_NAME	doi:10.1007/s40273-018-0623-8
person:eqmember:19005	Mathieu F Janssen	PUBLICATION_NAME	doi:10.1007/s40273-022-01172-4
person:eqmember:19005	Mathieu F Janssen	PUBLICATION_NAME	doi:10.3389/fepid.2023.1144162
person:eqmember:19005	Mathieu F. Janssen	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:19005	Mathieu F. Janssen	PUBLICATION_NAME	doi:10.1007/s11136-019-02156-2
person:eqmember:19005	Mathieu F. Janssen	PUBLICATION_NAME	doi:10.1007/s11136-020-02688-y
person:eqmember:19005	Mathieu F. Janssen	PUBLICATION_NAME	doi:10.1007/s11136-023-03509-8
person:eqmember:19005	Mathieu F. Janssen	PUBLICATION_NAME	doi:10.1007/s11136-025-04074-y
person:eqmember:19005	Mathieu F. Janssen	PUBLICATION_NAME	doi:10.1007/s40273-018-0642-5
person:eqmember:19005	Mathieu F. Janssen	PUBLICATION_NAME	doi:10.3390/nu16162591
person:eqmember:19028	Ling Jie CHENG	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:19028	Ling Jie Cheng	CANONICAL	artefacts/01_people.csv
person:eqmember:19028	Ling Jie Cheng	PUBLICATION_NAME	doi:10.1007/s11136-026-04294-w
person:eqmember:19028	Ling Jie Cheng	PUBLICATION_NAME	doi:10.1007/s40273-025-01519-7
person:eqmember:19030	Maja Kuharic	CANONICAL	artefacts/01_people.csv
person:eqmember:19030	Maja Kuharic	PUBLICATION_NAME	doi:10.1007/s11136-025-04003-z
person:eqmember:19030	Maja Kuharic	PUBLICATION_NAME	doi:10.1007/s11136-026-04315-8
person:eqmember:19030	Maja Kuharic	PUBLICATION_NAME	doi:10.1186/s12955-022-02031-8
person:eqmember:19030	Maja Kuharić	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:19032	Mina Bahrampour	CANONICAL	artefacts/01_people.csv
person:eqmember:19032	Mina Bahrampour	PUBLICATION_NAME	doi:10.1007/s11136-024-03817-7
person:eqmember:19032	Mina Bahrampour	PUBLICATION_NAME	doi:10.1007/s11136-026-04315-8
person:eqmember:19032	Mina Bahrampour	PUBLICATION_NAME	doi:10.1007/s40273-023-01330-2
person:eqmember:19032	Mina Bahrampour	PUBLICATION_NAME	doi:10.3390/children10101604
person:eqmember:19179	Márta Péntek	CANONICAL	artefacts/01_people.csv
person:eqmember:19813	Benjamin Craig	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:19813	Benjamin Craig	REVIEWED_ALIAS	data/person-name-overrides.csv
person:eqmember:19813	Benjamin M Craig	PUBLICATION_NAME	doi:10.1007/s11136-025-04053-3
person:eqmember:19813	Benjamin M Craig	PUBLICATION_NAME	doi:10.1186/s12955-022-01989-9
person:eqmember:19813	Benjamin M. Craig	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:19813	Benjamin M. Craig	REVIEWED_ALIAS	data/person-name-overrides.csv
person:eqmember:19813	Benjamin M. Craig	PUBLICATION_NAME	doi:10.1007/s11136-026-04242-8
person:eqmember:19813	Benjamin M. Craig	PUBLICATION_NAME	doi:10.1007/s40273-024-01444-1
person:eqmember:19813	Benjamin M. Craig	PUBLICATION_NAME	doi:10.1097/mlr.0000000000002200
person:eqmember:19813	Benjamin M. Craig	PUBLICATION_NAME	doi:10.1186/s12955-024-02271-w
person:eqmember:19813	Benjamin Matthew Craig	CANONICAL	artefacts/01_people.csv
person:eqmember:19813	Benjamin Matthew Craig	PUBLICATION_NAME	doi:10.1007/s40271-024-00708-4
person:eqmember:19813	Benjamin Matthew Craig	PUBLICATION_NAME	doi:10.1136/bmjopen-2023-077256
person:eqmember:19813	Benjamin Matthew Craig	PUBLICATION_NAME	doi:10.1136/bmjopen-2024-091097
person:eqmember:19813	Benjamin Matthew Craig	PUBLICATION_NAME	doi:10.1136/bmjopen-2025-100897
person:eqmember:21548	Ulrike Ravens-Sieberer	CANONICAL	artefacts/01_people.csv
person:eqmember:21548	Ulrike Ravens-Sieberer Ravens-Sieberer	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:21548	Ulrike Ravens-Sieberer Ravens-Sieberer	REVIEWED_ALIAS	data/person-name-overrides.csv
person:eqmember:21548	Ulrike Ravens‐Sieberer	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:21551	Alice L. Yu	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:21551	Alice Yu	CANONICAL	artefacts/01_people.csv
person:eqmember:21677	Cate Bailey	CANONICAL	artefacts/01_people.csv
person:eqmember:21677	Cate Bailey	PUBLICATION_NAME	doi:10.1007/s40271-024-00715-5
person:eqmember:21677	Cate Bailey	PUBLICATION_NAME	doi:10.1007/s40271-025-00749-3
person:eqmember:21677	Cate Bailey	PUBLICATION_NAME	doi:10.1371/journal.pone.0302886
person:eqmember:21677	Cate Bailey	PUBLICATION_NAME	doi:10.1371/journal.pone.0319227
person:eqmember:21677	Dr Cate Bailey	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:21678	Ricahrd Xu	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:21678	Ricahrd Xu	REVIEWED_ALIAS	data/person-name-overrides.csv
person:eqmember:21678	Richard Huan XU	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:21678	Richard Huan XU	REVIEWED_ALIAS	data/person-name-overrides.csv
person:eqmember:21678	Richard Huan Xu	SOURCE_ALIAS	artefacts/01_people.csv
person:eqmember:21678	Richard Huan Xu	PUBLICATION_NAME	doi:10.1007/s10198-024-01682-2
person:eqmember:21678	Richard Xu	CANONICAL	artefacts/01_people.csv
person:leader:04cf56c7a04c	Kompal Sinha	CANONICAL	artefacts/01_people.csv
person:leader:04cf56c7a04c	Kompal Sinha	PUBLICATION_NAME	doi:10.1136/bmjopen-2023-080985
person:leader:0528d2bef677	Iwan C.C. van der Horst	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:0528d2bef677	Iwan van der Horst	CANONICAL	artefacts/01_people.csv
person:leader:0687af044b11	Jenny Downs	CANONICAL	artefacts/01_people.csv
person:leader:0687af044b11	Jenny Downs	PUBLICATION_NAME	doi:10.1007/s11136-026-04223-x
person:leader:083cccd0472d	Wojciech Trzebiński	CANONICAL	artefacts/01_people.csv
person:leader:086bfe1b27fe	Minh Pham	CANONICAL	artefacts/01_people.csv
person:leader:086bfe1b27fe	Minh Pham	PUBLICATION_NAME	doi:10.1007/s11136-025-04053-3
person:leader:086bfe1b27fe	Minh Pham	PUBLICATION_NAME	doi:10.1007/s11136-026-04242-8
person:leader:086bfe1b27fe	Phạm Minh Khuê	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:08f441c510b7	Taavi Lai	CANONICAL	artefacts/01_people.csv
person:leader:08f441c510b7	Taavi Lai	PUBLICATION_NAME	doi:10.3389/ijph.2026.1608807
person:leader:09fa3c498378	Asrul Akmal Shafie	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:09fa3c498378	Asrul Akmal Shafie	PUBLICATION_NAME	doi:10.1007/s11136-021-03075-x
person:leader:09fa3c498378	Asrul Shafie	CANONICAL	artefacts/01_people.csv
person:leader:0a4ba2690908	Paul M. Schneider	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:0a4ba2690908	Paul Schneider	CANONICAL	artefacts/01_people.csv
person:leader:0a4ba2690908	Paul Schneider	PUBLICATION_NAME	doi:10.1007/s10198-025-01769-4
person:leader:0a4ba2690908	Paul Schneider	PUBLICATION_NAME	doi:10.1007/s11136-025-03989-w
person:leader:0a4ba2690908	Paul Schneider	PUBLICATION_NAME	doi:10.1007/s40273-025-01545-5
person:leader:0e64036a4445	Yiting Luo	CANONICAL	artefacts/01_people.csv
person:leader:0e9ad499d04b	Pedro Ferreira	CANONICAL	artefacts/01_people.csv
person:leader:0e9ad499d04b	Pedro Lopes Ferreira	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:1064c67128ac	Brigitte A.B. Essers	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:1064c67128ac	Brigitte Essers	CANONICAL	artefacts/01_people.csv
person:leader:1064c67128ac	Brigitte Essers	PUBLICATION_NAME	doi:10.3389/fpsyg.2023.1175402
person:leader:11e9ccc1a058	Corneliu Bolbocean	CANONICAL	artefacts/01_people.csv
person:leader:16c3b78cea49	Priyanka Banik	CANONICAL	artefacts/01_people.csv
person:leader:17f6764f4e92	Stella C M Heemskerk	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:17f6764f4e92	Stella Heemskerk	CANONICAL	artefacts/01_people.csv
person:leader:1a4259c27e31	Hoang Van Mi	CANONICAL	artefacts/01_people.csv
person:leader:1b524ab3f1ea	Marufa Sultana	CANONICAL	artefacts/01_people.csv
person:leader:1e73a1e0f92c	Jiabi Wen	CANONICAL	artefacts/01_people.csv
person:leader:1ed27ee96b5d	Alexander van Heudsen	PUBLICATION_NAME	doi:10.1007/s11136-025-03990-3
