publication_id	author_order	source_person_id	resolved_person_id	source_name	source_orcid	openalex_id	openalex_name	openalex_orcid	resolution_method	resolution_status	note
doi:10.1007/s11136-026-04226-8	2	author:doi:10.1007/s11136-026-04226-8:2	person:openalex:A5114345756	Laura Lüdtke		A5114345756	Laura Lüdtke		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1007/s11136-026-04226-8	3	author:doi:10.1007/s11136-026-04226-8:3	person:leader:b9c067658879	Martin Härter		A5132559868	Martin Härter		CANONICAL_NAME_AND_LINKED_PROJECT	ACCEPTED	
doi:10.1007/s11136-026-04226-8	4	author:doi:10.1007/s11136-026-04226-8:4	person:openalex:A5132638343	M F Bas Janssen		A5132638343	M. F. Bas Janssen		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1007/s11136-026-04229-5	1	author:doi:10.1007/s11136-026-04229-5:1	person:orcid:0000-0003-1351-9170	Elizabeth Goodwin		A5091619938	Elizabeth Goodwin	0000-0003-1351-9170	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04229-5	2	author:doi:10.1007/s11136-026-04229-5:2	person:eqmember:17803	Bernhard Michalowsky		A5132642210	Bernhard Michalowsky		CANONICAL_NAME_AND_AFFILIATION	ACCEPTED	
doi:10.1007/s11136-026-04229-5	3	author:doi:10.1007/s11136-026-04229-5:3	person:orcid:0000-0002-2130-4420	Rod Middleton		A5001251972	Rod Middleton	0000-0002-2130-4420	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04229-5	4	author:doi:10.1007/s11136-026-04229-5:4	person:orcid:0000-0002-1336-5899	Annie Hawton		A5055528451	Annie Hawton	0000-0002-1336-5899	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04230-y	1	orcid:0000-0001-9326-8492	person:leader:22c287b45ebd	Carrie-Anne Ng	0000-0001-9326-8492	A5035818265	Carrie‐Anne Ng	0000-0001-9326-8492	CANONICAL_NAME_AND_AFFILIATION	ACCEPTED	
doi:10.1007/s11136-026-04230-y	2	orcid:0000-0002-0122-0123	person:orcid:0000-0002-0122-0123	Kathleen Doherty	0000-0002-0122-0123	A5023707610	Kathleen Doherty	0000-0002-0122-0123	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04230-y	3	author:doi:10.1007/s11136-026-04230-y:3	person:openalex:A5132705166	Margo Bryan		A5132705166	Margo Bryan		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1007/s11136-026-04230-y	4	orcid:0000-0002-9373-7663	person:leader:63cb6b329986	Jill Carlton	0000-0002-9373-7663	A5003198517	J. Carlton		CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04230-y	5	orcid:0000-0001-6121-5409	person:orcid:0000-0001-6121-5409	Tim Luckett	0000-0001-6121-5409	A5081215319	Tim Luckett	0000-0001-6121-5409	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04230-y	6	orcid:0000-0003-3656-8063	person:eqmember:17807	Brendan Mulhern	0000-0003-3656-8063	A5090013218	Brendan Mulhern	0000-0003-3656-8063	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04230-y	7	orcid:0000-0002-3112-3893	person:eqmember:17974	Richard Norman	0000-0002-3112-3893	A5132592218	Richard Norman		CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04230-y	8	orcid:0000-0003-3897-2908	person:orcid:0000-0003-3897-2908	Karen Wills	0000-0003-3897-2908	A5128564221	Karen Wills		AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04230-y	9	orcid:0000-0002-8025-5841	person:leader:33e259cba916	Jessica Roydhouse	0000-0002-8025-5841	A5010221662	Jessica Roydhouse	0000-0002-8025-5841	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04242-8	1	author:doi:10.1007/s11136-026-04242-8:1	person:leader:086bfe1b27fe	Minh Pham		A5135071520	Minh Pham		CANONICAL_PROPAGATED_EXACT_NAME	ACCEPTED	exact name recurs after source-confirmed canonical linkage
doi:10.1007/s11136-026-04242-8	2	orcid:0000-0003-1121-1316	person:eqmember:19813	Benjamin M. Craig	0000-0003-1121-1316	A5029949490	Benjamin M. Craig	0000-0003-1121-1316	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04242-8	3	orcid:0000-0001-8024-7801	person:eqmember:17998	Tessa Peasgood	0000-0001-8024-7801	A5022446221	Tessa Peasgood	0000-0001-8024-7801	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04242-8	4	orcid:0000-0001-9674-620x	person:eqmember:17845	Fanni Rencz	0000-0001-9674-620x	A5076618112	F Rencz		CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04246-4	1	orcid:0000-0002-5692-8882	person:orcid:0000-0002-5692-8882	Lee Constable	0000-0002-5692-8882	A5057363004	Lee Constable		AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04246-4	2	orcid:0000-0002-6451-2713	person:orcid:0000-0002-6451-2713	Rachel O’Loughlin	0000-0002-6451-2713	A5016874302	Rachel O’Loughlin	0000-0002-6451-2713	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04246-4	3	orcid:0000-0002-5332-5226	person:orcid:0000-0002-5332-5226	Renee Jones	0000-0002-5332-5226	A5066738880	Renee Jones	0000-0002-5332-5226	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04246-4	4	orcid:0000-0003-3017-2770	person:orcid:0000-0003-3017-2770	Harriet Hiscock	0000-0003-3017-2770	A5135302134	Harriet Hiscock	0000-0003-3017-2770	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04246-4	5	orcid:0000-0003-4972-8871	person:leader:50cca9cff5d9	Kim Dalziel	0000-0003-4972-8871	A5138004883	Kim Dalziel	0000-0003-4972-8871	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04246-4	6	author:doi:10.1007/s11136-026-04246-4:6	group:quokka-project-team	Quality of Life in Kids: Key evidence to strengthen decisions in Australia (QUOKKA) project teamNormanRichardVineyRosalieRatcliffeJulie					COLLECTIVE_AUTHOR	ACCEPTED	
doi:10.1007/s11136-026-04285-x	1	author:doi:10.1007/s11136-026-04285-x:1	person:openalex:A5138142464	Joëlle Eijkens		A5138142464	Joëlle Eijkens		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1007/s11136-026-04285-x	2	author:doi:10.1007/s11136-026-04285-x:2	person:leader:c2d00c5008f7	Joshua M Bonsel		A5090783923	Joshua M. Bonsel	0000-0002-9143-5506	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04285-x	3	author:doi:10.1007/s11136-026-04285-x:3	person:eqmember:18018	You-Shan Feng		A5091571513	You‐Shan Feng	0000-0003-1509-3409	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04285-x	4	author:doi:10.1007/s11136-026-04285-x:4	person:openalex:A5132638343	M F Bas Janssen		A5132638343	M. F. Bas Janssen		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1007/s11136-026-04285-x	5	author:doi:10.1007/s11136-026-04285-x:5	person:eqmember:17839	Erica I Lubetkin		A5138147876	Erica I. Lubetkin		CANONICAL_NAME_AND_AFFILIATION	ACCEPTED	
doi:10.1007/s11136-026-04285-x	6	author:doi:10.1007/s11136-026-04285-x:6	person:eqmember:17895	Juanita A Haagsma		A5138175377	Juanita A. Haagsma	0000-0002-2055-548x	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04294-w	1	orcid:0000-0001-6638-421x	person:orcid:0000-0001-6638-421x	Admassu N. Lamu	0000-0001-6638-421x	A5073774833	Admassu N. Lamu	0000-0001-6638-421x	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04294-w	2	orcid:0000-0002-8385-5965	person:orcid:0000-0002-8385-5965	Gang Chen	0000-0002-8385-5965	A5091495489	Gang Chen	0000-0002-8385-5965	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04294-w	3	orcid:0000-0002-5338-578x	person:eqmember:19028	Ling Jie Cheng	0000-0002-5338-578x	A5082193621	Ling Jie Cheng	0000-0002-5338-578x	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04294-w	4	orcid:0000-0001-9472-2669	person:eqmember:17873	Jan Abel Olsen	0000-0001-9472-2669	A5052181611	Jan Abel Olsen	0000-0001-9472-2669	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04315-8	1	orcid:0000-0002-6915-1865	person:eqmember:19032	Mina Bahrampour	0000-0002-6915-1865	A5068470091	Mina Bahrampour	0000-0002-6915-1865	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04315-8	2	orcid:0000-0002-4899-7538	person:leader:db0cd1478ab2	Akanksha Akanksha	0000-0002-4899-7538	A5031359113	A Akanksha	0000-0002-4899-7538	CANONICAL_NAME_AND_LINKED_PROJECT	ACCEPTED	
doi:10.1007/s11136-026-04315-8	3	orcid:0000-0003-3696-9086	person:eqmember:19030	Maja Kuharic	0000-0003-3696-9086	A5007210675	Maja Kuharić	0000-0003-3696-9086	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04315-8	4	orcid:0000-0002-0039-9635	person:eqmember:17976	Rosalie Viney	0000-0002-0039-9635	A5076742980	Rosalie Viney	0000-0002-0039-9635	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s11136-026-04315-8	5	orcid:0000-0003-3656-8063	person:eqmember:17807	Brendan Mulhern	0000-0003-3656-8063	A5090013218	Brendan Mulhern	0000-0003-3656-8063	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s12311-023-01597-3	1	author:doi:10.1007/s12311-023-01597-3:1	person:leader:b74a5997703c	Maresa Buchholz		A5061680498	Maresa Buchholz	0000-0002-4486-8632	CANONICAL_NAME_AND_AFFILIATION	ACCEPTED	
doi:10.1007/s12311-023-01597-3	2	author:doi:10.1007/s12311-023-01597-3:2	person:openalex:A5112901636	Niklas Weber		A5112901636	Niklas Weber		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1007/s12311-023-01597-3	3	author:doi:10.1007/s12311-023-01597-3:3	person:orcid:0000-0003-0634-8756	Anika Rädke		A5024031603	Anika Rädke	0000-0003-0634-8756	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s12311-023-01597-3	4	author:doi:10.1007/s12311-023-01597-3:4	person:orcid:0000-0003-3265-0262	Jennifer Faber		A5059290458	Jennifer Faber	0000-0003-3265-0262	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s12311-023-01597-3	5	author:doi:10.1007/s12311-023-01597-3:5	person:orcid:0000-0003-4833-5937	Tanja Schmitz-Hübsch		A5072290180	Tanja Schmitz‐Hübsch	0000-0003-4833-5937	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s12311-023-01597-3	6	author:doi:10.1007/s12311-023-01597-3:6	person:orcid:0000-0002-6986-3969	Heike Jacobi		A5070361492	Heike Jacobi	0000-0002-6986-3969	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s12311-023-01597-3	7	author:doi:10.1007/s12311-023-01597-3:7	person:eqmember:17851	Feng Xie		A5102994482	Feng Xie	0000-0003-3454-6266	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s12311-023-01597-3	8	author:doi:10.1007/s12311-023-01597-3:8	person:orcid:0000-0001-6174-5442	Thomas Klockgether		A5037328125	Thomas Klockgether	0000-0001-6174-5442	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s12311-023-01597-3	9	author:doi:10.1007/s12311-023-01597-3:9	person:eqmember:17803	Bernhard Michalowsky		A5088093819	Bernhard Michalowsky	0000-0002-3425-0089	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s12311-023-01597-3	10	author:doi:10.1007/s12311-023-01597-3:10	group:eurosca-study-group	The EUROSCA study group			The EUROSCA study group		COLLECTIVE_AUTHOR	ACCEPTED	
doi:10.1007/s12311-023-01597-3	11	author:doi:10.1007/s12311-023-01597-3:11	group:esmi-study-group	The ESMI study group			The ESMI study group		COLLECTIVE_AUTHOR	ACCEPTED	
doi:10.1007/s12311-024-01657-2	1	author:doi:10.1007/s12311-024-01657-2:1	person:openalex:A5112901636	Niklas Weber		A5112901636	Niklas Weber		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1007/s12311-024-01657-2	2	author:doi:10.1007/s12311-024-01657-2:2	person:leader:b74a5997703c	Maresa Buchholz		A5061680498	Maresa Buchholz	0000-0002-4486-8632	CANONICAL_NAME_AND_AFFILIATION	ACCEPTED	
doi:10.1007/s12311-024-01657-2	3	author:doi:10.1007/s12311-024-01657-2:3	person:orcid:0000-0003-0634-8756	Anika Rädke		A5024031603	Anika Rädke	0000-0003-0634-8756	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s12311-024-01657-2	4	author:doi:10.1007/s12311-024-01657-2:4	person:orcid:0000-0003-3265-0262	Jennifer Faber		A5059290458	Jennifer Faber	0000-0003-3265-0262	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s12311-024-01657-2	5	author:doi:10.1007/s12311-024-01657-2:5	person:orcid:0000-0003-4833-5937	Tanja Schmitz-Hübsch		A5072290180	Tanja Schmitz‐Hübsch	0000-0003-4833-5937	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s12311-024-01657-2	6	author:doi:10.1007/s12311-024-01657-2:6	person:orcid:0000-0002-6986-3969	Heike Jacobi		A5070361492	Heike Jacobi	0000-0002-6986-3969	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s12311-024-01657-2	7	author:doi:10.1007/s12311-024-01657-2:7	person:orcid:0000-0001-6174-5442	Thomas Klockgether		A5037328125	Thomas Klockgether	0000-0001-6174-5442	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s12311-024-01657-2	8	author:doi:10.1007/s12311-024-01657-2:8	person:orcid:0000-0002-6359-8797	Wolfgang Hoffmann		A5056236835	Wolfgang Hoffmann	0000-0002-6359-8797	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s12311-024-01657-2	9	author:doi:10.1007/s12311-024-01657-2:9	person:eqmember:17803	Bernhard Michalowsky		A5088093819	Bernhard Michalowsky	0000-0002-3425-0089	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s12311-024-01657-2	10	author:doi:10.1007/s12311-024-01657-2:10	group:eurosca-study-group	the EUROSCA study group			the EUROSCA study group		COLLECTIVE_AUTHOR	ACCEPTED	
doi:10.1007/s12311-024-01657-2	11	author:doi:10.1007/s12311-024-01657-2:11	group:esmi-study-group	the ESMI study group			the ESMI study group		COLLECTIVE_AUTHOR	ACCEPTED	
doi:10.1007/s40258-021-00639-3	1	author:doi:10.1007/s40258-021-00639-3:1	person:leader:35b2f2d48116	Cathrine Elgaard Jensen		A5102727513	Cathrine Elgaard Jensen	0000-0001-7300-254x	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40258-021-00639-3	2	author:doi:10.1007/s40258-021-00639-3:2	person:orcid:0000-0002-6048-521x	Sabrina Storgaard Sørensen		A5101968333	Sabrina Storgaard Sørensen	0000-0002-6048-521x	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40258-021-00639-3	3	author:doi:10.1007/s40258-021-00639-3:3	person:eqmember:17817	Claire Gudex		A5047944478	Claire Gudex	0000-0003-3881-9890	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40258-021-00639-3	4	author:doi:10.1007/s40258-021-00639-3:4	person:orcid:0000-0002-9455-0104	Morten Berg Jensen		A5014493050	Morten Berg Jensen	0000-0002-9455-0104	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40258-021-00639-3	5	author:doi:10.1007/s40258-021-00639-3:5	person:orcid:0000-0002-8222-0781	Kjeld Møller Pedersen		A5006620707	Kjeld Møller Pedersen	0000-0002-8222-0781	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40258-021-00639-3	6	author:doi:10.1007/s40258-021-00639-3:6	person:leader:8b1b3321c511	Lars Holger Ehlers		A5054828864	Lars Holger Ehlers	0000-0001-6512-5566	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40258-022-00772-7	1	author:doi:10.1007/s40258-022-00772-7:1	person:leader:fc07b6540d1a	Michela Meregaglia		A5038451583	Michela Meregaglia	0000-0003-0092-5970	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40258-022-00772-7	2	author:doi:10.1007/s40258-022-00772-7:2	person:orcid:0000-0002-0245-9849	Francesco Malandrini		A5083810753	Francesco Malandrini	0000-0002-0245-9849	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40258-022-00772-7	3	author:doi:10.1007/s40258-022-00772-7:3	person:eqmember:19003	Aureliano Paolo Finch		A5055927783	Aureliano Paolo Finch	0000-0003-1438-321x	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40258-022-00772-7	4	author:doi:10.1007/s40258-022-00772-7:4	person:leader:4fa690feeeb8	Oriana Ciani		A5008052793	Oriana Ciani	0000-0002-3607-0508	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40258-022-00772-7	5	author:doi:10.1007/s40258-022-00772-7:5	person:orcid:0000-0002-2862-2990	Claudio Jommi		A5071078329	Claudio Jommi	0000-0002-2862-2990	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40258-023-00798-5	1	orcid:0000-0002-3879-6193	person:leader:eb823a3d3fe9	Annette K. Regan	0000-0002-3879-6193	A5010948852	Annette K. Regan	0000-0002-3879-6193	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40258-023-00798-5	2	author:doi:10.1007/s40258-023-00798-5:2	person:openalex:A5112728116	Pallavi Aytha Swathi		A5112728116	Pallavi Aytha Swathi		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1007/s40258-023-00798-5	3	author:doi:10.1007/s40258-023-00798-5:3	person:orcid:0000-0001-5374-5100	Marcianna Nosek		A5111744360	Marcianna Nosek	0000-0001-5374-5100	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40258-023-00798-5	4	author:doi:10.1007/s40258-023-00798-5:4	person:eqmember:17956	Ning Yan Gu		A5063972558	Ning Yan Gu	0000-0002-1250-7605	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40258-025-00954-z	1	author:doi:10.1007/s40258-025-00954-z:1	person:eqmember:17867	Henry Bailey		A5090969739	Henry Bailey	0000-0002-4479-9948	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40258-025-00954-z	2	author:doi:10.1007/s40258-025-00954-z:2	person:eqmember:17805	Bram Roudijk		A5028508726	Bram Roudijk	0000-0001-5000-0875	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-020-00490-z	1	author:doi:10.1007/s40271-020-00490-z:1	person:eqmember:17992	Stefan A Lipman		A5078862538	Stefan A. Lipman	0000-0002-8784-9650	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-022-00572-0	1	author:doi:10.1007/s40271-022-00572-0:1	person:openalex:A5019640605	Sahar Al Shabasy		A5019640605	Sahar Al Shabasy		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1007/s40271-022-00572-0	2	author:doi:10.1007/s40271-022-00572-0:2	person:eqmember:17847	Fatima Al Sayah		A5026033494	Fatima Al Sayah	0000-0003-3891-5452	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-022-00572-0	3	author:doi:10.1007/s40271-022-00572-0:3	person:orcid:0000-0002-5956-8990	Maggie Abbassi		A5032499712	Maggie Abbassi	0000-0002-5956-8990	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40271-022-00572-0	4	author:doi:10.1007/s40271-022-00572-0:4	person:leader:39e3bb2019e3	Samar Farid		A5091305227	Samar Farid	0000-0002-6048-847x	CANONICAL_NAME_AND_LINKED_PROJECT	ACCEPTED	
doi:10.1007/s40271-022-00573-z	1	author:doi:10.1007/s40271-022-00573-z:1	person:orcid:0000-0001-8778-5055	Anabel Estévez-Carrillo		A5059117288	Anabel Estévez-Carrillo	0000-0001-8778-5055	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40271-022-00573-z	2	author:doi:10.1007/s40271-022-00573-z:2	person:eqmember:17984	Sarah Dewilde		A5043932217	Sarah Dewilde	0000-0002-7315-3230	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-022-00573-z	3	author:doi:10.1007/s40271-022-00573-z:3	person:eqmember:17924	Mark Oppe		A5023709885	Mark Oppe	0000-0003-4286-8855	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-022-00573-z	4	author:doi:10.1007/s40271-022-00573-z:4	person:eqmember:17893	Juan M Ramos-Goñi		A5047957689	Juan Manuel Ramos-Goñi	0000-0002-9568-5190	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-023-00647-6	1	orcid:0000-0002-7959-3149	person:eqmember:17911	Lidia Engel	0000-0002-7959-3149	A5039737173	Lidia Engel	0000-0002-7959-3149	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-023-00647-6	2	author:doi:10.1007/s40271-023-00647-6:2	person:orcid:0000-0003-4780-8333	Leona Kosowicz		A5033164608	Leona Kosowicz	0000-0003-4780-8333	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40271-023-00647-6	3	author:doi:10.1007/s40271-023-00647-6:3	person:orcid:0000-0002-3288-036x	Ekaterina Bogatyreva		A5025954491	Ekaterina Bogatyreva	0000-0002-3288-036x	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40271-023-00647-6	4	author:doi:10.1007/s40271-023-00647-6:4	person:orcid:0000-0002-7302-7293	Frances Batchelor		A5060708607	Frances Batchelor	0000-0002-7302-7293	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40271-023-00647-6	5	author:doi:10.1007/s40271-023-00647-6:5	person:eqmember:17946	Nancy Devlin		A5103206776	Nancy Devlin	0000-0002-1561-5361	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-023-00647-6	6	author:doi:10.1007/s40271-023-00647-6:6	person:orcid:0000-0002-4186-314x	Briony Dow		A5004840956	Briony Dow	0000-0002-4186-314x	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40271-023-00647-6	7	author:doi:10.1007/s40271-023-00647-6:7	person:orcid:0000-0002-0525-8516	Andrew S. Gilbert		A5028331339	Andrew Simon Gilbert	0000-0002-0525-8516	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40271-023-00647-6	8	author:doi:10.1007/s40271-023-00647-6:8	person:eqmember:17807	Brendan Mulhern		A5090013218	Brendan Mulhern	0000-0003-3656-8063	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-023-00647-6	9	author:doi:10.1007/s40271-023-00647-6:9	person:eqmember:17998	Tessa Peasgood		A5022446221	Tessa Peasgood	0000-0001-8024-7801	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-023-00647-6	10	author:doi:10.1007/s40271-023-00647-6:10	person:eqmember:17976	Rosalie Viney		A5076742980	Rosalie Viney	0000-0002-0039-9635	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-024-00708-4	1	author:doi:10.1007/s40271-024-00708-4:1	person:eqmember:19813	Benjamin Matthew Craig		A5029949490	Benjamin M. Craig	0000-0003-1121-1316	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-024-00708-4	2	author:doi:10.1007/s40271-024-00708-4:2	person:leader:6fe4e81455db	Maksat Jumamyradov		A5067862987	Maksat Jumamyradov	0009-0008-0180-7224	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-024-00708-4	3	author:doi:10.1007/s40271-024-00708-4:3	person:eqmember:17960	Oliver Rivero-Arias		A5014510851	Oliver Rivero‐Arias	0000-0003-2233-6544	CANONICAL_NAME_AND_AFFILIATION	ACCEPTED	
doi:10.1007/s40271-024-00715-5	1	author:doi:10.1007/s40271-024-00715-5:1	person:eqmember:17911	Lidia Engel		A5039737173	Lidia Engel	0000-0002-7959-3149	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-024-00715-5	2	author:doi:10.1007/s40271-024-00715-5:2	person:eqmember:21677	Cate Bailey		A5020867003	Cate Bailey	0000-0001-5030-430x	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-024-00715-5	3	author:doi:10.1007/s40271-024-00715-5:3	person:orcid:0000-0002-3288-036x	Ekaterina Bogatyreva		A5025954491	Ekaterina Bogatyreva	0000-0002-3288-036x	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40271-024-00715-5	4	author:doi:10.1007/s40271-024-00715-5:4	person:orcid:0000-0002-7302-7293	Frances Batchelor		A5060708607	Frances Batchelor	0000-0002-7302-7293	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40271-024-00715-5	5	author:doi:10.1007/s40271-024-00715-5:5	person:eqmember:17946	Nancy Devlin		A5103206776	Nancy Devlin	0000-0002-1561-5361	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-024-00715-5	6	author:doi:10.1007/s40271-024-00715-5:6	person:orcid:0000-0002-4186-314x	Briony Dow		A5004840956	Briony Dow	0000-0002-4186-314x	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40271-024-00715-5	7	author:doi:10.1007/s40271-024-00715-5:7	person:orcid:0000-0002-0525-8516	Andrew S Gilbert		A5028331339	Andrew Simon Gilbert	0000-0002-0525-8516	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40271-024-00715-5	8	author:doi:10.1007/s40271-024-00715-5:8	person:eqmember:17807	Brendan Mulhern		A5090013218	Brendan Mulhern	0000-0003-3656-8063	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-024-00715-5	9	author:doi:10.1007/s40271-024-00715-5:9	person:eqmember:17976	Rosalie Viney		A5076742980	Rosalie Viney	0000-0002-0039-9635	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-024-00715-5	10	author:doi:10.1007/s40271-024-00715-5:10	person:eqmember:17998	Tessa Peasgood		A5022446221	Tessa Peasgood	0000-0001-8024-7801	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-025-00729-7	1	author:doi:10.1007/s40271-025-00729-7:1	person:orcid:0000-0002-0525-8516	Andrew Simon Gilbert		A5028331339	Andrew Simon Gilbert	0000-0002-0525-8516	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40271-025-00729-7	2	author:doi:10.1007/s40271-025-00729-7:2	person:orcid:0000-0002-7302-7293	Frances Batchelor		A5060708607	Frances Batchelor	0000-0002-7302-7293	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40271-025-00729-7	3	author:doi:10.1007/s40271-025-00729-7:3	person:eqmember:17946	Nancy Devlin		A5103206776	Nancy Devlin	0000-0002-1561-5361	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-025-00729-7	4	author:doi:10.1007/s40271-025-00729-7:4	person:orcid:0000-0002-4186-314x	Briony Dow		A5004840956	Briony Dow	0000-0002-4186-314x	AUTHOR_ORCID	ACCEPTED	
doi:10.1007/s40271-025-00729-7	5	author:doi:10.1007/s40271-025-00729-7:5	person:eqmember:17807	Brendan Mulhern		A5090013218	Brendan Mulhern	0000-0003-3656-8063	CANONICAL_ORCID	ACCEPTED	
doi:10.1007/s40271-025-00729-7	6	author:doi:10.1007/s40271-025-00729-7:6	person:eqmember:17976	Rosalie Viney		A5076742980	Rosalie Viney	0000-0002-0039-9635	CANONICAL_ORCID	ACCEPTED	
