project_id	person_id	role	source_name	resolution_method	resolution_status
1812-PHD	person:eqmember:17982	PRINCIPAL_INVESTIGATOR	Sarah Derrett	CANONICAL_PROJECT_SOURCE	ACCEPTED
1816-RA	person:eqmember:17899	PRINCIPAL_INVESTIGATOR	Knut Stavem	CANONICAL_PROJECT_SOURCE	ACCEPTED
1818-RA	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
1823-RA	person:eqmember:17998	PRINCIPAL_INVESTIGATOR	Tessa Peasgood	CANONICAL_PROJECT_SOURCE	ACCEPTED
1830-RA	person:eqmember:17873	PRINCIPAL_INVESTIGATOR	Jan Abel Olsen	CANONICAL_PROJECT_SOURCE	ACCEPTED
1846-EO	person:leader:d9674d98607b	PRINCIPAL_INVESTIGATOR	Yared Belete Belay	CANONICAL_PROJECT_SOURCE	ACCEPTED
1850-RA	person:eqmember:19813	PRINCIPAL_INVESTIGATOR	Benjamin M. Craig	CANONICAL_PROJECT_SOURCE	ACCEPTED
1851-TVG	person:leader:e26a260838e7	PRINCIPAL_INVESTIGATOR	Jan Faller	CANONICAL_PROJECT_SOURCE	ACCEPTED
1854-EO	person:eqmember:17897	PRINCIPAL_INVESTIGATOR	Kim Rand	CANONICAL_PROJECT_SOURCE	ACCEPTED
1859-TVG	person:eqmember:17877	PRINCIPAL_INVESTIGATOR	Janine Verstraete	CANONICAL_PROJECT_SOURCE	ACCEPTED
1863-RA	person:leader:fa3dd095d626	PRINCIPAL_INVESTIGATOR	Pei wang	CANONICAL_PROJECT_SOURCE	ACCEPTED
1867-RA	person:leader:0e64036a4445	PRINCIPAL_INVESTIGATOR	Yiting Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
1869-SG	person:leader:11e9ccc1a058	PRINCIPAL_INVESTIGATOR	Corneliu Bolbocean	CANONICAL_PROJECT_SOURCE	ACCEPTED
1871-RA	person:eqmember:17879	PRINCIPAL_INVESTIGATOR	Jeffrey Johnson	CANONICAL_PROJECT_SOURCE	ACCEPTED
1872-RA	person:eqmember:21677	PRINCIPAL_INVESTIGATOR	Cate Bailey	CANONICAL_PROJECT_SOURCE	ACCEPTED
1874-TVG	person:leader:73598c4735dd	PRINCIPAL_INVESTIGATOR	Wenjing Zhou	CANONICAL_PROJECT_SOURCE	ACCEPTED
1877-RA	person:leader:e448059d8472	PRINCIPAL_INVESTIGATOR	Philip Powell	CANONICAL_PROJECT_SOURCE	ACCEPTED
1879-EO	person:leader:5254d920d75f	PRINCIPAL_INVESTIGATOR	Jeremy Dietz	CANONICAL_PROJECT_SOURCE	ACCEPTED
188-RA	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
1880-TVG	person:eqmember:17952	PRINCIPAL_INVESTIGATOR	Nick Bansback	CANONICAL_PROJECT_SOURCE	ACCEPTED
1881-RA	person:eqmember:17966	PRINCIPAL_INVESTIGATOR	Paula Lorgelly	CANONICAL_PROJECT_SOURCE	ACCEPTED
1883-RA	person:leader:606823d7ed51	PRINCIPAL_INVESTIGATOR	Stevanus Pangestu	CANONICAL_PROJECT_SOURCE	ACCEPTED
1884-RA	person:leader:78acf91f717f	PRINCIPAL_INVESTIGATOR	Katy Gallop	CANONICAL_PROJECT_SOURCE	ACCEPTED
1885-RA	person:leader:320b99af03c2	PRINCIPAL_INVESTIGATOR	María Belizán	CANONICAL_PROJECT_SOURCE	ACCEPTED
1887-RA	person:leader:ed94eca24d3c	PRINCIPAL_INVESTIGATOR	Thao Thai	CANONICAL_PROJECT_SOURCE	ACCEPTED
1888-RA	person:eqmember:21551	PRINCIPAL_INVESTIGATOR	Alice Yu	CANONICAL_PROJECT_SOURCE	ACCEPTED
1890-RA	person:eqmember:21551	PRINCIPAL_INVESTIGATOR	Alice Yu	CANONICAL_PROJECT_SOURCE	ACCEPTED
1891-RA	person:eqmember:17849	PRINCIPAL_INVESTIGATOR	Federico Augustovski	CANONICAL_PROJECT_SOURCE	ACCEPTED
1892-RA	person:eqmember:17819	PRINCIPAL_INVESTIGATOR	Clara Mukuria	CANONICAL_PROJECT_SOURCE	ACCEPTED
1896-RA	person:leader:ed94eca24d3c	PRINCIPAL_INVESTIGATOR	Thao Thai	CANONICAL_PROJECT_SOURCE	ACCEPTED
1897-RA	person:eqmember:21678	PRINCIPAL_INVESTIGATOR	Richard Xu	CANONICAL_PROJECT_SOURCE	ACCEPTED
1898-RA	person:eqmember:18018	PRINCIPAL_INVESTIGATOR	You-Shan Feng	CANONICAL_PROJECT_SOURCE	ACCEPTED
1899-RA	person:leader:3a021deb0a29	PRINCIPAL_INVESTIGATOR	Rebecca Addo	CANONICAL_PROJECT_SOURCE	ACCEPTED
1901-RA	person:eqmember:18018	PRINCIPAL_INVESTIGATOR	You-Shan Feng	CANONICAL_PROJECT_SOURCE	ACCEPTED
1902-RA	person:eqmember:18018	PRINCIPAL_INVESTIGATOR	You-Shan Feng	CANONICAL_PROJECT_SOURCE	ACCEPTED
1903-RA	person:eqmember:17807	PRINCIPAL_INVESTIGATOR	Brendan Mulhern	CANONICAL_PROJECT_SOURCE	ACCEPTED
1910-RA	person:eqmember:17855	PRINCIPAL_INVESTIGATOR	Fredrick Dermawan Purba	CANONICAL_PROJECT_SOURCE	ACCEPTED
1912-RA	person:leader:206cc1095a3f	PRINCIPAL_INVESTIGATOR	Irina Kinchin	CANONICAL_PROJECT_SOURCE	ACCEPTED
1914-RA	person:eqmember:17855	PRINCIPAL_INVESTIGATOR	Fredrick Dermawan Purba	CANONICAL_PROJECT_SOURCE	ACCEPTED
1915-RA	person:eqmember:19030	PRINCIPAL_INVESTIGATOR	Maja Kuharic	CANONICAL_PROJECT_SOURCE	ACCEPTED
1916-RA	person:eqmember:17998	PRINCIPAL_INVESTIGATOR	Tessa Peasgood	CANONICAL_PROJECT_SOURCE	ACCEPTED
1919-RA	person:eqmember:17920	PRINCIPAL_INVESTIGATOR	Marcel Jonker	CANONICAL_PROJECT_SOURCE	ACCEPTED
192-VS	person:eqmember:17845	PRINCIPAL_INVESTIGATOR	Fanni Rencz	CANONICAL_PROJECT_SOURCE	ACCEPTED
1923-RA	person:eqmember:17805	PRINCIPAL_INVESTIGATOR	Bram Roudijk	CANONICAL_PROJECT_SOURCE	ACCEPTED
1925-TVG	person:eqmember:17954	PRINCIPAL_INVESTIGATOR	Nils Gutacker	CANONICAL_PROJECT_SOURCE	ACCEPTED
1926-RA	person:eqmember:17807	PRINCIPAL_INVESTIGATOR	Brendan Mulhern	CANONICAL_PROJECT_SOURCE	ACCEPTED
1927-RA	person:eqmember:19003	PRINCIPAL_INVESTIGATOR	Aureliano Finch	CANONICAL_PROJECT_SOURCE	ACCEPTED
1928-RA	person:eqmember:17877	PRINCIPAL_INVESTIGATOR	Janine Verstraete	CANONICAL_PROJECT_SOURCE	ACCEPTED
1930-RA	person:eqmember:17934	PRINCIPAL_INVESTIGATOR	Michał Jakubczyk	CANONICAL_PROJECT_SOURCE	ACCEPTED
1931-RA	person:eqmember:17847	PRINCIPAL_INVESTIGATOR	Fatima Al Sayah	CANONICAL_PROJECT_SOURCE	ACCEPTED
1934-TVG	person:leader:45e0db20f70b	PRINCIPAL_INVESTIGATOR	Ava Hoogenboom	CANONICAL_PROJECT_SOURCE	ACCEPTED
194-RA	person:leader:d6add53f5977	PRINCIPAL_INVESTIGATOR	Julie Ratcliffe	CANONICAL_PROJECT_SOURCE	ACCEPTED
1941-RA	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
1943-EO	person:leader:510242c8d95e	PRINCIPAL_INVESTIGATOR	Lucky Ngwira	CANONICAL_PROJECT_SOURCE	ACCEPTED
1951-RA	person:eqmember:17958	PRINCIPAL_INVESTIGATOR	Ole Marten	CANONICAL_PROJECT_SOURCE	ACCEPTED
1954-RA	person:eqmember:17895	PRINCIPAL_INVESTIGATOR	Juanita Haagsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
196-RA	person:leader:ac6298b56f5c	PRINCIPAL_INVESTIGATOR	Margreet Franken	CANONICAL_PROJECT_SOURCE	ACCEPTED
1960-RA	person:leader:a88a6c88814a	PRINCIPAL_INVESTIGATOR	Rainer Reile	CANONICAL_PROJECT_SOURCE	ACCEPTED
1961-EO	person:eqmember:19028	PRINCIPAL_INVESTIGATOR	Ling Jie Cheng	CANONICAL_PROJECT_SOURCE	ACCEPTED
1963-RA	person:leader:521652db691b	PRINCIPAL_INVESTIGATOR	Haode Wang	CANONICAL_PROJECT_SOURCE	ACCEPTED
1967-RA	person:leader:d772564e6aa2	PRINCIPAL_INVESTIGATOR	Hannah Hussain	CANONICAL_PROJECT_SOURCE	ACCEPTED
1970-RA	person:leader:086bfe1b27fe	PRINCIPAL_INVESTIGATOR	Minh Pham	CANONICAL_PROJECT_SOURCE	ACCEPTED
1971-EO	person:leader:bb6a8ddff5d8	PRINCIPAL_INVESTIGATOR	Jia Jia Lee	CANONICAL_PROJECT_SOURCE	ACCEPTED
1972-RA	person:leader:8d9ce63b49ad	PRINCIPAL_INVESTIGATOR	Xin Zhang	CANONICAL_PROJECT_SOURCE	ACCEPTED
1973-TVG	person:eqmember:17873	PRINCIPAL_INVESTIGATOR	Jan Abel Olsen	CANONICAL_PROJECT_SOURCE	ACCEPTED
1974-VS	person:eqmember:17847	PRINCIPAL_INVESTIGATOR	Fatima Al Sayah	CANONICAL_PROJECT_SOURCE	ACCEPTED
1976-TVG	person:eqmember:17807	PRINCIPAL_INVESTIGATOR	Brendan Mulhern	CANONICAL_PROJECT_SOURCE	ACCEPTED
1979-EO	person:leader:f5a715e2f518	PRINCIPAL_INVESTIGATOR	Meixia Liao	CANONICAL_PROJECT_SOURCE	ACCEPTED
198-RA	person:leader:f05e8daa6389	PRINCIPAL_INVESTIGATOR	Lan Gao	CANONICAL_PROJECT_SOURCE	ACCEPTED
1982-VS	person:leader:a1e1c0434133	PRINCIPAL_INVESTIGATOR	Piyameth Dilokthornsakul	CANONICAL_PROJECT_SOURCE	ACCEPTED
1983-PHD	person:leader:d1d5bf1eb595	PRINCIPAL_INVESTIGATOR	Sander van Kuijk	CANONICAL_PROJECT_SOURCE	ACCEPTED
1984-RA	person:eqmember:17847	PRINCIPAL_INVESTIGATOR	Fatima Al Sayah	CANONICAL_PROJECT_SOURCE	ACCEPTED
1985-EO	person:leader:c4a44baaa49e	PRINCIPAL_INVESTIGATOR	Guangjie Zhang	CANONICAL_PROJECT_SOURCE	ACCEPTED
1987-SG	person:leader:a88a6c88814a	PRINCIPAL_INVESTIGATOR	Rainer Reile	CANONICAL_PROJECT_SOURCE	ACCEPTED
1988-RA	person:leader:63cb6b329986	PRINCIPAL_INVESTIGATOR	Jill Carlton	CANONICAL_PROJECT_SOURCE	ACCEPTED
1989-SG	person:eqmember:17879	PRINCIPAL_INVESTIGATOR	Jeffrey A Johnson	CANONICAL_PROJECT_SOURCE	ACCEPTED
1992-RA	person:eqmember:17992	PRINCIPAL_INVESTIGATOR	Stefan Lipman	CANONICAL_PROJECT_SOURCE	ACCEPTED
200-RA	person:leader:a1381fb1821a	PRINCIPAL_INVESTIGATOR	Jan Verhaar	CANONICAL_PROJECT_SOURCE	ACCEPTED
2000-RA	person:eqmember:17845	PRINCIPAL_INVESTIGATOR	Fanni Rencz	CANONICAL_PROJECT_SOURCE	ACCEPTED
2002-RA	person:eqmember:17803	PRINCIPAL_INVESTIGATOR	Bernhard Michalowsky	CANONICAL_PROJECT_SOURCE	ACCEPTED
2003-RA	person:leader:606823d7ed51	PRINCIPAL_INVESTIGATOR	Stevanus Pangestu	CANONICAL_PROJECT_SOURCE	ACCEPTED
2005-SG	person:leader:6c1ce204e291	PRINCIPAL_INVESTIGATOR	Professor Chris Flood	CANONICAL_PROJECT_SOURCE	ACCEPTED
2008-RA	person:eqmember:17911	PRINCIPAL_INVESTIGATOR	Lidia Engel	CANONICAL_PROJECT_SOURCE	ACCEPTED
2009-RA	person:eqmember:17934	PRINCIPAL_INVESTIGATOR	Michał Jakubczyk	CANONICAL_PROJECT_SOURCE	ACCEPTED
2009018	person:eqmember:17962	PRINCIPAL_INVESTIGATOR	Paul Kind	CANONICAL_PROJECT_SOURCE	ACCEPTED
2010011	person:eqmember:17962	PRINCIPAL_INVESTIGATOR	Paul Kind	CANONICAL_PROJECT_SOURCE	ACCEPTED
2011-RA	person:leader:78acf91f717f	PRINCIPAL_INVESTIGATOR	Katy Gallop	CANONICAL_PROJECT_SOURCE	ACCEPTED
2012-RA	person:eqmember:17849	PRINCIPAL_INVESTIGATOR	Federico Augustovski	CANONICAL_PROJECT_SOURCE	ACCEPTED
2012010	person:leader:4a3a47051430	PRINCIPAL_INVESTIGATOR	Gordon Liu	CANONICAL_PROJECT_SOURCE	ACCEPTED
2012020	person:eqmember:18010	PRINCIPAL_INVESTIGATOR	Wolfgang Greiner	CANONICAL_PROJECT_SOURCE	ACCEPTED
2012030	person:eqmember:17811	PRINCIPAL_INVESTIGATOR	Carlos Wong	CANONICAL_PROJECT_SOURCE	ACCEPTED
2012040	person:eqmember:19005	PRINCIPAL_INVESTIGATOR	Bas Janssen	CANONICAL_PROJECT_SOURCE	ACCEPTED
2012050	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
2012060	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013-RA	person:leader:79b180e028d2	PRINCIPAL_INVESTIGATOR	Daliya Kaskirbayeva	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013010	person:eqmember:17968	PRINCIPAL_INVESTIGATOR	Peep Stalmeier	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013020	person:leader:d2015a3f2b80	PRINCIPAL_INVESTIGATOR	Min-Joo Woo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013030	person:leader:ad6bbe401f11	PRINCIPAL_INVESTIGATOR	Juntana Pattanaphesaj	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013040	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013050	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013060	person:leader:c52a5fd501e9	PRINCIPAL_INVESTIGATOR	Ann Charlotte Egmar	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013070	person:eqmember:17849	PRINCIPAL_INVESTIGATOR	Federico Augustovski	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013080	person:eqmember:17853	PRINCIPAL_INVESTIGATOR	Frank De Charro	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013090	person:eqmember:17837	PRINCIPAL_INVESTIGATOR	Elly Stolk	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013100	person:eqmember:19813	PRINCIPAL_INVESTIGATOR	Benjamin Craig	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013110	person:eqmember:17881	PRINCIPAL_INVESTIGATOR	Jennifer Jelsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013120	person:leader:3063ea56e68a	PRINCIPAL_INVESTIGATOR	Alexander Arons	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013130	person:eqmember:19813	PRINCIPAL_INVESTIGATOR	Benjamin Craig	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013140	person:leader:557995e71b4d	PRINCIPAL_INVESTIGATOR	Shunya Ikeda	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013150	person:eqmember:17861	PRINCIPAL_INVESTIGATOR	Gouke Bonsel	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013160	person:eqmember:18006	PRINCIPAL_INVESTIGATOR	Valentina Prevolnik Rupel	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013170	person:eqmember:17790	PRINCIPAL_INVESTIGATOR	Aki Tsuchiya	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013180	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013190	person:eqmember:17916	PRINCIPAL_INVESTIGATOR	Louise Longworth	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013200	person:eqmember:18010	PRINCIPAL_INVESTIGATOR	Wolfgang Greiner	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013210	person:eqmember:18006	PRINCIPAL_INVESTIGATOR	Valentina Prevolnik Rupel	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013220	person:eqmember:17924	PRINCIPAL_INVESTIGATOR	Mark Oppe	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013230	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013240	person:eqmember:17875	PRINCIPAL_INVESTIGATOR	Jan Busschbach	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013250	person:leader:3063ea56e68a	PRINCIPAL_INVESTIGATOR	Alexander Arons	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013260	person:leader:3063ea56e68a	PRINCIPAL_INVESTIGATOR	Alexander Arons	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013270	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013280	person:leader:33ce5d686145	PRINCIPAL_INVESTIGATOR	Ciaran O'Neill	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013290	person:eqmember:17952	PRINCIPAL_INVESTIGATOR	Nick Bansback	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013300	person:eqmember:17837	PRINCIPAL_INVESTIGATOR	Elly Stolk	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013310	person:eqmember:17928	PRINCIPAL_INVESTIGATOR	Matthijs Versteegh	CANONICAL_PROJECT_SOURCE	ACCEPTED
2013320	person:eqmember:17893	PRINCIPAL_INVESTIGATOR	Juan M. Ramos-Goñi	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014-RA	person:leader:78acf91f717f	PRINCIPAL_INVESTIGATOR	Katy Gallop	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014010	person:eqmember:17807	PRINCIPAL_INVESTIGATOR	Brendan Mulhern	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014020	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014025	person:eqmember:17799	PRINCIPAL_INVESTIGATOR	Ben Van Hout	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014030	person:eqmember:18010	PRINCIPAL_INVESTIGATOR	Wolfgang Greiner	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014040	person:leader:557995e71b4d	PRINCIPAL_INVESTIGATOR	Shunya Ikeda	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014050	person:eqmember:17811	PRINCIPAL_INVESTIGATOR	Carlos Wong	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014060	person:eqmember:17837	PRINCIPAL_INVESTIGATOR	Elly Stolk	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014070	person:eqmember:17897	PRINCIPAL_INVESTIGATOR	Kim Rand	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014080	person:eqmember:17885	PRINCIPAL_INVESTIGATOR	John Brazier	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014090	person:eqmember:17861	PRINCIPAL_INVESTIGATOR	Gouke Bonsel	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014100	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014110	person:eqmember:17930	PRINCIPAL_INVESTIGATOR	Michael Herdman	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014120	person:eqmember:17962	PRINCIPAL_INVESTIGATOR	Paul Kind	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014130	person:eqmember:17988	PRINCIPAL_INVESTIGATOR	Simon Pickard	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014140	person:leader:3063ea56e68a	PRINCIPAL_INVESTIGATOR	Alexander Arons	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014150	person:eqmember:17964	PRINCIPAL_INVESTIGATOR	Paul Krabbe	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014160	person:eqmember:18010	PRINCIPAL_INVESTIGATOR	Wolfgang Greiner	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014170	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014180	person:leader:e349178eacdd	PRINCIPAL_INVESTIGATOR	Stephen Coons	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014190	person:eqmember:17982	PRINCIPAL_INVESTIGATOR	Sarah Derrett	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014200	person:eqmember:17881	PRINCIPAL_INVESTIGATOR	Jennifer Jelsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014210	person:eqmember:17893	PRINCIPAL_INVESTIGATOR	Juan M. Ramos-Goñi	CANONICAL_PROJECT_SOURCE	ACCEPTED
2014220	person:eqmember:17962	PRINCIPAL_INVESTIGATOR	Paul Kind	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015-RA	person:eqmember:17849	PRINCIPAL_INVESTIGATOR	Federico Augustovski	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015010	person:eqmember:17793	PRINCIPAL_INVESTIGATOR	Anna Lugner	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015020	person:leader:5c39051179f9	PRINCIPAL_INVESTIGATOR	Maureen Rutten-van Molken	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015030	person:eqmember:19813	PRINCIPAL_INVESTIGATOR	Benjamin Craig	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015040	person:eqmember:17952	PRINCIPAL_INVESTIGATOR	Nick Bansback	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015050	person:eqmember:17901	PRINCIPAL_INVESTIGATOR	Koonal Shah	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015060	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015070	person:eqmember:17897	PRINCIPAL_INVESTIGATOR	Kim Rand	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015090	person:eqmember:18016	PRINCIPAL_INVESTIGATOR	Yan Feng	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015100	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015110	person:leader:0e9ad499d04b	PRINCIPAL_INVESTIGATOR	Pedro Ferreira	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015120	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015130	person:eqmember:17835	PRINCIPAL_INVESTIGATOR	Eleanor Pullenayegum	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015140	person:eqmember:17835	PRINCIPAL_INVESTIGATOR	Eleanor Pullenayegum	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015150	person:eqmember:17968	PRINCIPAL_INVESTIGATOR	Peep Stalmeier	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015160	person:leader:659c3176bede	PRINCIPAL_INVESTIGATOR	Helen Harcombe	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015170	person:eqmember:17982	PRINCIPAL_INVESTIGATOR	Sarah Derrett	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015180	person:eqmember:17790	PRINCIPAL_INVESTIGATOR	Aki Tsuchiya	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015190	person:eqmember:17988	PRINCIPAL_INVESTIGATOR	Simon Pickard	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015200	person:eqmember:18010	PRINCIPAL_INVESTIGATOR	Wolfgang Greiner	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015210	person:leader:69d083490dab	PRINCIPAL_INVESTIGATOR	Jose Luis Pinto-Prades	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015220	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015230	person:eqmember:17875	PRINCIPAL_INVESTIGATOR	Jan Busschbach	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015240	person:eqmember:17831	PRINCIPAL_INVESTIGATOR	Dominik Golicki	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015250	person:eqmember:17897	PRINCIPAL_INVESTIGATOR	Kim Rand	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015260	person:eqmember:17897	PRINCIPAL_INVESTIGATOR	Kim Rand	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015270	person:eqmember:17897	PRINCIPAL_INVESTIGATOR	Kim Rand	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015280	person:eqmember:17831	PRINCIPAL_INVESTIGATOR	Dominik Golicki	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015290	person:eqmember:19813	PRINCIPAL_INVESTIGATOR	Benjamin Craig	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015300	person:eqmember:17924	PRINCIPAL_INVESTIGATOR	Mark Oppe	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015310	person:eqmember:17974	PRINCIPAL_INVESTIGATOR	Richard Norman	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015320	person:eqmember:17934	PRINCIPAL_INVESTIGATOR	Michał Jakubczyk	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015330	person:eqmember:18016	PRINCIPAL_INVESTIGATOR	Yan Feng	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015340	person:eqmember:17918	PRINCIPAL_INVESTIGATOR	Lucila Rey Ares	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015350	person:eqmember:17962	PRINCIPAL_INVESTIGATOR	Paul Kind	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015360	person:eqmember:17976	PRINCIPAL_INVESTIGATOR	Rosalie Viney	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015370	person:eqmember:18008	PRINCIPAL_INVESTIGATOR	victor zarate	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015380	person:eqmember:17795	PRINCIPAL_INVESTIGATOR	Arto Ohinmaa	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015390	person:leader:b35887d0a9b8	PRINCIPAL_INVESTIGATOR	Jeshika Singh	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015400	person:eqmember:17938	PRINCIPAL_INVESTIGATOR	Mimmi Åström	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015410	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015420	person:eqmember:17962	PRINCIPAL_INVESTIGATOR	Paul Kind	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015430	person:eqmember:17837	PRINCIPAL_INVESTIGATOR	Elly Stolk	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015440	person:eqmember:17901	PRINCIPAL_INVESTIGATOR	Koonal Shah	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015450	person:eqmember:19005	PRINCIPAL_INVESTIGATOR	Bas Janssen	CANONICAL_PROJECT_SOURCE	ACCEPTED
