record_id,title,year,doi,pmid,pmcid,linked_people,screen_code,screen_reason,full_text_status,full_text_source,assessment_status,connection,connection_evidence,funding_raw,funding_scope,funding_evidence,funding_scope_evidence,project_link,project_ids,project_evidence,confidence,manual_adjudication
P47d62d0ee023,The Use of EQ-5D in the Middle East and North Africa Region: A Systematic Literature Review,2025,10.1007/s40273-025-01483-2,40347403,PMC12255660,Elly Stolk,R1,"[R1] This systematic review examines how EQ-5D is used and reported across the MENA region, informing instrument implementation.",available,europe_pmc_xml,assessed,direct_eq,"This systematic review’s stated aim is to identify, review, summarize, and synthesize published literature on use of EQ-5D in the MENA region, including versions, value sets, administration, and reporting.",other_funding_only,other_funding_only,Open access funding provided by UMIT TIROL-Private Universität für Gesundheitswissenschaften und -technologie GmbH.,Open access funding provided by UMIT TIROL-Private Universität für Gesundheitswissenschaften und -technologie GmbH.,none,,No candidate project is identified. The 2026 EuroQol impact-assessment proposal is not named and its global organisational-impact design does not establish this 2025 MENA systematic review as an output.,high,
P4694bf3b6982,Valuing health states for infants and toddlers: challenges and methodological considerations in EQ-TIPS preference elicitation,2025,10.1007/s10198-025-01789-0,40679687,PMC13046671,Elly Stolk,R1,[R1] This examines methodological challenges for eliciting preference weights for the EQ-TIPS EuroQol instrument.,available,europe_pmc_xml,assessed,direct_eq,The paper’s aim is to determine how to elicit stated preferences for the EuroQol EQ-TIPS instrument and evaluate options for its preference weighting.,explicit_euroqol,no_euroqol_support,The supplied text identifies ‘EuroQol Research Foundation’; it also says EQ-TIPS is a EuroQol Group instrument.,The extract describes EQ-TIPS as a EuroQol Group instrument but gives no statement that EuroQol funded or otherwise supported this paper; its only stated open-access funding is University of Melbourne/CAUL.,possible,2138-TR,"The article considers mapping/crosswalking EQ-TIPS to EQ-5D-Y, matching candidate 2138-TR’s distinctive aim, but gives no project ID, project-specific funding statement, or evidence that its proposed data collection produced this paper.",medium,
Pd988aa68ef3e,Transitioning between the EQ-5D youth and adult descriptive systems in a group of adolescents.,2024,10.1186/s41687-024-00770-4,39133433,PMC11319571,Elly Stolk,R1,[R1] This compares EQ-5D youth and adult descriptive systems and their measurement properties during transition.,available,europe_pmc_xml,assessed,direct_eq,"The study directly compares EQ-5D-Y and adult EQ-5D descriptive systems, assessing response transitions, agreement, discriminatory power and known-group validity.",explicit_euroqol,study_funding,This research was funded by the EuroQol Research Foundation EQ147-2020.,Funding statement: 'This research was funded by the EuroQol Research Foundation EQ147-2020.',none,,"No candidate identifies EQ147-2020 or matches this 2024 adolescent EQ-5D youth-to-adult transition study; listed projects concern other valuation, outreach, or later crosswalk work.",high,
P2cab3c27ba65,An investigation of age dependency in Dutch and Chinese values for EQ-5D-Y.,2023,10.3389/fpsyg.2023.1175402,37860294,PMC10583565,Elly Stolk,R1,[R1] This uses DCEs to investigate age dependence in EQ-5D-Y health-state values and QALY trade-offs.,available,europe_pmc_xml,assessed,direct_eq,The study’s main objective was to examine how age impacts valuation of EQ-5D-Y health states using DCE duration and QALY-composition tasks.,explicit_euroqol,study_funding,Funding Statement: ‘This study was made possible through funding provided by the EuroQol Research Foundation (project number: EQ-2016740).’,Funding statement: ‘This study was made possible through funding provided by the EuroQol Research Foundation’ (project EQ-2016740).,explicit,2016740,"The explicit EuroQol funding statement identifies project EQ-2016740, matching candidate 2016740 (‘A Dutch tariff for the Euroqol-5D-Youth’), with the same EQ-5D-Y age-framing valuation design.",high,
Pcb3368138711,Exploring non-iterative time trade-off methods for valuation of EQ-5D-5L health states.,2023,10.1007/s10198-023-01647-x,38104294,,Elly Stolk,R1,[R1] This compares TTO variants for valuing EQ-5D-5L health states and deriving value distributions.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P3e2170e62c8b,Modifying the Composite Time Trade-Off Method to Improve Its Discriminatory Power.,2022,10.1016/j.jval.2022.08.011,36244905,,Elly Stolk,R1,[R1] This tests modifications to the cTTO valuation method for EQ-5D-5L health states.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
Pe8f86ffb599b,Reliability and validity of using EQ-5D-5L among healthy and adolescents with major mental health disorders in Ethiopia.,2022,10.1007/s10198-021-01412-y,35013918,,Elly Stolk,R1,[R1] This study directly evaluates the reliability and known-group validity of the Amharic EQ-5D-5L in Ethiopian adolescents.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P407092b97b3c,The Egyptian EQ-5D-5L Extensive Pilot Study: Lessons Learned.,2022,10.1007/s40273-022-01208-9,36434416,PMC9928797,Elly Stolk,R1,"[R1] This study evaluates pilot procedures, data quality, and interviewer effects in EQ-5D-5L cTTO valuation.",available,europe_pmc_xml,assessed,direct_eq,"The objective is to test whether an extensive pilot improves cTTO data quality, protocol compliance, interviewer effects, and prediction errors in Egypt's EQ-5D-5L valuation study.",explicit_euroqol,nonfinancial_support_only,"The supplied funding metadata states: EuroQol Research Foundation, EQ-Project 335-RA.","Acknowledgements thank the EuroQol support team for guidance and support in study preparation, data collection and quality control; no EuroQol financial funding is stated.",explicit,335-RA,"The article explicitly identifies EQ-Project 335-RA, matching candidate 335-RA, and investigates its stated extensive Egyptian EQ-5D-5L pilot phase.",high,
P0ebf930aca13,Valuing EQ-5D-Y: the current state of play.,2022,10.1186/s12955-022-01998-8,35794607,PMC9260978,Elly Stolk,R1,"[R1] This review examines EQ-5D-Y valuation protocol experience, including DCE anchoring and TTO methods for value sets.",available,europe_pmc_xml,assessed,direct_eq,"The paper reviews and evaluates the EQ-5D-Y valuation protocol, including DCE and cTTO anchoring, and identifies methodological priorities for future EQ-5D-Y value-set research.",explicit_euroqol,study_funding,Funding: The workshop described in this paper was supported by the EuroQol Research Foundation.,The paper reports and synthesises the workshop discussions; its funding statement says: ‘The workshop described in this paper was supported by the EuroQol Research Foundation.’,none,,"No candidate is supported: the article identifies EuroQol Research Foundation workshop support but no supplied project ID or title; the listed projects concern later EQ-TIPS/EQ-5D-Y crosswalk work, EQ-5D-5L valuation experiments, or outreach activities.",high,
P423aa11928d1,Valuation Survey of EQ-5D-Y Based on the International Common Protocol: Development of a Value Set in Japan,2021,10.1177/0272989x211001859,33754886,PMC8191148,Elly Stolk,R1,[R1] This study constructs a Japanese EQ-5D-Y value set using cTTO and DCE health-state valuations.,available,europe_pmc_xml,assessed,direct_eq,"This study develops a Japanese EQ-5D-Y value set using cTTO and DCE valuation data, with DCE values mapped to the full health-dead scale.",explicit_euroqol,nonfinancial_support_only,Acknowledgments state: 'We received scientific support from the EuroQol Group (project 20180280).',Acknowledgments: We received scientific support from the EuroQol Group (project 20180280). The stated financial support for the study was JSPS KAKENHI.,explicit,20180280,The article explicitly names EuroQol project 20180280; its Japanese EQ-5D-Y valuation survey and value-set aim match candidate 20180280.,high,
P9562cbd1e70a,International Valuation Protocol for the EQ-5D-Y-3L,2020,10.1007/s40273-020-00909-3,32297224,,Elly Stolk,R1,[R1] This article develops and describes the international EQ-5D-Y-3L health-state valuation protocol.,available,openalex_pdf,assessed,direct_eq,"The article’s stated aim is to develop an international EQ-5D-Y-3L valuation protocol, using DCE and C-TTO to generate country value sets anchored for QALY calculation.",explicit_euroqol,study_funding,Funding: ‘The study was financially supported by The EuroQol Research Foundation’; ‘the EuroQol Group funded all methodological studies described in this article’ and partially funded article preparation.,Funding: The study was financially supported by the EuroQol Research Foundation; the EuroQol Group funded all methodological studies described in this article.,none,,No candidate project ID or title is identified. The article’s EQ-5D-Y-3L protocol research does not provide distinctive evidence linking it to any supplied candidate.,high,
P594ced259c8b,Peruvian Valuation of the EQ-5D-5L: A Direct Comparison of Time Trade-Off and Discrete Choice Experiments,2020,10.1016/j.jval.2020.05.004,32762989,,Elly Stolk,R1,[R1] This study derives Peruvian EQ-5D-5L value sets and directly compares cTTO with DCE valuation methods.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P0c48b2afb94d,Valuing Health State: An EQ-5D-5L Value Set for Ethiopians,2020,10.1016/j.vhri.2019.08.475,31683254,,Elly Stolk,R1,[R1] This nationally representative study derives an Ethiopian EQ-5D-5L value set using cTTO and DCE data.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P092aa08c9320,Effect of Health State Sampling Methods on Model Predictions of EQ-5D-5L Values: Small Designs Can Suffice,2019,10.1016/j.jval.2018.06.015,30661632,,Elly Stolk,R1,[R1] This study evaluates health-state sampling designs for predicting EQ-5D-5L values.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
Pc0366f265fd4,Exploring the Impact of Adding a Respiratory Dimension to the EQ-5D-5L,2019,10.1177/0272989x19847983,31092111,PMC6613181,Elly Stolk,R1,[R1] This study develops respiratory EQ-5D-5L bolt-on dimensions and tests their effects on health-state valuations.,available,europe_pmc_xml,assessed,direct_eq,This methodological valuation study develops and tests respiratory bolt-on dimensions for EQ-5D-5L and estimates their impact on health-state utility values.,explicit_euroqol,nonfinancial_support_only,The funding statement says Boehringer Ingelheim funded the study and ‘an in-kind contribution was provided by the EuroQol Group’ through EQ-VT access and modeling expertise.,The study's financial support was entirely from Boehringer Ingelheim; EuroQol provided an in-kind contribution—EQ-VT access and modeling expertise.,none,,"No candidate project is named or unambiguously described. The article concerns respiratory EQ-5D bolt-ons, not the supplied TTO, framing, DCE-overlap, crosswalk, or later projects.",high,
P51751f1493e3,Health State Utilities for Acute Myeloid Leukaemia: A Time Trade-off Study,2019,10.1007/s40273-018-0704-8,30136178,,Elly Stolk,R2,[R2] This study directly elicits and reports public time trade-off values for defined acute myeloid leukaemia health states.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P85481b1179a6,How Prevalent Are Implausible EQ-5D-5L Health States and How Do They Affect Valuation? A Study Combining Quantitative and Qualitative Evidence,2019,10.1016/j.jval.2018.12.008,31277831,,Elly Stolk,R1,[R1] This study examines implausible EQ-5D-5L health states and their effects on respondent valuation data.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P8c273438ab63,"The Fold-in, Fold-out Design for DCE Choice Tasks: Application to Burden of Disease",2019,10.1177/0272989x19849461,31142198,PMC6613173,Elly Stolk,R2,[R2] This study develops and evaluates a DCE task design for valuing the health-related ABC burden-of-disease index.,available,europe_pmc_xml,assessed,adjacent_measurement,"The article develops and tests the fold-in, fold-out DCE design for valuing the 15-item ABC Index of COPD burden of disease; measurement/valuation methodology is its primary research object, without an EQ-specific focus.",other_funding_only,other_funding_only,"The supplied text lists non-EuroQol funders: Chiesi Farmaceutici, GlaxoSmithKline, COPD Foundation, AstraZeneca, Innovationsfonden, Almirall, and Novartis.","The supplied text lists non-EuroQol funders: Chiesi Farmaceutici, GlaxoSmithKline, COPD Foundation, AstraZeneca, Innovationsfonden, Almirall, and Novartis.",none,,"No candidate is sufficiently linked: the cited projects concern other DCE overlap/color-coding or valuation work, while this article reports a distinct ABC Index COPD fold-in/fold-out study and names no project or supporting grant.",high,
P930cba5247e3,Toward a Smaller Design for EQ-5D-5L Valuation Studies,2019,10.1016/j.jval.2019.06.008,31708067,,Elly Stolk,R1,[R1] This study tests smaller health-state designs for constructing EQ-5D-5L value sets from TTO data.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P99751effc1c9,Advocating a Paradigm Shift in Health-State Valuations: The Estimation of Time-Preference Corrected QALY Tariffs,2018,10.1016/j.jval.2018.01.016,30098678,,Elly Stolk,R2,[R2] This study develops and tests time-preference-corrected methods for estimating health-state QALY tariffs.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
Pd79e2191e0da,Choice Defines Value: A Predictive Modeling Competition in Health Preference Research,2018,10.1016/j.jval.2017.09.016,29477405,,Elly Stolk,R2,"[R2] This modeling competition compares methods for predicting choices between health descriptions, directly studying health preference valuation.",available,openalex_pdf,assessed,direct_eq,"The competition’s paired comparisons use the EQ-5D-5L descriptive system and examine health-valuation models, including the EQ-VT valuation protocol; this is the article’s central research object.",explicit_euroqol,study_funding,The source-of-support statement says funding was provided by the EuroQol Research Foundation and an NIH National Cancer Institute grant (1R01CA160104).,Source of financial support: funding for this research was provided by the EuroQol Research Foundation and NIH/NCI grant 1R01CA160104.,possible,2013300,"Project 2013300 is temporally compatible and concerns EQ-5D-5L valuation with life-duration framing, but the article gives no project ID, title, or project-specific funding statement.",medium,
P716dece10838,Evaluation of Split Version and Feedback Module on the Improvement of Time Trade-Off Data,2018,10.1016/j.jval.2017.10.013,29909879,,Elly Stolk,R1,[R1] This study tests split-task and feedback modifications to improve consistency of EQ-5D-5L TTO valuation data.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P078c03b5efce,Selecting Health States for EQ-5D-3L Valuation Studies: Statistical Considerations Matter,2018,10.1016/j.jval.2017.09.001,29680103,,Elly Stolk,R1,[R1] Evaluates statistical designs for selecting EQ-5D-3L health states to derive value sets.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P9f5e73c36b66,Severity-Stratified Discrete Choice Experiment Designs for Health State Evaluations,2018,10.1007/s40273-018-0694-6,30030818,PMC6182499,Elly Stolk,R2,[R2] Tests how DCE design severity coverage affects bias in elicited health-state values.,available,europe_pmc_xml,assessed,direct_eq,"The article develops and tests severity-stratified DCE designs for valuing EQ-5D-5L health states, making EuroQol valuation methodology its primary research object.",explicit_euroqol,unclear,The supplied text explicitly identifies ‘EuroQol Research Foundation’ and project ID ‘2015300’.,"The supplied extract identifies EuroQol Research Foundation and project ID 2015300, but gives no accompanying statement that EuroQol funded this study.",explicit,2015300,"Project ID 2015300 appears explicitly, and its QALY-balanced DCE-design aim and methods directly correspond to this severity-stratified DCE valuation study.",high,
P955a79621a42,"Valuation of EuroQol Five-Dimensional Questionnaire, Youth Version (EQ-5D-Y) and EuroQol Five-Dimensional Questionnaire, Three-Level Version (EQ-5D-3L) Health States: The Impact of Wording and Perspective",2018,10.1016/j.jval.2018.05.002,30442276,,Elly Stolk,R1,[R1] Evaluates how EQ-5D-Y and EQ-5D-3L wording and perspective affect health-state valuations.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P51c1f94e8fe3,ABC Index: Quantifying experienced burden of COPD in a discrete choice experiment and predicting costs,2017,10.1136/bmjopen-2017-017831,29282261,PMC5770840,Elly Stolk,R2,[R2] Develops and preference-weights the ABC Index as a measure of experienced COPD burden.,available,europe_pmc_xml,assessed,adjacent_measurement,The primary research develops a preference-weighted 0–100 ABC Index for experienced COPD burden through a discrete choice experiment and tests its ability to predict healthcare costs.,other_funding_only,other_funding_only,Funding: ‘This work was supported by the Innovation Fund Dutch Health Insurers’ and named COPD/pharmaceutical organisations; EuroQol is not named as a funder.,Funding: ‘This work was supported by the Innovation Fund Dutch Health Insurers’ and named COPD/pharmaceutical organisations; EuroQol is not named as a funder.,none,,"The supplied projects concern EQ valuation methods or DCE design features, not development and costing validation of the COPD-specific ABC Index; shared PI/method alone is insufficient.",high,
P80bae15dd798,Are Health State Valuations from the General Public Biased? A Test of Health State Reference Dependency Using Self-assessed Health and an Efficient Discrete Choice Experiment,2017,10.1002/hec.3445,27790801,,Elly Stolk,R2,[R2] Tests reference dependency and resulting bias in general-public health-state valuations.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
Pfb44a46bf1af,Establishing disability weights for congenital pediatric surgical conditions: A multi-modal approach,2017,10.1186/s12963-017-0125-5,28259148,PMC5336647,Elly Stolk,R2,[R2] Derives disability weights for pediatric surgical health states and compares valuation methods.,available,europe_pmc_xml,assessed,adjacent_measurement,"The study’s primary objective was to establish disability weights for 15 pediatric surgical conditions using ranking, VAS, paired comparisons and TTO; health states used an EQ-5D-5L-style functional profile.",other_funding_only,other_funding_only,Funding: ‘The study was undertaken with a grant from the McMaster University Department of Surgery.’,Funding: ‘The study was undertaken with a grant from the McMaster University Department of Surgery.’,none,,"None of the supplied projects is identified or supported: the study collected disability-weight data in 2012, while the candidates concern later EQ valuation/DCE methods or unrelated activities.",high,
P65833dc071f5,Head-to-head comparison of health-state values derived by a probabilistic choice model and scores on a visual analogue scale,2017,10.1007/s10198-016-0841-y,27807631,PMC5602004,Elly Stolk,R1,[R1] Compares EQ-5D-5L health-state values obtained from discrete-choice modeling and VAS scoring.,available,europe_pmc_xml,assessed,direct_eq,"The study directly values EQ-5D-5L health states, comparing values derived from discrete-choice modeling with visual analogue scale scores.",no_funding_statement,no_funding_statement,none stated,none stated,none,,"The article reports a 2010–2011 four-country EQ-5D-5L DC/VAS study; no supplied candidate is identified, and the later/different candidate projects do not establish an output link.",high,
P05ea14c529fc,Quality Control Process for EQ-5D-5L Valuation Studies,2017,10.1016/j.jval.2016.10.012,28292492,,Elly Stolk,R1,[R1] Evaluates a quality-control process for collecting EQ-5D-5L valuation data.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P8590e631ed76,The Assessment of Burden of COPD (ABC) tool: a shared decision-making instrument that is predictive of healthcare costs,2017,10.5334/ijic.3637,,,Elly Stolk,R2,[R2] Develops preference-based weights and severity scoring for the ABC COPD burden instrument.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P402a8ba12b72,Dutch Tariff for the Five-Level Version of EQ-5D,2016,10.1016/j.jval.2016.01.003,,,Elly Stolk,R1,[R1] Derives a Dutch EQ-5D-5L tariff from TTO and DCE health-state valuation data.,available,openalex_pdf,assessed,direct_eq,"The study's objective was to derive a Dutch EQ-5D-5L tariff, eliciting population health-state values with cTTO and DCE.",explicit_euroqol,study_funding,Source of financial support: ‘This research was funded by ... ZonMW ... and a grant from the EuroQoL Research Foundation.’,Source of financial support: ‘This research was funded by … ZonMW … and a grant from the EuroQoL Research Foundation.’,none,,"No candidate identifies the Dutch tariff study. The listed projects start in 2014 or later and address framing, task design, DCE response efficiency, mapping, or outreach, whereas this study collected data in 2012.",high,
Pa9991d03e2fc,EQ-5D in Central and Eastern Europe: 2000–2015,2016,10.1007/s11136-016-1375-6,27472992,,Elly Stolk,R1,"[R1] Reviews EQ-5D use, value sets, norms, and reporting quality across Central and Eastern Europe.",available,openalex_pdf,assessed,direct_eq,"This systematic review makes EQ-5D its primary object, reviewing its use, measurement reporting, value sets, and methodological quality across eight Central and Eastern European countries.",unclear,unclear,"The supplied text has a 50,000–91,683-character gap and contains no article-level funding statement; its Table 2 reports funding of included studies, not funding of this review.","The supplied text has a 50,000–91,683-character gap and contains no article-level funding statement; its Table 2 reports funding of included studies, not funding of this review.",none,,No candidate project is identified in the supplied text. The listed projects have different aims or postdate this 2016 CEE EQ-5D literature review.,medium,
P4c6f1f6e59cc,Exploring The Impact of Adding A Respiratory Dimension to The EQ-5D-5L,2016,10.1016/j.jval.2016.09.1217,,,Elly Stolk,R1,[R1] Evaluates respiratory bolt-on dimensions and their effects on EQ-5D-5L health-state valuations.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P89b70ae51f32,Toward Explicit Prioritization for the Caribbean: An EQ-5D Value Set for Trinidad and Tobago,2016,10.1016/j.vhri.2016.07.010,27986200,,Elly Stolk,R1,[R1] Creates a Trinidad and Tobago EQ-5D-3L value set using DCE and TTO elicitation.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P921bc7a720bd,"Time trade-off: One methodology, different methods",2013,10.1007/s10198-013-0508-x,23900665,PMC3728453,Elly Stolk,R2,[R2] The article evaluates alternative TTO specifications and provides a methodological checklist for comparable health-state valuation.,available,europe_pmc_xml,assessed,direct_eq,"The article systematically reviews TTO specifications and presents a checklist to improve comparability of health-state valuations, developed in the context of an EQ-5D-5L valuation protocol.",explicit_euroqol,study_funding,This research was supported by the EuroQol Group.,The article states: ‘This research was supported by the EuroQol Group.’,none,,No candidate is identified in the article; the 2013 TTO-methods review/checklist does not unambiguously match any supplied project (2013300 begins in 2014 and has a different framing-study aim).,high,
Pae28a7c2b9cb,Condition-specific preference-based measures: Benefit or burden?,2012,10.1016/j.jval.2011.12.003,22583461,,Elly Stolk,R2,"[R2] The research develops condition-specific preference-based measures, elicits TTO weights, and compares their utility performance.",unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
Pd99436ecd76c,Quality of life instruments for economic evaluations in health and social care for older people: A systematic review,2014,10.1016/j.socscimed.2013.11.050,24565145,,Elly Stolk,R2,"[R2] The review evaluates and compares health-related quality-of-life and wellbeing instruments, utilities, and validation for older people.",unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P66e000c1a289,Validity and responsiveness of the EQ-5D and the KIDSCREEN-10 in children with ADHD,2014,10.1007/s10198-013-0540-x,24233919,,Elly Stolk,R1,[R1] The study evaluates construct validity and responsiveness of EQ-5D versus KIDSCREEN-10 in children with ADHD.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
Pa1a951f05c97,Time to tweak the TTO: Results from a comparison of alternative specifications of the TTO,2013,10.1007/s10198-013-0507-y,23900664,PMC3728436,Elly Stolk,R1,[R1] The study compares TTO specifications and durations for their effects on EQ-5D-5L health-state values.,available,europe_pmc_xml,assessed,direct_eq,"The article experimentally compares classic, lead-time, and lag-time TTO specifications for valuing EQ-5D-5L health states, a direct EuroQol valuation-method study.",explicit_euroqol,study_funding,Acknowledgments states: ‘This study was funded by ZonMW ... Project No. 152002039) and by the EuroQol Group.’,Acknowledgments: This study was funded by ZonMW ... and by the EuroQol Group.,none,,"Although EuroQol Group funding is stated, no supplied project ID is named; the candidate TTO projects start in 2014 and do not correspond closely enough to this 2013 lead-/lag-time TTO study.",high,
P10d2724e57c3,US valuation of the SF-6D,2013,10.1177/0272989x13482524,23629865,PMC3740344,Elly Stolk,R2,[R2] The study derives US SF-6D preference weights and evaluates discrete-choice methods for health valuation.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P382bf609810b,Introducing the composite time trade-off: A test of feasibility and face validity,2013,10.1007/s10198-013-0503-2,23900660,PMC3728457,Elly Stolk,R1,[R1] The study tests feasibility and face validity of composite TTO for eliciting EQ-5D-5L health-state values.,available,europe_pmc_xml,assessed,direct_eq,"The paper introduces and tests composite TTO as the valuation technique for EQ-5D-5L health states, including elicitation of values for states worse than dead.",explicit_euroqol,study_funding,Acknowledgments: ‘This research was supported by the EuroQol Group.’,Acknowledgments: ‘This research was supported by the EuroQol Group.’,none,,"No supplied candidate is explicitly identified or uniquely supported: the article’s 2013 composite-TTO study predates the listed related research projects, and the 2013 course candidate is not an article-output match.",high,
Pb599996d5562,The effects of lead time and visual aids in TTO valuation: A study of the EQ-VT framework,2013,10.1007/s10198-013-0504-1,23900661,PMC3728439,Elly Stolk,R2,[R2] The study tests how lead time and visual presentation affect TTO-derived health-state values.,available,europe_pmc_xml,assessed,direct_eq,"The article experimentally evaluates lead-time TTO and visual aids to inform EQ-VT, which elicits EQ-5D-5L health-state preference values.",explicit_euroqol,study_funding,Acknowledgments: ‘This research was supported by the EuroQol Group.’,Acknowledgments: 'This research was supported by the EuroQol Group.',none,,"No candidate is explicitly identified; the valuation-method candidates begin in 2014 or later, after this 2013 article, and their stated aims do not establish an output link.",high,
Pa617a338a645,Discrete choice modeling for the quantification of health states: The case of the EQ-5D,2010,10.1111/j.1524-4733.2010.00783.x,20825618,,Elly Stolk,R1,[R1] The study tests discrete-choice modeling against TTO and other methods for quantifying EQ-5D health-state values.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
Pb10092022224,Lead time TTO: Leading to better health state valuations?,2013,10.1002/hec.2804,22396243,,Elly Stolk,R2,[R2] The study compares lead-time TTO specifications with TTO for eliciting values for better- and worse-than-dead health states.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P659b9e581813,Dealing with the health state 'dead' when using discrete choice experiments to obtain values for EQ-5D-5L heath states,2013,10.1007/s10198-013-0511-2,23900663,PMC3728441,Elly Stolk,R1,[R1] The study evaluates DCE and lead-time TTO approaches for valuing EQ-5D-5L health states including dead.,available,europe_pmc_xml,assessed,direct_eq,The objective is to evaluate methods for obtaining a dead–full-health scale for EQ-5D-5L valuation studies using discrete-choice modeling.,explicit_euroqol,study_funding,‘This research was supported by the EuroQol Group.’,The article’s conflict-of-interest statement explicitly says: ‘This research was supported by the EuroQol Group.’,none,,"The 2011 Spanish EQ-5D-5L dead-anchoring pilot predates or differs from all supplied candidates; no candidate project ID, title, or unambiguous project support is given.",high,
P9783a01b4c2a,"Mapping QLQ-C30, HAQ, and MSIS-29 on EQ-5D",2012,10.1177/0272989x11427761,22114301,,Elly Stolk,R1,[R1] The study develops and evaluates mapping functions from condition-specific measures to EQ-5D utilities.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
