record_id,title,doi,outcome,abstract_source
P8a57898149c2,"POSB107 A Retrospective Observational Study of Ibrutinib in Real-Life Settings in France, Using the SNDS Database (OSIRIS)",10.1016/j.jval.2021.11.380,unavailable,
P8c8726f00777,PCN4: COMPARING MEAN VERSUS MEDIAN SURVIVAL AS A PRELUDE TO COST-EFFECTIVENESS (C/E) ANALYSES,10.1046/j.1524-4733.2001.40202-50.x,unavailable,
P8cadce817fc2,Prescribing indicators as a tool to evaluate drug use in nursing homes.,,unavailable,
P8dc71c3580b0,"Comparaison du bénéfice-risque à trois ans du dabigatran versus rivaroxaban, en fonction de la dose standard ou réduite, dans la fibrillation auriculaire non-valvulaire, cohorte ENGEL 2 à partir des données du Système national des données de santé avec appariement sur un score de propension haute dimension",10.1016/j.respe.2020.04.024,unavailable,
P8ece1bb2377a,Quality of Life After PCI With Drug-Eluting Stents in Coronary Artery Bypass Surgery,10.1097/01.sa.0000410149.81655.32,invalid,source_union
P90681f253887,"Assessment of health care quality: A public health challenge,La mesure de la qualité des soins: Un défi et un enjeu de santé publique",,unavailable,
P9103dc185eb6,Valorisation des états de santé du questionnaire de qualité de vie Euroqol-5D-5L,10.1016/j.respe.2020.03.020,unavailable,
P9162d3a2b1ec,Burden Of Illness Of Pulmonary Embolism In Europe – Mortality And Health Related Quality Of Life,10.1016/j.jval.2017.08.1207,unavailable,
P9193988f45da,Analyse d’impact budgétaire évaluant la réduction de dose d’entretien du certolizumab pegol dans le traitement de la spondyloarthrite axiale,10.1016/j.rhum.2021.10.156,unavailable,
P91a28db1fe30,Quelle place pour les soins palliatifs dans le PMSI ?,,unavailable,
P9374a020ad6d,PEN1 DETERMINATION OF THE TOTAL COST OF DIAGNOSTIC PROCEDURE BY FINE NEEDLE ASPIRATION CYTOLOGY IN PATIENTS WITH THYROID NODULES,10.1016/s1098-3015(10)63321-9,unavailable,
P94f2020a2478,Healthcare Costs of Ipilimumab in Patients with Advanced Cutaneous Melanoma in Dutch Clinical Practice,10.1016/j.jval.2017.08.193,unavailable,
P9a574eb2998c,Les comptes nationaux de la Santé 1999 : des tendances se dessinent.,10.4267/10608/1567,unavailable,
P9ab48de8b58f,The impact of non-adherence to inhaled long-acting β2-agonist / steroid combination therapy on healthcare costs in difficult to control asthma,,unavailable,
P9ae64045396d,Feedback from the Patient Advisory Panel,,unavailable,
P9c649dabf7f6,Les déterminants de l’utilisation de ressources dans 4 unités de soins palliatifs,10.1016/s1636-6522(06)74266-0,unavailable,
P9c9a882ecc6e,"Preventing NSAID-Induced Gastrointestinal Toxicity: Economic Considerations, Methodological Problems and Results",10.2165/00019053-199507020-00002,unavailable,
P9d29baaf604b,Real-World Outcomes of Novel Treatments in Patients with Advanced Melanoma in The Netherlands,10.1016/j.jval.2016.09.2080,unavailable,
P9d54ec69be9f,Front &amp; Back Matter,10.1159/000352010,unavailable,
P9d64890cdd4d,The Impact of Care Farms on Quality of Life among Different Population Groups: A Systematic Review,,unavailable,
P9f8d79564cae,Factors Driving Inequality in Prostate Cancer Survival: A Population Based Study,10.1016/j.jval.2013.08.432,unavailable,
P9f954a709c1a,Le fardeau des infections invasives à méningocoques de sérogroupe B en France,10.1016/j.idnow.2021.06.085,unavailable,
Pa0e177deeaee,A Cost-Utility Analysis of Ranibizumab in Age-Related Macular Degeneration Based on Real-Life Observational Data in France,10.1016/j.jval.2013.08.1173,unavailable,
Pa3e51be25ac9,PCV7 EFFECTIVENESS OF LIPID-LOWERING THERAPY IN PRIMARY CARE IN FRANCE,10.1016/s1098-3015(10)62373-x,unavailable,
Pa4723e85d8aa,The Impacts of Non-Adherence on Hospitalizations in Patients with Schizophrenia in Thailand,,unavailable,
Pa5573d973489,The Cost-Effectiveness Of Treatment For Chronic Heart Failure: A Systematic Review,10.1016/j.jval.2015.09.870,unavailable,
Pa61112c965ae,"Patients' severity and cost overruns in reference Hospitals,Gravité des patients et surcoûts dans les Hôpitaux de référence",,unavailable,
Pa6e1d2ae0b0b,Le codage des pathologies en médecine de ville (1): Pourquoi faire? Comment faire?,,unavailable,
Pa7c4c90fa97e,FACTORS PREDICTING MEDICATION OVERSUPPLY IN THAILAND: A MIXED MODEL REGRESSION ANALYSIS,10.1016/j.jval.2014.03.181,unavailable,
Pa858d1506a85,Age and Gender Relationships with Systemic Corticosteroid Induced Morbidity in Asthma: A Case-Control Study,10.1016/j.jval.2017.08.1456,unavailable,
Pa9dc1bf87268,ES7 DIRECT MEDICAL COSTS OF STROKE ACCORDING TO HANDICAP LEVELS AFTER 12 AND 18 MONTHS,10.1016/s1098-3015(10)63193-2,unavailable,
Pac0903202da7,The impact of teaching and research on hospital costs,10.1007/s101980100060,unavailable,
Pacc1dfbe2c94,"Car-T cells: Price, cost-efficiency and sustainability in France,Les cellules CAR-T: prix, efficience et soutenabilité en France",10.1016/j.banm.2024.01.020,unavailable,
Pacc6f14c8a28,Comparative Effectiveness Of Novel Treatments For Advanced Melanoma: A Systematic Literature Review And Network Meta-Analysis Of Effectiveness And Safety Outcomes,10.1016/j.jval.2017.08.090,unavailable,
Pad6f9a7ca8c4,Off-label use and pharmacovigilance among infants: analysis of the Thai Health Product Vigilance National Database,10.1007/s40267-016-0300-y,unavailable,
Padaee0ce7919,Influences of the number of health states on time trade-off,,unavailable,
Pae638f4102d4,External Validity at Stake in Mapping Non-Preference Based Disease Specific Measures to Generic Preference-Based Utility Values in Advanced Cutaneous Melanoma,10.1016/j.jval.2016.09.215,unavailable,
Pae80badfa62d,National scientific medical meeting 1997 abstracts,10.1007/bf02937234,unavailable,
Paeff67f2fadc,Heterogeneity In GP Consultation Costs In Health Technology Assessments: Explanations And Implications,10.1016/j.jval.2017.08.624,unavailable,
Paf122526aa99,LBA72 Nivolumab 3mg/kg and ipilimumab 1mg/kg (nivo3/ipi1) in molecularly selected patients (pts) with metastatic castration-resistant prostate cancer (mCRPC),10.1016/j.annonc.2024.08.2315,unavailable,
Paf9d36eebaf3,"Disease burden as result of the criterium ""necessity"" in making of choices in health care [2],Ziektelast als uitwerking van het criterium 'noodzakelijkheid' bij het maken van keuzen in de zorg",,unavailable,
Paff62744feb9,Survey To Determine Perspectives On The Use Of Spirometry In COPD: Users Versus Non-Users,,unavailable,
Pb026657f9228,Qualitative interview topic guide,,unavailable,
Pb0cc5eeb954f,IQWiG methods - A response to two critiques,10.1002/hec.1658,unavailable,
Pb312ba376d2a,The Relationship Between Severity of Chronic Kidney Disease and Health Related Quality of Life Among a Nationally Representative Sample of Community Dwelling Adults in England,10.1016/j.jval.2017.08.522,unavailable,
Pb35393b35995,EE419 Systematic Literature Review of Cost-Effectiveness Evaluations of Freestyle Libre Continuous Glucose Monitoring Systems,10.1016/j.jval.2024.10.700,unavailable,
Pb5610cfd0ec3,The Impact of Nonadherence to Inhaled Long-Acting β2-Adrenoceptor Agonist/Corticosteroid Combination Therapy on Healthcare Costs in Difficult-to-Control Asthma,10.1007/bf03256881,unavailable,
Pb561a294ad84,Burden Of Illness Of Deep-Vein Thrombosis In Europe – Healthcare Resource Utilization And Productivity Loss,10.1016/j.jval.2017.08.1210,unavailable,
Pb57c11906da6,Peripheral arterial disease trade-off interview booklet,,unavailable,
Pb5ebb2aaabac,An Analysis of the Efficacy and Safety of Edoxaban in Comparison with Rivaroxaban in the Treatment of Deep Vein Thrombosis and Pulmonary Embolism,10.1016/j.jval.2016.09.1678,unavailable,
Pb6481b02bb52,TIME-SPECIFIC PROPENSITY SCORE ANALYSIS FOR OBSERVATIONAL STUDY: A CASE STUDY ESTIMATING THE EFFECTIVENESS OF THIAZOLIDINEDIONE USE,10.1016/j.jval.2013.03.077,unavailable,
Pb726f48a7db1,A cost-effective analysis of primary coronary angioplasty versus thrombolysis for acute myocardial infarction,,unavailable,
Pb773d7ffe753,Effectiveness of Montelukast on Asthma Control in Infants: A Claims Data Study,10.1016/j.jval.2014.08.2010,unavailable,
Pb846d582ec94,26591 Characterization of flares in patients with generalized pustular psoriasis—A population-based study from the French National Health Data System database (SNDS),10.1016/j.jaad.2021.06.107,unavailable,
Pb8f868bd311b,La convergence tarifaire entre hôpitaux publics et privés : mission impossible ?,10.3917/rce.005.0181,invalid,source_union
Pb98703050592,PCN160 Prostate Cancer Screening Practices in the Republic of Ireland- The Determinants of Uptake,10.1016/j.jval.2011.08.1261,unavailable,
Pba8153fed120,Valuing child and adolescent health states for use in economic evaluation: A good practices report of an ISPOR task force,,unavailable,
Pbd3abb143636,Organization and management I,10.1007/bf03216320,unavailable,
Pbdb62e628247,"PIN1 THE COSTS OF SEVERE SEPSIS—THE NETHERLANDS, 2000",10.1016/s1098-3015(10)61479-9,unavailable,
Pbdd0c8ecf49a,The prevalence of multiple sclerosis in the United States: a population-based healthcare database approach,10.26226/morressier.59a3ed9fd462b8028d894307,unavailable,
Pbf48f5d37820,"Medico-economic evaluation of health products in the context of the Social Security Financing Act for 2012,L'évaluation médico-économique des produits de santé dans le contexte de la loi de financement de la Sécurité sociale pour 2012",10.2515/therapie/2013044,unavailable,
Pc01459fc7e61,The impact of teaching and research on hospital costs. An empirical study in the French context,,unavailable,
Pc194a35d6048,Tout ce que vous avez toujours voulu savoir sur les coûts hospitaliers en France... Gérard de Pouvourville,10.4267/10608/986,unavailable,
Pc2fdc28319b6,Transcatheter valve implantation for patients with aortic stenosis: a position statement from the European Association of Cardio-Thoracic Surgery (EACTS) and the European …,,unavailable,
Pc32fe13c11bf,Épidémiologie du cancer de la prostate résistant à la castration et métastatique : données françaises à partir du SNDS,10.1016/j.purol.2019.08.139,unavailable,
Pc4184d6f7289,Etude de l'impact de la pandémie de COVID-19 sur la vaccination contre le papillomavirus chez les filles en France,10.1016/j.jeph.2024.202217,unavailable,
Pc457fc23522a,Systematic Literature Review and Network Meta-Analysis of Treatments for Relapsed/Refractory Multiple Myeloma Patients,10.1016/j.clml.2017.03.260,unavailable,
Pc4cd3cc279f5,Étude de la relation entre le nombre de lames reçues et le nombre de lames interprétables au cours de la cytoponction thyroïdienne,10.1016/s0242-6498(06)78473-5,unavailable,
Pc60c7d24cd36,Real-world evaluation of mortality in patients with heart failure treated with Sacubitril-Valsartan in France,10.1016/j.acvd.2023.10.080,unavailable,
Pc71821c2ced6,POSC366 Validity of the EQ-5D-3L and EQ-5D-5L in Advanced Melanoma,10.1016/j.jval.2021.11.1191,unavailable,
Pc7195d8ec694,Towards a GI safer antiinflammatory therapy,,unavailable,
Pc7479ce56104,Survival in BRAF-mutant metastatic melanoma in the real-world setting: results from the Dutch Melanoma Treatment Registry,10.1093/annonc/mdw379.34,unavailable,
Pc83105c05562,"La prise en charge de la cataracte : comparaison chirurgie de jour versus hospitalisation : étude des modes d'organisation, des transferts de charge et de la satisfaction des patients.",,unavailable,
Pc8d3cf2ff8ad,ASTHMA TREATMENT PATTERN LONGITUDINAL ANALYSIS,,unavailable,
Pc9d3cb144abe,"European biotechnology financing,Le financement de la biotechnologie en Europe",10.4267/10608/1822,unavailable,
Pcb30dc658add,IMPACT OF PATTERN OF ANTICOAGULANT ON CLINICAL OUTCOMES IN CANCER PATIENTS WHO HAD ATRIAL FIBRILLATION,,unavailable,
Pcc47d51be1ed,EE30 An Economic Evaluation of Direct Oral Anticoagulants for Venous Thromboembolism in Thailand,10.1016/j.jval.2022.09.283,unavailable,
Pccbeb663469f,CN7 TREATMENT VARIATION COMPLICATES REAL-WORLD PHARMACOECONOMICS: DAILY CLINICAL PRACTICE OF BORTEZOMIB IN RELAPSED OR REFRACTORY MULTIPLE MYELOMA,10.1016/s1098-3015(10)74098-5,unavailable,
Pcd36cda22319,The Wounding,10.2307/20623785,unavailable,
Pcda137ff38b2,"Development of the indications for extracorporeal lithotripsy and the impact of the mode of organisation of the indications,EVOLUTION DES INDICATIONS DE LA LITHOTRIPSIE EXTRA-CORPORELLE ET IMPACT DU MODE D'ORGANISATION SUR LES INDICATIONS",,unavailable,
Pcde14527e400,Iconography : Cost of radiofrequency ablation in the treatment of hepatic malignancies,,unavailable,
Pcf43e0c69e7d,Burden Of Illness Of Pulmonary Embolism In Europe – Healthcare Resource Utilization And Productivity Loss,10.1016/j.jval.2017.08.1208,unavailable,
Pcf94997837b9,Cost-Effectiveness of Dabigatran with Real World Effectiveness Evidence,10.1016/j.jval.2017.08.004,unavailable,
Pd00f99aec8e5,A Triple Aim Framework For The Performance Assessment Of Disease Management Programs,10.1016/j.jval.2015.09.920,unavailable,
Pd16d4555f0af,Evaluation of health programs: the questioning of efficiciency,,unavailable,
Pd2b2bfb0f9d7,Cost-Effectiveness Analysis of Panitumumab Plus Mfolfox6 Versus Bevacizumab Plus Mfolfox6 for First-Line Treatment of Patients with Wild-Type Ras Metastatic Colorectal Cancer,10.1016/j.jval.2014.08.2264,unavailable,
Pd2b8d21f673a,"Renin angiotensin system blockers-associated angioedema in the Thai population (vol 33, pg 227, 2015)",,unavailable,
Pd2dc32310872,"Cost effectiveness of direct oral anticoagulants: A literature overview in European countries,Anticoagulants d'action directe: Une revue de la littérature des études coÛt/efficacité en Europe",10.1016/s1878-6480(16)30333-0,unavailable,
Pd31fa4a8dd0e,Asthma Cost-Effectiveness Analysis Gaps In Knowledge: A Thematic Analysis Of Existing Literature,,unavailable,
Pd3f52723e0fe,Healthcare Resource Use Alongside Novel Treatments for Advanced Melanoma in the Netherlands,10.1016/j.jval.2016.09.2259,unavailable,
Pd4d0869d144e,Étude observationnelle quantifiant en vie réelle l’apport du Montelukast chez le nourrisson âgé de 6 à 24mois : méthodologie d’une étude sur l’EGB,10.1016/j.rmr.2013.10.096,unavailable,
Pd4e2d2b6d363,Workforce Participation and Productivity Losses After Head and Neck Cancer,10.1016/j.jval.2013.08.545,unavailable,
Pd52da6a8710d,Health-related quality of life - An economist's perspective,10.1038/ncpendmet0650,unavailable,
Pd5c8552f5597,The Association Between Pneumococcal Vaccine and Thrombocytopenia in Elderly Patients with Chronic Obstructive Pulmonary Disease: A Case-Crossover Study,,unavailable,
Pd7ce056308c8,The protective effect of lycopene-rich products on skin photodamage: A systematic review and meta-analysis of randomized controlled trials,10.56808/3027-7922.2364,invalid,source_union
Pd89954f39a01,Attitudes to physician and family assisted suicide: results from a study of public attitudes in Britain,10.1136/jme.28.1.52,invalid,source_union
Pd8d0cfd52d62,Quality of Life in Advanced Melanoma: Results of The Dutch Melanoma Treatment Registry,10.1016/j.jval.2016.09.2289,unavailable,
Pd963858c0bb9,Exploring Causes of Medication Oversupply: An In-depth Interview,10.1016/j.sapharm.2012.08.073,unavailable,
Pdc1d84a279f0,A New Cost-Effectiveness Modelling Approach In Chronic Heart Failure With Reduced Ejection Fraction,10.1016/j.jval.2015.09.887,unavailable,
Pdcad10c81d18,"How can we improve the follow-up of VKA and for which cost?,Comment améliorer le suivi des AVK et pour quel coÛt?",10.1016/s1878-6480(16)30331-7,unavailable,
Pde2beae9939a,Preferences Of The General Public For Reimbursement Criteria For Expensive Drugs: A Multi Criteria Decision Analysis For Rituximab And Bevacizumab,10.1016/j.jval.2017.08.1722,unavailable,
Pde2cf0605c36,"Development of the indications for extracorporeal lithotripsy and impact of the mode of organisation on indications,EVOLUTION DES INDICATIONS DE LA LITHOTRIPSIE EXTRA-CORPORELLE ET IMPACT DU MODE D'ORGANISATION SUR LES INDICATIONS",,unavailable,
Pdfe020af6ced,SUMMARIZING UTILITY VALUES OF PATIENTS WITH AGE-RELATED MACULAR DEGENERATION: A SYSTEMATIC REVIEW AND META-ANALYSIS,10.1016/s1098-3015(11)73368-x,unavailable,
Pe009a648aa22,The Importance of Long-Term Surveillance of Stage IB Melanomas: Unexpectedly Low Survival Subsequent to Recurrence,10.1016/j.jval.2014.08.2187,unavailable,
Pe0e06b86958d,Risk-sharing agreements for innovative drugs: A new solution to old problems?,10.1007/s10198-006-0386-6,unavailable,
Pe189113fb1ef,"How to measure research emerging from hospitals? The case of French comprehensive cancer centres,Peut-on mesurer la production scientifique des hôpitaux à partir des publications? L'exemple des centres de lutte contre le cancer",10.1684/bdc.2006.0147,unavailable,
Pe2a93dfc1479,Adopting an Evidence Synthesis Approach for Assessing Cost-Effectiveness of Screening Strategies for Prostate Cancer in Ireland,10.1016/j.jval.2014.08.1807,unavailable,
Pe4b933f4c4b4,L'économique : une dimension cachée ? (Commentaire),10.3406/sosan.1999.1477,unavailable,
Pe644f798c18a,For peer review only Understanding the Impacts of Care Farms on Health and Well-being of Disadvantaged Populations: The Evaluating Community Orders (ECO) Study,,unavailable,
Pe70700b58c3a,ESO News,10.1159/000351428,unavailable,
Pe86902a7f868,PHV8: UNCOMPLICATED ACUTE PYELONEPHRITIS IN ADULT WOMEN: INPATIENT VERSUS OUTPATIENT THERAPY -ECONOMIC COMPARISON,10.1016/s1098-3015(11)70500-9,unavailable,
Pe87fed2bd07e,COMPARISON OF COSTING METHODS: COST TO CHARGE RATIO AND DIAGNOSIS RELATED GROUP USING STEVENS-JOHNSON SYNDROME AND TOXIC EPIDERMAL NECROLYSIS AS A CASE STUDY,10.1016/s1098-3015(11)73361-7,unavailable,
Peadee032e8d5,"An aid in the evaluation of the needs of hospitals for anesthesia-resuscitation specialists,Une aide à l'évaluation des besoins des hôpitaux en spécialistes d'anesthésie-réanimation.",,unavailable,
Pec3e85426d80,Multinational Consistency of a Discrete Choice Model in Quantifying Health States for the Extended 5-Level EQ-5D,10.1016/j.jval.2013.08.019,unavailable,
Pecb7df225f0a,Sourcing and Using Appropriate Health State Utility Values in Economic Models in Health Care,10.1007/s40273-017-0543-z,unavailable,
Pecbadc11e35e,"What is the Place of Palliative Care in the French DRG System (PMSI)?,Quelle Place pour les Soins Palliatifs dans le PMSI?",,unavailable,
Ped61d7cb62d5,COVID-19 Era Recessional Mortality Continues the Impact of Prepandemic Recessions on Mortality,10.2105/ajph.2021.306531,unavailable,
Ped779e0ac17f,Estimation de l’impact économique du recours à Ferinject®sur la consommation d’ASE et sur les transfusions sanguines en oncologie : analyse selon le point de vue du système de santé français,10.1016/j.respe.2011.08.057,unavailable,
Ped96abfc68b3,Changes in therapeutic strategy in metastatic castration resistant prostate cancer (mCRPC) between 2012 and 2014 from the French nationwide claims database (SNDS),10.1016/s2666-1683(20)33183-9,unavailable,
Pee7740372828,L'évaluation économique des actions de soins (Commentaire),10.3406/sosan.1996.1376,unavailable,
Pef3ced106aeb,The role of pharmacist counseling for patient with type 2 diabetes mellitus and its impact on blood glucose control and quality of life at RSUD Pasar Minggu,,unavailable,
Pf14bd437e067,"EQ-5D-Y-3L Value Sets, Valuation Methods and Conceptual Questions.",10.1007/s40273-022-01226-7,unavailable,
Pf1630b259de2,Estimating Time-Specific Propensity Scores: A Case Study of the Effectiveness of Inhaled Long-Acting Beta-Agonists on Asthma Exacerbations,,unavailable,
Pf25064f4a2ad,Cost-Effectiveness Analysis for The Use of The Ccp Score In The Management of Early Low Risk Prostate Cancer In The French Context,10.1016/j.jval.2015.09.680,unavailable,
Pf351292386f8,The Increasing Importance of A Continence Nurse Specialist To Improve Outcomes And Save Costs of Urinary Incontinence Care: An Analysis of Future Policy Scenarios,10.1016/j.jval.2016.09.1623,unavailable,
Pf37d30972659,Treatment Maintenance Duration of Dual Therapy with Metformin and Sitagliptin in Type 2 Diabetes – Real-World Data From Odyssee Study,10.1016/j.jval.2014.08.640,unavailable,
Pf608dd5a3874,Cost-Effectiveness of Evolocumab in Patients with High Cardiovascular Risk in Spain,10.1016/j.jval.2016.09.1755,unavailable,
Pf6f125a47b95,PCN6 HOSPITALIZATION COSTS FORTWO METHODS OFTSH STIMULATION DURING THE RADIOIODINE ABLATION IN THYROID CANCER PATIENTS,10.1016/s1098-3015(10)65164-9,unavailable,
Pf7f7821372c7,Evaluación de los programas de salud: la eficiencia en cuestión.,,unavailable,
Pf8c51f9e91da,Qualité de vie des patients atteints de pneumopathie interstitielle diffuse associée à la sclérodermie systémique : impact de l’atteinte pulmonaire et des autres atteintes d’organes,10.1016/j.rhum.2020.10.060,unavailable,
Pf97aadcd8870,POSB361 Quality of Life in Advanced Melanoma Patients in the Era of Novel Immuno- and Targeted Therapies,10.1016/j.jval.2021.11.1128,unavailable,
Pf98fbb8e4d6c,COMPLIANCE AND PERSISTENCE WITH ALZHEIMER'S DISEASE TREATMENT: A RETROSPECTIVE ANALYSIS OF MULTIREGIONAL HOSPITAL DATABASES IN THAILAND,10.1016/j.jval.2018.07.707,unavailable,
Pf9bd92628bd6,Clinical and cost-effectiveness of person-centred experiential therapy vs. cognitive behavioural therapy for moderate and severe depression delivered in the English Improving Access to Psychological Therapies national programme: a pragmatic randomised non- inferiority trial [PRaCTICED],,unavailable,
Pf9e360ec522d,Determinants of COVID-19 self-protection behaviors of Thai people: A cross-sectional survey,,unavailable,
Pf9f5fcdea8ea,"Comparative Effectiveness And Medical Cost of Dabigatran Versus Vitamin K Antagonists From Engel 2: A French Nationwide Cohort Of 100,000 Patients With Non-Valvular Atrial Fibrillation",10.1016/j.jval.2017.08.1193,unavailable,
Pf9fed55e0ff6,Clinical and economic impact of diabetes mellitus on percutaneous and surgical treatment of multivessel coronary disease patients: insights from the Arterial Revascularization …,,unavailable,
Pfa357d7f07ac,OBSERVED VERSUS PREDICTED CARDIOVASCULAR EVENT RATES IN PRIMARY PREVENTION DIABETIC PATIENTS RECEIVING HIGH-INTENSITY STATINS IN THE UNITED KINGDOM,10.1016/s0735-1097(17)35241-5,unavailable,
Pfa4b970981f5,Les coûts de la rhinite et de l’asthme augmentent avec le niveau de sévérité et de contrôle,10.1016/j.respe.2016.10.018,unavailable,
Pfa5768a1fca0,Participant information sheet and invitation letter,,unavailable,
Pfb017e256591,"Prospective case-based payment for French hospitals,LE PAIEMENT A LA PATHOLOGIE DES HOPITAUX: L'EXPERIENCE FRANCAISE",,unavailable,
Pfb6e01283cc6,[To develop research in general medicine].,,unavailable,
Pfc2b8f543dba,Background to study,,unavailable,
Pfc453caa372b,Psoriasis et absence au travail,10.1016/j.annder.2019.09.379,unavailable,
