person_id,name,paper_count,project_count,euroqol_member,project_leader,orcid,openalex_id,publication_ids
person:eqmember:17905,Kristina Ludwig,7,1,True,True,0000-0002-4306-4667,A5035184665,doi:10.1007/s11136-025-03989-w;doi:10.1007/s40273-018-0615-8;doi:10.1007/s40273-019-00876-4;doi:10.1007/s40273-022-01143-9;doi:10.1016/j.jval.2021.03.019;doi:10.1186/s12955-017-0617-9;doi:10.12688/wellcomeopenres.21408.2
person:eqmember:19030,Maja Kuharic,7,7,True,True,0000-0003-3696-9086,A5007210675,doi:10.1007/s11136-025-04003-z;doi:10.1007/s11136-026-04315-8;doi:10.1016/j.jval.2024.03.002;doi:10.1016/j.ssmqr.2024.100398;doi:10.1186/s12955-022-02031-8;doi:10.1186/s12955-026-02561-5;doi:10.21203/rs.3.rs-2423517/v1
person:leader:6fe4e81455db,Maksat Jumamyradov,7,3,False,True,0009-0008-0180-7224,A5067862987,doi:10.1007/s10614-024-10637-x;doi:10.1007/s40271-024-00708-4;doi:10.1007/s40273-024-01444-1;doi:10.1097/mlr.0000000000002200;doi:10.1136/bmjopen-2023-077256;doi:10.1186/s12955-024-02271-w;doi:10.3390/econometrics11010004
person:eqmember:17958,Ole Marten,7,3,True,True,0000-0002-2576-9110,A5033160244,doi:10.1007/s10198-025-01769-4;doi:10.1007/s11136-021-03007-9;doi:10.1007/s11136-025-03989-w;doi:10.1186/s12955-021-01719-7;doi:10.1186/s13561-022-00374-y;doi:10.12688/wellcomeopenres.21408.2;doi:10.1371/journal.pone.0290606
person:eqmember:17960,Oliver Rivero-Arias,7,3,True,True,0000-0003-2233-6544,A5121462085,doi:10.1007/s40271-024-00708-4;doi:10.1016/j.jval.2018.05.002;doi:10.1016/j.jval.2021.10.013;doi:10.1136/bmjopen-2023-077256;doi:10.1136/bmjopen-2025-100897;doi:10.1177/0272989x21999607;doi:10.1186/s12955-021-01858-x
person:eqmember:18002,Tianxin Pan,7,5,True,True,0000-0002-2243-8818,A5044860561,doi:10.1007/s10198-025-01804-4;doi:10.1007/s10198-025-01852-w;doi:10.1007/s40273-021-01109-3;doi:10.1007/s40273-025-01493-0;doi:10.1016/j.jval.2025.04.2161;doi:10.1016/j.jval.2025.07.016;doi:10.1371/journal.pone.0319227
person:leader:73598c4735dd,Wenjing Zhou,7,4,False,True,0000-0003-0770-4564,A5080372262,doi:10.1002/ppul.71031;doi:10.1007/s10198-021-01309-w;doi:10.1007/s10198-024-01669-z;doi:10.1007/s10198-024-01710-1;doi:10.1007/s40273-025-01473-4;doi:10.1136/bmjopen-2025-102509;doi:10.22541/au.169215780.00019852/v1
person:orcid:0000-0002-8385-5965,Gang Chen,6,0,False,False,0000-0002-8385-5965,A5091495489,doi:10.1007/s11136-026-04294-w;doi:10.1007/s40273-023-01330-2;doi:10.1007/s40273-024-01354-2;doi:10.1007/s40273-024-01355-1;doi:10.1007/s40273-025-01509-9;doi:10.1371/journal.pone.0302886
person:eqmember:17885,John Brazier,6,3,True,True,0000-0001-8645-4780,A5007276743,doi:10.1007/s10198-021-01306-z;doi:10.1007/s11136-020-02718-9;doi:10.1007/s11136-022-03304-x;doi:10.1177/0272989x20969686;doi:10.1186/s12955-021-01858-x;doi:10.12688/wellcomeopenres.21408.2
person:orcid:0000-0002-5956-8990,Maggie Abbassi,6,0,False,False,0000-0002-5956-8990,A5032499712,doi:10.1007/s40271-022-00572-0;doi:10.1007/s40273-021-01002-z;doi:10.1007/s40273-021-01100-y;doi:10.1007/s40273-022-01208-9;doi:10.1136/bmjopen-2021-051727;doi:10.1186/s41687-025-00985-z
person:eqmember:17934,Michał Jakubczyk,6,14,True,True,0000-0002-0006-6769,A5015781187,doi:10.1007/s10198-021-01377-y;doi:10.1007/s40273-019-00811-7;doi:10.1097/mlr.0000000000002200;doi:10.1136/bmjopen-2023-077256;doi:10.1177/0272989x261446644;doi:10.1186/s12955-024-02271-w
person:eqmember:19032,Mina Bahrampour,6,3,True,True,0000-0002-6915-1865,A5068470091,doi:10.1007/s11136-024-03817-7;doi:10.1007/s11136-026-04315-8;doi:10.1007/s40273-023-01330-2;doi:10.1007/s40273-024-01379-7;doi:10.1007/s40273-024-01382-y;doi:10.3390/children10101604
person:eqmember:17956,Ning Yan Gu,6,4,True,True,0000-0002-1250-7605,A5063972558,doi:10.1007/s40258-023-00798-5;doi:10.1007/s40273-022-01222-x;doi:10.1007/s41669-023-00437-8;doi:10.1016/j.jval.2025.01.020;doi:10.1186/s12955-025-02397-5;doi:10.1186/s41687-025-00928-8
person:orcid:0000-0002-6451-2713,Rachel O’Loughlin,6,0,False,False,0000-0002-6451-2713,A5016874302,doi:10.1007/s11136-026-04246-4;doi:10.1007/s40273-023-01330-2;doi:10.1007/s40273-024-01354-2;doi:10.1136/archdischild-2025-329475;doi:10.3390/children10101604;doi:10.3390/children8080714
person:leader:606823d7ed51,Stevanus Pangestu,6,4,False,True,0000-0003-2546-9449,A5033743427,doi:10.1007/s10198-025-01857-5;doi:10.1007/s11136-025-03925-y;doi:10.1016/j.jval.2024.12.003;doi:10.1016/j.jval.2025.05.015;doi:10.1177/0272989x261446644;doi:10.1186/s12955-024-02303-5
person:eqmember:17795,Arto Ohinmaa,5,2,True,True,0000-0002-7094-1573,A5087246819,doi:10.1002/hsr2.70308;doi:10.1007/s11136-024-03618-y;doi:10.1016/j.jval.2024.11.006;doi:10.1136/bmjopen-2024-097598;doi:10.1186/s12955-023-02207-w
person:orcid:0000-0002-9526-6922,Aulia Iskandarsyah,5,0,False,False,0000-0002-9526-6922,A5037744802,doi:10.1007/s11136-016-1445-9;doi:10.1007/s40273-017-0538-9;doi:10.1186/s12889-018-5706-0;doi:10.1371/journal.pone.0197098;doi:10.1371/journal.pone.0200966
person:eqmember:17803,Bernhard Michalowsky,5,6,True,True,0000-0002-3425-0089,A5088093819,doi:10.1007/s11136-026-04229-5;doi:10.1007/s12311-023-01597-3;doi:10.1007/s12311-024-01657-2;doi:10.1016/j.jval.2025.04.2168;doi:10.1186/s12955-026-02478-z
person:eqmember:17823,David Parkin,5,1,True,True,0000-0002-9990-8208,A5081956728,doi:10.1002/hec.4863;doi:10.1136/bmjopen-2020-048176;doi:10.1177/0272989x251380556;doi:10.1186/s12955-023-02115-z;doi:10.2196/27669
person:orcid:0000-0002-7142-3364,Hilary Short,5,0,False,False,0000-0002-7142-3364,A5022113389,doi:10.1002/hsr2.70308;doi:10.1007/s11136-025-03983-2;doi:10.1007/s11136-025-04074-y;doi:10.1016/j.jval.2024.11.006;doi:10.1186/s12955-023-02207-w
person:orcid:0000-0002-7319-7188,Jan Passchier,5,0,False,False,0000-0002-7319-7188,A5026470404,doi:10.1007/s11136-016-1445-9;doi:10.1007/s40273-017-0538-9;doi:10.1186/s12889-018-5706-0;doi:10.1371/journal.pone.0197098;doi:10.1371/journal.pone.0200966
person:leader:63cb6b329986,Jill Carlton,5,2,False,True,0000-0002-9373-7663,A5051490866,doi:10.1007/s10198-021-01306-z;doi:10.1007/s11136-020-02718-9;doi:10.1007/s11136-026-04230-y;doi:10.1007/s40273-025-01550-8;doi:10.1186/s12955-026-02578-w
person:openalex:A5113535557,Joke A. M. Hunfeld,5,0,False,False,,A5113535557,doi:10.1007/s11136-016-1445-9;doi:10.1007/s40273-017-0538-9;doi:10.1186/s12889-018-5706-0;doi:10.1371/journal.pone.0197098;doi:10.1371/journal.pone.0200966
person:leader:5b6527858de5,Kristina Burström,5,1,False,True,0000-0001-9996-4317,A5005862614,doi:10.1007/s11136-018-1985-2;doi:10.1007/s11136-019-02115-x;doi:10.1136/bmjopen-2020-048176;doi:10.1186/s12955-023-02115-z;doi:10.2196/27669
person:eqmember:17968,Peep Stalmeier,5,4,True,True,0000-0002-7553-562x,A5013523692,doi:10.1007/s11136-017-1512-x;doi:10.1007/s11136-025-04145-0;doi:10.1016/j.jval.2019.10.006;doi:10.1177/0272989x18765184;doi:10.1177/0272989x19841587
person:openalex:A5019640605,Sahar Al Shabasy,5,0,False,False,,A5019640605,doi:10.1007/s40271-022-00572-0;doi:10.1007/s40273-021-01002-z;doi:10.1007/s40273-021-01100-y;doi:10.1007/s40273-022-01208-9;doi:10.1136/bmjopen-2021-051727
person:leader:39e3bb2019e3,Samar Farid,5,11,False,True,0000-0002-6048-847x,A5091305227,doi:10.1007/s40271-022-00572-0;doi:10.1007/s40273-021-01002-z;doi:10.1007/s40273-021-01100-y;doi:10.1007/s40273-022-01208-9;doi:10.1136/bmjopen-2021-051727
person:orcid:0000-0001-5126-9104,Sawitri S. Sadarjoen,5,0,False,False,0000-0001-5126-9104,A5014483970,doi:10.1007/s11136-016-1445-9;doi:10.1007/s40273-017-0538-9;doi:10.1186/s12889-018-5706-0;doi:10.1371/journal.pone.0197098;doi:10.1371/journal.pone.0200966
person:orcid:0000-0002-4832-7833,Simone Kreimeier,5,0,False,False,0000-0002-4832-7833,A5033965888,doi:10.1007/s10198-020-01205-9;doi:10.1007/s11136-019-02115-x;doi:10.1007/s40273-022-01143-9;doi:10.1016/j.jval.2018.05.002;doi:10.1016/j.jval.2021.03.019
person:eqmember:18018,You-Shan Feng,5,11,True,True,0000-0003-1509-3409,A5091571513,doi:10.1007/s11136-020-02688-y;doi:10.1007/s11136-021-02922-1;doi:10.1007/s11136-026-04285-x;doi:10.1007/s40273-018-0642-5;doi:10.1016/j.jval.2019.02.006
person:eqmember:18000,thomas kohlmann,5,1,True,True,0000-0002-5956-8309,A5031953969,doi:10.1007/s11136-020-02688-y;doi:10.1007/s11136-020-02712-1;doi:10.1007/s11136-021-02922-1;doi:10.1007/s40273-018-0642-5;doi:10.1016/j.jval.2019.02.006
person:eqmember:17791,Andrew Lloyd,4,3,True,True,0000-0002-7597-6556,A5031114648,doi:10.1007/s11136-024-03875-x;doi:10.1177/0272989x251380556;doi:10.1186/s12955-020-01410-3;doi:10.3390/children8100920
person:orcid:0000-0002-0525-8516,Andrew Simon Gilbert,4,0,False,False,0000-0002-0525-8516,A5028331339,doi:10.1007/s40271-023-00647-6;doi:10.1007/s40271-024-00715-5;doi:10.1007/s40271-025-00729-7;doi:10.1007/s40271-025-00787-x
person:leader:78f0dc6cb8d8,Arthur Attema,4,4,False,True,0000-0003-3607-6579,A5082166488,doi:10.1002/hec.4529;doi:10.1007/s10198-021-01377-y;doi:10.1007/s10198-023-01612-8;doi:10.1007/s10198-025-01812-4
person:orcid:0000-0002-8314-8259,Bin Wu,4,0,False,False,0000-0002-8314-8259,A5103219361,doi:10.1002/ppul.71031;doi:10.1007/s10198-021-01309-w;doi:10.1007/s10198-024-01669-z;doi:10.22541/au.169215780.00019852/v1
person:orcid:0000-0002-4186-314x,Briony Dow,4,0,False,False,0000-0002-4186-314x,A5004840956,doi:10.1007/s40271-023-00647-6;doi:10.1007/s40271-024-00715-5;doi:10.1007/s40271-025-00729-7;doi:10.1007/s40271-025-00787-x
person:orcid:0000-0002-7302-7293,Frances Batchelor,4,0,False,False,0000-0002-7302-7293,A5060708607,doi:10.1007/s40271-023-00647-6;doi:10.1007/s40271-024-00715-5;doi:10.1007/s40271-025-00729-7;doi:10.1007/s40271-025-00787-x
person:orcid:0000-0001-5091-3180,Hari Setyowibowo,4,0,False,False,0000-0001-5091-3180,A5046364454,doi:10.1007/s11136-025-03925-y;doi:10.1016/j.jval.2024.12.003;doi:10.1186/s12955-024-02303-5;doi:10.1371/journal.pone.0200966
person:eqmember:17869,Ines Buchholz,4,2,True,True,0000-0001-9729-6992,A5043257626,doi:10.1007/s11136-020-02688-y;doi:10.1007/s11136-026-04226-8;doi:10.1007/s40273-018-0642-5;doi:10.1007/s40273-022-01172-4
person:orcid:0000-0002-4758-7588,Jonathan Nazari,4,0,False,False,0000-0002-4758-7588,A5076426425,doi:10.1007/s11136-025-04003-z;doi:10.1007/s40273-022-01222-x;doi:10.1016/j.jval.2025.01.020;doi:10.1186/s12955-026-02561-5
person:orcid:0000-0001-6534-1242,Ola Rolfson,4,0,False,False,0000-0001-6534-1242,A5044372933,doi:10.1007/s11136-018-1985-2;doi:10.1136/bmjopen-2020-048176;doi:10.1186/s12955-023-02115-z;doi:10.2196/27669
person:leader:0a4ba2690908,Paul Schneider,4,3,False,True,0000-0003-3552-1087,A5007136182,doi:10.1007/s10198-025-01769-4;doi:10.1007/s11136-025-03989-w;doi:10.1007/s40273-025-01545-5;doi:10.12688/wellcomeopenres.21408.2
person:eqmember:17980,Ruixuan Jiang,4,0,True,False,0000-0003-1737-2989,A5049026946,doi:10.1007/s11136-020-02712-1;doi:10.1007/s11136-021-02922-1;doi:10.1016/j.jval.2019.02.006;doi:10.1186/s12955-022-02031-8
person:leader:8677f310bcd0,Vivian Reckers-Droog,4,3,False,True,0000-0001-8722-3431,A5121459836,doi:10.1007/s10198-021-01377-y;doi:10.1007/s10198-023-01668-6;doi:10.1007/s10198-025-01823-1;doi:10.1016/j.jval.2021.12.014
person:leader:d9674d98607b,Yared Belete Belay,4,5,False,True,0000-0001-5473-3857,A5086002810,doi:10.1007/s10198-021-01412-y;doi:10.1007/s11136-023-03372-7;doi:10.1007/s40273-025-01509-9;doi:10.1186/s41687-025-00928-8
person:eqmember:18021,Zhuxin Mao,4,8,True,True,0000-0002-7444-1584,A5002022038,doi:10.1007/s11136-024-03669-1;doi:10.1007/s11136-025-03917-y;doi:10.1007/s11136-025-04038-2;doi:10.1016/j.jval.2024.01.005
person:orcid:0000-0002-1332-0500,A. J. L. M. Geraerds,3,0,False,False,0000-0002-1332-0500,A5065319610,doi:10.1007/s11136-019-02256-z;doi:10.1007/s11136-020-02496-4;doi:10.1007/s11136-021-03069-9
person:openalex:A5088417854,A. Rogier T. Donders,3,0,False,False,,A5088417854,doi:10.1016/j.jval.2019.10.006;doi:10.1177/0272989x18765184;doi:10.1177/0272989x19841587
person:orcid:0000-0002-6143-1555,Allison Soprovich,3,0,False,False,0000-0002-6143-1555,A5019735060,doi:10.1002/hsr2.70308;doi:10.1016/j.pecinn.2025.100421;doi:10.1186/s12891-024-07304-5
person:openalex:A5078510482,Anle Shen,3,0,False,False,,A5078510482,doi:10.1007/s10198-021-01309-w;doi:10.1007/s10198-024-01669-z;doi:10.1007/s11136-025-03917-y
person:orcid:0000-0003-4535-442x,Ashwini De Silva,3,0,False,False,0000-0003-4535-442x,A5082448286,doi:10.1007/s40273-025-01493-0;doi:10.1371/journal.pone.0302886;doi:10.1371/journal.pone.0319227
person:eqmember:17821,David Mott,3,2,True,True,0000-0001-5959-8447,A5009132187,doi:10.1007/s40273-022-01143-9;doi:10.1007/s40273-025-01545-5;doi:10.1177/0272989x21999607
person:eqmember:17833,Donna Rowen,3,5,True,True,0000-0003-3018-5109,A5067226056,doi:10.1007/s10198-021-01306-z;doi:10.1007/s11136-022-03304-x;doi:10.1186/s12955-021-01858-x
person:leader:4a5cd1710c94,Emily McDool,3,3,False,True,0000-0002-3530-7921,A5006458172,doi:10.1007/s11136-025-03989-w;doi:10.1016/j.jval.2024.05.007;doi:10.12688/wellcomeopenres.21408.2
person:eqmember:17849,Federico Augustovski,3,10,True,True,0000-0002-2914-5022,A5053077563,doi:10.1016/j.jval.2020.05.004;doi:10.1017/s0266462326103602;doi:10.1186/s12955-026-02581-1
person:orcid:0000-0002-6182-499x,Fitsum Sebsibe Teni,3,0,False,False,0000-0002-6182-499x,A5087900341,doi:10.1136/bmjopen-2020-048176;doi:10.1186/s12955-023-02115-z;doi:10.2196/27669
person:leader:c4a44baaa49e,Guangjie Zhang,3,2,False,True,0000-0003-1311-8510,A5030831609,doi:10.1007/s11136-025-03917-y;doi:10.1007/s11136-025-04038-2;doi:10.1016/j.vhri.2025.101501
person:orcid:0000-0002-7375-4845,Hendramoorthy Maheswaran,3,0,False,False,0000-0002-7375-4845,A5033232150,doi:10.1016/j.vhri.2021.09.007;doi:10.1186/s41687-023-00560-4;doi:10.1186/s41687-024-00761-5
person:eqmember:17881,Jennifer Jelsma,3,11,True,True,0000-0003-4049-8395,A5064611767,doi:10.1016/j.vhri.2021.09.007;doi:10.1186/s12955-020-01410-3;doi:10.3390/children8100920
person:orcid:0000-0002-5692-8882,Lee Constable,3,0,False,False,0000-0002-5692-8882,A5057363004,doi:10.1007/s11136-026-04246-4;doi:10.1016/j.jval.2025.05.013;doi:10.1136/archdischild-2025-329475
person:eqmember:17913,Ling-Hsiang Chuang,3,3,True,True,0000-0001-8043-0411,A5057802030,doi:10.1007/s40273-019-00854-w;doi:10.1186/s12955-022-02083-w;doi:10.1186/s12955-023-02131-z
person:orcid:0000-0002-8639-5191,Louis Niessen,3,0,False,False,0000-0002-8639-5191,A5048876130,doi:10.1016/j.vhri.2021.09.007;doi:10.1186/s41687-023-00560-4;doi:10.1186/s41687-024-00761-5
person:leader:510242c8d95e,Lucky Ngwira,3,5,False,True,0000-0002-2695-8917,A5063482306,doi:10.1016/j.vhri.2021.09.007;doi:10.1186/s41687-023-00560-4;doi:10.1186/s41687-024-00761-5
person:leader:b74a5997703c,Maresa Buchholz,3,2,False,True,0000-0002-4486-8632,A5061680498,doi:10.1007/s12311-023-01597-3;doi:10.1007/s12311-024-01657-2;doi:10.1186/s12955-026-02478-z
person:orcid:0000-0001-9970-3045,Marko Ogorevc,3,0,False,False,0000-0001-9970-3045,A5055015672,doi:10.1007/s40273-020-00994-4;doi:10.1007/s40273-023-01280-9;doi:10.1016/j.jval.2021.03.019
person:leader:fc07b6540d1a,Michela Meregaglia,3,2,False,True,0000-0003-0092-5970,A5038451583,doi:10.1007/s40258-022-00772-7;doi:10.1007/s41669-024-00486-7;doi:10.1016/j.socscimed.2021.114519
person:eqmember:17937,Milad Karimi,3,2,True,True,0000-0002-5298-174x,A5076374306,doi:10.1007/s10198-021-01377-y;doi:10.1007/s11136-022-03304-x;doi:10.1016/j.jval.2021.12.014
person:eqmember:17938,Mimmi Åström,3,3,True,True,0000-0002-6711-5262,A5055089597,doi:10.1007/s11136-018-1985-2;doi:10.1007/s11136-019-02115-x;doi:10.1186/s13643-025-03060-2
person:eqmember:17962,Paul Kind,3,13,True,True,0000-0003-2377-1652,A5013594779,doi:10.1007/s10198-023-01569-8;doi:10.1007/s11136-019-02115-x;doi:10.1016/j.jval.2024.01.005
person:eqmember:17964,Paul Krabbe,3,1,True,True,0000-0001-6042-1243,A5061371202,doi:10.1007/s40273-015-0292-9;doi:10.1007/s40273-018-0647-0;doi:10.1371/journal.pone.0190111
person:leader:e448059d8472,Philip Powell,3,3,False,True,0000-0003-1169-3431,A5072704582,doi:10.1007/s11136-022-03304-x;doi:10.1007/s40273-025-01550-8;doi:10.1186/s12955-021-01858-x
person:orcid:0000-0002-2013-6963,Sarah C. Smith,3,0,False,False,0000-0002-2013-6963,A5067989104,doi:10.1016/j.vhri.2021.09.007;doi:10.1186/s41687-023-00560-4;doi:10.1186/s41687-024-00761-5
person:orcid:0000-0003-3121-6050,Stavros Petrou,3,0,False,False,0000-0003-3121-6050,A5089167457,doi:10.1016/j.vhri.2021.09.007;doi:10.1186/s41687-023-00560-4;doi:10.1186/s41687-024-00761-5
person:orcid:0000-0003-3619-5367,Todd A. Lee,3,0,False,False,0000-0003-3619-5367,A5046614364,doi:10.1007/s11136-020-02712-1;doi:10.1016/j.ssmqr.2024.100398;doi:10.21203/rs.3.rs-2423517/v1
person:eqmember:18006,Valentina Prevolnik Rupel,3,5,True,True,0000-0002-1238-7156,A5091343801,doi:10.1007/s40273-020-00994-4;doi:10.1007/s40273-023-01280-9;doi:10.1016/j.jval.2021.03.019
person:orcid:0000-0002-1323-4223,Xiuqin Xiong,3,0,False,False,0000-0002-1323-4223,A5089476882,doi:10.1007/s40273-023-01330-2;doi:10.1007/s40273-024-01355-1;doi:10.3390/children10101604
person:orcid:0000-0001-5559-2574,Yanming Lu,3,0,False,False,0000-0001-5559-2574,A5101609487,doi:10.1002/ppul.71031;doi:10.1007/s40273-025-01473-4;doi:10.22541/au.169215780.00019852/v1
person:leader:8873fe2331bf,Yifan Ding,3,1,False,True,0009-0006-8112-628x,A5076822287,doi:10.1007/s11136-024-03669-1;doi:10.1007/s11136-025-03917-y;doi:10.1007/s11136-025-04038-2
person:orcid:0000-0002-2399-6942,Zhongyu Lang,3,0,False,False,0000-0002-2399-6942,A5038625794,doi:10.1007/s10198-023-01612-8;doi:10.1007/s10198-025-01812-4;doi:10.1007/s40273-025-01493-0
person:eqmember:17787,Abraham Gebregziabiher,2,10,True,True,0000-0003-4661-7287,A5061701004,doi:10.1007/s10198-021-01412-y;doi:10.1186/s12955-024-02305-3
person:orcid:0000-0002-9768-5389,Aisha Moolla,2,0,False,False,0000-0002-9768-5389,A5071945598,doi:10.1007/s10198-025-01769-4;doi:10.1186/s12955-026-02578-w
person:eqmember:17790,Aki Tsuchiya,2,3,True,True,0000-0003-4245-5399,A5015417862,doi:10.1007/s10198-021-01306-z;doi:10.1186/s12955-021-01858-x
person:leader:1ed27ee96b5d,Alexander van Heusden,2,1,False,True,0009-0007-8055-5450,A5070658848,doi:10.1007/s11136-025-03990-3;doi:10.1007/s40273-025-01493-0
person:orcid:0000-0001-8778-5055,Anabel Estévez-Carrillo,2,0,False,False,0000-0001-8778-5055,A5059117288,doi:10.1007/s40271-022-00573-z;doi:10.1016/j.jval.2021.10.013
person:leader:b95f9aa0caf2,Andrea L. Monteiro,2,1,False,True,0000-0001-9763-3485,A5024494805,doi:10.1016/j.ssmqr.2024.100398;doi:10.21203/rs.3.rs-2423517/v1
person:orcid:0000-0003-0634-8756,Anika Rädke,2,0,False,False,0000-0003-0634-8756,A5024031603,doi:10.1007/s12311-023-01597-3;doi:10.1007/s12311-024-01657-2
person:orcid:0000-0001-9125-1697,Anna Selivanova,2,0,False,False,0000-0001-9125-1697,A5112390873,doi:10.1007/s40273-018-0647-0;doi:10.1371/journal.pone.0190111
person:leader:da2b6bcaceb6,Annushiah Vasan Thakumar,2,2,False,True,0000-0001-7261-1255,A5007225491,doi:10.1007/s40273-025-01519-7;doi:10.1017/s0266462326103602
person:eqmember:17799,Ben Van Hout,2,2,True,True,0000-0001-9698-6094,A5032690231,doi:10.1007/s10198-018-0993-z;doi:10.1007/s11136-022-03304-x
person:orcid:0000-0001-8771-6578,Bo Ding,2,0,False,False,0000-0001-8771-6578,A5088184178,doi:10.1007/s40273-025-01473-4;doi:10.22541/au.169215780.00019852/v1
person:orcid:0000-0001-9364-5788,Brittany Humphries,2,0,False,False,0000-0001-9364-5788,A5037182915,doi:10.1016/j.jval.2025.02.001;doi:10.1136/bmjopen-2024-097598
person:leader:35b2f2d48116,Cathrine Elgaard Jensen,2,1,False,True,0000-0001-7300-254x,A5102727513,doi:10.1007/s40258-021-00639-3;doi:10.1016/j.jval.2025.05.014
person:orcid:0000-0002-7127-9462,Cathrine Mihalopoulos,2,0,False,False,0000-0002-7127-9462,A5006657549,doi:10.1007/s11136-023-03372-7;doi:10.1007/s40273-025-01509-9
person:openalex:A5123188413,Chenxi Yang,2,0,False,False,,A5123188413,doi:10.1016/j.jval.2026.01.001;doi:10.1016/j.jval.2026.02.013
person:openalex:A5065396071,Chloe Elizabeth Grace Rose,2,0,False,False,,A5065396071,doi:10.1016/j.ssmqr.2024.100398;doi:10.21203/rs.3.rs-2423517/v1
person:orcid:0000-0002-9625-6902,Christopher Smith,2,0,False,False,0000-0002-9625-6902,A5035942115,doi:10.1016/j.pecinn.2025.100421;doi:10.1186/s12891-024-07304-5
person:eqmember:17817,Claire Gudex,2,1,True,True,0000-0003-3881-9890,A5047944478,doi:10.1007/s40258-021-00639-3;doi:10.1016/j.jval.2025.05.014
person:orcid:0000-0002-2862-2990,Claudio Jommi,2,0,False,False,0000-0002-2862-2990,A5071078329,doi:10.1007/s40258-022-00772-7;doi:10.1016/j.socscimed.2021.114519
person:orcid:0000-0003-4392-760x,Da Feng,2,0,False,False,0000-0003-4392-760x,A5101454822,doi:10.1007/s40273-022-01216-9;doi:10.1016/j.jval.2023.03.003
person:orcid:0000-0001-9502-4678,Darrin Baines,2,0,False,False,0000-0001-9502-4678,A5049552804,doi:10.1007/s40273-021-01002-z;doi:10.1007/s40273-021-01100-y
person:leader:6998de5ea5d5,Deborah Marshall,2,1,False,True,0000-0002-8467-8008,A5049401142,doi:10.1016/j.pecinn.2025.100421;doi:10.1186/s12891-024-07304-5
person:eqmember:17829,Des Scott,2,1,True,True,0000-0003-3943-7392,A5038664789,doi:10.1007/s11136-025-03983-2;doi:10.1186/s12955-020-01410-3
person:orcid:0000-0002-3288-036x,Ekaterina Bogatyreva,2,0,False,False,0000-0002-3288-036x,A5025954491,doi:10.1007/s40271-023-00647-6;doi:10.1007/s40271-024-00715-5
person:leader:fa9a063b5705,Elena Olariu,2,1,False,True,0000-0002-8718-5516,A5018887750,doi:10.1007/s10198-022-01481-7;doi:10.1186/s12955-023-02144-8
person:orcid:0000-0001-7548-1775,Emily Stella Scott,2,0,False,False,0000-0001-7548-1775,A5067948587,doi:10.1007/s11136-024-03754-5;doi:10.3389/fepid.2023.1144162
person:orcid:0000-0003-1079-5655,Emma Nauclér,2,0,False,False,0000-0003-1079-5655,A5061454592,doi:10.1136/bmjopen-2020-048176;doi:10.2196/27669
person:orcid:0000-0002-2485-505x,Gebremedhin Beedemariam Gebretekle,2,0,False,False,0000-0002-2485-505x,A5040701844,doi:10.1007/s10198-021-01412-y;doi:10.1186/s12955-024-02305-3
person:leader:82320ccd878a,Gisela Cristiane Miyamoto,2,4,False,True,0000-0002-6826-4278,A5024629360,doi:10.1007/s10198-025-01770-x;doi:10.1007/s40273-024-01404-9
person:orcid:0000-0002-6986-3969,Heike Jacobi,2,0,False,False,0000-0002-6986-3969,A5070361492,doi:10.1007/s12311-023-01597-3;doi:10.1007/s12311-024-01657-2
person:leader:c776fcba6574,Hilton Lam,2,1,False,True,0000-0003-4042-5997,A5071601943,doi:10.1007/s11136-021-03075-x;doi:10.1007/s11136-022-03143-w
person:orcid:0000-0002-4749-5536,Hoàng Văn Minh,2,0,False,False,0000-0002-4749-5536,A5059651488,doi:10.1007/s11136-020-02469-7;doi:10.1007/s11136-021-03075-x
person:leader:53444d26184b,Hsiang-Wen Lin,2,1,False,True,0000-0002-6771-6746,A5003956817,doi:10.1007/s11136-021-03075-x;doi:10.1371/journal.pone.0209344
person:orcid:0000-0003-2902-1641,Ileana Gabriela Niculescu-Aron,2,0,False,False,0000-0003-2902-1641,A5086290664,doi:10.1007/s10198-022-01481-7;doi:10.1186/s12955-023-02144-8
person:orcid:0000-0002-3745-4060,J.﻿-﻿Matthias Graf von der Schulenburg,2,0,False,False,0000-0002-3745-4060,A5018451810,doi:10.1007/s40273-018-0615-8;doi:10.1186/s12955-017-0617-9
person:eqmember:17873,Jan Abel Olsen,2,3,True,True,0000-0001-9472-2669,A5052181611,doi:10.1007/s10198-025-01852-w;doi:10.1007/s11136-026-04294-w
person:orcid:0000-0003-4609-3911,Janice Connell,2,0,False,False,0000-0003-4609-3911,A5037958944,doi:10.1007/s10198-021-01306-z;doi:10.1007/s11136-020-02718-9
person:orcid:0000-0003-3265-0262,Jennifer Faber,2,0,False,False,0000-0003-3265-0262,A5059290458,doi:10.1007/s12311-023-01597-3;doi:10.1007/s12311-024-01657-2
person:orcid:0000-0002-6012-2785,Jing Wu,2,0,False,False,0000-0002-6012-2785,A5051441138,doi:10.1007/s40273-022-01216-9;doi:10.1016/j.jval.2023.03.003
person:openalex:A5045399261,John Yfantopolous,2,0,False,False,,A5045399261,doi:10.1007/s11136-024-03754-5;doi:10.3389/fepid.2023.1144162
person:leader:c2d00c5008f7,Joshua Bonsel,2,3,False,True,0000-0002-9143-5506,A5090783923,doi:10.1007/s11136-026-04285-x;doi:10.1213/ane.0000000000007107
