source,target,coauthored_paper_count,layout_distance,publication_ids,dois
person:orcid:0000-0001-9005-9185,person:orcid:0000-0002-4331-3141,2,0.707107,doi:10.1007/s11136-019-02256-z;doi:10.1186/s12955-020-01404-1,10.1007/s11136-019-02256-z;10.1186/s12955-020-01404-1
person:orcid:0000-0001-9502-4678,person:orcid:0000-0002-5956-8990,2,0.707107,doi:10.1007/s40273-021-01002-z;doi:10.1007/s40273-021-01100-y,10.1007/s40273-021-01002-z;10.1007/s40273-021-01100-y
person:orcid:0000-0001-9571-576x,person:orcid:0000-0002-1332-0500,2,0.707107,doi:10.1007/s11136-019-02256-z;doi:10.1007/s11136-021-03069-9,10.1007/s11136-019-02256-z;10.1007/s11136-021-03069-9
person:orcid:0000-0002-0525-8516,person:orcid:0000-0002-3288-036x,2,0.707107,doi:10.1007/s40271-023-00647-6;doi:10.1007/s40271-024-00715-5,10.1007/s40271-023-00647-6;10.1007/s40271-024-00715-5
person:orcid:0000-0002-0702-1715,person:orcid:0000-0002-9891-8279,2,0.707107,doi:10.1007/s10198-022-01481-7;doi:10.1186/s12955-023-02144-8,10.1007/s10198-022-01481-7;10.1186/s12955-023-02144-8
person:orcid:0000-0002-0702-1715,person:orcid:0000-0003-2902-1641,2,0.707107,doi:10.1007/s10198-022-01481-7;doi:10.1186/s12955-023-02144-8,10.1007/s10198-022-01481-7;10.1186/s12955-023-02144-8
person:orcid:0000-0002-1323-4223,person:orcid:0000-0002-6451-2713,2,0.707107,doi:10.1007/s40273-023-01330-2;doi:10.3390/children10101604,10.1007/s40273-023-01330-2;10.3390/children10101604
person:orcid:0000-0002-1323-4223,person:orcid:0000-0002-8385-5965,2,0.707107,doi:10.1007/s40273-023-01330-2;doi:10.1007/s40273-024-01355-1,10.1007/s40273-023-01330-2;10.1007/s40273-024-01355-1
person:orcid:0000-0002-1323-4223,person:orcid:0000-0003-3017-2770,2,0.707107,doi:10.1007/s40273-023-01330-2;doi:10.3390/children10101604,10.1007/s40273-023-01330-2;10.3390/children10101604
person:orcid:0000-0002-1502-0659,person:orcid:0000-0002-6143-1555,2,0.707107,doi:10.1016/j.pecinn.2025.100421;doi:10.1186/s12891-024-07304-5,10.1016/j.pecinn.2025.100421;10.1186/s12891-024-07304-5
person:orcid:0000-0002-1502-0659,person:orcid:0000-0002-9625-6902,2,0.707107,doi:10.1016/j.pecinn.2025.100421;doi:10.1186/s12891-024-07304-5,10.1016/j.pecinn.2025.100421;10.1186/s12891-024-07304-5
person:orcid:0000-0002-2501-3057,person:orcid:0000-0002-9264-7797,2,0.707107,doi:10.3390/curroncol32060308;doi:10.3390/curroncol32110645,10.3390/curroncol32060308;10.3390/curroncol32110645
person:orcid:0000-0002-3288-036x,person:orcid:0000-0002-4186-314x,2,0.707107,doi:10.1007/s40271-023-00647-6;doi:10.1007/s40271-024-00715-5,10.1007/s40271-023-00647-6;10.1007/s40271-024-00715-5
person:orcid:0000-0002-3288-036x,person:orcid:0000-0002-7302-7293,2,0.707107,doi:10.1007/s40271-023-00647-6;doi:10.1007/s40271-024-00715-5,10.1007/s40271-023-00647-6;10.1007/s40271-024-00715-5
person:orcid:0000-0002-4331-3141,person:orcid:0000-0002-5569-3188,2,0.707107,doi:10.1007/s11136-019-02156-2;doi:10.1007/s11136-020-02496-4,10.1007/s11136-019-02156-2;10.1007/s11136-020-02496-4
person:orcid:0000-0002-5332-5226,person:orcid:0000-0002-5692-8882,2,0.707107,doi:10.1007/s11136-026-04246-4;doi:10.1136/archdischild-2025-329475,10.1007/s11136-026-04246-4;10.1136/archdischild-2025-329475
person:orcid:0000-0002-5692-8882,person:orcid:0000-0002-6451-2713,2,0.707107,doi:10.1007/s11136-026-04246-4;doi:10.1136/archdischild-2025-329475,10.1007/s11136-026-04246-4;10.1136/archdischild-2025-329475
person:orcid:0000-0002-5692-8882,person:orcid:0000-0003-3017-2770,2,0.707107,doi:10.1007/s11136-026-04246-4;doi:10.1136/archdischild-2025-329475,10.1007/s11136-026-04246-4;10.1136/archdischild-2025-329475
person:orcid:0000-0002-6012-2785,person:orcid:0000-0003-3187-2007,2,0.707107,doi:10.1007/s40273-022-01216-9;doi:10.1016/j.jval.2023.03.003,10.1007/s40273-022-01216-9;10.1016/j.jval.2023.03.003
person:orcid:0000-0002-6012-2785,person:orcid:0000-0003-4392-760x,2,0.707107,doi:10.1007/s40273-022-01216-9;doi:10.1016/j.jval.2023.03.003,10.1007/s40273-022-01216-9;10.1016/j.jval.2023.03.003
person:orcid:0000-0002-6012-2785,person:orcid:0000-0003-4509-1308,2,0.707107,doi:10.1007/s40273-022-01216-9;doi:10.1016/j.jval.2023.03.003,10.1007/s40273-022-01216-9;10.1016/j.jval.2023.03.003
person:orcid:0000-0002-6143-1555,person:orcid:0000-0002-9625-6902,2,0.707107,doi:10.1016/j.pecinn.2025.100421;doi:10.1186/s12891-024-07304-5,10.1016/j.pecinn.2025.100421;10.1186/s12891-024-07304-5
person:orcid:0000-0002-6182-499x,person:orcid:0000-0003-1079-5655,2,0.707107,doi:10.1136/bmjopen-2020-048176;doi:10.2196/27669,10.1136/bmjopen-2020-048176;10.2196/27669
person:orcid:0000-0002-6451-2713,person:orcid:0000-0002-8385-5965,2,0.707107,doi:10.1007/s40273-023-01330-2;doi:10.1007/s40273-024-01354-2,10.1007/s40273-023-01330-2;10.1007/s40273-024-01354-2
person:orcid:0000-0002-6986-3969,person:orcid:0000-0003-0634-8756,2,0.707107,doi:10.1007/s12311-023-01597-3;doi:10.1007/s12311-024-01657-2,10.1007/s12311-023-01597-3;10.1007/s12311-024-01657-2
person:orcid:0000-0002-6986-3969,person:orcid:0000-0003-3265-0262,2,0.707107,doi:10.1007/s12311-023-01597-3;doi:10.1007/s12311-024-01657-2,10.1007/s12311-023-01597-3;10.1007/s12311-024-01657-2
person:orcid:0000-0002-6986-3969,person:orcid:0000-0003-4833-5937,2,0.707107,doi:10.1007/s12311-023-01597-3;doi:10.1007/s12311-024-01657-2,10.1007/s12311-023-01597-3;10.1007/s12311-024-01657-2
person:orcid:0000-0002-8385-5965,person:orcid:0000-0003-3017-2770,2,0.707107,doi:10.1007/s40273-023-01330-2;doi:10.1007/s40273-024-01354-2,10.1007/s40273-023-01330-2;10.1007/s40273-024-01354-2
person:orcid:0000-0002-9891-8279,person:orcid:0000-0003-2902-1641,2,0.707107,doi:10.1007/s10198-022-01481-7;doi:10.1186/s12955-023-02144-8,10.1007/s10198-022-01481-7;10.1186/s12955-023-02144-8
person:orcid:0000-0003-0634-8756,person:orcid:0000-0003-3265-0262,2,0.707107,doi:10.1007/s12311-023-01597-3;doi:10.1007/s12311-024-01657-2,10.1007/s12311-023-01597-3;10.1007/s12311-024-01657-2
person:orcid:0000-0003-0634-8756,person:orcid:0000-0003-4833-5937,2,0.707107,doi:10.1007/s12311-023-01597-3;doi:10.1007/s12311-024-01657-2,10.1007/s12311-023-01597-3;10.1007/s12311-024-01657-2
person:orcid:0000-0003-3187-2007,person:orcid:0000-0003-4392-760x,2,0.707107,doi:10.1007/s40273-022-01216-9;doi:10.1016/j.jval.2023.03.003,10.1007/s40273-022-01216-9;10.1016/j.jval.2023.03.003
person:orcid:0000-0003-3187-2007,person:orcid:0000-0003-4509-1308,2,0.707107,doi:10.1007/s40273-022-01216-9;doi:10.1016/j.jval.2023.03.003,10.1007/s40273-022-01216-9;10.1016/j.jval.2023.03.003
person:orcid:0000-0003-3265-0262,person:orcid:0000-0003-4833-5937,2,0.707107,doi:10.1007/s12311-023-01597-3;doi:10.1007/s12311-024-01657-2,10.1007/s12311-023-01597-3;10.1007/s12311-024-01657-2
person:orcid:0000-0003-4392-760x,person:orcid:0000-0003-4509-1308,2,0.707107,doi:10.1007/s40273-022-01216-9;doi:10.1016/j.jval.2023.03.003,10.1007/s40273-022-01216-9;10.1016/j.jval.2023.03.003
person:author:b27c6ab473e42c53,person:author:f71bb2323624605d,1,1.0,doi:10.1016/j.jval.2025.02.001,10.1016/j.jval.2025.02.001
person:author:b27c6ab473e42c53,person:eqmember:17835,1,1.0,doi:10.1016/j.jval.2025.02.001,10.1016/j.jval.2025.02.001
person:author:b27c6ab473e42c53,person:eqmember:17851,1,1.0,doi:10.1016/j.jval.2025.02.001,10.1016/j.jval.2025.02.001
person:author:b27c6ab473e42c53,person:openalex:A5012904054,1,1.0,doi:10.1016/j.jval.2025.02.001,10.1016/j.jval.2025.02.001
person:author:b27c6ab473e42c53,person:openalex:A5026959850,1,1.0,doi:10.1016/j.jval.2025.02.001,10.1016/j.jval.2025.02.001
person:author:b27c6ab473e42c53,person:openalex:A5028373695,1,1.0,doi:10.1016/j.jval.2025.02.001,10.1016/j.jval.2025.02.001
person:author:b27c6ab473e42c53,person:openalex:A5039308938,1,1.0,doi:10.1016/j.jval.2025.02.001,10.1016/j.jval.2025.02.001
person:author:b27c6ab473e42c53,person:openalex:A5052884545,1,1.0,doi:10.1016/j.jval.2025.02.001,10.1016/j.jval.2025.02.001
person:author:b27c6ab473e42c53,person:openalex:A5101821097,1,1.0,doi:10.1016/j.jval.2025.02.001,10.1016/j.jval.2025.02.001
person:author:b27c6ab473e42c53,person:openalex:A5115594934,1,1.0,doi:10.1016/j.jval.2025.02.001,10.1016/j.jval.2025.02.001
person:author:b27c6ab473e42c53,person:orcid:0000-0001-9364-5788,1,1.0,doi:10.1016/j.jval.2025.02.001,10.1016/j.jval.2025.02.001
person:author:doi:10.1007/s11136-025-03996-x:10,person:author:doi:10.1007/s11136-025-03996-x:11,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:author:doi:10.1007/s11136-025-03996-x:12,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:author:doi:10.1007/s11136-025-03996-x:14,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:eqmember:17946,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:leader:50cca9cff5d9,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:openalex:A5077284198,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:openalex:A5104134946,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:openalex:A5108557660,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:openalex:A5117785012,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:openalex:A5117785013,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:orcid:0000-0001-5396-0265,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:orcid:0000-0001-6404-1117,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:orcid:0000-0001-6983-0166,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:orcid:0000-0002-4290-4863,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:orcid:0000-0002-5332-5226,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:orcid:0000-0002-7913-7274,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:orcid:0000-0002-8438-2901,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:orcid:0000-0003-2029-6331,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:orcid:0000-0003-3017-2770,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:10,person:orcid:0000-0003-4007-8243,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:author:doi:10.1007/s11136-025-03996-x:12,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:author:doi:10.1007/s11136-025-03996-x:14,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:eqmember:17946,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:leader:50cca9cff5d9,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:openalex:A5077284198,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:openalex:A5104134946,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:openalex:A5108557660,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:openalex:A5117785012,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:openalex:A5117785013,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:orcid:0000-0001-5396-0265,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:orcid:0000-0001-6404-1117,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:orcid:0000-0001-6983-0166,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:orcid:0000-0002-4290-4863,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:orcid:0000-0002-5332-5226,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:orcid:0000-0002-7913-7274,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:orcid:0000-0002-8438-2901,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:orcid:0000-0003-2029-6331,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:orcid:0000-0003-3017-2770,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:11,person:orcid:0000-0003-4007-8243,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:author:doi:10.1007/s11136-025-03996-x:14,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:eqmember:17946,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:leader:50cca9cff5d9,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:openalex:A5077284198,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:openalex:A5104134946,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:openalex:A5108557660,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:openalex:A5117785012,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:openalex:A5117785013,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:orcid:0000-0001-5396-0265,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:orcid:0000-0001-6404-1117,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:orcid:0000-0001-6983-0166,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:orcid:0000-0002-4290-4863,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:orcid:0000-0002-5332-5226,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:orcid:0000-0002-7913-7274,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:orcid:0000-0002-8438-2901,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:orcid:0000-0003-2029-6331,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:orcid:0000-0003-3017-2770,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:12,person:orcid:0000-0003-4007-8243,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:14,person:eqmember:17946,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:14,person:leader:50cca9cff5d9,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:14,person:openalex:A5077284198,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:14,person:openalex:A5104134946,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:14,person:openalex:A5108557660,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:14,person:openalex:A5117785012,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:14,person:openalex:A5117785013,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:14,person:orcid:0000-0001-5396-0265,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:14,person:orcid:0000-0001-6404-1117,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:14,person:orcid:0000-0001-6983-0166,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:14,person:orcid:0000-0002-4290-4863,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:14,person:orcid:0000-0002-5332-5226,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:14,person:orcid:0000-0002-7913-7274,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:14,person:orcid:0000-0002-8438-2901,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:14,person:orcid:0000-0003-2029-6331,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:14,person:orcid:0000-0003-3017-2770,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1007/s11136-025-03996-x:14,person:orcid:0000-0003-4007-8243,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:author:doi:10.1038/s41433-023-02860-x:11,person:author:doi:10.1038/s41433-023-02860-x:7,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:11,person:eqmember:17867,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:11,person:openalex:A5054412185,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:11,person:openalex:A5080215797,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:11,person:openalex:A5087010532,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:11,person:openalex:A5109778098,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:11,person:orcid:0000-0002-3025-4066,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:11,person:orcid:0000-0002-8169-1645,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:11,person:orcid:0000-0003-0239-7278,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:11,person:orcid:0000-0003-0666-7431,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:11,person:orcid:0000-0003-1681-698x,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:11,person:orcid:0000-0003-4212-2658,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:7,person:eqmember:17867,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:7,person:openalex:A5054412185,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:7,person:openalex:A5080215797,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:7,person:openalex:A5087010532,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:7,person:openalex:A5109778098,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:7,person:orcid:0000-0002-3025-4066,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:7,person:orcid:0000-0002-8169-1645,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:7,person:orcid:0000-0003-0239-7278,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:7,person:orcid:0000-0003-0666-7431,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:7,person:orcid:0000-0003-1681-698x,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1038/s41433-023-02860-x:7,person:orcid:0000-0003-4212-2658,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:author:doi:10.1186/s12955-024-02305-3:5,person:eqmember:17787,1,1.0,doi:10.1186/s12955-024-02305-3,10.1186/s12955-024-02305-3
person:author:doi:10.1186/s12955-024-02305-3:5,person:leader:5fdc94f27d8c,1,1.0,doi:10.1186/s12955-024-02305-3,10.1186/s12955-024-02305-3
person:author:doi:10.1186/s12955-024-02305-3:5,person:openalex:A5050491421,1,1.0,doi:10.1186/s12955-024-02305-3,10.1186/s12955-024-02305-3
person:author:doi:10.1186/s12955-024-02305-3:5,person:openalex:A5072165119,1,1.0,doi:10.1186/s12955-024-02305-3,10.1186/s12955-024-02305-3
person:author:doi:10.1186/s12955-024-02305-3:5,person:orcid:0000-0002-2485-505x,1,1.0,doi:10.1186/s12955-024-02305-3,10.1186/s12955-024-02305-3
person:author:doi:10.1186/s12955-024-02305-3:5,person:orcid:0000-0002-3581-6451,1,1.0,doi:10.1186/s12955-024-02305-3,10.1186/s12955-024-02305-3
person:author:doi:10.1186/s12955-024-02305-3:5,person:orcid:0000-0002-3614-2401,1,1.0,doi:10.1186/s12955-024-02305-3,10.1186/s12955-024-02305-3
person:author:doi:10.1371/journal.pone.0200966:8,person:eqmember:17855,1,1.0,doi:10.1371/journal.pone.0200966,10.1371/journal.pone.0200966
person:author:doi:10.1371/journal.pone.0200966:8,person:openalex:A5113535557,1,1.0,doi:10.1371/journal.pone.0200966,10.1371/journal.pone.0200966
person:author:doi:10.1371/journal.pone.0200966:8,person:orcid:0000-0001-5091-3180,1,1.0,doi:10.1371/journal.pone.0200966,10.1371/journal.pone.0200966
person:author:doi:10.1371/journal.pone.0200966:8,person:orcid:0000-0001-5126-9104,1,1.0,doi:10.1371/journal.pone.0200966,10.1371/journal.pone.0200966
person:author:doi:10.1371/journal.pone.0200966:8,person:orcid:0000-0001-5430-9810,1,1.0,doi:10.1371/journal.pone.0200966,10.1371/journal.pone.0200966
person:author:doi:10.1371/journal.pone.0200966:8,person:orcid:0000-0002-7319-7188,1,1.0,doi:10.1371/journal.pone.0200966,10.1371/journal.pone.0200966
person:author:doi:10.1371/journal.pone.0200966:8,person:orcid:0000-0002-9526-6922,1,1.0,doi:10.1371/journal.pone.0200966,10.1371/journal.pone.0200966
person:author:doi:10.2196/27669:10,person:author:doi:10.2196/27669:8,1,1.0,doi:10.2196/27669,10.2196/27669
person:author:doi:10.2196/27669:10,person:author:doi:10.2196/27669:9,1,1.0,doi:10.2196/27669,10.2196/27669
