review_required,review_reason,status,name,is_project_leader,is_member,n_projects,project_ids,member_id,member_affiliation,member_profile_url,chosen_id,openalex_url,chosen_name,orcid,orcid_url,openalex_affiliation,eq_works,total_works,alternatives,override_id,manual_note
0,,ok,Henry Bailey,1,1,6,1414-EO;1767-RA;20170390;20180040R1;341-RA;357-RA,17867,The University of the West Indies,https://euroqol.org/about-us/our-members/member-detail/?memberid=17867,A5090969739,https://openalex.org/A5090969739,Henry Bailey,0000-0002-4479-9948,https://orcid.org/0000-0002-4479-9948,University of the West Indies,34,41,,,
0,,ok,Lidia Engel,1,1,6,1481-PHD;150-RA;2008-RA;20190960;2173-RA;2453-RA,17911,Monash University,https://euroqol.org/about-us/our-members/member-detail/?memberid=17911,A5039737173,https://openalex.org/A5039737173,Lidia Engel,0000-0002-7959-3149,https://orcid.org/0000-0002-7959-3149,Australian Regenerative Medicine Institute,51,141,A5117412550=Lidia Engel(1 eq); A5126529010=Lidia Engel(8 eq); A5133152037=Lidia Engel(1 eq),,
0,,ok,Richard Norman,1,1,6,1578-RA;2015310;2016250;20170410;20170560;83-VS,17974,Curtin University,https://euroqol.org/about-us/our-members/member-detail/?memberid=17974,A5101841802,https://openalex.org/A5101841802,Richard Norman,0000-0002-3112-3893,https://orcid.org/0000-0002-3112-3893,Curtin University,103,468,A5063203369=Richard N. Jones(8 eq),,
0,,ok,victor zarate,1,1,6,2015370;2016380;2016390;20170470;20170630;462-RA,18008,MSD,https://euroqol.org/about-us/our-members/member-detail/?memberid=18008,A5074565937,https://openalex.org/A5074565937,V Zárate,0000-0001-9145-3694,https://orcid.org/0000-0001-9145-3694,"Merck & Co., Inc., Rahway, NJ, USA (United States)",21,43,A5036153783=Víctor Zárate(1 eq),,
0,,ok,Alexander Arons,1,0,5,2013120;2013250;2013260;2014140;2016220,,,,A5044999875,https://openalex.org/A5044999875,Alexander M. M. Arons,,,Novartis (Netherlands),8,13,,,
0,,ok,Alice Yu,1,1,5,1888-RA;1890-RA;20180150;2335-RA;2584-RA,21551,Centre for Health Economics and Research Evaluation (CHERE),https://euroqol.org/about-us/our-members/member-detail/?memberid=21551,A5055148154,https://openalex.org/A5055148154,Alice L. Yu,0000-0003-2444-0505,https://orcid.org/0000-0003-2444-0505,Chang Gung University,2,492,,,
0,,ok,Donna Rowen,1,1,5,134-RA;1524-VS;20190140;2201-RA;222-RA,17833,University of Sheffield,https://euroqol.org/about-us/our-members/member-detail/?memberid=17833,A5067226056,https://openalex.org/A5067226056,Donna Rowen,0000-0003-3018-5109,https://orcid.org/0000-0003-3018-5109,,123,274,A5141744635=Donna Rowen(1 eq),,
0,,ok,Jan Busschbach,1,1,5,2013240;2015230;2016040;2016421;20170160,17875,Erasmus MC,https://euroqol.org/about-us/our-members/member-detail/?memberid=17875,A5020122364,https://openalex.org/A5020122364,Jan J.V. Busschbach,0000-0002-8602-0381,https://orcid.org/0000-0002-8602-0381,Erasmus MC,145,523,A5136664917=Jan Busschbach(2 eq),,
0,,ok,Lucky Ngwira,1,0,5,1734-TVG;1943-EO;20200030;2025-RA;2252-EO,,,,A5063482306,https://openalex.org/A5063482306,Lucky G. Ngwira,0000-0002-2695-8917,https://orcid.org/0000-0002-2695-8917,Kamuzu Central Hospital,6,41,,,
0,,ok,Mark Oppe,1,1,5,2013220;2015300;2016140;2016590;452-RA,17924,EuroQol Research Foundation,https://euroqol.org/about-us/our-members/member-detail/?memberid=17924,A5023709885,https://openalex.org/A5023709885,Mark Oppe,0000-0003-4286-8855,https://orcid.org/0000-0003-4286-8855,Erasmus MC,59,109,,,
0,,ok,Sarah Derrett,1,1,5,1543-RA;1812-PHD;2014190;2015170;2229-TR,17982,University of Otago,https://euroqol.org/about-us/our-members/member-detail/?memberid=17982,A5021576811,https://openalex.org/A5021576811,Sarah Derrett,0000-0003-2867-0498,https://orcid.org/0000-0003-2867-0498,University of Otago,60,237,,,
0,,ok,Sarah Dewilde,1,1,5,124-VS;1601-RA;20180640;20180641;2167-RA,17984,SHE,https://euroqol.org/about-us/our-members/member-detail/?memberid=17984,A5043932217,https://openalex.org/A5043932217,Sarah Dewilde,0000-0002-7315-3230,https://orcid.org/0000-0002-7315-3230,Department of Health Services,25,85,A5124247816=Sarah Dewilde(1 eq),,
0,,ok,Tianxin Pan,1,1,5,1472-PD;2284-BT;233-RA;2347-RA;428-RA,18002,,https://euroqol.org/about-us/our-members/member-detail/?memberid=18002,A5044860561,https://openalex.org/A5044860561,Tianxin Pan,0000-0002-2243-8818,https://orcid.org/0000-0002-2243-8818,The University of Melbourne,22,50,,,
0,,ok,Valentina Prevolnik Rupel,1,1,5,1687-RA;2013160;2013210;20170280;377-VS,18006,Institute for Economic Research,https://euroqol.org/about-us/our-members/member-detail/?memberid=18006,A5091343801,https://openalex.org/A5091343801,Valentina Prevolnik Rupel,0000-0002-1238-7156,https://orcid.org/0000-0002-1238-7156,,47,104,A5109424218=Valentina Prevolnik-Rupel(1 eq),,
0,,ok,Yan Feng,1,1,5,1650-RA;2015090;2015330;2016330;20180740,18016,Queen Mary University of London,https://euroqol.org/about-us/our-members/member-detail/?memberid=18016,A5053760337,https://openalex.org/A5053760337,Feng Yan,0000-0001-8663-6859,https://orcid.org/0000-0001-8663-6859,State Key Laboratory of Hydrology-Water Resources and Hydraulic Engineering,1,545,,,
0,,ok,Yared Belete Belay,1,0,5,1846-EO;229-RA;323-RA;327-RA;79-RA,,,,A5086002810,https://openalex.org/A5086002810,Yared Belete Belay,0000-0001-5473-3857,https://orcid.org/0000-0001-5473-3857,Monash Health,9,33,,,
0,,ok,Arthur Attema,1,0,4,1602-RA;236-RA;237-RA;435-RA,,,,A5082166488,https://openalex.org/A5082166488,Arthur E. Attema,0000-0003-3607-6579,https://orcid.org/0000-0003-3607-6579,Erasmus University Rotterdam,9,119,,,
0,,ok,Aureliano Finch,1,1,4,122-RA;1927-RA;20170210;20190460,19003,"EuroQol Office, EuroQol Research Foundation",https://euroqol.org/about-us/our-members/member-detail/?memberid=19003,A5055927783,https://openalex.org/A5055927783,Aureliano Paolo Finch,0000-0003-1438-321X,https://orcid.org/0000-0003-1438-321X,EuroQol Research Foundation,37,47,A5101780892=Aureliano Paolo Finch(6 eq); A5132652328=Aureliano Finch(1 eq); A5128721368=Aureliano Finch(2 eq),,
0,,ok,Elske van den Akker-van Marle,1,0,4,1447-RA;1792-SG;2408-RA;2420-BT,,,,A5032469209,https://openalex.org/A5032469209,M. Elske van den Akker‐van Marle,0000-0002-5269-509X,https://orcid.org/0000-0002-5269-509X,Leiden University Medical Center,27,209,A5018584587=Elske M van den Akker-van Marle(4 eq); A5098757921=M. Elske van den Akker – van Marle(1 eq),,
0,,ok,Gisela Cristiane Miyamoto,1,0,4,2308-VS;2410-RA;2468-RA;2482-EO,,,,A5024629360,https://openalex.org/A5024629360,Gisela Cristiane Miyamoto,0000-0002-6826-4278,https://orcid.org/0000-0002-6826-4278,Universidade Cidade de São Paulo,11,61,A5140658737=Gisela Cristiane Miyamoto(1 eq),,
0,,ok,Goitom Molalign Takele,1,0,4,1735-RA;227-RA;317-RA;449-RA,,,,A5009462612,https://openalex.org/A5009462612,Goitom Molalign Takele,0000-0002-9344-3390,https://orcid.org/0000-0002-9344-3390,Mekelle University,2,8,,,
0,,ok_via_works,Jia Jia Lee,1,0,4,1971-EO;2125-RA;2179-RA;2299-EO,,,,A5050544932,https://openalex.org/A5050544932,Jia Jia Lee,0000-0001-7821-9131,https://orcid.org/0000-0001-7821-9131,,5,,A5066191705=Beatrice Lee(2 eq); A5083334093=Kai Yi Lee(2 eq); A5100755625=Anna Lee(1 eq); A5037128541=Kyoung Suk Lee(1 eq); A5036716004=Huey-Er Lee(1 eq); A5014379458=Shaun Wen Huey Lee(1 eq); A5047279366=Rachel Lee-Yin Tan(1 eq); A5114057860=Yanni Jia(1 eq); A5072736104=Yung Seng Lee(1 eq); A5013850344=Nicole Kim Luan Lee(1 eq); A5077558407=P. Lee(1 eq); A5084226720=Misook L. Chung(1 eq); A5029678714=Eleena Shi Lynn Lee(1 eq); A5045869662=Chris Ban Loong Lee(1 eq); A5039183742=Shaun Qing Wei Lee(1 eq); A5086600809=Kheng Hock Lee(1 eq); A5014071868=Melanie Yee Lee Siaw(1 eq); A5044352202=Michelle Jia Xin Lee(1 eq); A5013704489=Joyce V. Lee(1 eq); A5115589358=Deborah Lee(1 eq); A5049216605=Sheldon Shao Guang Lee(1 eq); A5059757998=Kai Lee Woo(1 eq); A5050328284=Si Jia Lee(1 eq),,
0,,ok,Katy Gallop,1,0,4,1884-RA;2011-RA;2014-RA;2432-BT,,,,A5091811569,https://openalex.org/A5091811569,Katy Gallop,0000-0002-6826-3865,https://orcid.org/0000-0002-6826-3865,Lloyd's,46,77,,,
0,,ok,Kim Dalziel,1,0,4,111-RA;2017-RA;330-PHD;361-RA,,,,A5078953009,https://openalex.org/A5078953009,Kim Dalziel,0000-0003-4972-8871,https://orcid.org/0000-0003-4972-8871,The University of Melbourne,58,237,A5138004883=Kim Dalziel(1 eq),,
0,,ok,Lan Gao,1,0,4,1771-RA;198-RA;2141-RA;2363-BT,,,,A5043687438,https://openalex.org/A5043687438,Lan Gao,0000-0001-9734-1140,https://orcid.org/0000-0001-9734-1140,Deakin University,25,211,,,
0,,ok,Louise Longworth,1,1,4,2013190;2016300;20200020;2115-EOI,17916,Arrow Health Economics,https://euroqol.org/about-us/our-members/member-detail/?memberid=17916,A5046647690,https://openalex.org/A5046647690,Louise Longworth,0000-0003-2512-4862,https://orcid.org/0000-0003-2512-4862,Arrow International (United States),78,217,,,
0,,ok,Ning Yan Gu,1,1,4,246-RA;358-RA;409-RA;84-RA,17956,University of San Francisco,https://euroqol.org/about-us/our-members/member-detail/?memberid=17956,A5063972558,https://openalex.org/A5063972558,Ning Yan Gu,0000-0002-1250-7605,https://orcid.org/0000-0002-1250-7605,Exact Sciences (United States),28,84,A5088843664=Ning Yan Gu(3 eq),,
0,,ok,Peep Stalmeier,1,1,4,115-RA;1487-RA;2013010;2015150,17968,Radboudumc,https://euroqol.org/about-us/our-members/member-detail/?memberid=17968,A5013523692,https://openalex.org/A5013523692,Peep F. M. Stalmeier,0000-0002-7553-562X,https://orcid.org/0000-0002-7553-562X,Radboud University Nijmegen,24,163,,,
0,,ok,Rainer Reile,1,0,4,1960-RA;1987-SG;2569-RA;2621-VS,,,,A5036883637,https://openalex.org/A5036883637,Rainer Reile,0000-0001-9488-887X,https://orcid.org/0000-0001-9488-887X,National Institute for Health Development,3,59,,,
0,,ok,Stevanus Pangestu,1,0,4,1883-RA;2003-RA;2323-RA;2500-RA,,,,A5033743427,https://openalex.org/A5033743427,Stevanus Pangestu,0000-0003-2546-9449,https://orcid.org/0000-0003-2546-9449,Corvinus University of Budapest,11,36,A5143329800=Setiawan Stevanus Pangestu(1 eq),,
0,,ok_via_works,Wenjing Zhou,1,0,4,1654-TVG;1742-EO;1874-TVG;2152-RA,,,,A5080372262,https://openalex.org/A5080372262,Wenjing Zhou,0000-0003-0770-4564,https://orcid.org/0000-0003-0770-4564,,7,,A5025879429=Huifen Zhou(2 eq); A5045524881=Zhou Wenjing(2 eq); A5101270720=Wenjing Zhou(1 eq); A5102868531=Huifen Zhou(1 eq); A5100733635=Zhou Ying(1 eq); A5033264921=Sisi Zhou(1 eq),,
0,,ok,Aki Tsuchiya,1,1,3,2013170;2015180;20190840,17790,University of Sheffield,https://euroqol.org/about-us/our-members/member-detail/?memberid=17790,A5015417862,https://openalex.org/A5015417862,Aki Tsuchiya,0000-0003-4245-5399,https://orcid.org/0000-0003-4245-5399,University of Sheffield,73,272,,,
0,,ok,Andrew Lloyd,1,1,3,1475-RA;1806-RA;20190510,17791,Acaster Lloyd,https://euroqol.org/about-us/our-members/member-detail/?memberid=17791,A5031114648,https://openalex.org/A5031114648,Andrew Lloyd,0000-0002-7597-6556,https://orcid.org/0000-0002-7597-6556,Lloyd's,99,235,A5004304607=Andrew R. Lloyd(10 eq); A5079822735=Andrew W. Lloyd(2 eq),,
0,,ok,Annette Regan,1,0,3,1796-RA;260-RA;384-RA,,,,A5010948852,https://openalex.org/A5010948852,Annette K. Regan,0000-0002-3879-6193,https://orcid.org/0000-0002-3879-6193,Kaiser Permanente,4,226,A5055830496=A Regan(1 eq),,
0,,ok,Asrul Shafie,1,0,3,2016100;2016190;20190290,,,,A5089160643,https://openalex.org/A5089160643,Asrul Akmal Shafie,0000-0002-5629-9270,https://orcid.org/0000-0002-5629-9270,Universiti Sains Malaysia,76,416,A5122335686=Asrul Akmal Shafie(1 eq),,
0,,ok,Chris Sampson,1,1,3,116-RA;2112-EOI;427-RA,17815,Office of Health Economics,https://euroqol.org/about-us/our-members/member-detail/?memberid=17815,A5002636040,https://openalex.org/A5002636040,Chris Sampson,0000-0001-9470-2369,https://orcid.org/0000-0001-9470-2369,Office Of Health Economics,13,98,,,
0,,ok,Emily McDool,1,0,3,1455-RA;1665-RA;2097-RA,,,,A5006458172,https://openalex.org/A5006458172,Emily McDool,0000-0002-3530-7921,https://orcid.org/0000-0002-3530-7921,University of Sheffield,14,25,,,
0,,ok,Fernando Argento,1,0,3,2169-RA;2171-RA;2436-RA,,,,A5021426515,https://openalex.org/A5021426515,Fernando Argento,0000-0002-2492-8933,https://orcid.org/0000-0002-2492-8933,Instituto de Efectividad Clínica y Sanitaria,8,45,,,
0,,ok,Hannah Penton,1,1,3,1453-RA;1493-RA;1494-RA,17863,,https://euroqol.org/about-us/our-members/member-detail/?memberid=17863,A5056335393,https://openalex.org/A5056335393,Hannah Penton,0000-0001-9492-7875,https://orcid.org/0000-0001-9492-7875,Patient-Centered Outcomes Research Institute,13,26,,,
0,,ok,Irina Kinchin,1,0,3,1676-RA;1912-RA;235-RA,,,,A5054485095,https://openalex.org/A5054485095,Irina Kinchin,0000-0003-0133-2763,https://orcid.org/0000-0003-0133-2763,Trinity College Dublin,6,93,,,
0,,ok,Jan Abel Olsen,1,1,3,1830-RA;1973-TVG;2295-RA,17873,"Department of Community Medicine, UiT The Arctic University of Norway",https://euroqol.org/about-us/our-members/member-detail/?memberid=17873,A5052181611,https://openalex.org/A5052181611,Jan Abel Olsen,0000-0001-9472-2669,https://orcid.org/0000-0001-9472-2669,UiT The Arctic University of Norway,43,191,A5110162663=Jan-Abel Olsen(1 eq); A5125645599=Jan Abel Olsen(2 eq),,
0,,ok,John Brazier,1,1,3,2014080;2016660;2016710,17885,University of Sheffield,https://euroqol.org/about-us/our-members/member-detail/?memberid=17885,A5007276743,https://openalex.org/A5007276743,John Brazier,0000-0001-8645-4780,https://orcid.org/0000-0001-8645-4780,Novartis (Switzerland),268,860,,,
0,,ok,John Hartman,1,1,3,2016680;2016690;20180560,17887,GSK,https://euroqol.org/about-us/our-members/member-detail/?memberid=17887,A5108501222,https://openalex.org/A5108501222,Karen Hartman,,,,1,239,,,
0,,ok,Joshua Bonsel,1,0,3,145-RA;1483-TVG;287-PHD,,,,A5090783923,https://openalex.org/A5090783923,Joshua M. Bonsel,0000-0002-9143-5506,https://orcid.org/0000-0002-9143-5506,Erasmus MC,6,14,,,
0,,ok,Ling-Hsiang Chuang,1,1,3,1482-RA;2407-BT;241-RA,17913,,https://euroqol.org/about-us/our-members/member-detail/?memberid=17913,A5057802030,https://openalex.org/A5057802030,Ling‐Hsiang Chuang,,,Dutch Health Care Inspectorate,34,136,A5108613850=L Ling-Hsiang Chuang(1 eq),,
0,,ok,Maksat Jumamyradov,1,0,3,1716-TVG;207-RA;2428-RA,,,,A5067862987,https://openalex.org/A5067862987,Maksat Jumamyradov,0009-0008-0180-7224,https://orcid.org/0009-0008-0180-7224,University of South Florida,6,10,A5140589336=Maksat Jumamyradov(1 eq),,
0,,ok,Marufa Sultana,1,0,3,1646-RA;2106-RA;2417-RA,,,,A5035318354,https://openalex.org/A5035318354,Marufa Sultana,0000-0003-2475-6497,https://orcid.org/0000-0003-2475-6497,Deakin University,6,107,,,
0,,ok,María Belizán,1,0,3,1885-RA;2412-BT;2589-RA,,,,A5058351382,https://openalex.org/A5058351382,María Belizán,0000-0002-8739-5249,https://orcid.org/0000-0002-8739-5249,Instituto de Efectividad Clínica y Sanitaria,14,100,,,
0,,ok,Mihir Gandhi,1,1,3,20170180;2224-RA;389-RA,17936,Duke-NUS Medical School,https://euroqol.org/about-us/our-members/member-detail/?memberid=17936,A5087601665,https://openalex.org/A5087601665,Mihir Gandhi,0000-0002-8902-2710,https://orcid.org/0000-0002-8902-2710,Duke-NUS Medical School,23,168,A5112963139=Mihir Gandhi(4 eq),,
0,,ok,Mimmi Åström,1,1,3,1776-RA;2015400;20190980,17938,Karolinska Institutet,https://euroqol.org/about-us/our-members/member-detail/?memberid=17938,A5055089597,https://openalex.org/A5055089597,Mimmi Åström,0000-0002-6711-5262,https://orcid.org/0000-0002-6711-5262,Karolinska Institutet,14,17,,,
0,,ok,Mina Bahrampour,1,1,3,2075-EOI;2416-BT;466-RA,19032,University of Technology Sydney,https://euroqol.org/about-us/our-members/member-detail/?memberid=19032,A5068470091,https://openalex.org/A5068470091,Mina Bahrampour,0000-0002-6915-1865,https://orcid.org/0000-0002-6915-1865,University of Technology Sydney,15,30,,,
0,,ok,Minh Pham,1,0,3,1970-RA;2136-TVG;2305-BT,,,,A5077706356,https://openalex.org/A5077706356,Phạm Minh Khuê,0000-0003-2974-3484,https://orcid.org/0000-0003-2974-3484,Hai phong University Of Medicine and Pharmacy,5,131,A5100633569=Ngoc Minh Pham(1 eq),,
0,,ok,Ole Marten,1,1,3,1951-RA;2024-RA;2623-RA,17958,Bielefeld University,https://euroqol.org/about-us/our-members/member-detail/?memberid=17958,A5033160244,https://openalex.org/A5033160244,Ole Marten,0000-0002-2576-9110,https://orcid.org/0000-0002-2576-9110,Bielefeld University,13,19,,,
0,,ok,Oliver Rivero-Arias,1,1,3,20180240;2021-RA;206-RA,17960,University of Oxford,https://euroqol.org/about-us/our-members/member-detail/?memberid=17960,A5121462085,https://openalex.org/A5121462085,Oliver Rivero-Arias,,,University of Oxford,2,19,A5014510851=Oliver Rivero‐Arias(71 eq); A5140639649=Oliver Rivero-Arias(1 eq); A5091454927=O Rivero-Arias(1 eq),,
0,,ok,Philip Clarke,1,0,3,118-RA;1415-RA;310-RA,,,,A5072230333,https://openalex.org/A5072230333,Philip Clarke,0000-0002-7555-5348,https://orcid.org/0000-0002-7555-5348,The University of Melbourne,34,501,A5043755237=Graham Clarke(1 eq); A5101846816=Philip A. Clarke(1 eq),,
0,,ok,Philip Powell,1,0,3,1711-RA;1877-RA;307-RA,,,,A5072704582,https://openalex.org/A5072704582,Philip A. Powell,0000-0003-1169-3431,https://orcid.org/0000-0003-1169-3431,Philips (Finland),27,116,A5067487467=Philip Powell(1 eq),,
0,,ok,Rosalie Viney,1,1,3,148-RA;2015360;2016280,17976,University of Technology Sydney,https://euroqol.org/about-us/our-members/member-detail/?memberid=17976,A5076742980,https://openalex.org/A5076742980,Rosalie Viney,0000-0002-0039-9635,https://orcid.org/0000-0002-0039-9635,University of Technology Sydney,74,320,A5137922693=Rosalie Viney(1 eq),,
0,,ok,Sander van Kuijk,1,0,3,1569-RA;1983-PHD;2368-RA,,,,A5087173002,https://openalex.org/A5087173002,Sander M. J. van Kuijk,0000-0003-2796-729X,https://orcid.org/0000-0003-2796-729X,Maastricht University Medical Centre,46,669,A5113240423=Sander M J van Kuijk(1 eq),,
0,,ok,Shankar Prinja,1,0,3,20170520;2033-RA;2220-VS,,,,A5071690494,https://openalex.org/A5071690494,Shankar Prinja,0000-0001-7719-6986,https://orcid.org/0000-0001-7719-6986,Post Graduate Institute of Medical Education and Research,25,324,A5108973227=Shankar Prinja(3 eq),,
0,,ok,Suzana Karim,1,0,3,138-RA;139-RA;20190230R1,,,,A5003389681,https://openalex.org/A5003389681,Suzana Karim,0000-0002-3370-1554,https://orcid.org/0000-0002-3370-1554,University of Dhaka,3,6,,,
0,,ok,Thao Thai,1,0,3,1797-RA;1887-RA;1896-RA,,,,A5050171927,https://openalex.org/A5050171927,Thao Phuong Thi Thai,,,,2,8,,,
0,,ok,Titi Fitriana,1,0,3,20180490;20200010;2444-RA,,,,A5049547434,https://openalex.org/A5049547434,Titi Sahidah Fitriana,0000-0001-5062-6886,https://orcid.org/0000-0001-5062-6886,Yarsi University,12,18,,,
0,,ok,Vivian Reckers-Droog,1,0,3,1462-PHD;20190920;2154-RA,,,,A5121459836,https://openalex.org/A5121459836,Vivian Reckers-droog,,,Erasmus University Rotterdam,1,9,A5011536590=Vivian Reckers‐Droog(16 eq),,
0,,ok,Yiting Luo,1,0,3,1867-RA;2036-RA;2458-RA,,,,A5101270824,https://openalex.org/A5101270824,Yiting Luo,,,Anhui Polytechnic University,1,52,A5102541048=Yiting Luo(1 eq),,
0,,ok,madeeha malik,1,0,3,1670-VS;20180660;344-VS,,,,A5053689562,https://openalex.org/A5053689562,Madeeha Malik,0000-0001-5824-9405,https://orcid.org/0000-0001-5824-9405,Health Services Academy,16,104,A5101765730=Madeeha Malik(3 eq),,
0,,ok,Agota Szende,1,1,2,2015470;20191120,17789,Covance Health Economics & Outcomes Services,https://euroqol.org/about-us/our-members/member-detail/?memberid=17789,A5002095623,https://openalex.org/A5002095623,Ágota Szende,0000-0002-5880-3354,https://orcid.org/0000-0002-5880-3354,Genesis Research Trust,33,113,,,
0,,ok,Akanksha Akanksha,1,0,2,1799-RA;2511-RA,,,,A5101596594,https://openalex.org/A5101596594,Akanksha Akanksha,,,University of Technology Sydney,3,135,A5100727879=Ajay Singh(7 eq),,
0,,ok,Alex Bató,1,0,2,2260-RA;2441-RA,,,,A5009546494,https://openalex.org/A5009546494,Alex Bató,0000-0002-1450-4790,https://orcid.org/0000-0002-1450-4790,Semmelweis University,9,16,,,
0,,ok,Annushiah Vasan Thakumar,1,0,2,2297-EO;2629-RA,,,,A5007225491,https://openalex.org/A5007225491,Annushiah Vasan Thakumar,0000-0001-7261-1255,https://orcid.org/0000-0001-7261-1255,Taylor's University,25,32,,,
0,,ok,Arto Ohinmaa,1,1,2,1744-EO;2015380,17795,"School of Public Health, University of Alberta, Edmonton, Canada",https://euroqol.org/about-us/our-members/member-detail/?memberid=17795,A5087246819,https://openalex.org/A5087246819,Arto Öhinmaa,0000-0002-7094-1573,https://orcid.org/0000-0002-7094-1573,University of Alberta,83,317,A5142884152=Arto Ohinmaa(1 eq); A5138243837=Arto Ohinmaa(1 eq),,
0,,ok,Begashaw Melaku Gebresillassie,1,0,2,1591-RA;436-RA,,,,A5013305477,https://openalex.org/A5013305477,Begashaw Melaku Gebresillassie,0000-0003-0071-732X,https://orcid.org/0000-0003-0071-732X,Hunter Medical Research Institute,6,58,,,
0,,ok,Ben Van Hout,1,1,2,2014025;20190940,17799,Open Health/University of Sheffield,https://euroqol.org/about-us/our-members/member-detail/?memberid=17799,A5032690231,https://openalex.org/A5032690231,Ben van Hout,0000-0001-9698-6094,https://orcid.org/0000-0001-9698-6094,The Open Group,42,120,A5061316225=Ben A. van Hout(9 eq),,
0,,ok_via_works,Christine Mpundu-Kaambwa,1,0,2,1709-RA;2129-RA,,,,A5020619329,https://openalex.org/A5020619329,Christine Mpundu‐Kaambwa,0000-0002-8152-6068,https://orcid.org/0000-0002-8152-6068,The University of Melbourne,20,49,A5057576997=Billingsley Kaambwa(4 eq),,
0,,ok,David Mott,1,1,2,104-RA;432-RA,17821,Office of Health Economics,https://euroqol.org/about-us/our-members/member-detail/?memberid=17821,A5009132187,https://openalex.org/A5009132187,David Mott,0000-0001-5959-8447,https://orcid.org/0000-0001-5959-8447,University of Wisconsin–Madison,20,63,A5089519347=David A. Mott(1 eq),,
0,,ok,Edward Webb,1,1,2,2316-RA;289-RA,18646,University of Leeds,https://euroqol.org/about-us/our-members/member-detail/?memberid=18646,A5011344482,https://openalex.org/A5011344482,Edward Webb,0000-0001-7918-839X,https://orcid.org/0000-0001-7918-839X,University of Leeds,6,61,,,
0,,ok,Gerard De Pouvourville,1,0,2,20170510;20190020,,,,A5085975930,https://openalex.org/A5085975930,Gérard de Pouvourville,0000-0002-5941-6823,https://orcid.org/0000-0002-5941-6823,École Supérieure des Sciences Économiques et Commerciales,26,357,A5122802732=Gérard de Pouvourville(1 eq),,
0,,ok,Guangjie Zhang,1,0,2,1758-EO;1985-EO,,,,A5030831609,https://openalex.org/A5030831609,Guangjie Zhang,0000-0003-1311-8510,https://orcid.org/0000-0003-1311-8510,Murdoch University,6,71,A5102899697=Guangjie Zhang(1 eq),,
0,,ok,Haode Wang,1,0,2,1963-RA;2107-TVG,,,,A5073060343,https://openalex.org/A5073060343,Haode Wang,0000-0002-0759-7087,https://orcid.org/0000-0002-0759-7087,Shanghai Medical Information Center,1,7,A5081456702=Haode Wang(1 eq),,
0,,ok,Ines Buchholz,1,1,2,1785-RA;2016170,17869,None,https://euroqol.org/about-us/our-members/member-detail/?memberid=17869,A5043257626,https://openalex.org/A5043257626,Ines Buchholz,0000-0001-9729-6992,https://orcid.org/0000-0001-9729-6992,Universität Hamburg,12,41,,,
0,,ok,Jahangir Khan,1,0,2,1669-VS;2480-EO,,,,A5052565475,https://openalex.org/A5052565475,Jahangir Khan,0000-0002-6151-764X,https://orcid.org/0000-0002-6151-764X,Liverpool School of Tropical Medicine,5,125,,,
0,,ok,Jan Faller,1,0,2,1851-TVG;2197-EO,,,,A5043601549,https://openalex.org/A5043601549,Jan Faller,0000-0001-7645-2079,https://orcid.org/0000-0001-7645-2079,Monash Health,4,14,A5133161132=Jan Faller(1 eq); A5124626660=Jan Faller(1 eq),,
0,,ok,Jan Heijdra Suasnabar,1,0,2,2265-EO;2301-RA,,,,A5050459768,https://openalex.org/A5050459768,Jan M. Heijdra Suasnabar,0000-0002-8057-1318,https://orcid.org/0000-0002-8057-1318,Leiden University Medical Center,5,7,A5120850706=Jan Heijdra Suasnabar(1 eq); A5138766947=Jan Heijdra Suasnabar(1 eq),,
0,,ok,Jessica Roydhouse,1,0,2,1557-RA;2134-RA,,,,A5010221662,https://openalex.org/A5010221662,Jessica Roydhouse,0000-0002-8025-5841,https://orcid.org/0000-0002-8025-5841,University of Tasmania,15,123,,,
0,,ok,Jill Carlton,1,0,2,1988-RA;2148-RA,,,,A5051490866,https://openalex.org/A5051490866,Jill Carlton,0000-0002-9373-7663,https://orcid.org/0000-0002-9373-7663,University of Sheffield,63,171,A5003198517=J. Carlton(2 eq); A5140632085=Jill Carlton(1 eq),,
0,,ok,Lucila Rey Ares,1,1,2,2015340;2016340,17918,,https://euroqol.org/about-us/our-members/member-detail/?memberid=17918,A5045433583,https://openalex.org/A5045433583,Lucila Rey Ares,,,Pfizer (United States),2,25,A5059615453=Lucila Rey‐Ares(12 eq); A5121517102=Lucila Rey-Ares(1 eq),,
0,,ok,Marisa Da Santos,1,1,2,1445-RA;20190630,17922,Instituto Nacional de Cardiologia,https://euroqol.org/about-us/our-members/member-detail/?memberid=17922,A5070231679,https://openalex.org/A5070231679,Marisa Santos,0000-0002-2174-6800,https://orcid.org/0000-0002-2174-6800,Instituto Nacional de Cardiologia,25,164,,,
0,,ok,Martine Hoogendoorn,1,0,2,20190850;2339-BT,,,,A5033706754,https://openalex.org/A5033706754,Martine Hoogendoorn,0000-0002-7122-9780,https://orcid.org/0000-0002-7122-9780,Erasmus MC,10,106,,,
0,,ok,Matthijs Versteegh,1,1,2,2013310;2359-PHD,17928,Huygens & Versteegh,https://euroqol.org/about-us/our-members/member-detail/?memberid=17928,A5086031530,https://openalex.org/A5086031530,Matthijs Versteegh,0000-0003-4804-235X,https://orcid.org/0000-0003-4804-235X,Huygens Institute for History and Culture of the Netherlands,34,104,,,
