record_id,doi,title,metadata_match,openalex_ids,euroqol_award_ids,assessment_status,funding_raw,funding_scope,project_link
P0ef22a2d682a,10.35760/psi.2024.v17i1.10252,PROPERTI PSIKOMETRI BAHASA INDONESIA DARI KUALITAS HIDUP TERKAIT KESEHATAN TERHADAP REMAJA (KINDL-R),0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
P650f5e85d7ff,10.1016/j.mhp.2024.200372,Parental burnout assessment: Validation in Indonesian parents,0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
P035b3c61e918,10.1177/2333794x241254690,Psychometric Evaluation of Brief Reason for Living Inventory for Adolescents (BRFL-A) Instrument in the Indonesian Language,0,,,assessed,other_funding_only,other_funding_only,none
P70ea9c866ad3,10.1016/j.jval.2024.12.003,"The psychometric properties of the EQ-HWB and EQ-HWB-S in patients with breast cancer: a comparative analysis with EQ-5D-5L, FACT-8D and SWEMWBS",1,W4405847501,1644-RA,assessed,explicit_euroqol,study_funding,explicit
Pe9255247bec9,10.3389/fpsyt.2024.1380354,Validity and reliability of the Difficulties in Emotion Regulation Scale Short Form in Indonesian non-clinical population,0,,,assessed,other_funding_only,other_funding_only,none
P0640f26e484e,10.1186/s12955-024-02303-5,"Validity, test-retest reliability, and responsiveness of the Indonesian version of FACIT-COST measure for subjective financial toxicity",1,W4403559395,1644-RA,assessed,explicit_euroqol,study_funding,explicit
P5c074146b339,10.1016/j.jval.2024.01.017,Valuation of EQ-5D-5L in the Kingdom of Saudi Arabia: A National Representative Study,0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
P93749e68c902,10.1007/s10198-024-01712-z,Valuation of the EQ-5D-3L in Jordan,1,W4402187925,60-2020VS,assessed,explicit_euroqol,study_funding,none
P0cbb0f98ea9e,10.35134/jpsy165.v16i1.224,Adaptasi Alat Ukur Professional Quality of Life pada Psikolog Klinis di Fasilitas Kesehatan,0,,,assessed,no_funding_statement,no_funding_statement,none
P2e4f7b903efa,10.31557/apjcp.2023.24.4.1125,Mapping EORTC-QLQ-C30 onto EQ-5D-5L Index in Indonesian Cancer Patients,0,,,assessed,other_funding_only,other_funding_only,none
Pcb41e95c5907,10.51847/avg60w3ar5,Mapping functions of cancer patients&amp;#39; quality of life in Indonesia: from EORTC-QlQ -C-30 to EQ-5D-5L &amp;lrm;,0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
P81b66c580a32,10.1007/s41669-023-00437-8,The EQ-5D-3L Valuation Study in Pakistan,0,,,assessed,explicit_euroqol,study_funding,explicit
Pc392f9662bf5,10.1016/j.vhri.2021.10.003,"A Pilot Study of Valuation Methods of the EQ-5D and the Impact of Literacy, Cultural, and Religious Factors on Preferences",0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
P94a68185cdbf,10.1007/s11136-021-03075-x,Do health preferences differ among Asian populations? A comparison of EQ-5D-5L discrete choice experiments data from 11 Asian studies,1,W4226324209,20180230,assessed,explicit_euroqol,unclear,explicit
P60ec96d40fd5,10.1007/s11136-022-03143-w,Estimating the EQ-5D-5L value set for the Philippines,1,W4229371160,,assessed,explicit_euroqol,nonfinancial_support_only,none
P6a96643b512f,10.15408/jp3i.v11i2.27219,Psychometric Properties of the Indonesian Version of Youth Quality of Life-Weight Instrument (YQOL-W),0,,,assessed,no_funding_statement,no_funding_statement,none
P5f55b4abfab6,10.1177/21501319221143716,Psychometric Properties of the Suicidal Ideation Scale in the Indonesian Language,0,,,assessed,other_funding_only,other_funding_only,none
P365754906061,10.1371/journal.pone.0279272,Psychometric evaluation of the interpersonal needs questionnaire in the Indonesian language,0,,,assessed,other_funding_only,other_funding_only,none
P4d386cb3aa60,10.1186/s12955-021-01873-y,EQ-5D-5L in Schizophrenia: differences between patients and nurses’ reports,0,,,assessed,no_funding_statement,no_funding_statement,none
P9b0ce3730772,10.15416/ijcp.2021.10.1.50,Perbandingan Self-Report dengan Caregiver-Report mengenai Health-Related Quality of Life Anak dengan Talasemia Mayor Usia 8-12 Tahun,0,,,assessed,no_funding_statement,no_funding_statement,possible
P00957738e538,10.1007/s11136-021-02804-6,Valuation of the EQ-5D-3L in Russia,1,W3134998156,,assessed,no_funding_statement,no_funding_statement,none
Pa93a837fab52,10.1186/s12955-020-1282-y,Comparing the EQ-5D-3 L and EQ-5D-5 L: studying measurement and scores in Indonesian type 2 diabetes mellitus patients,0,,,assessed,other_funding_only,other_funding_only,none
Pc6cb06badb33,10.1136/bmjopen-2020-039517,Valuing health-related quality of life among the Indian population: A protocol for the Development of an EQ-5D Value set for India using an Extended design (DEVINE) Study,0,,,assessed,other_funding_only,other_funding_only,none
Pe596eeeecc41,10.1080/14737167.2019.1557048,Valuation of EQ-5D-5L health states: a comparison of seven Asian populations,0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
Pa2b8960609e8,10.1371/journal.pone.0197098,Quality of life of the Indonesian general population: Test-retest reliability and population norms of the EQ-5D-5L and WHOQOL-BREF,1,W2800059521,2013240,assessed,explicit_euroqol,study_funding,explicit
P2bbdfa14a665,10.1016/j.jval.2018.02.003,Test-Retest Reliability of EQ-5D-5L Valuation Techniques: The Composite Time Trade-Off and Discrete Choice Experiments,0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
P0988dc752ec2,10.1007/s11136-016-1445-9,Employing quality control and feedback to the EQ-5D-5L valuation protocol to improve the quality of data collection,1,W2542743269,2013240,assessed,explicit_euroqol,study_funding,explicit
P8602ac65b5dd,10.1007/s40273-017-0538-9,The Indonesian EQ-5D-5L Value Set,1,W2735686076; W28695543,2013240,assessed,explicit_euroqol,study_funding,probable
Pf03eadc4f6ab,10.1007/s10198-022-01559-2,"Population norms in France with EQ-5D-5L: health states, value indexes, and VAS",0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
P147e4c75f89e,10.2147/prom.s332519,A Discrete Choice Experiment to Derive Health Utilities for Aromatic L-Amino Acid Decarboxylase (AADC) Deficiency in France.,0,,,assessed,other_funding_only,other_funding_only,none
Pcb15e276bd98,10.2147/prom.s306228,Eliciting Health State Utilities for Aromatic L-Amino Acid Decarboxylase (AADC) Deficiency: A Vignette Study in France,0,,,assessed,other_funding_only,other_funding_only,none
P3cdd5d7e312d,10.1007/s40273-019-00876-4,A French Value Set for the EQ-5D-5L,0,,,assessed,explicit_euroqol,publication_support_only,explicit
Peee4dfbae27a,10.1016/j.jval.2020.04.001,Value of a QALY for France: A New Approach to Propose Acceptable Reference Values,0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
Pa0b6e2069e45,10.1007/s10198-011-0351-x,Valuing EQ-5D using Time Trade-Off in France,0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
Pf43c5878914c,10.1177/0272989x19841587,Cultural Values: Can They Explain Differences in Health Utilities between Countries?,1,W2955830860,EQ Project 2015150,assessed,explicit_euroqol,unclear,explicit
Pe95381c261c6,10.1016/j.jval.2026.06.011,Valuation of Child Health-Related Quality of Life by Child Age and Problem Duration Using a Novel Method.,0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
Pd21c61eb7b4f,10.1097/mlr.0000000000002200,Revisiting the Valuation of Child Health-Related Quality of Life,0,,,assessed,explicit_euroqol,study_funding,explicit
P6f83eb0be663,10.1007/s40273-024-01444-1,Measuring Effectiveness Based on Patient Experience (Instead of QALYs) in US Value Assessments,1,W4403997215,304-PHD,assessed,explicit_euroqol,study_funding,explicit
Pca479813d190,10.1186/s12955-024-02271-w,Scale and rate heterogeneity in the EQ-5D-5L valuation,1,W4400608645,2020RA; 207-2020RA; 304-PHD,assessed,explicit_euroqol,study_funding,explicit
P2b751a90c22f,10.1136/bmjopen-2023-077256,Child health valuation protocol for a discrete choice experiment comparing paired comparison and kaizen tasks and estimating US EQ-5D-Y-3L values on an experience scale,1,W4387940627,304-PHD,assessed,explicit_euroqol,study_funding,explicit
Pede13ecd7984,10.1136/bmjopen-2023-071571,"What is the optimal assessment of speech? A multicentre, international evaluation of speech assessment in 2500 patients with a cleft.",0,,,assessed,other_funding_only,other_funding_only,none
Pd83200fa2a57,10.1186/s12955-020-01481-2,Evaluation of the performance of algorithms mapping EORTC QLQ-C30 onto the EQ-5D index in a metastatic colorectal cancer cost-effectiveness model.,0,,,assessed,other_funding_only,other_funding_only,none
P5331d950e684,10.1016/j.jfludis.2015.05.003,Validation and evaluation of the Dutch translation of the Overall Assessment of the Speaker's Experience of Stuttering for School-age children (OASES-S-D).,0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
P7a37ed9adfb9,10.1044/jshr.3802.280,Perceptual rating instrument for speech evaluation of stuttering treatment.,0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
Pfb091333bd7d,10.1016/j.jval.2026.02.006,Evaluating the Validity of the EQ Health and Wellbeing (EQ-HWB-9) in a Large United Kingdom General Population Sample,1,W7132837468,1665-RA,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
P6cedd861f14b,10.1177/0272989x251378427,Using Discrete Choice Experiments (DCEs) to Compare Social and Personal Preferences for Health and Well-Being Outcomes,0,,,assessed,other_funding_only,other_funding_only,none
Pfd7250df2a4e,10.1007/s11205-025-03728-1,A Large Scale Population Survey of Health and Wellbeing to Allow Comparisons Between Outcome Measures: the SIPHER-HWMIC Dataset,0,,,assessed,other_funding_only,other_funding_only,none
Paa3cbbad393f,10.1016/j.jval.2024.11.001,Exploring Social Preferences for Health and Well-Being Across the Digital Divide: A Qualitative Investigation Based on Tasks Taken From an Online Discrete Choice Experiment,0,,,assessed,other_funding_only,other_funding_only,none
P601dc8d65336,10.1016/j.jval.2024.02.001,Development and Valuation of a Preference-Weighted Measure in Age-Related Macular Degeneration From the Vision Impairment in Low Luminance Questionnaire: A MACUSTAR Report,0,,,assessed,other_funding_only,other_funding_only,none
P8ebbc3586cf1,10.3310/pgfar09050,Configuration of vascular services: a multiple methods research programme,0,,,assessed,other_funding_only,other_funding_only,none
Pe277ac1de224,10.1080/09638237.2020.1818190,Measuring quality of life for people with common mental health problems,0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
P197cf1f57e96,10.1007/s40273-025-01550-8,Improving Collaborative Engagement in Health State Valuation: A Scoping Review of Current Practices and Emerging Recommendations,1,W4416068433,1711-RA,assessed,explicit_euroqol,study_funding,explicit
Pe7f879384e99,10.1186/s12955-026-02519-7,Measuring health-related quality of life in facioscapulohumeral muscular dystrophy: a COSMIN systematic review and conceptual framework,0,,,assessed,other_funding_only,other_funding_only,none
P43731963824d,10.1007/s11136-026-04199-8,Measuring health-related quality of life in infants and toddlers: conceptual challenges and proposed recommendations,1,W7147252400,EQ365,assessed,explicit_euroqol,related_work_funding,none
P02f0b4e7f850,10.1111/dme.70240,‘There is more to life than HbA1c’: A comprehensive qualitative framework from the Hypo‐RESOLVE project evidencing the impacts of hypoglycaemia on the quality of life of adults living with type 1 or type 2 diabetes,0,,,assessed,other_funding_only,other_funding_only,none
P0c4c2a3d0930,10.1002/acn3.70006,Capturing what matters: Patient-reported LGI1-ANTibody encephalitis outcome RatiNg scale (LANTERN).,0,,,assessed,other_funding_only,other_funding_only,none
P7a4fb3bcfc98,10.1016/j.jval.2024.10.3800,Deriving a Preference-Weighted Measure for People With Hypoglycemia From the Hypo-RESOLVE QoL.,0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
Pa9c1629ed0fa,10.1007/s40271-025-00743-9,"Determining the Content Validity of the EQ-5D-5L, EQ-5D-Y-3L, and CHU9D Instruments for Assessing Generic Child and Adolescent Health-Related Quality of Life: A Qualitative Study",0,,,assessed,other_funding_only,other_funding_only,none
P3182c0fae3f2,10.1007/s11136-024-03858-y,The comprehensibility continuum: a novel method for analysing comprehensibility of patient reported outcome measures,0,,,assessed,other_funding_only,other_funding_only,none
Pa3502fe92f1c,10.1007/s11136-025-03937-8,Understanding the health-related quality of life impacts of caring for children and adolescents with rare progressive life-limiting conditions: key challenges and future research priorities,0,,,assessed,other_funding_only,other_funding_only,none
P4cb03cee77f9,10.1007/s11136-025-03940-z,Young children (6–7 years) can meaningfully participate in cognitive interviews assessing comprehensibility in health-related quality of life domains: a qualitative study,0,,,assessed,other_funding_only,other_funding_only,none
P364bb8d93595,10.1186/s41687-025-00924-y,‘How low can you go?’ Developers’ perspectives on involving young children in the development of patient reported outcome measures,0,,,assessed,other_funding_only,other_funding_only,none
Pefc74b78b2fb,10.1007/s00125-024-06182-9,Development of a new health-related quality of life measure for people with diabetes who experience hypoglycaemia: the Hypo-RESOLVE QoL.,0,,,assessed,other_funding_only,other_funding_only,none
P64cb4c6cde33,10.1186/s12955-024-02286-3,Development of a novel patient reported outcome measure for health-related quality of life in amyotrophic lateral sclerosis (PROQuALS): study protocol,0,,,assessed,other_funding_only,other_funding_only,none
Pf2c99a55376e,10.1186/s13023-024-03256-0,Measuring health related quality of life (HRQoL) in Lysosomal Storage Disorders (LSDs): a rapid scoping review of available tools and domains,0,,,assessed,other_funding_only,other_funding_only,none
P4785c62bae77,10.1212/wnl.0000000000209549,Measuring health-related quality of life in amyotrophic lateral sclerosis,0,,,assessed,no_funding_statement,no_funding_statement,none
P7027159adc3c,10.1016/j.socscimed.2023.116506,Understanding UK public views on normative decisions made to value health-related quality of life in children: a qualitative study,0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
Pe89bdb105058,10.1016/j.socscimed.2024.117127,Who should value children's health and how? An international Delphi study,0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
P80da2d41590a,10.1007/s11136-022-03240-w,A comprehensive qualitative framework for health-related quality of life in Duchenne muscular dystrophy.,0,,,assessed,other_funding_only,other_funding_only,none
P987f843c459f,10.1111/dme.15007,Producing a preference-based quality of LIFE measure to quantify the impact of HYPOGLYCAEMIA on people living with diabetes: A mixed-methods research protocol.,0,,,assessed,other_funding_only,other_funding_only,none
Pd47c2b226e24,10.1007/s40273-022-01133-x,Exploring the Issues of Valuing Child and Adolescent Health States Using a Mixed Sample of Adolescents and Adults.,0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
Pc67dae20a365,10.1186/s12955-022-01964-4,Measuring carer quality of life in Duchenne muscular dystrophy: a systematic review of the reliability and validity of self-report instruments using COSMIN,0,,,assessed,no_funding_statement,no_funding_statement,none
Pab012f7d14ae,10.1177/02692163221105599,"Measuring quality of dying, death and end-of-life care for children and young people: a scoping review of available tools",0,,,assessed,other_funding_only,other_funding_only,none
Pa27a1d67c33b,10.1016/j.jval.2021.03.007,Deriving a Preference-Based Measure for People With Duchenne Muscular Dystrophy From the DMD-QoL,0,,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable
P341adbd2ff41,10.1212/wnl.0000000000011896,Development of a New Quality of Life Measure for Duchenne Muscular Dystrophy Using Mixed Methods: The DMD-QoL,0,,,assessed,other_funding_only,other_funding_only,none
P0a6a658a2bf6,10.1007/s11136-021-02801-9,The role of response domain and scale label in the quantitative interpretation of patient-reported outcome measure response options,0,,,assessed,other_funding_only,other_funding_only,none
P31ae298aa33f,10.1186/s12955-021-01858-x,Valuing child and adolescent health: a qualitative study on different perspectives and priorities taken by the adult general public,1,W3199922676,2016560,assessed,explicit_euroqol,study_funding,explicit
Pfeb50169c3ad,10.1186/s12955-020-01511-z,Measuring quality of life in Duchenne muscular dystrophy : a systematic review of the content and structural validity of commonly used instruments,0,,,assessed,other_funding_only,other_funding_only,none
P319a919037f5,10.1136/bmjopen-2018-023685,Producing a preference-based quality of life measure for people with Duchenne muscular dystrophy: a mixed-methods study protocol,0,,,assessed,other_funding_only,other_funding_only,none
Pa6cdf9a9c957,10.1007/s11136-022-03304-x,Hypothetical versus experienced health state valuation: a qualitative study of adult general public views and preferences,1,W36422771; W4309896676,2016560; 20190550,assessed,explicit_euroqol,study_funding,explicit
Pf0d96ff25df9,10.1186/s12962-018-0103-1,"Cultural beliefs, utility values, and health technology assessment",0,,,assessed,other_funding_only,other_funding_only,none
