review_scope,name,scale_status,next_action,review_reason,resolution_status,chosen_id,additional_profile_ids_held,chosen_name,orcid,affiliation,member_affiliation,total_works,eq_works,alternatives,project_ids,is_member,cached_profile_path
additional_profile_ids,Min-Joo Woo,ready,use_cached_profile,,ok_via_works,A5028665396,A5101624294;A5024260821;A5083043316;A5053689286;A5100452176,Woo‐Jung Song,0000-0002-4630-9922,,,,4,A5101624294=Jae‐Woo Jung(3 eq); A5024260821=Jae‐Woo Kwon(3 eq); A5083043316=Woo‐Kie Min(2 eq); A5053689286=Woo Kyung Kim(2 eq); A5100452176=Sang Woo Kim(2 eq); A5087392818=Min Woo Woo(1 eq); A5052219459=Cheol Woo Ko(1 eq); A5049488372=Jin-Woo Han(1 eq); A5090604870=Jong‐Min Woo(1 eq); A5043314694=Ro Woo Lee(1 eq); A5089346856=Yu Ri Woo(1 eq); A5033724239=Heung‐Woo Park(1 eq); A5005485828=Kun Woo Park(1 eq); A5100742649=Jae Woo Kim(1 eq); A5102811811=Cheol-Woo Kim(1 eq); A5077513339=Young-Min Ye(1 eq); A5101923707=Joohee Kim(1 eq),2013020,0,artefacts/03_works/A5028665396.json
additional_profile_ids,Pedro Ferreira,ready,use_cached_profile,,ok,A5048178253,A5100602883,Pedro Lopes Ferreira,0000-0002-9448-9542,University of Lisbon,,349,53,A5100602883=João Pedro Ferreira(13 eq),2015110,0,artefacts/03_works/A5048178253.json
additional_profile_ids,Prudence Cheung,ready,use_cached_profile,,ok,A5011025629,A5129501642,Prudence Wing Hang Cheung,0000-0002-3213-7373,University of Hong Kong,,117,32,A5129501642=Prudence Cheung(4 eq),1808-RA,0,artefacts/03_works/A5011025629.json
additional_profile_ids,Stephen Coons,ready,use_cached_profile,,ok,A5052220528,A5109900536,Stephen Joel Coons,0000-0001-7977-5156,Critical Path Institute,,203,47,A5109900536=Stephen Joel Coons(2 eq),2014180,0,artefacts/03_works/A5052220528.json
additional_profile_ids,Sun Sun,ready,use_cached_profile,,ok_via_works,A5081188742,A5101892958,Sun Sun,0000-0001-5948-3025,,Parexel/Umeå University,,10,A5101892958=Sun Wook Kim(2 eq); A5100953230=Kui Sun(1 eq); A5068381333=In‐Sun Kwon(1 eq); A5007163195=Sun‐Seog Kweon(1 eq); A5067331756=Hongpeng Sun(1 eq); A5044140980=Xiaojie Sun(1 eq); A5027471073=Peng-ran Sun(1 eq); A5020991724=Shawn X. Sun(1 eq); A5102019997=Shumei S. Sun(1 eq); A5080077644=Yiyuan Sun(1 eq); A5102936644=Xibin Sun(1 eq); A5100702983=He Sun(1 eq); A5101603075=Yanping Sun(1 eq); A5079581260=Li‐Min Sun(1 eq); A5016760346=Ling Sun(1 eq),1561-RA,1,artefacts/03_works/A5081188742.json
additional_profile_ids,Ulrike Ravens-Sieberer,ready,use_cached_profile,,ok,A5049804622,A5059696988,Ulrike Ravens‐Sieberer,0000-0002-2031-095X,Universität Hamburg,University Medical Center Hamburg-Eppendorf,462,131,A5036898038=U. Ravens-Sieberer(1 eq); A5059696988=Ulrike Ravens Sieberer(2 eq),2016270,1,artefacts/03_works/A5049804622.json
additional_profile_ids,Fan Yang,ready,use_cached_profile,,ok_via_works,A5056976700,A5074244556;A5006311711;A5028809099,Fan Yang,0000-0003-4689-265X,,Analysis Group,,9,A5074244556=Wanting Yang(3 eq); A5006311711=Xiaofei Fan(3 eq); A5028809099=Zhihao Yang(2 eq); A5101540097=Xiao Yang(1 eq); A5072203049=Dazhi Fan(1 eq); A5101640116=Xue Yang(1 eq); A5050065410=Bin Yang(1 eq); A5040528059=Fengyan Fan(1 eq); A5085516779=Lei Yang(1 eq); A5059784345=Yang Cao(1 eq); A5037500856=Li Yang(1 eq); A5100532253=Wenyi Fan(1 eq); A5101040799=Yang-Chih Lin(1 eq); A5112634380=Kuo-Chia Yang(1 eq); A5100397590=Yang Yang(1 eq); A5078136185=Shengnuo Fan(1 eq); A5050534760=Zhao‐hui Yang(1 eq); A5063850097=Yang-Fan Chen(1 eq); A5100719711=Fan Yang(1 eq); A5100591300=Jingzhi Fan(1 eq); A5065665543=Zihao Fan(1 eq); A5040315632=Xiaoang Yang(1 eq); A5111264511=Qiulan Yang(1 eq); A5100712124=Yuying Fan(1 eq); A5023793312=Rong Fan(1 eq); A5059187721=Litao Yang(1 eq),,1,artefacts/03_works/A5056976700.json
additional_profile_ids,Harri Sintonen,ready,use_cached_profile,,ok,A5032927955,A5109039017,Harri Sintonen,0000-0003-1252-0946,University of Helsinki,University of Helsinki/Department of Public Health,488,291,A5109039017=Sintonen Harri(3 eq); A5091222738=H Sintonen(1 eq); A5070129016=Harri Sintonen P x E ivi Vaara(1 eq),,1,artefacts/03_works/A5032927955.json
additional_profile_ids,James Shaw,ready,use_cached_profile,,ok,A5055862397,A5091413872,James W. Shaw,0000-0002-7019-3720,Bristol-Myers Squibb (United States),Takeda Pharmaceuticals,156,45,A5091413872=James Shaw(5 eq),,1,artefacts/03_works/A5055862397.json
additional_profile_ids,Márta Péntek,ready,use_cached_profile,,ok,A5064557440,A5031376763;A5124456882,Márta Péntek,0000-0001-9636-6012,Obuda University,Obuda University,349,125,A5031376763=Márta Péntek(3 eq); A5056245079=M Péntek(1 eq); A5124456882=Márta Péntek(2 eq); A5138970384=Márta Péntek(1 eq),,1,artefacts/03_works/A5064557440.json
additional_profile_ids,Richard Brooks,ready,use_cached_profile,,ok,A5112107099,A5016131855,Richard Brooks,,Guiyang Medical University,Retirement Association,66,22,A5016131855=Richard R. Brooks(2 eq),,1,artefacts/03_works/A5112107099.json
