openalex_id,title,year,publication_date,document_type,document_gate,doi,venue,authors,abstract_status,abstract,funder_id,funder_name,euroqol_award_ids,funding_metadata_signal,requires_fulltext_confirmation,in_pilot_discovery_by_doi,in_pilot_retained_by_doi
W4411746668,The Psychometric Performance of Generic Preference-Based Measures in Informal Carers: A Systematic Review of Validation Studies,2025,2025-06-28,review,candidate_article,10.1007/s40273-025-01509-9,PharmacoEconomics,Jan Faller; V. D. Sokolova; Yared Belete Belay; Gang Chen; Cathrine Mihalopoulos; Brendan Mulhern; Lidia Engel,available,"BACKGROUND AND OBJECTIVE: A growing number of health technology assessment agencies recommend inclusion of informal carer outcomes in health economic evaluations. While generic preference-based measures (GPBMs) are favoured, the evidence regarding their performance in measuring the health-related quality of life of informal carers has not been synthesised. The aim of this systematic review was to synthesise the psychometric evidence of GPBMs in informal carers. METHODS: Following Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines, a literature search (indexed through October 2024) was conducted in CINAHL, PsycInfo, Embase and MEDLINE databases, supplemented with forward and backward citation searches. Publications were included that reported the psychometric performance of GPBMs in informal carers, regardless of care recipients' condition. Narrative synthesis was used to summarise the evidence. Quality of studies was evaluated using the COSMIN risk of bias checklist. International Prospective Register of Systematic Reviews (PROSPERO) registration is CRD42023434651. RESULTS: Twenty-one studies (published between 2001 and 2024) were identified, with nine evaluating multiple GPBMs (head-to-head comparisons). The EQ-5D 3-level (EQ-5D-3L) [n = 9] and EQ-5D 5-level (EQ-5D-5L) [n = 7] were the most frequently evaluated, followed by the Short-form 6-Dimension version 1 (SF-6Dv1) [n = 4], EuroQol Health and Wellbeing Short Form (EQ-HWB-9) [n = 4], Health Utilities Index (HUI) marks 2/3 (n = 3), Health-related Quality of Life Instrument with 8 Items (HINT-8) [n = 1] and Quality of Well Being Self-Administered (QWB-SA) [n = 1]. Studies were conducted in the USA (n = 6), UK (n = 4), China (n = 4), Australia (n = 3), Italy (n = 1), Iran (n = 1) and South Korea (n = 1), including a multi-country study (UK, Germany and France) study (n = 1). Care recipient conditions included carers of unspecified conditions, adults using long-term care, Alzheimer's disease or dementia, autism, cancer, leukaemia, craniofacial malformations, meningitis and multiple sclerosis. The EQ-5D-3L and EQ-5D-5L had evidence of ceiling effects at the index level. The EQ-5D-3L, EQ-5D-5L and EQ-HWB-9 demonstrated at least 'good' (intraclass correlation coefficient > 0.60) test-retest reliability. Known-group validity evidence was available for the EQ-5D-3L, EQ-5D-5L, EQ-HWB-9, HUI3 and SF-6Dv1 where each GPBM was able to discriminate over 60% of the groups (known or exploratory). Convergent validity studies reported that the EQ-5D-3L, EQ-5D-5L, EQ-HWB-9, HUI3, SF-6Dv1 and QWB-SA had moderate correlations with at least one care-specific preference-based measure (Adult Social Care Outcomes Toolkit for Carers [ASCOT-Carer], Care-Related Quality of Life [CarerQol] and Carer Experience Scale [CES]). Responsiveness was evaluated for the EQ-5D-5L, EQ-HWB-9 and SF-6Dv1 where mixed evidence was reported for the two EuroQol instruments, whereas the SF-6Dv1 was not found to be responsive. The studies identified were generally of adequate quality. CONCLUSIONS: Current literature supports the use of GPBMs for informal carers; however, evidence on individual psychometric indicators is still limited. Further research is still needed, preferably involving head-to-head comparison and content validity studies in carers of people with various conditions and across countries that utilise cost-effectiveness evidence in resource allocation decisions, ideally employing longitudinal study designs.",F4320323856,EuroQol Research Foundation,1481-PHD,openalex_funder_relation,1,0,0
W4411994360,A model-based cost-effectiveness analysis of prescribing by dietitians and therapeutic radiographers in England,2025,2025-07-03,article,candidate_article,10.1007/s10198-025-01813-3,The European Journal of Health Economics,Saeideh Babashahi; Nicola Carey; Karen Stenner; Kathryn Hart; Yogini Jani; Judith Edwards; Natalia Hounsome,available,"Non-medical prescribing (NMP) was introduced into the UK healthcare system and other countries to improve patient care and facilitate better access to medicine. However, very few studies have evaluated the cost-effectiveness of the prescribing authorities granted to certain healthcare professional groups. This study aims to evaluate the cost-effectiveness of prescribing by dietitians and therapeutic radiographers in England. A model-based cost-effectiveness analysis was conducted to evaluate the services provided by dietitian and therapeutic radiographer prescribers compared to services delivered by dietitian and therapeutic radiographer non-prescribers in terms of direct and indirect costs and effectiveness outcomes, e.g. quality-adjusted life year (QALY) and patient satisfaction, from the National Health Service (NHS) perspective. Unit costs were obtained from the NHS National Reference Costs 2021-22. Sensitivity analyses were performed to assess the robustness of the model parameters. The mean costs associated with NMP were higher for prescribers than non-prescribers due to training costs and consultation time to manage prescriptions. However, these costs were compensated by higher referrals by non-prescribers to other specialists for prescribing. NMP in either profession was perceived as positive by patients. Differences in QALY were not statistically significant among patients managed by prescribers and non-prescribers for either profession. Results were sensitive to the model assumptions and parameters. Our estimates suggest NMP might save £64,269 over five years per dietitian prescriber and £16,570 per therapeutic radiographer prescriber. Despite uncertainties around the cost-effectiveness of NMP, it may save money with minimal or no changes in quality-of-life outcomes for patients being managed by either profession.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W4412755063,"Nothing about us, without us? A reflection on and call for involving children in the process of valuing child health",2025,2025-07-30,article,candidate_article,10.1007/s10198-025-01823-1,The European Journal of Health Economics,Ava F H Hoogenboom; Vivian Reckers‐Droog; Stefan A. Lipman; Werner Brouwer,available,"A key question in economic evaluation is whose preferences health-related quality of life (HRQoL) values should be based on. This question becomes increasingly prominent and complex when it comes to the evaluation of health interventions aimed at children, as this requires the valuation of child health states. Resulting discussions have focused on whose preferences should be elicited, from what perspective, and how - highlighting important challenges. As opposed to current EQ-5D-Y protocol (i.e., valuation of child health states by adult members of the public), this paper explores the potential involvement of children in the process of valuing child health. We identified arguments for public involvement in healthcare decision-making in the broader literature and examined their relevance to involving children in the health state valuation (HSV) process. Overall, in line with recent empirical findings, the arguments provide a basis for broadly exploring the involvement of children. Given the concerns regarding the direct involvement of children in HSV tasks, we call for a shift of thinking in two ways: children can be involved in the process of coming to HRQoL values in more ways than only HSV tasks, and the focus should move from whether children should be involved in HSV to exploring how they can be involved.",F4320323856,EuroQol Research Foundation,1462-PHD,openalex_funder_relation,1,0,0
W4413301583,"Eliciting and Anchoring Health State Preferences Using Discrete Choice Experiments Among Adults, Adolescents, and Children",2025,2025-08-19,article,candidate_article,10.1007/s40273-025-01530-y,PharmacoEconomics,Shitong Xie; Tianxin Pan; Juan Manuel Ramos-Goñi; Brendan Mulhern; Zhihao Yang; Richard Norman; Nancy Devlin; Feng Xie,unavailable,,F4320323856,EuroQol Research Foundation,1404-RA,openalex_funder_relation,1,0,0
W4410553486,Developing and testing a patient-reported outcome measure for patients with sleep disturbances using EQ-5D and condition-specific bolt-ons: a mixed method study,2025,2025-05-21,article,candidate_article,10.1007/s11136-025-03985-0,Quality of Life Research,Ai-Ping Chua; Aureliano Paolo Finch; Shaffinaz Abd Rahman; Michelle Hidalgo De La Cruz; Emelita Naval Montaniel; K. S. Ravichandran; Nan Luo,unavailable,,F4320323856,EuroQol Research Foundation,1504-RA,openalex_funder_relation,1,0,0
W4411074117,Validity of the EQ-5D-5L for Routine Assessment in Residential Aged Care: Results From a Feasibility Study,2025,2025-06-05,article,candidate_article,10.1016/j.jval.2025.05.012,Value in Health,Lidia Engel; Yared Belete Belay; Tessa Peasgood; Nancy Devlin; Rosalie Viney; Briony Dow; Andrew Simon Gilbert; Frances Batchelor; Brendan Mulhern,available,"OBJECTIVES: To examine the psychometric performance of the EQ-5D-5L in residential aged care and to explore the measurement properties of the EQ-HWB(-S), Adult Social Care Outcomes Toolkit (ASCOT), and Quality-of-Life Aged Care Consumers (QoL-ACC) in a smaller subsample. METHODS: Residents were eligible if consent was provided for 1 of the following: (1) self-reported quality of life (QoL); (2) staff proxy-reported QoL; or (3) family proxy-reported QoL. The EQ-5D-5L was administered first, with a second measure randomly assigned from either the ASCOT, QoL-ACC, or the EQ-HWB. Feasibility, floor and ceiling effects, convergent validity, known-group validity, and interrater reliability were examined. RESULTS: We gathered cross-sectional QoL data from 103 consenting participants through self-report (N = 90), staff proxy report (N = 101), and family proxy report (N = 49). Missing values on the EQ-5D-5L ranged from 1% for staff to 14% for family members. No floor/ceiling effects were detected, and the EQ-5D-5L showed good convergent validity with the QoL-ACC (r = 0.62-0.82). Interrater reliability was good between residents and family (intraclass correlation = 0.84) and excellent between residents and staff (intraclass correlation = 0.96). Only staff-reported EQ-5D-5L scores could discriminate residents by cognitive impairment but all raters could discriminate by dependency levels. Other measures showed minimal missing data, no floor/ceiling effects, and moderate to good interrater reliability. Although most measures could discriminate by dependency level, some did not reach statistical significance. CONCLUSIONS: The EQ-5D-5L showed promising performance and could serve as a potential candidate for implementation in residential aged care. Although this study also provided additional evidence for the EQ-HWB(-S), QoL-ACC, and ASCOT, further validation in larger samples are needed.",F4320323856,EuroQol Research Foundation,EQ 150-RA,openalex_funder_relation,1,0,0
W4414146329,Two years and counting: a prospective cohort study on the scope and severity of post-COVID symptoms across diverse patient groups in the Netherlands—insights from the CORFU study,2025,2025-09-01,article,candidate_article,10.1136/bmjopen-2024-093639,BMJ Open,Dorthe O. Klein; Sophie Waardenburg; Emma B N J Janssen; Marieke S. J. N. Wintjens; Maike Imkamp; Stella C M Heemskerk; Erwin Birnie; Gouke J. Bonsel; Michiel C. Warlé; Lotte M. C. Jacobs; Bea Hemmen; Jeanine Verbunt; Bas C. T. van Bussel; Susanne van Santen; Bas L J H Kietelaer; Gwyneth Jansen; Frederikus A. Klok; Martijn D. de Kruif; Kevin Vernooy; Juanita A. Haagsma; Folkert W. Asselbergs; Marijke Linschoten; Jochen Cals; Hugo Ten Cate; Iwan C.C. van der Horst; Nick Wilmes; Chahinda Ghossein‐Doha; Sander M. J. van Kuijk,available,"IMPORTANCE: Little research has been done on post-COVID symptoms at 24 months postinfection and on the association these may have on health-related quality of life (HRQOL). OBJECTIVE: We assessed the prevalence and severity of post-COVID symptoms and quantified EuroQol 5 Dimension 5 Level (EQ-5D-5L), self-perceived health question (EuroQol Visual Analogue Scale (EQ-VAS)) and health utility scores (HUS) up to 24 months follow-up. DESIGN: The longitudinal multiple cohort CORona Follow-Up (CORFU) study combines seven COVID-19 patient cohorts and a survey among the general public. The participants received questionnaires on several time points. Participants were stratified by: without a known SARS-CoV-2 infection (control group), proven SARS-CoV-2 infection but non-hospitalised, proven SARS-CoV-2 infection hospitalised to the ward, and proven SARS-CoV-2 infection hospitalised to the intensive care unit (ICU). SETTING: In this study, data of seven COVID-19 patient cohorts and a survey among the general public are included. PARTICIPANTS: Former COVID-19 patients and controls participated in this cohort study. MAIN OUTCOMES AND MEASURES: Former COVID-19 patients and non-COVID-19 controls were sent questionnaires on symptoms associated with post-COVID condition. The CORFU questionnaire included 14 symptom questions on post-COVID condition using a five-level Likert-scale format. Furthermore, HRQOL was quantified using the EuroQol EQ-5D-5L questionnaire: EQ-VAS and the EQ-5D-5L utility score. The EQ-5D-5L questionnaire includes five domains that are scored on a five-point Likert scale: mobility, self-care, usual activities, pain/discomfort and anxiety/depression. RESULTS: A total of 901 participants (and 434 controls) responded at 24 months follow-up. In all former COVID-19 patients, the presence of post-COVID condition at 24 months was observed in 62 (42.5%, 95% CI 34.3% to 50.9%) of the non-hospitalised patients, 333 (65.0%, 95% CI 60.7% to 69.2%) of the hospitalised ward patients and 156 (63.2%, 95% CI 56.8% to 69.2%) of the ICU patients, respectively (p<0.001). The most common symptoms included fatigue, sleep problems, muscle weakness/pain and breathing issues, with hospitalised participants reporting most often having symptoms. Multiple post-COVID symptoms were significantly associated with EQ-5D-5L measures. The mean and SD of the EQ-VAS were 71.6 (17.9), 70.0 (17.3) and 71.4 (17.5) for non-hospitalised, ward and ICU participants, respectively, and 75.6 (17.7) for the controls (p<0.001). The HUS resulted in 0.81 (0.20), 0.77 (0.19) and 0.79 (0.22) for non-hospitalised, hospitalised ward and ICU participants, respectively, and 0.84 (0.19) for the control group (CG) (p<0.001). CONCLUSIONS: Many former COVID-19 patients experience post-COVID symptoms at 24 months follow-up, with the highest prevalence in hospitalised participants. Also, former patients reported a lower HRQOL. TRIAL REGISTRATION NUMBER: The CORFU study was registered at clinicaltrials.gov (registration number NCT05240742).",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W4414480137,"Comparing Psychometric Properties of 6 of the 5-Level and 3-Level EQ-5D Bolt-Ons in a Large, Multinational, Longitudinal General Population Sample",2025,2025-09-24,article,candidate_article,10.1016/j.jval.2025.09.009,Value in Health,Sarah Dewilde; Mathieu F. Janssen; Glenn Phillips; Brendan Mulhern; Fanni Rencz,available,"OBJECTIVES: This study systematically compared the psychometric properties of 6 of the 5-level and 3-level EQ-5D bolt-ons (vision, breathing, tiredness, sleep, social relationships, and self-confidence). METHODS: Population Norms Study (POP-UP) is a longitudinal survey collecting general population data from United States, Canada, United Kingdom, Italy, Spain, Germany, the Netherlands, and Belgium. Respondents entered demographics and health conditions data and completed the EQ-5D-5L/3L with bolt-ons, Myasthenia Gravis Activities of Daily Living (MG-ADL), and Health Utility Index-3 (HUI-3). Psychometric properties included ceiling/floor, informativity, divergent and convergent validity, reliability, known-groups validity, and responsiveness. RESULTS: A total of 9,758 respondents completed the survey in 2021, and 4,839 respondents in 2023. The 5-level bolt-ons reduced ceiling effects by 35% and floor effects by 55% compared with the 3-level, with the largest reductions for vision and sleep (42%/57%) and the smallest for breathing (29%/44%). Informativity was higher for the 5-level bolt-ons (3%-11%) than 3-level (2%-9%), except for breathing (-2%). Most bolt-ons showed weak to moderate correlations with EQ-5D dimensions, except for social relationships, which correlated strongly with anxiety/depression (r = 0.61). Both measures showed strong convergent validity for breathing (5-level r = 0.68; 3-level r = 0.66) and lower for vision (5-level r = 0.37; 3-level r = 0.32). EQ-5D + 5-level and EQ-5D-5L + 3-level bolt-ons had excellent reliability (Intraclass Correlation Coefficients = 0.92-0.97). Adding bolt-ons did not significantly improve known-groups validity, except for breathing (relative efficiency EQ-5D + 5-level = 1.12; EQ-5D-5L + 3-level = 1.10). The 5-level bolt-ons improved responsiveness, detecting 47.1% more improvements and 55.7% more worsening over time. CONCLUSIONS: All 6 of the 5-level EQ-5D bolt-ons outperformed the 3-level bolt-ons by reducing ceiling and floor, enhancing informativity, demonstrating divergent validity, and improving responsiveness.",F4320323856,EuroQol Research Foundation,1601-RA,openalex_funder_relation,1,0,0
W4414802248,Psychometric Properties of Cognition Bolt-Ons for the EQ-5D-3L and EQ-5D-5L: A Systematic Review,2025,2025-10-04,review,candidate_article,10.1016/j.jval.2025.09.3053,Value in Health,Fanni Rencz; Stevanus Pangestu; Brendan Mulhern; Aureliano Paolo Finch; Mathieu F. Janssen,unavailable,,F4320323856,EuroQol Research Foundation,1700-RA,openalex_funder_relation,1,0,0
W4415664584,"Do EQ-5D-Y-3L value sets have common properties, and how do they compare to EQ-5D-5L value sets?",2025,2025-10-29,article,candidate_article,10.1007/s10198-025-01852-w,The European Journal of Health Economics,Bram Roudijk; Tianxin Pan; Jan Abel Olsen; Nancy Devlin,available,"BACKGROUND: Since the introduction of the EQ-5D-Y-3L valuation protocol, a considerable number of EQ-5D-Y-3L value sets have been published. This provides an opportunity to explore the differences and similarities between EQ-5D-Y-3L value sets across countries, and their similarity to their EQ-5D-5L counterparts. METHODS: EQ-5D-Y-3L value set publications for 11 countries identified key methodological, sampling and value set characteristics. Similarity between value sets was assessed using kernel density plots and other key characteristics. Preference patterns between groups of value sets were explored. EQ-5D-Y-3L value set properties were compared with those of EQ-5D-5L value sets from the same country. RESULTS: All EQ-5D-Y-3L valuation studies used the same DCE design. Six studies used expanded health state designs in the composite Time Trade Off. Analytical strategies differed between studies. Values for state 33333 ranged from - 0.691 (Slovenia) to 0.289 (Japan); the number of negative values ranged from 0 to 21%. Pain/discomfort level 3 received the largest weight in all EQ-5D-Y-3L studies, while self-care level 3 received the smallest weight in 8 out of 11 studies. Similarities were found between European value sets, and between Asian value sets. Value sets for Australia and Brazil had similar scale lengths as the Asian value sets, but differed in other ways. DISCUSSION: Although substantial differences were observed between EQ-5D-Y-3L value sets (e.g. regarding the length of the value scale), striking similarities between them existed (e.g. pain/discomfort consistently received the largest weight). Comparing EQ-5D-Y-3L value sets to EQ-5D-5L values generally suggests less willingness to trade life years for life quality for children.",F4320323856,EuroQol Research Foundation,EQ-1497-RA,openalex_funder_relation,1,0,0
W4416008055,Feasibility of Routine Quality-of-Life Measurement in Residential Aged Care: Results from a Pilot Study in Australia,2025,2025-11-07,article,candidate_article,10.1007/s40271-025-00787-x,Patient,Lidia Engel; Nancy Devlin; Briony Dow; Andrew Simon Gilbert; Brendan Mulhern; Tessa Peasgood; Rosalie Viney; Frances Batchelor,available,"OBJECTIVE: This study presents findings from a pilot study that aimed to examine the feasibility of routine measurement of quality of life in residential aged care, including the examination of barriers to and facilitators of collecting and using that data to improve quality of care. METHODS: This study was conducted at two not-for-profit residential aged care facilities in Melbourne, VIC, Australia. All residents were eligible to participate if consent was provided. Self-reported quality-of-life data were collected from residents, alongside proxy-reported data from aged care staff and relatives, primarily using the EQ-5D-5L in addition to a randomly assigned second measure (i.e. The Adult Social Care Outcomes Toolkit [ASCOT], Quality of Life-Aged Care Consumers [QOL-ACC], EQ Health and Wellbeing Instrument [EQ-HWB]). Feasibility was assessed in terms of missing data, residents' level of engagement and understanding, and difficulty experienced by staff and relatives in providing proxy reports. Perceived facilitators and barriers were identified via qualitative interviewers with staff who collected the data. RESULTS: From 103 consenting participants, we gathered quality-of-life data through self-report (n = 90), staff proxy-report (n = 101) and family proxy-report (n = 49). Most residents (94%) were able to respond to the EQ-5D-5L questions and residents' level of engagement was rated by staff as good. Only a few missing values (0-10%) were recorded for the EQ-5D-5L. Qualitative findings indicate that while quality-of-life data collection has benefits, barriers include time pressures, residents being too unwell to self-report, staff uncertainty about responding on their behalf and issues with the measure itself. CONCLUSIONS: While it is feasible to routinely collect quality-of-life data in residential aged care, addressing the barriers identified will optimise the efficiency of the process and maximise the use of data to guide quality improvement strategies.",F4320323856,EuroQol Research Foundation,150-RA,openalex_funder_relation,1,0,0
W4416337963,Multinational stakeholder engagement to inform future development and refinement of the EuroQol toddler and infant populations (EQ-TIPS),2025,2025-11-18,article,candidate_article,10.1007/s10198-025-01865-5,The European Journal of Health Economics,Janine Verstraete; Simone Schieskow; Jennifer Jelsma; Michael Herdman; B. M. Morrow; Kim Dalziel; E. Bidgood,available,"BACKGROUND: The EQ-TIPS (v2.0) is an experimental instrument to measure and value the HRQoL in children aged 0-3 years. This study consulted experts and caregivers to (a) review the instrument's wording and content for global relevance; (b) assess the need for additional dimensions; (c) identify potential challenges in measuring HRQoL in young children. METHODS: Participants included 26 HRQoL experts, 28 child health and development experts, and 65 caregivers of young children, recruited through snowballing and international networks. Participants completed online surveys, with analyses involving thematic assessment of open-ended responses and frequency reporting of closed-ended responses. RESULTS: EQ-TIPS v2.0 was positively received with participants recognising its potential value in clinical practice, health research and policymaking. There was limited consensus amongst experts regarding the use of the term 'age-appropriate' within the EQ-TIPS dimensions. Concern was highlighted regarding the perceived overlap between social interaction and communication; and whether in their currently worded forms they are distinct enough to warrant being separate dimensions. Furthermore, respondents questioned whether the dimensions are sensitive enough to account for the nuances of a child's abilities across the age range. It was suggested that introducing examples across all dimensions would decrease this subjectivity of proxy reporting and reduce the global differences in perceptions of dimensions. Additional dimensions suggested for further investigation at the multinational level were sleep and emotional functioning. CONCLUSION: Further multinational development of the EQ-TIPS will be guided by expert and caregiver input, with proposed descriptive system modifications to be qualitatively tested in subsequent research.",F4320323856,EuroQol Research Foundation,EQ 365 -RA,openalex_funder_relation,1,0,0
W4413384914,Comparing Adolescent and Adult Preferences for EQ-5D-Y-3L Health States in Hong Kong,2025,2025-08-21,article,candidate_article,10.1016/j.jval.2025.08.005,Value in Health,Kailu Wang; Oliver Rivero‐Arias; Annie Wai-Ling Cheung; A Wong; Eng‐Kiong Yeoh; Eliza Lai‐Yi Wong,unavailable,,F4320323856,EuroQol Research Foundation,1302-RA,openalex_funder_relation,1,0,0
W4416291582,Performance of the Experimental EuroQol Toddler and Infant Populations (EQ-TIPS) and PedsQL in Infants and Toddlers with a Health Condition,2025,2025-11-17,article,candidate_article,10.36469/001c.145813,Journal of health economics and outcomes research,Janine Verstraete; Marco Zampoli; Alan Davidson; Marc Hendricks; Helder De Quintal; Yasmin Goga; Jo M. Wilmshurst; Alvin Ndondo; Gillian Riordan; Ronalda De Lacy; Mignon McCulloch; D.S. Reddy; Lasse Herdien,available,"Background: Health-related quality of life measurement in infants and toddlers is increasingly important, but generic preference-weighted instruments lack evidence. This study compared the experimental EuroQol Toddler and Infant Populations (EQ-TIPS) and PedsQL in children 0 to 4 years. Methods: EQ-TIPS-3L v2.0 and PedsQL response distributions were compared by frequency. Item and dimension/summary score associations were computed using Pearson and intra-class correlation coefficient. Age and severity groups (EQ VAS ≥80) were compared with Mann-Whitney U tests. Results: = .001). The EQ-TIPS-3L had the highest problems with eating (27%-31%) and pain (23%-25%) across age groups, with minimal missing data (≤1%). Younger children most frequently had problems with PedsQL: ""tired"" (54%), ""resting a lot"" (52%), ""crying or fussing when left alone"" (61%) and ""difficulty soothing when upset"" (51%). Older children's main problems were ""hurts or aches"" (54%), ""afraid or scared"" (53%), ""sad or blue"" (50%), ""angry"" (64%) and ""missing school"" (56%-65%). All 3 of the PedsQL school items had missing data for older children (27%-30%). Hypothesized item correlations were reached for 30 of 35 and 11 of 12 items in the younger and older groups, respectively. EQ-TIPS-3L LSS showed moderate to strong correlations with all PedsQL scores except for cognitive (0-24 months) and school functioning (2-4 years). Both measures significantly differentiated by severity groups (EQ VAS ≥80) but not by age group. Conclusion: Both measures showed similar response distributions despite different time frames and response scales. EQ-TIPS-3L eating and pain reported high problems, with eating strongly associated only with PedsQL physical symptoms. The 2- to 4-year PedsQL version had many missing school functioning items; the 13- to 24-month PedsQL may suit older 2- to 4-year-olds better. Low association between PedsQL cognitive functioning and EQ-TIPS-3L suggests further research is needed on this potentially missing construct.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W2884223801,"Patients on levothyroxine replacement in the community: association between hypothyroidism symptoms, co-morbidities and their quality of life",2018,2018-06-21,article,candidate_article,10.1093/fampra/cmy064,Family Practice,Ngiap Chuan Tan; Rong Quan Chew; Reena Chandhini Subramanian; Usha Sankari; Yi Ling Eileen Koh; Li Wei Cho,available,"INTRODUCTION: Patients may be symptomatic, resulting in lower quality of life (QOL), despite L-thyroxine (LT4) therapy for hypothyroidism or having normal thyroid function. We hypothesized that their clinical symptoms of hypothyroidism and co-morbidities were associated with QOL. OBJECTIVE: The study aimed to determine the association between the hypothyroid-related symptoms of Asian patients on LT4 treatment, their co-morbidities and their QOL. METHOD: A questionnaire survey was conducted from November 2015 to July 2016 on consecutive multi-ethnic Asian patients on LT4 treatment for their hypothyroidism in a public primary care clinic in Singapore. Data on their demography, clinical symptoms, morbidity status, QOL scores based on the EQ5D instrument and thyroid function tests were computed and analysed, including logistic regression analysis to identify factors associated with lower QOL. RESULTS: Complete data of 226 Asian patients (79.0% women; 74.2% Chinese, 10.0% Malay, 13.1% Indian and 2.6% other minority groups; median age 57 years; 27.5% had previous thyroid surgery) were analysed. Their QOL was not associated with their socio-demographic profiles, clinical parameters and latest thyroid-stimulating hormone and free thyroxine levels. Patients reporting weight gain, dry or coarse skin, leg swelling, feeling weak and carpal tunnel syndrome had significantly lower QOL; 53.6% of them with any single symptom had lower QOL. More patients had lower QOL if they had two or more symptoms and multiple medical conditions. CONCLUSION: In Asian patients with hypothyroidism, weight gain, feeling tired, feeling weak, having dry or coarse skin, leg swelling and increased number of co-morbidities and symptoms were significantly associated with poorer QOL.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W2782005785,Lifestyle-related attitudes: do they explain self-rated health and life-satisfaction?,2018,2018-01-04,article,candidate_article,10.1007/s11136-017-1774-3,Quality of Life Research,A. Simon Pickard; Yash J. Jalundhwala; Helen Bewsher; Lisa K. Sharp; Surrey M. Walton; Glen T. Schumock; Rachel Caskey,unavailable,,F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W2905800541,Can time heal all wounds? An empirical assessment of adaptation to functional limitations in an older population,2018,2018-12-26,article,candidate_article,10.1016/j.socscimed.2018.12.028,Social Science & Medicine,Anne de Hond; Pieter Bakx; Matthijs Versteegh,available,"Chronic diseases and functional limitations may have serious and persistent consequences for one's quality of life (QoL). Over time, however, their negative impact on QoL may diminish because of adaptation. Understanding how much people adapt helps to correctly separate the effects attributable to interventions from those arising from adaptation and thus facilitates a better estimation of the effects of disease and treatment on QoL. To date, however, there is little empirical evidence on adaptation in older populations. In particular, it is unclear to which extent dimensions of QoL like health and overall experience with life are influenced by adaptation. This paper studies adaptation to functional limitations in 5000 respondents of the Survey of Health, Ageing and Retirement in Europe (SHARE) who develop disabilities during the span of the 5 waves of data collection between 2004 and 2015. To examine the association between time since the onset of functional limitations and self-perceived health and life satisfaction, a fixed effects ordered logit model is used. We found evidence supporting adaptation in life satisfaction, corresponding to a return to pre-onset levels of life satisfaction. Also in the self-perceived health dimension, adaptation does occur, but it does not occur fast enough to offset the negative changes in underlying health. This means that observational studies that measure one of these two outcome measures should be aware that part or all of the effects found are due to adaptation.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W2808480981,Impact of mapped EQ-5D utilities on cost-effectiveness analysis: in the case of dialysis treatments,2018,2018-06-14,article,candidate_article,10.1007/s10198-018-0987-x,The European Journal of Health Economics,Fan Yang; Nancy Devlin; Nan Luo,available,"OBJECTIVES: This study aimed to evaluate the performance of EQ-5D data mapped from SF-12 in terms of estimating cost effectiveness in cost-utility analysis (CUA). The comparability of SF-6D (derived from SF-12) was also assessed. METHODS: Incremental quality-adjusted life years (QALYs) and incremental cost-effectiveness ratios (ICERs) were calculated based on two Markov models assessing the cost effectiveness of haemodialysis (HD) and peritoneal dialysis (PD) using utility values based on EQ-5D-5L, EQ-5D using three direct-mapping algorithms and two response-mapping algorithms (mEQ-5D), and SF-6D. Bootstrap method was used to estimate the 95% confidence interval (percentile method) of incremental QALYs and ICERs with 1000 replications for the utilities. RESULTS: In both models, compared to the observed EQ-5D values, mEQ-5D values expressed much lower incremental QALYs (range - 14.9 to - 33.2%) and much higher ICERs (range 17.5 to 49.7%). SF-6D also estimated lower incremental QALYs (- 29.0 and - 14.9%) and higher ICERs (40.9 and 17.5%) than did the observed EQ-5D. The 95% confidence interval of incremental QALYs and ICERs confirmed the lower incremental QALYs and higher ICERs estimated using mEQ-5D and SF-6D. CONCLUSION: Compared to observed EQ-5D, EQ-5D mapped from SF-12 and SF-6D would under-estimate the QALYs gained in cost-utility analysis and thus lead to higher ICERs. It would be more sensible to conduct CUA studies using directly collected EQ-5D data and to designate one single preference-based measure as reference case in a jurisdiction to achieve consistency in healthcare decision-making.",F4320323856,EuroQol Research Foundation,20170450,openalex_funder_relation,1,0,0
W2620023117,Valuing EQ-5D-5L health states ‘in context’ using a discrete choice experiment,2017,2017-05-31,article,candidate_article,10.1007/s10198-017-0905-7,The European Journal of Health Economics,Amanda Cole; Koonal Shah; Brendan Mulhern; Yan Feng; Nancy Devlin,unavailable,,F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W2257756882,How different are composite and traditional TTO valuations of severe EQ-5D-5L states?,2016,2016-02-13,article,candidate_article,10.1007/s11136-016-1242-5,Quality of Life Research,Feng Xie; Eleanor Pullenayegum; Kathy Gaebel; Nick Bansback; Stirling Bryan; Arto Öhinmaa; Lise Poissant; Jeffrey Johnson,unavailable,,F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
