record_id	source_record_id	paper_id	article_path	article_sha256	article_bytes	xml_path	xml_sha256	xml_bytes	coverage_reason	metadata_path	metadata_sha256	input_path	input_sha256	input_bytes	task_sha256	ontology_sha256	vocabulary_sha256	normalization_registry_sha256	normalization_aliases_sha256	metadata_repair	work_id	project_ids	pdf_path	pdf_sha256	pdf_bytes	metadata_source_paths	metadata_enrichment
V2-P053	G053	10.1007/s12311-024-01657-2	corpus/349-RA/doi_10.1007_s12311-024-01657-2.md	ba3549249f6cd84bf6aea4d81fd2cf43e6024a192e0c9ede4d0451c2ffb36a93	64795	input/projects/349-RA/papers/doi_10.1007_s12311-024-01657-2.xml	d029d75e937db21cdff3a68256c2396eea25d5313d16cec76016baf6776485c2	136457	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P053.json	2ed9677f7734532b93ca6a99e594b1cebdf2c37f34eb8fb2e776138e8522f6b2	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P053.md	b20addf631345bf28d9e925df5983b0e7150ef866336222c16b886ca910963ea	114767	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P054	G054	10.1007/s40271-024-00708-4	corpus/304-PHD/doi_10.1007_s40271-024-00708-4.md	88a8fbfa8c75bcf902b77e17a48a32df69935d546d0db120706f518d4569bf76	53929	input/projects/304-PHD/papers/doi_10.1007_s40271-024-00708-4.xml	012ed970044d1a6ebd382dca9671722067f86c0e8cacc3cf605058a166509c3a	81290	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P054.json	013190e827d2e993f2501ddc01e2e566237d8ff68d323974e1a38c4c8f45b970	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P054.md	60de4a56af3db9427130331091b3fdc10186e5bf183190ee731a608f0776c425	100654	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P055	G055	10.1007/s40271-025-00749-3	corpus/1559-RA/doi_10.1007_s40271-025-00749-3.md	9b7d8c90c5ec3545b24746ae62fa16778a3e6e71881d4d2579a9100f9586e981	56703	input/projects/1559-RA/papers/doi_10.1007_s40271-025-00749-3.xml	d4780eff97f947e21d29b348313d6374e6c51434b0aa93471d30b45f78177f22	95817	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P055.json	eccf6b28d7d810f355d97ccecf16e74d0c8cf3fa219d0bcb3d2e9159ea0ccf5b	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P055.md	d621266e0b8dab8ae49803fffe5a8e5879665a6ea524cb093cc64a92e83dab91	103974	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P056	G056	10.1007/s40273-021-01100-y	corpus/20180130/doi_10.1007_s40273-021-01100-y.md	06530b94e4e1d06f6722be7b04dff4bddc1770ac22632530caa38a12f6bc002e	97000	input/projects/20180130/papers/doi_10.1007_s40273-021-01100-y.xml	73118fd045e08db3406618a11410914b5bf9be004a5eaa97f1b6c67d08222c4b	179684	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P056.json	c15f6c9983597327399bddbd5aadd0b0a8a23a0748e8685a6aae20d4d85bd01d	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P056.md	e949d9a2a5129832b0bf74b8c85ed3f80e03f47d1654fb124ae7fb07e79cb14c	144586	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P057	G057	10.1007/s40273-023-01330-2	corpus/330-PHD/doi_10.1007_s40273-023-01330-2.md	e3f4d0bd6f863263d5ebbd6d686f2c609c332258f6ab3ec7adf43a6456b827db	107588	input/projects/330-PHD/papers/doi_10.1007_s40273-023-01330-2.xml	8b6a711e67e55615414e2fd9b93d9a9a9b54ec4bf98c1b2058ff01adb71b09d7	173833	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P057.json	5bac431f30b64f1e6cfefbd4e12d77f813a2fa6e6a6a375c029c8988f4d25ae7	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P057.md	0ad3debf079ee275b72e4406b06f201adab6c84ce41e99115fe9786be496d22b	159716	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P058	G058	10.1007/s40273-025-01509-9	corpus/1481-PHD/doi_10.1007_s40273-025-01509-9.md	65bc5d505dd76602e7ef66d79eac4d25c762181392e8ac0d7446177fb4c82590	113841	input/projects/1481-PHD/papers/doi_10.1007_s40273-025-01509-9.xml	f37c5f0e585874113a536406297b8e13842c8fb953a0a102a4114fcd4e7d5889	214719	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P058.json	146878ccb6228257d0087789115174839729b245f1b4c30ca94a283c11ac8002	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P058.md	fd8fadeade336db6aff16d33eaee6ab3cbe3f33662eed5914a0338dd632fa364	165463	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P059	G059	10.1007/s40273-025-01550-8	corpus/1711-RA/doi_10.1007_s40273-025-01550-8.md	7e7d228cbf926fd058f42de14bfa6bb3c6ce8e9d347ce53de6a3941b5e947ba0	111094	input/projects/1711-RA/papers/doi_10.1007_s40273-025-01550-8.xml	0fca0fc65d5aae9ed9ab59a4634579bfecdaf7b569fe0b4e4809913dda2eded5	184334	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P059.json	04b36a8a7b6949c6930d0cbcaf7f72ed878cd0b8abeac9ad611812bd476313a9	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P059.md	29746b65d73d02bf1edebfc6a192b8a1708b889634598680893d35fd306cb135	160443	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P060	G060	10.1136/bmjopen-2023-077256	corpus/304-PHD/doi_10.1136_bmjopen-2023-077256.md	cec51b4b9a428e0f544c14391873d8e6205951570ac55ebcf88f886f2563cb36	39142	input/projects/304-PHD/papers/doi_10.1136_bmjopen-2023-077256.xml	bdf0ee6cff8e5fdcab70ea6a6166873e62ba67ffc8df94e41175558aa450bd92	73230	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P060.json	7f5e2f5c0d32d701014c1e2484f826d5e115146a30f8884a0e2226020e0dfa90	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P060.md	ffa522c63ffe55d01a8d6a852272dd98aa404cf9cfc7b8e9efb3057f6eda60c9	87461	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P061	G061	10.1136/bmjopen-2023-080985	corpus/430-RA/doi_10.1136_bmjopen-2023-080985.md	9da33a2c9d5182904310ba8421187b04b9ca00a6cc6609d3e9a6208e0df43d31	48266	input/projects/430-RA/papers/doi_10.1136_bmjopen-2023-080985.xml	19c4a892aff6046e1261bb7d07a7b2f32c1362cdd5970da6d4f8ac7fb665148b	101631	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P061.json	48e3648cd406eda853c295adf02f6d22b7caa06dd8074c317eee51239bc5bc59	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P061.md	21d50a7671b857c92edd1ad9271b1ce64db9bc531ebeff8d2652ce4d4848f268	97645	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P062	G062	10.1136/bmjopen-2025-100897	corpus/1850-RA/doi_10.1136_bmjopen-2025-100897.md	f83ed58dfff092519efdabb2f3834c61508af16a0b7b7a77e0ef08e51413eed1	42479	input/projects/1850-RA/papers/doi_10.1136_bmjopen-2025-100897.xml	8a5693ae4af751df9825b0ca1a5a50fefeafd569da1323793ac1c2949d1cd554	74758	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P062.json	0e281b5552b138b56b125839b397f236a3eaa6ae99751ea1fd55fa295ca24e55	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P062.md	4565beb5f30be57334dd01b5dfab42d6fca49848bede14553c19c6b8fccf4ebf	91100	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P063	G063	10.1177/0272989x20969686	corpus/20170210/doi_10.1177_0272989x20969686.md	3ae3da8629d8b0716d2e0a96569796b3bf81b1eb5c5c13fe54038d2d46676d99	65568	input/projects/20170210/papers/doi_10.1177_0272989x20969686.xml	1ca4ad33d75839fc283c962dcfaec8ab22ba280d7bd021e690e4a318ba7d01c3	114266	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P063.json	063547d1c95210c035393af5b8f1f98b48d81ca66a32727ebc51e78cea733536	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P063.md	e02b184e5e8de3e737b3d3e190a0414ab5de2551b429bbeb818c44cba07d1048	113513	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P064	G064	10.1177/0272989x21999607	corpus/2016630/doi_10.1177_0272989x21999607.md	9ee05786bda8d047709bc7b040d12f9010e2f83d3c9f88e77a5b4400ba2e55aa	65644	input/projects/2016630/papers/doi_10.1177_0272989x21999607.xml	77c681afc831d47e80699f1d8c1b4f3c984101af91b0f6a974b8fc7e7bcf0aa7	136237	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P064.json	c207eeb0526b1c16c167881f0bc0e5bff1699b0786fef1ebb4bc0003f0d82716	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P064.md	b1bd09990c183a81f1f58dab8bdb5364ded1bb9bef2d563c02d2011bca37943c	114852	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P065	G065	10.1186/s12955-020-01404-1	corpus/2016160/doi_10.1186_s12955-020-01404-1.md	e95e448f220b05571514ab297cb0c7046edde258265ef4bb7a98cea6863475c8	77418	input/projects/2016160/papers/doi_10.1186_s12955-020-01404-1.xml	fee6b3d20e6cbff9f8bb3f277f00b84d575b64c5314cb98eae15dad3a813e376	149052	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P065.json	eb965f0d68f738ba6e112d1330938c9e31efa2815b10f0d7b58a7749ecb27787	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P065.md	f7eb8dabfadba4824eaad7338fe8f33ccfcc499f6109e510c466f69843a550c4	126404	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P066	G066	10.1186/s12955-021-01719-7	corpus/2015200/doi_10.1186_s12955-021-01719-7.md	4c6b2739bc907147316f2fe0db47f10f23607ce62818c8a55f6d2eb25e0d3be8	87701	input/projects/2015200/papers/doi_10.1186_s12955-021-01719-7.xml	9646c84da3962cf7385fdf62185fc46bbd44fa22a7f35c95a7d73b3227c5dbf2	156264	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P066.json	af0af82a88c23246625cab379613eece5aae842a436a86f5f3efa36a21f3ba4c	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P066.md	925d8ae1e7e5f39796bb92973ac1780786470f2bef9d7632b6741fd2042f8db6	134464	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P067	G067	10.1186/s12955-021-01858-x	corpus/2016560/doi_10.1186_s12955-021-01858-x.md	08519c1f5be91b597b47451f27a19129ea958d51efb1170f7d6f75e765d00bd0	74048	input/projects/2016560/papers/doi_10.1186_s12955-021-01858-x.xml	502f4ad0b74e38e9bed2b01e0763627773ce7de60b1ccc97ae57fa3c5a2061ab	120432	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P067.json	3f10b9a3499f8f126f47da0a45e6d846bad36d5f12b82aa03f60ddaea7b09a6a	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P067.md	c7d63c3bce2f2b64f0a02eee19ee4e1917ae9febbf0b1ea2b1505728dee91f96	121747	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P068	G068	10.1186/s12955-021-01889-4	corpus/20180140/doi_10.1186_s12955-021-01889-4.md	79e8843b7da9d11963e6465e2931cf1f29ee6212992869587471b41ad81271ec	79549	input/projects/20180140/papers/doi_10.1186_s12955-021-01889-4.xml	391d5a4709420294b9327dd92a89a63bad287380e31d3ba17e15bc73b2c6859d	135369	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P068.json	3bd3f332f2a3f4a1664f7e704c1653488409c185b5fe07a7c8e81dbf78f83c5c	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P068.md	aa868c1f3c7b5d34df162237b338db0e6e94d90213923844774f6a9f5bfbf748	130257	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P069	G069	10.1186/s12955-022-02083-w	corpus/20180770/doi_10.1186_s12955-022-02083-w.md	433c19b4233623ebee107171a139f4a803ed9ad41f54ad87c609cb809daf46ee	60251	input/projects/20180770/papers/doi_10.1186_s12955-022-02083-w.xml	1fc64e0aa34d1d6280420ab3849178eb96ee0de785143bd628a49832d375af77	117438	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P069.json	d479cfb5f89da61130cdd0b853ff560cd9d6beeb007a4c3f7dcad09977b77c03	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P069.md	ff52fcebe8f9944b04196ad9d100f129ae31ebe71420d3fe35a0c2d0063a4b3e	108791	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P070	G070	10.1186/s12955-024-02266-7	corpus/341-RA/doi_10.1186_s12955-024-02266-7.md	fc29e562638e700d12dcdb40596879f0dde16b982ea6e0f13fce2dc1d2d341ff	123881	input/projects/341-RA/papers/doi_10.1186_s12955-024-02266-7.xml	ec2dae9b852f0e2fd38c042c76d355207d7d9e0c9723e5d0d5640daee1b816f5	335889	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P070.json	f98fb186370661c5cdd6aae9037e3ebb2aabb985a68184df0fdeb2d60cb6483a	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P070.md	2e1981c6e0eacca651b0bff6a010e41725891dd8ee00841700ddd2327f239168	172095	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P071	G071	10.1186/s12955-026-02478-z	corpus/1592-RA/doi_10.1186_s12955-026-02478-z.md	9b84ec7d957694e16c11b3fef240125edd1ba91c39748357b4e619d9ba85bac7	52777	input/projects/1592-RA/papers/doi_10.1186_s12955-026-02478-z.xml	55cdfe0b41935ecfec27c4f68d0a12376e71d6fc9839658541876e4f9c257c88	110466	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P071.json	8d903ce293ccd5de827f76ede07ff1daf28f8d5598f9da1e527a2f69bd6f4a49	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P071.md	398d94ea8dccb65e084bb5bda8e5b710d841a4b7bb9f0761e61b347536a33bbe	101492	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P072	G072	10.1186/s12955-026-02521-z	corpus/1599-RA/doi_10.1186_s12955-026-02521-z.md	fe11c740a375b5f94ab2d8feb4f98d90e4e189546cd02cb2a19182ab627ad1b9	109181	input/projects/1599-RA/papers/doi_10.1186_s12955-026-02521-z.xml	c48debce3442c3ec97a59362172314c7e8f71c5abf4931323d256aece53c2300	165962	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P072.json	46e53048fe561807bd08b46a99f722300b572df5099cb0318d5cf686bd28526a	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P072.md	1dca7ac3fadc4d71ef2d7d5b7c39956140b89b79ef37378903b8602f9843a853	157345	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P073	G073	10.1186/s41687-020-00247-0	corpus/2015270/doi_10.1186_s41687-020-00247-0.md	7bfec7fa02d0ba808551e364d34f9dd66ad90c7e24f96aeffaad11f62b5accf2	52427	input/projects/2015270/papers/doi_10.1186_s41687-020-00247-0.xml	e9d46e5a7326c9bf795400f36dce13a2a766f1ff87227194cf2fd904c3e16fd1	88318	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P073.json	7f9696e8a6fbd85a9830f3d66497ce471b46769e3acd35fe9efc9d962981147b	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P073.md	f7fd55de8fa832c99894f5f5c9c0148f312125f2c367c57c5dba28d217b3904c	98580	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P074	G074	10.1371/journal.pone.0190111	corpus/2014150/doi_10.1371_journal.pone.0190111.md	182c324a2c4d3d2468b4262417fdb74d55fc9a9ffe465f0fc094070b9cf52df7	40553	input/projects/2014150/papers/doi_10.1371_journal.pone.0190111.xml	6af35e67e8c86f2542f745dcd9c853172fe851f3af1f427872be9878f4373d9c	84718	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P074.json	98dc60e654c2e62afc32ca4dd1481ae9374b6496316ae6c9c77e8c0581083ecc	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P074.md	ace177b57d58957657cafa08cefb1dee3b1433b4a6b4f09cf61fcee13d0bd49b	93682	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
