record_id	paper_id	work_id	project_ids	article_path	article_sha256	article_bytes	pdf_path	pdf_sha256	pdf_bytes	metadata_source_paths	coverage_reason	metadata_path	metadata_sha256	input_path	input_sha256	input_bytes	task_sha256	ontology_sha256	vocabulary_sha256	normalization_registry_sha256	normalization_aliases_sha256	metadata_enrichment
PDF-P022	10.1016/j.jval.2022.05.013	doi:10.1016/j.jval.2022.05.013	214-RA	corpus/214-RA/doi_10.1016_j.jval.2022.05.013.md	68f86d1c54aeaf345786a24a823b39d4e9717ed32b613d6baeda45a843575a23	68677	input/projects/214-RA/papers/doi_10.1016_j.jval.2022.05.013.pdf	9edaee91ab68700bd7ce906ebb10631ba30b0dea4abe53d015e43f6de00b797b	1034532	input/projects/214-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P022.json	7cbd9eba42847d6aa5badbdf6b0caf151d4a8d3cf7520577597c562781206cd2	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P022.md	9383acf5bc07db71d7b16e338ddedb1d926924be9ab7d2c0b0a7717f36bbfbc4	112480	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P023	10.1016/j.jval.2023.03.003	doi:10.1016/j.jval.2023.03.003	20191020	corpus/20191020/doi_10.1016_j.jval.2023.03.003.md	67deb63f93590aeee2b2203ee42c6029d70ada8e8a9cf7ddab696c7850e09f84	29516	input/projects/20191020/papers/doi_10.1016_j.jval.2023.03.003.pdf	d607e18dbb28be92a9ea87708a6ad73ae26b1008084318cdf6a36b0668eb103c	613615	input/projects/20191020/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P023.json	b58a749746bdc296673945f373cd52a9e572a2535470263f45ea567177a4903a	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P023.md	71370cce0929a50fdd59b59d1c3358d3ecd8b0220cfdebcd21693dcc331cc1ec	74994	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P024	10.1016/j.jval.2024.01.005	doi:10.1016/j.jval.2024.01.005	1588-RA	corpus/1588-RA/doi_10.1016_j.jval.2024.01.005.md	37627a12c220c8f49c7ed40861177a47db979f408e282f9d553a660c13be3f1c	57032	input/projects/1588-RA/papers/doi_10.1016_j.jval.2024.01.005.pdf	7ce0eb63f4f3bf1423136ee7bb0df2482c3f599714111e5748cab80bd3102d34	825695	input/projects/1588-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P024.json	2d4a7a7d4ca04afc1619ec0227728ec18d379857d273b230b408cbc2342e2e25	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P024.md	68031752e791deac56b28d695eeaaec5cf2f6d06654051eb5109ea83166eb90b	102040	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P025	10.1016/j.jval.2024.03.002	doi:10.1016/j.jval.2024.03.002	1514-RA	corpus/1514-RA/doi_10.1016_j.jval.2024.03.002.md	192533ff1cb4728d310d51e7160fa938496bc6592b33a5df55f1e7695d81f68e	58853	input/projects/1514-RA/papers/doi_10.1016_j.jval.2024.03.002.pdf	2cc73a337f6813ebde245856d49d94b644f405b5a14fe4649ec8fbf26e193f78	572440	input/projects/1514-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P025.json	45e160017103e0f259b6845b270aa187b0eb7aea56cf894516c0b93afd9114f8	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P025.md	3335fdce333c2d53787aa4e048c8f8e4bee8fff751cfd2926c30ede001e414c7	103299	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P026	10.1016/j.jval.2024.03.2195	doi:10.1016/j.jval.2024.03.2195	458-RA	corpus/458-RA/doi_10.1016_j.jval.2024.03.2195.md	6209d8dded7735fc7081afebba43ffdedd7895f85723da7db1bac1a03d4e9a0e	62557	input/projects/458-RA/papers/doi_10.1016_j.jval.2024.03.2195.pdf	543cc0993d06b36bbd3c1c84ec198440bce1961af400efbfc11056e7727123c9	1091041	input/projects/458-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P026.json	7320c80698ef56031503d448e19f45243766e9780d83807c56acc6598bb96550	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P026.md	30a672643f4c8aca501061fe8e089dc044eb649a01a96357fd25b1a62ea9ecef	106392	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P027	10.1016/j.jval.2024.05.007	doi:10.1016/j.jval.2024.05.007	1455-RA	corpus/1455-RA/doi_10.1016_j.jval.2024.05.007.md	6d7aa9b749c563dd443b40275d646d9f0f98fcd864a04ce447098abab5a8eee2	51401	input/projects/1455-RA/papers/doi_10.1016_j.jval.2024.05.007.pdf	f173fabb549b4bfa3ec8de2af210b103b1c1b07f200f52173fa81aa25880ee9c	912584	input/projects/1455-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P027.json	9d1b4f461683595e8095b904461ee6dcabc24beae035fb6b00dbcacfe258c7a5	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P027.md	f96e2bc607e23126e0b98c674d6a070f7b435d028bbc255b13a79b73f76a3e47	95519	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P028	10.1016/j.jval.2024.05.016	doi:10.1016/j.jval.2024.05.016	341-RA	corpus/341-RA/doi_10.1016_j.jval.2024.05.016.md	66cdfa22e763af937b03f919ff2b0fdccff97e5962820aff1dd83da2bb3b7026	48932	input/projects/341-RA/papers/doi_10.1016_j.jval.2024.05.016.pdf	285fb9f61514267c4d3cca9b961a73782007c86c9f8b40530ebb259c4086dbcf	1126954	input/projects/341-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P028.json	c513de6825f2214c49d6bad20d3e655b7a3e578faaf6cb75b1d8bc69b21593ee	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P028.md	c039dcc2933d8bd04d15a24aab84addfe52067d46fb387ccb987bf4555540400	93385	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P029	10.1016/j.jval.2024.06.018	doi:10.1016/j.jval.2024.06.018	20170640	corpus/20170640/doi_10.1016_j.jval.2024.06.018.md	3b266ce5d0d69523ea97d24f9d6bcfef47891e411af31cc49fb96d2ff30f80a1	45311	input/projects/20170640/papers/doi_10.1016_j.jval.2024.06.018.pdf	3bc28bf879fce1cae422785875900a21016b34ad42791e0688ffe7b2b5d13572	736734	input/projects/20170640/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P029.json	b57096484fa3ccc252fa02cd2c0719313c66f2b8d277149090b251ecb4f55088	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P029.md	aaa269ecbdb5d4a2f41967217c3daf0b9726c98397c7962701990b7e39db4e7e	89386	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P030	10.1016/j.jval.2024.11.006	doi:10.1016/j.jval.2024.11.006	20170610	corpus/20170610/doi_10.1016_j.jval.2024.11.006.md	226a64693f748560df0e416dc83f0dd03fea71488c07318cced7f1df852b3163	38501	input/projects/20170610/papers/doi_10.1016_j.jval.2024.11.006.pdf	5254b1b0bf05804f014ce1358b186c96e939c24a17e99fab1b3de3304d0c7c5b	766882	input/projects/20170610/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P030.json	0e654ab1f5276886bfb662cbe462783f6321f600c53452b85e834597fa8f2a7d	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P030.md	9fb9acb6dd315f6c00c3b4014e1119ce8b978357692c948f5be6a7d1ced5f790	83529	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	AUTHOR_ORDER_REVIEW
PDF-P031	10.1016/j.jval.2024.12.003	doi:10.1016/j.jval.2024.12.003	1644-RA	corpus/1644-RA/doi_10.1016_j.jval.2024.12.003.md	aa5c1be36626c1f1e13625fa61d8b8d3001d05c588a050d47e7a01f5b3c5aec6	64837	input/projects/1644-RA/papers/doi_10.1016_j.jval.2024.12.003.pdf	6b65e620f0f77f4151a7c4b9e3cc568288ea8d4e212ce3a7f62b2c46c42c618d	498554	input/projects/1644-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P031.json	29d916a566e5baba740d7ae50e0ef5b6f50277687327bdb1b067ea10e394ffbd	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P031.md	688fc06e85ce74edc582a337d16f7d7cf8bddcb88ce09bb29d3dd098008aa975	109902	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P032	10.1016/j.jval.2025.01.003	doi:10.1016/j.jval.2025.01.003	1465-VS	corpus/1465-VS/doi_10.1016_j.jval.2025.01.003.md	37ccb77205cef29e4ef6bd9d4a0d1dc67122dfd3de927232b2b06587f14758a4	57211	input/projects/1465-VS/papers/doi_10.1016_j.jval.2025.01.003.pdf	647a8362131ba907e7b58e3253cda0086b4c624ae6dd5d632ee93ed48f1ae248	1003770	input/projects/1465-VS/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P032.json	4cb6d2ca5b263416760dd8df7f9ffda78e16c0274c791eea0526c1c93395d574	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P032.md	7c33f06a08280bce4c46e07985ab4f7ecb0f3990e626f3486ffccde303509ef8	103349	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P033	10.1016/j.jval.2025.01.020	doi:10.1016/j.jval.2025.01.020	409-RA	corpus/409-RA/doi_10.1016_j.jval.2025.01.020.md	f64a28716bb900331aaee268a0035099120bc9f77f4e61a6cfd7d227adf00806	51720	input/projects/409-RA/papers/doi_10.1016_j.jval.2025.01.020.pdf	fc78c819ceb348c0c8dabf8690fcf3d59a79a79d0790ae4e8b032ed17e883ecd	651856	input/projects/409-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P033.json	de890657e293a0a157876e5932580cdb2bd19dd10d4a4d7131fd75091abc8dc0	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P033.md	cbb274941df7cc4a2859a083a8ea52106df734f55b6740d708d516bae999eaee	96165	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P034	10.1016/j.jval.2025.02.001	doi:10.1016/j.jval.2025.02.001	345-PHD	corpus/345-PHD/doi_10.1016_j.jval.2025.02.001.md	d4e1d9ff2fd915288bfdfc8a4fb0aa520d50e98e381d662d6f121d9ac9d359eb	53744	input/projects/345-PHD/papers/doi_10.1016_j.jval.2025.02.001.pdf	aec9b59ddec11b76985476adf782330a802a75ef46409da593abcc960c37b2fc	2041556	input/projects/345-PHD/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P034.json	90bf61ed653b359d97cc484eb6001b0aecae1441f4dd90561560fea226a49b03	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P034.md	1e46b820c866eb3edb02303e93c27e265bc7b72079e4e6aac24f17492eb2ca40	100441	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P035	10.1016/j.jval.2025.04.2160	doi:10.1016/j.jval.2025.04.2160	1676-RA	corpus/1676-RA/doi_10.1016_j.jval.2025.04.2160.md	2eb0383937a6282b4c1f8b531a5cf6651b3c90ba67e4650d2a4cf8cfbef8cbac	68166	input/projects/1676-RA/papers/doi_10.1016_j.jval.2025.04.2160.pdf	647c8cb2b65d9de45b87db8940871be7430e36ad59633c6f3cfa25bba417b424	1277890	input/projects/1676-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P035.json	7cc982edf7bd0bd71270f9ce9f41fe29ed0f39e7ea8b644318c776da5fbbc3c6	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P035.md	e77d4dda8f5106382d2ca25a135796fe9f89d26625e29b2ce4d5c944c82c102b	112371	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P036	10.1016/j.jval.2025.04.2161	doi:10.1016/j.jval.2025.04.2161	330-PHD	corpus/330-PHD/doi_10.1016_j.jval.2025.04.2161.md	2e143ad7ba68d7f9206f31566ac726bd7eae252caab661b7a80ce65c568aec5e	54333	input/projects/330-PHD/papers/doi_10.1016_j.jval.2025.04.2161.pdf	0b4c691696e6d2b0cd9c48612deecc4d9e12f0f93d6057bc1257269385450ffa	1558669	input/projects/330-PHD/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P036.json	94b8347ea1da92fc9dc117a28655f55dd44dd9265abd9d9a7aa9b7686cb0d6d0	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P036.md	a891fde1b7f7eec0227d88fe6644a661ab25b575c2c2854fb0d23cf73ffaa348	99113	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P037	10.1016/j.jval.2025.04.2168	doi:10.1016/j.jval.2025.04.2168	1566-RA	corpus/1566-RA/doi_10.1016_j.jval.2025.04.2168.md	39a462877193364d34b785cb4e380a1820be8c1a3737e25e786d15d1de1cf7b1	49661	input/projects/1566-RA/papers/doi_10.1016_j.jval.2025.04.2168.pdf	9a48f92a09b7aa56be430eae352197274719158246f9f53c73035d5d38c406a0	1090814	input/projects/1566-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P037.json	fee0957ee5ea35f841b740feb2b9fae2d811c7059b4befca7e6280ebc01d028a	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P037.md	6c360fd2b5608f6cf3919ce4a4af8c270adb617c9dfd58f664fae58a1655415b	94090	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P038	10.1016/j.jval.2025.05.013	doi:10.1016/j.jval.2025.05.013	1559-RA	corpus/1559-RA/doi_10.1016_j.jval.2025.05.013.md	4009d66b97d88e55521a4712d7f66b2533748cc8e0bb274b391e4b9e74c5bc2d	58968	input/projects/1559-RA/papers/doi_10.1016_j.jval.2025.05.013.pdf	b75bc284181da365e6aefa880690c27bdf3a9b45c35ab0b55ed17f333d250990	757052	input/projects/1559-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P038.json	08af0380e144c8ba03ff4332c306da62cc264d9656b274d84737c4b487b4cbda	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P038.md	f7875d5a62c7efa50fed1fa18ce775eab57a82fb7db021b83a6870cd8c404f58	103362	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P039	10.1016/j.jval.2025.05.014	doi:10.1016/j.jval.2025.05.014	1606-RA	corpus/1606-RA/doi_10.1016_j.jval.2025.05.014.md	265bff5dad0ed996c395ba8e203e7fe0be80ad5c35bba26b922d1174a76fd885	50403	input/projects/1606-RA/papers/doi_10.1016_j.jval.2025.05.014.pdf	f018f929e6198c032f178f8c64b9d785bbef7a51dd76ec733623f0b5d87a6e13	1414836	input/projects/1606-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P039.json	302682edf89f226d717e271ef16877d2b1d807ae8b91a1cd1bf8c313768e2528	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P039.md	b8359df333992da1a7751cc7f368e205ec63342bd2616a3068aaf02fd0f4141b	94817	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P040	10.1016/j.jval.2025.05.015	doi:10.1016/j.jval.2025.05.015	1700-RA	corpus/1700-RA/doi_10.1016_j.jval.2025.05.015.md	d1d0f58743ef221cb0105176d52d16f464399e51a7a0616671816a2aff825940	77128	input/projects/1700-RA/papers/doi_10.1016_j.jval.2025.05.015.pdf	8141faf74fb6d9abcbe1be6a107009b6298c27a31c240bec8b2651f96e901007	1112364	input/projects/1700-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P040.json	2424eedbaf5df05f437c3491c5d56bc4ec4ea6fc3576d91d9e367737dc5b25af	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P040.md	a02b85dba67001394abd44b1098bfe6df198217f3284ae8300e5789cc3a60806	121856	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P041	10.1016/j.jval.2025.07.016	doi:10.1016/j.jval.2025.07.016	1404-RA	corpus/1404-RA/doi_10.1016_j.jval.2025.07.016.md	ab90d3ed430aa45486f26bb5a51be289f0039f7037afdb103b94fc27bdddb77c	65349	input/projects/1404-RA/papers/doi_10.1016_j.jval.2025.07.016.pdf	2d9560d5af4f563a9bd48498d9485f23496b76bc4e2bdad1a095aa97a29a4e72	3751647	input/projects/1404-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P041.json	d990c03dca525c393c2a39ecd97b4aa77859aec4ffd79d2e4f4438b79e350221	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P041.md	8ba4e32507efb59ba73a0a52d24ed37e7e166cfbb15ecc0fabee1df66817fa6f	111254	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	AUTHOR_ORDER_REVIEW
PDF-P042	10.1016/j.jval.2025.09.009	doi:10.1016/j.jval.2025.09.009	1601-RA	corpus/1601-RA/doi_10.1016_j.jval.2025.09.009.md	cca5c575b674d9866684368c4dbfb0b5505c95e5796a9942582089610143e983	60786	input/projects/1601-RA/papers/doi_10.1016_j.jval.2025.09.009.pdf	84c2b63dea8289adf9222527643a44d0dd6e72438d47f1668c2185c81599c8b4	2299823	input/projects/1601-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P042.json	03d49489abd1015b0156db5e6f2e07d0e5c4055fec105eb853c3d6986f27101b	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P042.md	0ef2f5c972e74d42b55df1d8566f7cd4526509f096a60361300a9394c9d8e10e	105546	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
