entity_type	source_label	source_record_ids	decision	proposed_registry_id	canonical_label	parent_registry_id	variant_kind	language_code	jurisdiction	version	source_identifier	scope	aliases	note
Method	DCE with duration	V2-P104;V2-P142;V2-P168	AMBIGUOUS											Duplicate registry identities must be merged before aliasing.
Method	Delta method	V2-P101;V2-P157	ADD_GLOBAL	method:delta-method	Delta method							GLOBAL	Delta method	New stable identity supported by the source.
Method	Discrete choice experiment (DCE) without duration	V2-P001;V2-P075;V2-P149	ADD_GLOBAL	method:dce-without-duration	DCE without duration	method:dce	METHOD_VARIANT					GLOBAL	Discrete choice experiment (DCE) without duration	New stable identity supported by the source.
Method	discrete-choice experiment (DCE)	V2-P124;V2-P133;V2-P141	ALIAS_EXISTING	method:dce	DCE							GLOBAL	discrete-choice experiment (DCE)	Exact semantic alias of the reviewed identity.
Method	discrete-choice experiments (DCEs)	V2-P026;V2-P056	ALIAS_EXISTING	method:dce	DCE							GLOBAL	discrete-choice experiments (DCEs)	Exact semantic alias of the reviewed identity.
Method	feedback module	V2-P026;V2-P056;V2-P088;V2-P097;V2-P109;V2-P140;V2-P143;V2-P175	ALIAS_EXISTING	method:feedback-module-for-c-tto-tasks	feedback module for C-TTO tasks							GLOBAL	feedback module	Exact semantic alias of the reviewed identity.
Method	Fisher's exact test	V2-P031;V2-P037;V2-P072;V2-P105;V2-P201;V2-P208	ADD_GLOBAL	method:fisher-exact-test	Fisher's exact test							GLOBAL	Fisher's exact test	New stable identity supported by the source.
Method	Glass' Δ effect size	V2-P031;V2-P153	ALIAS_EXISTING	method:glass-delta	Glass’s delta	method:standardized-effect-size	METHOD_VARIANT					GLOBAL	Glass' Δ effect size	Exact semantic alias of the reviewed identity.
Method	Gwet's agreement coefficient (Gwet's AC)	V2-P090;V2-P197	ALIAS_EXISTING	method:gwet-agreement-coefficient	Gwet agreement coefficient							GLOBAL	Gwet's agreement coefficient (Gwet's AC)	Exact semantic alias of the reviewed identity.
Method	kaizen task	V2-P054;V2-P060	ADD_GLOBAL	method:kaizen-task	Kaizen task							GLOBAL	kaizen task	New stable identity supported by the source.
Method	lead-time TTO	V2-P038;V2-P081;V2-P128;V2-P133;V2-P143	ADD_GLOBAL	method:lead-time-tto	Lead-time TTO	method:tto	METHOD_VARIANT					GLOBAL	lead-time TTO	New stable identity supported by the source.
Method	Level sum score (LSS)	V2-P031;V2-P035;V2-P205;V2-P209	TYPE_REPAIR	scoring:level-sum-score	Level sum score							GLOBAL	Level sum score (LSS)	Repair to ProductUse or ScoringUse.
Method	Mann Whitney U test	V2-P065;V2-P177;V2-P179	ALIAS_EXISTING	method:mann-whitney-u-test	Mann-Whitney U test							GLOBAL	Mann Whitney U test	Exact semantic alias of the reviewed identity.
Method	Mann–Whitney U-test	V2-P176;V2-P205	ALIAS_EXISTING	method:mann-whitney-u-test	Mann-Whitney U test							GLOBAL	Mann–Whitney U-test	Exact semantic alias of the reviewed identity.
Method	maximum likelihood estimation	V2-P077;V2-P158	ALIAS_EXISTING	method:maximum-likelihood	Maximum-likelihood estimation							GLOBAL	maximum likelihood estimation	Exact semantic alias of the reviewed identity.
Method	McNemar test	V2-P068;V2-P175;V2-P181	ALIAS_EXISTING	method:mcnemars-test-for-paired-proportions	McNemar’s test for paired proportions							GLOBAL	McNemar test	Exact semantic alias of the reviewed identity.
Method	McNemar's test	V2-P040;V2-P112	ALIAS_EXISTING	method:mcnemars-test-for-paired-proportions	McNemar’s test for paired proportions							GLOBAL	McNemar's test	Exact semantic alias of the reviewed identity.
Method	multi-stratified quota sampling based on age, sex, and geographical distribution	V2-P026;V2-P056	AMBIGUOUS											The label needs source review before it can become a shared identity.
Method	Non-response analysis	V2-P017;V2-P201	ADD_GLOBAL	method:non-response-analysis	Non-response analysis							GLOBAL	Non-response analysis	New stable identity supported by the source.
Method	One-way analysis of variance (ANOVA)	V2-P125;V2-P176	ALIAS_EXISTING	method:analysis-of-variance	Analysis of variance							GLOBAL	One-way analysis of variance (ANOVA)	Exact semantic alias of the reviewed identity.
Method	One-way ANOVA	V2-P008;V2-P043;V2-P046;V2-P201;V2-P208	ALIAS_EXISTING	method:analysis-of-variance	Analysis of variance							GLOBAL	One-way ANOVA	Exact semantic alias of the reviewed identity.
Method	Online elicitation of Personal Utility Functions (OPUF)	V2-P024;V2-P157	ADD_GLOBAL	method:online-personal-utility-function-elicitation	Online Personal Utility Function elicitation							GLOBAL	Online elicitation of Personal Utility Functions (OPUF)	New stable identity supported by the source.
Method	Online elicitation of Personal Utility Functions (OPUF) approach	V2-P003	ALIAS_EXISTING	method:online-personal-utility-function-elicitation	Online Personal Utility Function elicitation							GLOBAL	Online elicitation of Personal Utility Functions (OPUF) approach	Exact semantic alias of the reviewed identity.
Method	paired comparisons	V2-P019;V2-P163	ALIAS_EXISTING	method:paired-comparison	Paired comparison							GLOBAL	paired comparisons	Exact semantic alias of the reviewed identity.
Method	Pearson correlation	V2-P008;V2-P054;V2-P163	ALIAS_EXISTING	method:pearson-correlation	Pearson correlation coefficient							GLOBAL	Pearson correlation	Exact semantic alias of the reviewed identity.
Method	Pearson's correlations	V2-P115;V2-P169	ALIAS_EXISTING	method:pearson-correlation	Pearson correlation coefficient							GLOBAL	Pearson's correlations	Exact semantic alias of the reviewed identity.
Method	Person Trade-Off (PTO)	V2-P076	ALIAS_EXISTING	method:pto	PTO							GLOBAL	Person Trade-Off (PTO)	Exact semantic alias of the reviewed identity.
Method	Purposive sampling	V2-P018;V2-P028;V2-P191	ADD_GLOBAL	method:purposive-sampling	Purposive sampling							GLOBAL	Purposive sampling	New stable identity supported by the source.
Method	purposive sampling	V2-P147;V2-P162	ALIAS_EXISTING	method:purposive-sampling	Purposive sampling							GLOBAL	purposive sampling	Exact semantic alias of the reviewed identity.
Method	rescaling of DCE coefficients using the rescaling parameter of the TTO model estimations	V2-P026;V2-P056	ADD_GLOBAL	method:dce-tto-rescaling	DCE-TTO rescaling							GLOBAL	rescaling of DCE coefficients using the rescaling parameter of the TTO model estimations	New stable identity supported by the source.
Method	semi-structured interviews	V2-P131	ALIAS_EXISTING	method:semi-structured-interview	Semi-structured interview	method:interview	METHOD_VARIANT					GLOBAL	semi-structured interviews	Exact semantic alias of the reviewed identity.
Method	Shannon Evenness Index (J′)	V2-P008;V2-P043;V2-P112	ALIAS_EXISTING	method:shannons-evenness-index-j	Shannon’s Evenness Index (J’)							GLOBAL	Shannon Evenness Index (J′)	Exact semantic alias of the reviewed identity.
Method	Shannon Index (H′)	V2-P008;V2-P043;V2-P112	ALIAS_EXISTING	method:shannons-index-h	Shannon’s Index (H’)							GLOBAL	Shannon Index (H′)	Exact semantic alias of the reviewed identity.
Method	Snowball sampling	V2-P018;V2-P049;V2-P153;V2-P168	ADD_GLOBAL	method:snowball-sampling	Snowball sampling							GLOBAL	Snowball sampling	New stable identity supported by the source.
Method	Spearman correlation	V2-P081;V2-P163	ALIAS_EXISTING	method:spearman-rank-correlation	Spearman's rank correlation							GLOBAL	Spearman correlation	Exact semantic alias of the reviewed identity.
Method	Spearman rank correlation coefficient	V2-P044;V2-P177;V2-P179;V2-P181	ALIAS_EXISTING	method:spearman-rank-correlation	Spearman's rank correlation							GLOBAL	Spearman rank correlation coefficient	Exact semantic alias of the reviewed identity.
Method	Spearman's correlation	V2-P037;V2-P057	ALIAS_EXISTING	method:spearman-rank-correlation	Spearman's rank correlation							GLOBAL	Spearman's correlation	Exact semantic alias of the reviewed identity.
Method	Spearman's correlation coefficient	V2-P123;V2-P205	ALIAS_EXISTING	method:spearman-rank-correlation	Spearman's rank correlation							GLOBAL	Spearman's correlation coefficient	Exact semantic alias of the reviewed identity.
Method	Spearman's correlation coefficients	V2-P052;V2-P112	ALIAS_EXISTING	method:spearman-rank-correlation	Spearman's rank correlation							GLOBAL	Spearman's correlation coefficients	Exact semantic alias of the reviewed identity.
Method	Spearman's correlations	V2-P119;V2-P169	ALIAS_EXISTING	method:spearman-rank-correlation	Spearman's rank correlation							GLOBAL	Spearman's correlations	Exact semantic alias of the reviewed identity.
Method	Spearman's rank correlation coefficient	V2-P003;V2-P195	ALIAS_EXISTING	method:spearman-rank-correlation	Spearman's rank correlation							GLOBAL	Spearman's rank correlation coefficient	Exact semantic alias of the reviewed identity.
Method	Spearman's rank correlation coefficients	V2-P042;V2-P046;V2-P117	ALIAS_EXISTING	method:spearman-rank-correlation	Spearman's rank correlation							GLOBAL	Spearman's rank correlation coefficients	Exact semantic alias of the reviewed identity.
Method	three-stage probability sampling procedure stratified by region and settlement size	V2-P088;V2-P184	ADD_GLOBAL	method:three-stage-probability-sampling	Three-stage probability sampling							GLOBAL	three-stage probability sampling procedure stratified by region and settlement size	New stable identity supported by the source.
Method	Time tradeoff (TTO)	V2-P063;V2-P171	ALIAS_EXISTING	method:tto	TTO							GLOBAL	Time tradeoff (TTO)	Exact semantic alias of the reviewed identity.
Method	Two-sample t-test	V2-P031;V2-P072	ALIAS_EXISTING	method:independent-t-test	Independent t-test	method:t-test	METHOD_VARIANT					GLOBAL	Two-sample t-test	Exact semantic alias of the reviewed identity.
Method	Welch's t-test	V2-P190;V2-P195	ALIAS_EXISTING	method:welch-t-test	Welch t-test	method:t-test	METHOD_VARIANT					GLOBAL	Welch's t-test	Exact semantic alias of the reviewed identity.
Method	Wilcoxon rank-sum test	V2-P174;V2-P198	ALIAS_EXISTING	method:mann-whitney-u-test	Mann-Whitney U test							GLOBAL	Wilcoxon rank-sum test	Exact semantic alias of the reviewed identity.
Method	χ2 test	V2-P011;V2-P063	ALIAS_EXISTING	method:chi-square-test	Chi-square test							GLOBAL	χ2 test	Exact semantic alias of the reviewed identity.
Model	conditional logit model for DCE data	V2-P069;V2-P140	ALIAS_EXISTING	model:conditional-logit	Conditional logit model							GLOBAL	conditional logit model for DCE data	Exact semantic alias of the reviewed identity.
Model	heteroscedastic conditional logit model	V2-P101;V2-P124	ALIAS_EXISTING	model:heteroskedastic-conditional-logit	Heteroskedastic conditional logit model	model:conditional-logit	MODEL_VARIANT					GLOBAL	heteroscedastic conditional logit model	Exact semantic alias of the reviewed identity.
Model	hybrid heteroskedastic Tobit model	V2-P070;V2-P159	ADD_GLOBAL	model:hybrid-heteroskedastic-tobit-model	hybrid heteroskedastic Tobit model							GLOBAL	hybrid heteroskedastic Tobit model	New stable identity supported by the source.
Model	hybrid model	V2-P070;V2-P159;V2-P172	ALIAS_EXISTING	model:hybrid-model	Standard hybrid model							GLOBAL	hybrid model	Exact semantic alias of the reviewed identity.
Model	hybrid Tobit model	V2-P070;V2-P159	ADD_GLOBAL	model:hybrid-tobit-model	hybrid Tobit model							GLOBAL	hybrid Tobit model	New stable identity supported by the source.
Model	mixed-logit model	V2-P146;V2-P152	ALIAS_EXISTING	model:mixed-logit	Mixed logit model							GLOBAL	mixed-logit model	Exact semantic alias of the reviewed identity.
Model	Model 2: GLS Tobit (random effect, censored at − 1)	V2-P026;V2-P056	ADD_GLOBAL	model:model-2-gls-tobit-random-effect-censored-at-1	Model 2: GLS Tobit (random effect, censored at − 1)							GLOBAL	Model 2: GLS Tobit (random effect, censored at − 1)	New stable identity supported by the source.
Model	Model 9: Hybrid heteroskedastic model (heteroskedasticity, conditional logit model)	V2-P026;V2-P056	ALIAS_EXISTING	model:conditional-logit	Conditional logit model							GLOBAL	Model 9: Hybrid heteroskedastic model (heteroskedasticity, conditional logit model)	Exact semantic alias of the reviewed identity.
Model	Multinomial logistic regression	V2-P020;V2-P207	ADD_GLOBAL	model:multinomial-logistic-regression	Multinomial logistic regression							GLOBAL	Multinomial logistic regression	New stable identity supported by the source.
Model	Random-parameter models (eg, mixed logit)	V2-P062;V2-P167	ALIAS_EXISTING	model:mixed-logit	Mixed logit model							GLOBAL	Random-parameter models (eg, mixed logit)	Exact semantic alias of the reviewed identity.
Model	Scale-adjusted latent-class models	V2-P062;V2-P167	ADD_GLOBAL	model:scale-adjusted-latent-class-models	Scale-adjusted latent-class models							GLOBAL	Scale-adjusted latent-class models	New stable identity supported by the source.
Product	2005 US EQ-5D-3L value set (Shaw et al., MVH protocol; n = 4048; range −0.109, 1)	V2-P008	ALIAS_EXISTING	product:eq-5d-3l-us	United States EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		US	3L	10.1177/0272989X18802797	GLOBAL	2005 US EQ-5D-3L value set (Shaw et al., MVH protocol; n = 4048; range −0.109, 1)	Exact semantic alias of the reviewed identity.
Product	2016 EQ-5D-3L value set for Trinidad and Tobago	V2-P070	ADD_GLOBAL	product:eq-5d-3l-tt	Trinidad and Tobago EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		TT			GLOBAL	2016 EQ-5D-3L value set for Trinidad and Tobago	New stable identity supported by the source.
Product	2016 US EQ-5D-5L value set (Craig & Rand)	V2-P167	ALIAS_EXISTING	product:eq-5d-5l-us	United States EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		US	5L	10.1177/0272989X18802797	GLOBAL	2016 US EQ-5D-5L value set (Craig & Rand)	Exact semantic alias of the reviewed identity.
Product	2019 US EQ-5D-5L value set (Pickard et al., composite time trade-off; n = 1134; range −0.573, 1)	V2-P008	ALIAS_EXISTING	product:eq-5d-5l-us	United States EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		US	5L	10.1177/0272989X18802797	GLOBAL	2019 US EQ-5D-5L value set (Pickard et al., composite time trade-off; n = 1134; range −0.573, 1)	Exact semantic alias of the reviewed identity.
Product	A value set for the EQ-5D-Y-3L in the Netherlands	V2-P092	ADD_GLOBAL	product:eq-5d-y-3l-nl	Netherlands EQ-5D-Y-3L value set	instrument:eq-5d-y-3l	PRODUCT_VERSION		NL			GLOBAL	A value set for the EQ-5D-Y-3L in the Netherlands	New stable identity supported by the source.
Product	adult EQ-5D-3 L United Kingdom (Dolan) tariff	V2-P178	ALIAS_EXISTING	product:eq-5d-3l-gb	United Kingdom EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		GB	3L	10.1097/00005650-199711000-00002	GLOBAL	adult EQ-5D-3 L United Kingdom (Dolan) tariff	Exact semantic alias of the reviewed identity.
Product	An Australian value set for the EQ-5D-Y-3L	V2-P092	ADD_GLOBAL	product:eq-5d-y-3l-au	Australian EQ-5D-Y-3L value set	instrument:eq-5d-y-3l	PRODUCT_VERSION		AU			GLOBAL	An Australian value set for the EQ-5D-Y-3L	New stable identity supported by the source.
Product	An EQ-5D-5L value set for Belgium	V2-P092	ADD_GLOBAL	product:eq-5d-5l-be	Belgian EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		BE			GLOBAL	An EQ-5D-5L value set for Belgium	New stable identity supported by the source.
Product	An EQ-5D-Y-3L Value Set for Belgium	V2-P092	ADD_GLOBAL	product:eq-5d-y-3l-be	Belgian EQ-5D-Y-3L value set	instrument:eq-5d-y-3l	PRODUCT_VERSION		BE			GLOBAL	An EQ-5D-Y-3L Value Set for Belgium	New stable identity supported by the source.
Product	Australian EQ-5D-5L value set	V2-P142	ADD_GLOBAL	product:eq-5d-5l-au-2013	Australian EQ-5D-5L value set (2013)	instrument:eq-5d-5l	PRODUCT_VERSION		AU	2013		GLOBAL	Australian EQ-5D-5L value set	New stable identity supported by the source.
Product	Belgian EQ-5D-3L value set (social preference valuation set for EQ-5D health states in Flanders, Belgium)	V2-P158	ADD_GLOBAL	product:eq-5d-3l-be	Belgian EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		BE			GLOBAL	Belgian EQ-5D-3L value set (social preference valuation set for EQ-5D health states in Flanders, Belgium)	New stable identity supported by the source.
Product	Brazilian EQ-5D-3L value set	V2-P152	ADD_GLOBAL	product:eq-5d-3l-br	Brazilian EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		BR			GLOBAL	Brazilian EQ-5D-3L value set	New stable identity supported by the source.
Product	Canada EQ-5D-3L value set	V2-P144	ALIAS_EXISTING	product:eq-5d-3l-ca	Canadian EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		CA	3L	10.1371/journal.pone.0031115	GLOBAL	Canada EQ-5D-3L value set	Exact semantic alias of the reviewed identity.
Product	Canada EQ-5D-5L value set	V2-P144	ALIAS_EXISTING	product:eq-5d-5l-ca	Canadian EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		CA	5L	10.1097/MLR.0000000000000447	GLOBAL	Canada EQ-5D-5L value set	Exact semantic alias of the reviewed identity.
Product	Canadian EQ-5D-5L value set (Xie et al., time trade-off derived value set for Canada)	V2-P186	ALIAS_EXISTING	product:eq-5d-5l-ca	Canadian EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		CA	5L	10.1097/MLR.0000000000000447	GLOBAL	Canadian EQ-5D-5L value set (Xie et al., time trade-off derived value set for Canada)	Exact semantic alias of the reviewed identity.
Product	China EQ-5D-3L value set	V2-P144	ALIAS_EXISTING	product:eq-5d-3l-cn	Chinese EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		CN	3L	10.1016/j.jval.2014.05.007	GLOBAL	China EQ-5D-3L value set	Exact semantic alias of the reviewed identity.
Product	China EQ-5D-5L value set	V2-P144	ALIAS_EXISTING	product:eq-5d-5l-cn	Chinese EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		CN	5L	10.1016/j.jval.2016.11.016	GLOBAL	China EQ-5D-5L value set	Exact semantic alias of the reviewed identity.
Product	Chinese EQ-5D-Y-3L value set	V2-P031;V2-P035	ADD_GLOBAL	product:eq-5d-y-3l-cn	Chinese EQ-5D-Y-3L value set	instrument:eq-5d-y-3l	PRODUCT_VERSION		CN			GLOBAL	Chinese EQ-5D-Y-3L value set	New stable identity supported by the source.
Product	Chinese value set (EQ-5D-5L, −0.391 to 1)	V2-P153	ALIAS_EXISTING	product:eq-5d-5l-cn	Chinese EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		CN	5L	10.1016/j.jval.2016.11.016	GLOBAL	Chinese value set (EQ-5D-5L, −0.391 to 1)	Exact semantic alias of the reviewed identity.
Product	Chinese value set for the EQ-5D-Y-3L (−0.088 to 1)	V2-P153	ALIAS_EXISTING	product:eq-5d-y-3l-cn	Chinese EQ-5D-Y-3L value set	instrument:eq-5d-y-3l	PRODUCT_VERSION		CN			GLOBAL	Chinese value set for the EQ-5D-Y-3L (−0.088 to 1)	Exact semantic alias of the reviewed identity.
Product	crosswalk 3L value sets (algorithm mapping EQ-5D-5L to EQ-5D-3L value sets)	V2-P207	ALIAS_EXISTING	product:eq-5d-5l-van-hout-crosswalk-2012	van Hout EQ-5D-5L to EQ-5D-3L crosswalk algorithm	instrument:eq-5d-5l	PRODUCT_VERSION			2012	10.1016/j.jval.2012.02.008	GLOBAL	crosswalk 3L value sets (algorithm mapping EQ-5D-5L to EQ-5D-3L value sets)	Exact semantic alias of the reviewed identity.
Product	Crosswalk algorithm applied to the Trinidad and Tobago EQ-5D-3L value set (crosswalk values used for the 2012 norms)	V2-P190	ALIAS_EXISTING	product:eq-5d-3l-tt	Trinidad and Tobago EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		TT			GLOBAL	Crosswalk algorithm applied to the Trinidad and Tobago EQ-5D-3L value set (crosswalk values used for the 2012 norms)	Exact semantic alias of the reviewed identity.
Product	Crosswalk EQ-5D-5L value set for Slovenia	V2-P149	ADD_GLOBAL	product:eq-5d-5l-si	Slovenian EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		SI			GLOBAL	Crosswalk EQ-5D-5L value set for Slovenia	New stable identity supported by the source.
Product	Devlin et al.'s English EQ-5D-5L value set	V2-P033	ALIAS_EXISTING	product:eq-5d-5l-england	England EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		GB-ENG	5L	10.1002/hec.3564	GLOBAL	Devlin et al.'s English EQ-5D-5L value set	Exact semantic alias of the reviewed identity.
Product	Dutch EQ-5D-5L value set	V2-P177	ALIAS_EXISTING	product:eq-5d-5l-nl-2016	Netherlands EQ-5D-5L value set (2016)	instrument:eq-5d-5l	PRODUCT_VERSION		NL	2016	10.1016/j.jval.2016.01.003	GLOBAL	Dutch EQ-5D-5L value set	Exact semantic alias of the reviewed identity.
Product	Dutch tariff (Dutch EQ-5D tariff, Lamers et al.)	V2-P176	AMBIGUOUS											The label needs source review before it can become a shared identity.
Product	Dutch tariff for the five-level version of EQ-5D	V2-P092	ALIAS_EXISTING	product:eq-5d-5l-nl-2016	Netherlands EQ-5D-5L value set (2016)	instrument:eq-5d-5l	PRODUCT_VERSION		NL	2016	10.1016/j.jval.2016.01.003	GLOBAL	Dutch tariff for the five-level version of EQ-5D	Exact semantic alias of the reviewed identity.
Product	Dutch tariff for the five-level version of EQ-5D (Versteegh et al.)	V2-P137;V2-P179	ALIAS_EXISTING	product:eq-5d-5l-nl-2016	Netherlands EQ-5D-5L value set (2016)	instrument:eq-5d-5l	PRODUCT_VERSION		NL	2016	10.1016/j.jval.2016.01.003	GLOBAL	Dutch tariff for the five-level version of EQ-5D (Versteegh et al.)	Exact semantic alias of the reviewed identity.
Product	Dutch tariff for the five-level version of EQ-5D [27]	V2-P138	ALIAS_EXISTING	product:eq-5d-5l-nl-2016	Netherlands EQ-5D-5L value set (2016)	instrument:eq-5d-5l	PRODUCT_VERSION		NL	2016	10.1016/j.jval.2016.01.003	GLOBAL	Dutch tariff for the five-level version of EQ-5D [27]	Exact semantic alias of the reviewed identity.
Product	Dutch utility values (Dutch valuation algorithm) for the EQ-5D-5L respiratory bolt-ons, ranging from -0.65 to 1 for R1 and -0.78 to 1 for R2	V2-P106	ALIAS_EXISTING	product:eq-5d-5l-nl-2016	Netherlands EQ-5D-5L value set (2016)	instrument:eq-5d-5l	PRODUCT_VERSION		NL	2016	10.1016/j.jval.2016.01.003	GLOBAL	Dutch utility values (Dutch valuation algorithm) for the EQ-5D-5L respiratory bolt-ons, ranging from -0.65 to 1 for R1 and -0.78 to 1 for R2	Exact semantic alias of the reviewed identity.
Product	Dutch value set (Dutch tariff for the five-level version of EQ-5D)	V2-P194	ALIAS_EXISTING	product:eq-5d-5l-nl-2016	Netherlands EQ-5D-5L value set (2016)	instrument:eq-5d-5l	PRODUCT_VERSION		NL	2016	10.1016/j.jval.2016.01.003	GLOBAL	Dutch value set (Dutch tariff for the five-level version of EQ-5D)	Exact semantic alias of the reviewed identity.
Product	Dutch value set for the EQ-5D-3L (the Dutch tariff, Lamers et al.)	V2-P179	ALIAS_EXISTING	product:eq-5d-3l-nl	Netherlands EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		NL	3L	10.1002/hec.1124	GLOBAL	Dutch value set for the EQ-5D-3L (the Dutch tariff, Lamers et al.)	Exact semantic alias of the reviewed identity.
Product	Dutch value set for the EQ-5D-5L	V2-P044	ALIAS_EXISTING	product:eq-5d-5l-nl-2016	Netherlands EQ-5D-5L value set (2016)	instrument:eq-5d-5l	PRODUCT_VERSION		NL	2016	10.1016/j.jval.2016.01.003	GLOBAL	Dutch value set for the EQ-5D-5L	Exact semantic alias of the reviewed identity.
Product	Dutch value set of the EQ-5D-5L	V2-P015	ALIAS_EXISTING	product:eq-5d-5l-nl-2016	Netherlands EQ-5D-5L value set (2016)	instrument:eq-5d-5l	PRODUCT_VERSION		NL	2016	10.1016/j.jval.2016.01.003	GLOBAL	Dutch value set of the EQ-5D-5L	Exact semantic alias of the reviewed identity.
Product	England/UK EQ-5D-3L value set	V2-P144	ADD_GLOBAL	product:eq-5d-3l-england	England EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		ENGLAND			GLOBAL	England/UK EQ-5D-3L value set	New stable identity supported by the source.
Product	England/UK EQ-5D-5L value set	V2-P144	ALIAS_EXISTING	product:eq-5d-5l-england	England EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		GB-ENG	5L	10.1002/hec.3564	GLOBAL	England/UK EQ-5D-5L value set	Exact semantic alias of the reviewed identity.
Product	English EQ-5D-3L value set	V2-P053	ALIAS_EXISTING	product:eq-5d-3l-england	England EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		ENGLAND			GLOBAL	English EQ-5D-3L value set	Exact semantic alias of the reviewed identity.
Product	English EQ-5D-5L value set	V2-P142	ALIAS_EXISTING	product:eq-5d-5l-england	England EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		GB-ENG	5L	10.1002/hec.3564	GLOBAL	English EQ-5D-5L value set	Exact semantic alias of the reviewed identity.
Product	EQ-5D-3L value set for Canada	V2-P135	ALIAS_EXISTING	product:eq-5d-3l-ca	Canadian EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		CA	3L	10.1371/journal.pone.0031115	GLOBAL	EQ-5D-3L value set for Canada	Exact semantic alias of the reviewed identity.
Product	EQ-5D-3L value set for China	V2-P135	ALIAS_EXISTING	product:eq-5d-3l-cn	Chinese EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		CN	3L	10.1016/j.jval.2014.05.007	GLOBAL	EQ-5D-3L value set for China	Exact semantic alias of the reviewed identity.
Product	EQ-5D-3L value set for Japan	V2-P135	ALIAS_EXISTING	product:eq-5d-3l-jp	Japanese EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		JP	3L	10.1002/hec.673	GLOBAL	EQ-5D-3L value set for Japan	Exact semantic alias of the reviewed identity.
Product	EQ-5D-3L value set for Slovenia	V2-P149	ADD_GLOBAL	product:eq-5d-3l-si	Slovenian EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		SI			GLOBAL	EQ-5D-3L value set for Slovenia	New stable identity supported by the source.
Product	EQ-5D-3L value set for South Korea	V2-P135	ALIAS_EXISTING	product:eq-5d-3l-kr	South Korean EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		KR	3L	10.1111/j.1524-4733.2009.00579.x	GLOBAL	EQ-5D-3L value set for South Korea	Exact semantic alias of the reviewed identity.
Product	EQ-5D-3L value set for Spain	V2-P135	ALIAS_EXISTING	product:eq-5d-3l-es	Spanish EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		ES	3L	10.1177/0272989X0102100102	GLOBAL	EQ-5D-3L value set for Spain	Exact semantic alias of the reviewed identity.
Product	EQ-5D-3L value set for The Netherlands	V2-P135	ALIAS_EXISTING	product:eq-5d-3l-nl	Netherlands EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		NL	3L	10.1002/hec.1124	GLOBAL	EQ-5D-3L value set for The Netherlands	Exact semantic alias of the reviewed identity.
Product	EQ-5D-3L value set for the UK	V2-P135	AMBIGUOUS											The label needs source review before it can become a shared identity.
Product	EQ-5D-3L value set for the UK (MVH value set)	V2-P084	ALIAS_EXISTING	product:eq-5d-3l-gb	United Kingdom EQ-5D-3L value set	instrument:eq-5d-3l	PRODUCT_VERSION		GB	3L	10.1097/00005650-199711000-00002	GLOBAL	EQ-5D-3L value set for the UK (MVH value set)	Exact semantic alias of the reviewed identity.
Product	EQ-5D-5L crosswalk interim scoring value set for France (van Hout et al. 2012)	V2-P140	ALIAS_EXISTING	product:eq-5d-5l-van-hout-crosswalk-2012	van Hout EQ-5D-5L to EQ-5D-3L crosswalk algorithm	instrument:eq-5d-5l	PRODUCT_VERSION			2012	10.1016/j.jval.2012.02.008	GLOBAL	EQ-5D-5L crosswalk interim scoring value set for France (van Hout et al. 2012)	Exact semantic alias of the reviewed identity.
