source_id,source,target_id,target,weight
person:eqmember:17954,Nils Gutacker,person:openalex:A5082679849,Daisy Elliott,1
person:eqmember:17954,Nils Gutacker,person:openalex:A5087469402,Ines Rombach,1
person:eqmember:17954,Nils Gutacker,person:openalex:A5089149181,Kate Absolom,1
person:eqmember:17954,Nils Gutacker,person:openalex:A5089586523,Ann Henry,1
person:eqmember:17954,Nils Gutacker,person:openalex:A5091171499,Andrew Trigg,1
person:eqmember:17954,Nils Gutacker,person:openalex:A5101883607,Katherine Stevens,1
person:eqmember:17954,Nils Gutacker,person:openalex:A5102131357,Bibhas Roy,1
person:eqmember:17954,Nils Gutacker,person:openalex:A5107214187,Amy Barrat,1
person:eqmember:17954,Nils Gutacker,person:openalex:A5107226688,Jaheeda Gangannagaripalli,1
person:eqmember:17954,Nils Gutacker,person:openalex:A5107858079,Alastair Gray,1
person:eqmember:17954,Nils Gutacker,person:openalex:A5108522350,Angela Coulter,1
person:eqmember:17954,Nils Gutacker,person:openalex:A5108613761,Crispin Jenkinson,1
person:eqmember:17954,Nils Gutacker,person:openalex:A5110449932,Alex Gilbert,1
person:eqmember:17954,Nils Gutacker,person:openalex:A5112221269,Alex Labeit,1
person:eqmember:17954,Nils Gutacker,person:openalex:A5112221270,Ruth Howells,1
person:eqmember:17954,Nils Gutacker,person:openalex:A5113786881,Julian Forder,1
person:eqmember:17956,Ning Yan Gu,person:eqmember:17974,Richard Norman,1
person:eqmember:17956,Ning Yan Gu,person:eqmember:17988,Simon Pickard,4
person:eqmember:17956,Ning Yan Gu,person:eqmember:17992,Stefan Lipman,1
person:eqmember:17956,Ning Yan Gu,person:eqmember:18014,yaling Yang,1
person:eqmember:17956,Ning Yan Gu,person:leader:41a7c337ba63,Cynthia L. Gong,5
person:eqmember:17956,Ning Yan Gu,person:leader:6b971e7fb4c3,Jonathan Nazari,1
person:eqmember:17956,Ning Yan Gu,person:leader:d9674d98607b,Yared Belete Belay,1
person:eqmember:17956,Ning Yan Gu,person:leader:da1bac7dcc2d,madeeha malik,3
person:eqmember:17956,Ning Yan Gu,person:leader:eb823a3d3fe9,Annette Regan,4
person:eqmember:17956,Ning Yan Gu,person:leader:ece94cf47888,Begashaw Melaku Gebresillassie,1
person:eqmember:17956,Ning Yan Gu,person:openalex:A5011663361,Seth A. Seabury,1
person:eqmember:17956,Ning Yan Gu,person:openalex:A5018702353,Tasmiah Nuzhath,1
person:eqmember:17956,Ning Yan Gu,person:openalex:A5020226176,Ravneet Kaur,1
person:eqmember:17956,Ning Yan Gu,person:openalex:A5030377169,Yingwei Yang,1
person:eqmember:17956,Ning Yan Gu,person:openalex:A5032810133,Nadine Zawadzki,1
person:eqmember:17956,Ning Yan Gu,person:openalex:A5033340861,Jeannette Comeau,1
person:eqmember:17956,Ning Yan Gu,person:openalex:A5038338228,Tianzhou Yu,1
person:eqmember:17956,Ning Yan Gu,person:openalex:A5060156913,Jiafan Chen,1
person:eqmember:17956,Ning Yan Gu,person:openalex:A5061982076,S. Crawford,1
person:eqmember:17956,Ning Yan Gu,person:openalex:A5064571617,Adeladlew Kassie Netere,1
person:eqmember:17956,Ning Yan Gu,person:openalex:A5066563692,D. Steven Fox,1
person:eqmember:17956,Ning Yan Gu,person:openalex:A5080109628,Sara Olofsson,1
person:eqmember:17956,Ning Yan Gu,person:openalex:A5080378534,Joel W. Hay,3
person:eqmember:17956,Ning Yan Gu,person:openalex:A5082981461,Marie-Claude Couture,1
person:eqmember:17956,Ning Yan Gu,person:openalex:A5083342500,Jonathan L. Nazari,2
person:eqmember:17956,Ning Yan Gu,person:openalex:A5089626325,Xiayu Jiao,3
person:eqmember:17956,Ning Yan Gu,person:openalex:A5091336101,Roy S. Zawadzki,2
person:eqmember:17956,Ning Yan Gu,person:openalex:A5101501282,Azhar Hussain,3
person:eqmember:17956,Ning Yan Gu,person:openalex:A5101852224,Jiahe Chen,1
person:eqmember:17956,Ning Yan Gu,person:openalex:A5102712579,Saniya Saleem,1
person:eqmember:17956,Ning Yan Gu,person:openalex:A5103360461,John A. Romley,1
person:eqmember:17956,Ning Yan Gu,person:openalex:A5111744360,Marcianna Nosek,3
person:eqmember:17956,Ning Yan Gu,person:openalex:A5112728116,Pallavi Aytha Swathi,3
person:eqmember:17956,Ning Yan Gu,person:openalex:A5114910033,Ulf Persson,2
person:eqmember:17958,Ole Marten,person:eqmember:17988,Simon Pickard,3
person:eqmember:17958,Ole Marten,person:eqmember:17998,Tessa Peasgood,7
person:eqmember:17958,Ole Marten,person:eqmember:18010,Wolfgang Greiner,9
person:eqmember:17958,Ole Marten,person:eqmember:18019,Zhihao Yang,3
person:eqmember:17958,Ole Marten,person:eqmember:19005,Bas Janssen,1
person:eqmember:17958,Ole Marten,person:eqmember:19030,Maja Kuharic,4
person:eqmember:17958,Ole Marten,person:eqmember:21678,Richard Xu,1
person:eqmember:17958,Ole Marten,person:leader:0a4ba2690908,Paul Schneider,3
person:eqmember:17958,Ole Marten,person:leader:320b99af03c2,María Belizán,4
person:eqmember:17958,Ole Marten,person:leader:4a5cd1710c94,Emily McDool,2
person:eqmember:17958,Ole Marten,person:leader:63cb6b329986,Jill Carlton,3
person:eqmember:17958,Ole Marten,person:leader:b95f9aa0caf2,Andrea L. Monteiro,4
person:eqmember:17958,Ole Marten,person:openalex:A5012881493,Luz Gibbons,2
person:eqmember:17958,Ole Marten,person:openalex:A5033965888,Simone Kreimeier,4
person:eqmember:17958,Ole Marten,person:openalex:A5035567252,Jakob Bue Bjørner,1
person:eqmember:17958,Ole Marten,person:openalex:A5037958944,Janice Connell,3
person:eqmember:17958,Ole Marten,person:openalex:A5042961016,Y Xu,1
person:eqmember:17958,Ole Marten,person:openalex:A5044553114,Karen Jones,1
person:eqmember:17958,Ole Marten,person:openalex:A5048092082,Laura Brand,1
person:eqmember:17958,Ole Marten,person:openalex:A5053596607,Na Luo,1
person:eqmember:17958,Ole Marten,person:openalex:A5071945598,Aisha Moolla,1
person:eqmember:17958,Ole Marten,person:openalex:A5072547675,Bhash Naidoo,1
person:eqmember:17958,Ole Marten,person:openalex:A5076030034,Juan Carlos Rejón-Parrilla,1
person:eqmember:17958,Ole Marten,person:openalex:A5079445531,Stacey Rand,1
person:eqmember:17958,Ole Marten,person:openalex:A5103487818,AS Pickard,1
person:eqmember:17958,Ole Marten,person:openalex:A5111788632,Rosemary Lovett,1
person:eqmember:17958,Ole Marten,person:openalex:A5123188413,Chenxi Yang,1
person:eqmember:17960,Oliver Rivero-Arias,person:eqmember:17974,Richard Norman,2
person:eqmember:17960,Oliver Rivero-Arias,person:eqmember:18010,Wolfgang Greiner,2
person:eqmember:17960,Oliver Rivero-Arias,person:eqmember:18019,Zhihao Yang,1
person:eqmember:17960,Oliver Rivero-Arias,person:eqmember:19813,Benjamin Matthew Craig,5
person:eqmember:17960,Oliver Rivero-Arias,person:eqmember:21678,Richard Xu,1
person:eqmember:17960,Oliver Rivero-Arias,person:leader:1ed27ee96b5d,Alexander van Heusden,2
person:eqmember:17960,Oliver Rivero-Arias,person:leader:31a5417532b0,Eliza Wong,4
person:eqmember:17960,Oliver Rivero-Arias,person:leader:50cca9cff5d9,Kim Dalziel,2
person:eqmember:17960,Oliver Rivero-Arias,person:leader:63cb6b329986,Jill Carlton,1
person:eqmember:17960,Oliver Rivero-Arias,person:leader:69d083490dab,Jose Luis Pinto-Prades,1
person:eqmember:17960,Oliver Rivero-Arias,person:leader:6fe4e81455db,Maksat Jumamyradov,2
person:eqmember:17960,Oliver Rivero-Arias,person:leader:b35887d0a9b8,Jeshika Singh,1
person:eqmember:17960,Oliver Rivero-Arias,person:leader:c4ed61eb8dc6,Philip Clarke,1
person:eqmember:17960,Oliver Rivero-Arias,person:leader:e448059d8472,Philip Powell,1
person:eqmember:17960,Oliver Rivero-Arias,person:leader:fe53e5b0d472,Prudence Cheung,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5000990828,Sandra Hollinghurst,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5001622906,Patricia Holch,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5004039954,A Wong,2
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5006535288,Cheryl Hunter,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5006635528,Ray Fitzpatrick,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5008914584,K. Franks,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5009107752,Michele Peters,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5017231737,Dominic Marley,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5017733791,Benjamin Allin,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5023150016,Til Wykes,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5024642607,Chris Salisbury,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5026669792,Subhash Pokhrel,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5028667057,Nasrin Nasr,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5030061278,Andrew Street,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5030232219,John Buckell,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5031349761,James Wilson,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5032522696,Charlotte Bramwell,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5033965888,Simone Kreimeier,3
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5035507557,Anne Spencer,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5037261695,Amanda Cole,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5041065594,Galina Velikova,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5041284045,Diana Rose,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5041912741,S.E. Davidson,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5042375693,Órlaith Burke,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5044759541,Han Bleichrodt,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5045925648,Ivan Chi Ho Au,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5050733538,Kailu Wang,2
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5050846738,Jason Pui Yin Cheung,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5051630157,Ruth Wong,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5054634143,Jan R. Boehnke,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5055949016,Safarina Satkunanathan,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5056510016,Tim Croudace,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5056820346,Dan Robotham,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5057527999,Caroline Potter,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5058780467,Jacki Routledge,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5059059347,Pam Enderby,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5059117288,Anabel Estévez-Carrillo,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5062109116,Göher Ayman,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5062956353,Kristy McGregor,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5063003600,Mairead Murphy,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5063317906,Eng‐Kiong Yeoh,2
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5065534878,Harriet Hiscock,2
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5066034131,Yolanda Ramallo‐Fariña,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5066109132,Elizabeth Gibbons,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5066267283,Marian Knight,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5066738880,Renee Jones,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5069416662,María Errea Rodríguez,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5070067422,Samantha Waterman,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5070493741,Hasan Basarir,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5080952698,Laura Kelly,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5082679849,Daisy Elliott,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5086528283,Li Huang,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5087469402,Ines Rombach,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5089149181,Kate Absolom,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5089586523,Ann Henry,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5091171499,Andrew Trigg,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5092213261,Janani Sarvananthar,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5101883607,Katherine Stevens,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5102131357,Bibhas Roy,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5102906407,Rhiannon Tudor Edwards,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5103896990,Annie Wai-Ling Cheung,4
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5106693152,Ludwig Kristina,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5106693153,Rupel Valentina,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5107214187,Amy Barrat,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5107226688,Jaheeda Gangannagaripalli,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5107858079,Alastair Gray,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5108286749,Kreimeier Simone,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5108522350,Angela Coulter,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5108613761,Crispin Jenkinson,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5110449932,Alex Gilbert,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5112221269,Alex Labeit,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5112221270,Ruth Howells,1
person:eqmember:17960,Oliver Rivero-Arias,person:openalex:A5113786881,Julian Forder,1
person:eqmember:17962,Paul Kind,person:eqmember:17988,Simon Pickard,1
person:eqmember:17962,Paul Kind,person:eqmember:18000,thomas kohlmann,2
person:eqmember:17962,Paul Kind,person:eqmember:18010,Wolfgang Greiner,4
person:eqmember:17962,Paul Kind,person:eqmember:18018,You-Shan Feng,2
person:eqmember:17962,Paul Kind,person:eqmember:18019,Zhihao Yang,1
person:eqmember:17962,Paul Kind,person:eqmember:18021,Zhuxin Mao,2
person:eqmember:17962,Paul Kind,person:eqmember:18646,Edward Webb,2
person:eqmember:17962,Paul Kind,person:eqmember:19005,Bas Janssen,2
person:eqmember:17962,Paul Kind,person:eqmember:21548,Ulrike Ravens-Sieberer,2
person:eqmember:17962,Paul Kind,person:leader:5b6527858de5,Kristina Burström,3
person:eqmember:17962,Paul Kind,person:leader:c52a5fd501e9,Ann Charlotte Egmar,3
person:eqmember:17962,Paul Kind,person:leader:fa3dd095d626,pei wang,1
person:eqmember:17962,Paul Kind,person:openalex:A5001536254,L Scalone,3
person:eqmember:17962,Paul Kind,person:openalex:A5009334543,Laura Elizabeth Bedford,1
person:eqmember:17962,Paul Kind,person:openalex:A5015262987,Nora Wille,2
person:eqmember:17962,Paul Kind,person:openalex:A5015626145,Cindy Lo Kuen Lam,1
person:eqmember:17962,Paul Kind,person:openalex:A5020533215,Ranjeeta Thomas,1
person:eqmember:17962,Paul Kind,person:openalex:A5023608008,Adam Martin,2
person:eqmember:17962,Paul Kind,person:openalex:A5033363054,Miguel Ángel Pérez-Sousa,1
person:eqmember:17962,Paul Kind,person:openalex:A5033965888,Simone Kreimeier,1
person:eqmember:17962,Paul Kind,person:openalex:A5035586006,Calvin Kalun Or,1
person:eqmember:17962,Paul Kind,person:openalex:A5038047411,Pedro R. Olivares,2
person:eqmember:17962,Paul Kind,person:openalex:A5043889398,Jonas Crèvecoeur,1
person:eqmember:17962,Paul Kind,person:openalex:A5047819061,Koen Pepermans,1
person:eqmember:17962,Paul Kind,person:openalex:A5050846738,Jason Pui Yin Cheung,1
person:eqmember:17962,Paul Kind,person:openalex:A5050893034,Joyce Sau Mei Lam,1
person:eqmember:17962,Paul Kind,person:openalex:A5052119079,Thomas Neyens,1
person:eqmember:17962,Paul Kind,person:openalex:A5059507519,Philippe Beutels,1
person:eqmember:17962,Paul Kind,person:openalex:A5083624887,Giulia Cavrini,2
person:eqmember:17962,Paul Kind,person:openalex:A5086640521,David Meads,2
person:eqmember:17962,Paul Kind,person:openalex:A5087876103,K. Klose,1
person:eqmember:17962,Paul Kind,person:openalex:A5100772105,Wei Wang,1
person:eqmember:17962,Paul Kind,person:openalex:A5101498965,Shiqi Chen,1
person:eqmember:17962,Paul Kind,person:openalex:A5102076784,M.H.M. Janssen,1
person:eqmember:17962,Paul Kind,person:openalex:A5104089157,Emily Tsui Yee Tse,1
person:eqmember:17962,Paul Kind,person:openalex:A5108691662,Bohao Chen,1
person:eqmember:17964,Paul Krabbe,person:eqmember:17976,Rosalie Viney,1
person:eqmember:17964,Paul Krabbe,person:eqmember:17988,Simon Pickard,3
person:eqmember:17964,Paul Krabbe,person:openalex:A5001054264,Dennis A. Revicki,1
person:eqmember:17964,Paul Krabbe,person:openalex:A5035248555,David Feeny,1
person:eqmember:17964,Paul Krabbe,person:openalex:A5044375482,Karin Groothuis‐Oudshoorn,1
person:eqmember:17964,Paul Krabbe,person:openalex:A5077488640,Erik Buskens,1
person:eqmember:17964,Paul Krabbe,person:openalex:A5088421868,E.H. Quik,2
person:eqmember:17964,Paul Krabbe,person:openalex:A5109992938,Kathryn Gaebel,1
person:eqmember:17964,Paul Krabbe,person:openalex:A5112390873,Anna Selivanova,3
person:eqmember:17966,Paula Lorgelly,person:eqmember:17976,Rosalie Viney,1
person:eqmember:17966,Paula Lorgelly,person:leader:da2b6bcaceb6,Annushiah Vasan Thakumar,1
person:eqmember:17968,Peep Stalmeier,person:eqmember:17992,Stefan Lipman,4
person:eqmember:17968,Peep Stalmeier,person:eqmember:19003,Aureliano Finch,2
person:eqmember:17968,Peep Stalmeier,person:eqmember:19813,Benjamin Matthew Craig,1
person:eqmember:17968,Peep Stalmeier,person:leader:1064c67128ac,Brigitte Essers,2
person:eqmember:17968,Peep Stalmeier,person:leader:78f0dc6cb8d8,Arthur Attema,1
person:eqmember:17968,Peep Stalmeier,person:openalex:A5017199089,Rogier Donders,2
person:eqmember:17968,Peep Stalmeier,person:openalex:A5038625794,Zhongyu Lang,1
person:eqmember:17968,Peep Stalmeier,person:openalex:A5038723695,R. A. van Hoorn,1
person:eqmember:17968,Peep Stalmeier,person:openalex:A5043552817,Ayesha Sajjad,2
person:eqmember:17968,Peep Stalmeier,person:openalex:A5088417854,A. Rogier T. Donders,4
person:eqmember:17968,Peep Stalmeier,person:openalex:A5122911844,Bastiaan T. Rutjens,1
person:eqmember:17973,Richard Brooks,person:leader:e670fd71e94e,Bernhard Slaap,1
person:eqmember:17974,Richard Norman,person:eqmember:17976,Rosalie Viney,15
person:eqmember:17974,Richard Norman,person:eqmember:17980,Ruixuan Jiang,2
person:eqmember:17974,Richard Norman,person:eqmember:17988,Simon Pickard,2
person:eqmember:17974,Richard Norman,person:eqmember:17992,Stefan Lipman,1
person:eqmember:17974,Richard Norman,person:eqmember:17998,Tessa Peasgood,5
person:eqmember:17974,Richard Norman,person:eqmember:18000,thomas kohlmann,2
person:eqmember:17974,Richard Norman,person:eqmember:18002,Tianxin Pan,9
person:eqmember:17974,Richard Norman,person:eqmember:18014,yaling Yang,1
person:eqmember:17974,Richard Norman,person:eqmember:18019,Zhihao Yang,2
person:eqmember:17974,Richard Norman,person:eqmember:19032,Mina Bahrampour,1
person:eqmember:17974,Richard Norman,person:eqmember:21551,Alice Yu,2
person:eqmember:17974,Richard Norman,person:eqmember:21677,Cate Bailey,2
person:eqmember:17974,Richard Norman,person:leader:0687af044b11,Jenny Downs,2
person:eqmember:17974,Richard Norman,person:leader:1ed27ee96b5d,Alexander van Heusden,1
person:eqmember:17974,Richard Norman,person:leader:206cc1095a3f,Irina Kinchin,1
person:eqmember:17974,Richard Norman,person:leader:22c287b45ebd,Carrie-Anne Ng,1
person:eqmember:17974,Richard Norman,person:leader:33ce5d686145,Ciaran O'Neill,1
person:eqmember:17974,Richard Norman,person:leader:33e259cba916,Jessica Roydhouse,1
person:eqmember:17974,Richard Norman,person:leader:3a021deb0a29,Rebecca Addo,2
person:eqmember:17974,Richard Norman,person:leader:4a5cd1710c94,Emily McDool,1
person:eqmember:17974,Richard Norman,person:leader:50cca9cff5d9,Kim Dalziel,1
person:eqmember:17974,Richard Norman,person:leader:521652db691b,Haode Wang,1
person:eqmember:17974,Richard Norman,person:leader:63cb6b329986,Jill Carlton,2
person:eqmember:17974,Richard Norman,person:leader:681e21cecf79,Mark Sculpher,1
person:eqmember:17974,Richard Norman,person:leader:c4ed61eb8dc6,Philip Clarke,1
person:eqmember:17974,Richard Norman,person:leader:d6add53f5977,Julie Ratcliffe,2
person:eqmember:17974,Richard Norman,person:leader:db0cd1478ab2,Akanksha Akanksha,1
person:eqmember:17974,Richard Norman,person:leader:e441983c0a65,Shitong Xie,2
person:eqmember:17974,Richard Norman,person:openalex:A5001215167,Si Si,1
person:eqmember:17974,Richard Norman,person:openalex:A5001768844,Peter L. Lewis,1
person:eqmember:17974,Richard Norman,person:openalex:A5003000607,Rachel Milte,2
person:eqmember:17974,Richard Norman,person:openalex:A5004621550,Surrey M. Walton,2
person:eqmember:17974,Richard Norman,person:openalex:A5005560517,Jyoti Khadka,2
person:eqmember:17974,Richard Norman,person:openalex:A5006537529,Kiri Lay,2
person:eqmember:17974,Richard Norman,person:openalex:A5007607755,Peter May,1
person:eqmember:17974,Richard Norman,person:openalex:A5007673438,Diem Dinh,1
person:eqmember:17974,Richard Norman,person:openalex:A5007988169,Sze‐Ee Soh,1
person:eqmember:17974,Richard Norman,person:openalex:A5007993808,David C. Currow,1
person:eqmember:17974,Richard Norman,person:openalex:A5012179966,Saskia Knies,1
person:eqmember:17974,Richard Norman,person:openalex:A5012557813,Amy Finlay‐Jones,1
person:eqmember:17974,Richard Norman,person:openalex:A5013115644,Danny Liew,1
person:eqmember:17974,Richard Norman,person:openalex:A5015311493,A. M. Blackmore,2
person:eqmember:17974,Richard Norman,person:openalex:A5019283232,Claire Hutchinson,1
person:eqmember:17974,Richard Norman,person:openalex:A5021581627,Romina A. Tejada,1
person:eqmember:17974,Richard Norman,person:openalex:A5022672409,Janel Hanmer,3
person:eqmember:17974,Richard Norman,person:openalex:A5023025376,Raoh‐Fang Pwu,1
person:eqmember:17974,Richard Norman,person:openalex:A5023707610,Kathleen Doherty,1
person:eqmember:17974,Richard Norman,person:openalex:A5023969133,Ian A. Harris,1
person:eqmember:17974,Richard Norman,person:openalex:A5026218027,Jeffrey Lefkovits,1
person:eqmember:17974,Richard Norman,person:openalex:A5033965888,Simone Kreimeier,2
person:eqmember:17974,Richard Norman,person:openalex:A5035507557,Anne Spencer,1
person:eqmember:17974,Richard Norman,person:openalex:A5037576805,Dinah Reddihough,2
person:eqmember:17974,Richard Norman,person:openalex:A5037935415,Mark Jit,1
person:eqmember:17974,Richard Norman,person:openalex:A5038625794,Zhongyu Lang,1
person:eqmember:17974,Richard Norman,person:openalex:A5042897003,Chau Ho,1
person:eqmember:17974,Richard Norman,person:openalex:A5044759541,Han Bleichrodt,1
person:eqmember:17974,Richard Norman,person:openalex:A5046614364,Todd A. Lee,2
person:eqmember:17974,Richard Norman,person:openalex:A5050574646,Bridget Johnston,1
person:eqmember:17974,Richard Norman,person:openalex:A5051422828,Peiwen Jiang,4
person:eqmember:17974,Richard Norman,person:openalex:A5051630157,Ruth Wong,1
person:eqmember:17974,Richard Norman,person:openalex:A5051943172,Charles Normand,1
person:eqmember:17974,Richard Norman,person:openalex:A5053139067,Udeni De Silva Perera,1
person:eqmember:17974,Richard Norman,person:openalex:A5053430669,Juliette Malley,1
person:eqmember:17974,Richard Norman,person:openalex:A5053699466,Ilana N. Ackerman,1
person:eqmember:17974,Richard Norman,person:openalex:A5054826547,Axel Mühlbacher,2
person:eqmember:17974,Richard Norman,person:openalex:A5058800016,Christopher M. Reid,1
person:eqmember:17974,Richard Norman,person:openalex:A5064514171,Meera Agar,1
person:eqmember:17974,Richard Norman,person:openalex:A5066550410,Sterre Bour,1
person:eqmember:17974,Richard Norman,person:openalex:A5070774693,Angela Brennan,1
person:eqmember:17974,Richard Norman,person:openalex:A5076149459,Kara Cashman,1
person:eqmember:17974,Richard Norman,person:openalex:A5077107645,Kirsten Howard,1
person:eqmember:17974,Richard Norman,person:openalex:A5078763633,Catherine S. Choong,2
person:eqmember:17974,Richard Norman,person:openalex:A5081215319,Tim Luckett,1
person:eqmember:17974,Richard Norman,person:openalex:A5081998419,Michelle Lorimer,1
person:eqmember:17974,Richard Norman,person:openalex:A5082448286,Ashwini De Silva,3
person:eqmember:17974,Richard Norman,person:openalex:A5084500796,Richard De Abreu Lourenço,1
person:eqmember:17974,Richard Norman,person:openalex:A5084630266,Matthew Crocker,2
person:eqmember:17974,Richard Norman,person:openalex:A5086757090,Peter Jacoby,2
person:eqmember:17974,Richard Norman,person:openalex:A5087235620,An Tran‐Duy,2
person:eqmember:17974,Richard Norman,person:openalex:A5089735630,Yuen Chen,1
person:eqmember:17974,Richard Norman,person:openalex:A5091495489,Gang Chen,1
person:eqmember:17974,Richard Norman,person:openalex:A5091770714,Richmond Owusu,2
person:eqmember:17974,Richard Norman,person:openalex:A5101850788,Stephen D. Gill,1
person:eqmember:17974,Richard Norman,person:openalex:A5102906407,Rhiannon Tudor Edwards,1
person:eqmember:17974,Richard Norman,person:openalex:A5108646671,Justice Nonvignon,2
person:eqmember:17974,Richard Norman,person:openalex:A5114066396,Barend van Hout,1
person:eqmember:17974,Richard Norman,person:openalex:A5122901134,Mulhern Brendan,1
person:eqmember:17974,Richard Norman,person:openalex:A5128564221,Karen Wills,1
person:eqmember:17974,Richard Norman,person:openalex:A5132705166,Margo Bryan,1
person:eqmember:17976,Rosalie Viney,person:eqmember:17988,Simon Pickard,1
person:eqmember:17976,Rosalie Viney,person:eqmember:17998,Tessa Peasgood,6
person:eqmember:17976,Rosalie Viney,person:eqmember:18002,Tianxin Pan,3
person:eqmember:17976,Rosalie Viney,person:eqmember:18004,Trudy Sullivan,1
person:eqmember:17976,Rosalie Viney,person:eqmember:18008,victor zarate,1
person:eqmember:17976,Rosalie Viney,person:eqmember:18019,Zhihao Yang,1
person:eqmember:17976,Rosalie Viney,person:eqmember:19005,Bas Janssen,2
person:eqmember:17976,Rosalie Viney,person:eqmember:19030,Maja Kuharic,1
person:eqmember:17976,Rosalie Viney,person:eqmember:19032,Mina Bahrampour,3
person:eqmember:17976,Rosalie Viney,person:eqmember:21551,Alice Yu,3
person:eqmember:17976,Rosalie Viney,person:eqmember:21677,Cate Bailey,3
person:eqmember:17976,Rosalie Viney,person:leader:206cc1095a3f,Irina Kinchin,1
person:eqmember:17976,Rosalie Viney,person:leader:3a021deb0a29,Rebecca Addo,2
person:eqmember:17976,Rosalie Viney,person:leader:50cca9cff5d9,Kim Dalziel,1
