publication_id,doi,publication_year,author_order,author_name,person_id,display_name,orcid,openalex_id,entity_kind,corresponding,resolution_status,affiliations
doi:10.1007/s11136-025-03947-6,10.1007/s11136-025-03947-6,2025,2,Paul Kind,person:eqmember:17962,Paul Kind,0000-0003-2377-1652,A5013594779,PERSON,0,ACCEPTED,"3https://ror.org/024mrxd33grid.9909.90000 0004 1936 8403Academic Unit of Health Economics, University of Leeds, Leeds, UK | 4https://ror.org/02jx3x895grid.83440.3b0000000121901201Department of Applied Health Research, UCL, London, UK"
doi:10.1007/s11136-025-03947-6,10.1007/s11136-025-03947-6,2025,3,Thomas Kohlmann,person:eqmember:18000,thomas kohlmann,0000-0002-5956-8309,A5031953969,PERSON,0,ACCEPTED,"5https://ror.org/025vngs54grid.412469.c0000 0000 9116 8976Institute for Community Medicine, Universitätsmedizin Greifswald, Greifswald, Germany"
doi:10.1007/s11136-025-03947-6,10.1007/s11136-025-03947-6,2025,4,You-Shan Feng,person:eqmember:18018,You-Shan Feng,0000-0003-1509-3409,A5091571513,PERSON,1,ACCEPTED,"6https://ror.org/00pjgxh97grid.411544.10000 0001 0196 8249Institute for Clinical Epidemiology and Applied Biostatistics, Universitätsklinikum Tübingen, Tübingen, Germany"
doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,1,Jeffrey A Johnson,person:eqmember:17879,Jeffrey Johnson,0000-0001-8290-2857,A5067514299,PERSON,0,ACCEPTED,"1School of Public Health, University of Alberta, Edmonton, AB Canada"
doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,2,Mathieu F Janssen,person:eqmember:19005,Bas Janssen,0000-0001-6602-6949,A5020933378,PERSON,0,ACCEPTED,"2EuroQol Research Foundation, Rotterdam, The Netherlands"
doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,3,Fatima Al Sayah,person:eqmember:17847,Fatima Al Sayah,0000-0003-3891-5452,A5026033494,PERSON,0,ACCEPTED,"3University of Alberta, Edmonton, Canada"
doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,4,Henry Bailey,person:eqmember:17867,Henry Bailey,0000-0002-4479-9948,A5090969739,PERSON,0,ACCEPTED,"4The University of the West Indies, St. Augustine, Trinidad and Tobago"
doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,5,Mihir Gandhi,person:eqmember:17936,Mihir Gandhi,0000-0002-8902-2710,A5112963139,PERSON,0,ACCEPTED,"5Duke-NUS Medical School, Singapore, Singapore"
doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,6,Dominik Golicki,person:eqmember:17831,Dominik Golicki,0000-0001-7741-4760,A5035126117,PERSON,0,ACCEPTED,"6Medical University of Warsaw, Warszaw, Poland"
doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,7,Nils Gutacker,person:eqmember:17954,Nils Gutacker,0000-0002-2833-0621,A5023093255,PERSON,0,ACCEPTED,"7Centre for Health Economics, University of York, York, UK"
doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,8,Erica Lubetkin,person:eqmember:17839,Erica Lubetkin,0000-0001-9962-7775,A5037314317,PERSON,0,ACCEPTED,"8CUNY School of Medicine, New York, USA"
doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,9,Brendan Mulhern,person:eqmember:17807,Brendan Mulhern,0000-0003-3656-8063,A5090013218,PERSON,0,ACCEPTED,"9University of Technology Sydney, Sydney, Australia"
doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,10,Fredrick Dermawan Purba,person:eqmember:17855,Fredrick Purba,0000-0002-7336-3043,A5059806422,PERSON,0,ACCEPTED,"10Universitas Padjadjaran, Jatinangor, Indonesia"
doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,11,Juan M Ramos-Goñi,person:eqmember:17893,Juan M. Ramos-Goñi,0000-0002-9568-5190,A5047957689,PERSON,0,ACCEPTED,"11Decision Analysis and Support Unit, SGH, Warsaw School of Economics, Warszaw, Poland"
doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,12,Desiree Scott,person:eqmember:17829,Des Scott,0000-0003-3943-7392,A5038664789,PERSON,0,ACCEPTED,"12University of Cape Town, Cape Town, South Africa"
doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,13,Hilary Short,person:openalex:A5022113389,Hilary Short,0000-0002-7142-3364,A5022113389,PERSON,0,ACCEPTED,"3University of Alberta, Edmonton, Canada"
doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,14,Trudy Sullivan,person:eqmember:18004,Trudy Sullivan,0000-0001-8452-2591,A5022698267,PERSON,0,ACCEPTED,"13University of Otago, Dunedin, New Zealand"
doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,15,Rosalie Viney,person:eqmember:17976,Rosalie Viney,0000-0002-0039-9635,A5076742980,PERSON,0,ACCEPTED,"9University of Technology Sydney, Sydney, Australia"
doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,16,Zhihao Yang,person:eqmember:18019,Zhihao Yang,0000-0001-5468-0847,A5028809099,PERSON,0,ACCEPTED,"14Guizhou Medical University, Guiyang, China"
doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,17,Victor Zárate,person:eqmember:18008,victor zarate,0000-0001-9145-3694,A5074565937,PERSON,0,ACCEPTED,"15Merck & Co., Santiago, Chile"
doi:10.1007/s11136-025-03985-0,10.1007/s11136-025-03985-0,2025,1,Ai-Ping Chua,person:openalex:A5054448701,Ai-Ping Chua,0000-0003-1773-5049,A5054448701,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-03985-0,10.1007/s11136-025-03985-0,2025,2,Aureliano Paolo Finch,person:eqmember:19003,Aureliano Finch,0000-0003-1438-321x,A5055927783,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-03985-0,10.1007/s11136-025-03985-0,2025,3,Shaffinaz Abd Rahman,person:openalex:A5081793373,Shaffinaz Abd Rahman,,A5081793373,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-03985-0,10.1007/s11136-025-03985-0,2025,4,Michelle Hidalgo De La Cruz,person:openalex:A5109703181,Michelle Hidalgo De La Cruz,,A5109703181,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-03985-0,10.1007/s11136-025-03985-0,2025,5,Emelita Naval Montaniel,person:openalex:A5117618941,Emelita Naval Montaniel,,A5117618941,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-03985-0,10.1007/s11136-025-03985-0,2025,6,K. S. Ravichandran,person:openalex:A5109993030,K. S. Ravichandran,0000-0002-2040-3654,A5109993030,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-03985-0,10.1007/s11136-025-03985-0,2025,7,Nan Luo,person:eqmember:17944,Nan Luo,0000-0001-7980-6979,A5064398143,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,1,Tessa Peasgood,person:eqmember:17998,Tessa Peasgood,0000-0001-8024-7801,A5022446221,PERSON,0,ACCEPTED,"1School of Medicine and Population Health, University of Sheffield, Sheffield, UK"
doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,2,Nancy Devlin,person:eqmember:17946,Nancy Devlin,0000-0002-1561-5361,A5103206776,PERSON,0,ACCEPTED,"2School of Population and Global Health, University of Melbourne, Melbourne, Australia"
doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,3,Kristina Ludwig,person:eqmember:17905,Kristina Ludwig,0000-0002-4306-4667,A5035184665,PERSON,0,ACCEPTED,"3School of Public Health, Universitat Bielefeld, Bielefeld, Germany"
doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,4,Ole Marten,person:eqmember:17958,Ole Marten,0000-0002-2576-9110,A5033160244,PERSON,0,ACCEPTED,"3School of Public Health, Universitat Bielefeld, Bielefeld, Germany"
doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,5,Emily McDool,person:leader:4a5cd1710c94,Emily McDool,0000-0002-3530-7921,A5006458172,PERSON,0,ACCEPTED,"1School of Medicine and Population Health, University of Sheffield, Sheffield, UK"
doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,6,Paul Schneider,person:leader:0a4ba2690908,Paul Schneider,0000-0003-3552-1087,A5007136182,PERSON,0,ACCEPTED,"4Valorem Health, Bochum, Germany"
doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,7,Koonal Shah,person:eqmember:17901,Koonal Shah,0000-0002-4927-7858,A5083575745,PERSON,0,ACCEPTED,"5National Institute for Health and Care Excellence, London, UK"
doi:10.1007/s11136-025-03989-w,10.1007/s11136-025-03989-w,2025,8,Clara Mukuria,person:eqmember:17819,Clara Mukuria,0000-0003-4318-1481,A5043083823,PERSON,0,ACCEPTED,"1School of Medicine and Population Health, University of Sheffield, Sheffield, UK"
doi:10.1007/s11136-025-03990-3,10.1007/s11136-025-03990-3,2025,1,Renee Jones,person:openalex:A5066738880,Renee Jones,0000-0002-5332-5226,A5066738880,PERSON,1,ACCEPTED,"1https://ror.org/01ej9dk98grid.1008.90000 0001 2179 088XMelbourne Health Economics, University of Melbourne, Victoria, Australia | 2https://ror.org/048fyec77grid.1058.c0000 0000 9442 535XHealth Services and Economics, Murdoch Children’s Research Institute, Victoria, Australia"
doi:10.1007/s11136-025-03990-3,10.1007/s11136-025-03990-3,2025,2,Kim Dalziel,person:leader:50cca9cff5d9,Kim Dalziel,0000-0003-4972-8871,A5078953009,PERSON,0,ACCEPTED,"1https://ror.org/01ej9dk98grid.1008.90000 0001 2179 088XMelbourne Health Economics, University of Melbourne, Victoria, Australia | 2https://ror.org/048fyec77grid.1058.c0000 0000 9442 535XHealth Services and Economics, Murdoch Children’s Research Institute, Victoria, Australia"
doi:10.1007/s11136-025-03990-3,10.1007/s11136-025-03990-3,2025,3,Harriet Hiscock,person:openalex:A5065534878,Harriet Hiscock,0000-0003-3017-2770,A5065534878,PERSON,0,ACCEPTED,"2https://ror.org/048fyec77grid.1058.c0000 0000 9442 535XHealth Services and Economics, Murdoch Children’s Research Institute, Victoria, Australia | 3https://ror.org/01ej9dk98grid.1008.90000 0001 2179 088XDepartment of Paediatrics, The University of Melbourne, Victoria, Australia"
doi:10.1007/s11136-025-03990-3,10.1007/s11136-025-03990-3,2025,4,Alexander van Heudsen,person:leader:1ed27ee96b5d,Alexander van Heusden,0009-0007-8055-5450,A5070658848,PERSON,0,ACCEPTED,"1https://ror.org/01ej9dk98grid.1008.90000 0001 2179 088XMelbourne Health Economics, University of Melbourne, Victoria, Australia"
doi:10.1007/s11136-025-03990-3,10.1007/s11136-025-03990-3,2025,5,Nancy Devlin,person:eqmember:17946,Nancy Devlin,0000-0002-1561-5361,A5103206776,PERSON,0,ACCEPTED,"1https://ror.org/01ej9dk98grid.1008.90000 0001 2179 088XMelbourne Health Economics, University of Melbourne, Victoria, Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,1,Renee Jones,person:openalex:A5066738880,Renee Jones,0000-0002-5332-5226,A5066738880,PERSON,0,ACCEPTED,"1Melbourne Health Economics, University of Melbourne, Melbourne, Victoria Australia | 2Health Services and Economics, Murdoch Children’s Research Institute, Parkville, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,2,Kim Dalziel,person:leader:50cca9cff5d9,Kim Dalziel,0000-0003-4972-8871,A5078953009,PERSON,0,ACCEPTED,"1Melbourne Health Economics, University of Melbourne, Melbourne, Victoria Australia | 2Health Services and Economics, Murdoch Children’s Research Institute, Parkville, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,3,Harriet Hiscock,person:openalex:A5065534878,Harriet Hiscock,0000-0003-3017-2770,A5065534878,PERSON,0,ACCEPTED,"2Health Services and Economics, Murdoch Children’s Research Institute, Parkville, Victoria Australia | 3Centre for Community Child Health, The Royal Children’s Hospital, Parkville, Victoria Australia | 4Department of Paediatrics, The University of Melbourne, Melbourne, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,4,Karen McLean,person:openalex:A5008464651,Karen McLean,0000-0002-8438-2901,A5008464651,PERSON,0,ACCEPTED,"3Centre for Community Child Health, The Royal Children’s Hospital, Parkville, Victoria Australia | 4Department of Paediatrics, The University of Melbourne, Melbourne, Victoria Australia | 5Policy & Equity, Murdoch Children’s Research Institute, Parkville, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,5,Diana Truong,person:openalex:A5037889272,Diana Truong,0000-0003-4007-8243,A5037889272,PERSON,0,ACCEPTED,"6Digital Innovation Team, The Royal Children’s Hospital, Parkville, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,6,Andrew Tuan Phuong Dao,person:openalex:A5077284198,Andrew Tuan Phuong Dao,,A5077284198,PERSON,0,ACCEPTED,"7Department of Informatics, The Royal Women’s Hospital, Parkville, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,7,Kathe Holmes,person:openalex:A5104134946,Kathe Holmes,,A5104134946,PERSON,0,ACCEPTED,"8Department of Gastroenterology, The Royal Children’s Hospital, Parkville, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,8,Kath Feely,person:openalex:A5091956404,Kath Feely,0000-0001-6404-1117,A5091956404,PERSON,0,ACCEPTED,"9Allied Health and EMR, The Royal Children’s Hospital, Parkville, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,9,Jessica Taranto,person:openalex:A5015914274,Jessica Taranto,0000-0002-4290-4863,A5015914274,PERSON,0,ACCEPTED,"10Department of Paediatric Surgery, The Royal Children’s Hospital, Parkville, Victoria Australia | 11Surgical Research Group, Murdoch Children’s Research Institute, Parkville, Victoria Australia | 12Colorectal and Pelvic Reconstruction Service, The Royal Children’s Hospital, Parkville, Victoria Australia | 13Clinical Sciences, Murdoch Children’s Research Institute, Parkville, Victoria Australia | 4Department of Paediatrics, The University of Melbourne, Melbourne, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,10,Abby Palmer,person:author:72d930afab4f1eae,Abby Palmer,,,PERSON,0,UNRESOLVED,"14Patient Advocate/Consumer Expert, Melbourne, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,11,Tanya Wolfe,person:author:b0bbdab830b5a8d0,Tanya Wolfe,,,PERSON,0,UNRESOLVED,"14Patient Advocate/Consumer Expert, Melbourne, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,12,Penny Richards Fowler,person:author:a54e05ad065b9db8,Penny Richards Fowler,,,PERSON,0,UNRESOLVED,"14Patient Advocate/Consumer Expert, Melbourne, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,13,Kirsten Pini,person:openalex:A5117785012,Kirsten Pini,,A5117785012,PERSON,0,ACCEPTED,"14Patient Advocate/Consumer Expert, Melbourne, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,14,Max Pini,person:author:700484d52b8adc8a,Max Pini,,,PERSON,0,UNRESOLVED,"14Patient Advocate/Consumer Expert, Melbourne, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,15,Einat Martonovich-Lantsberg,person:openalex:A5117785013,Einat Martonovich-Lantsberg,,A5117785013,PERSON,0,ACCEPTED,"3Centre for Community Child Health, The Royal Children’s Hospital, Parkville, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,16,Joanna Lawrence,person:openalex:A5078078627,Joanna Lawrence,0000-0002-7913-7274,A5078078627,PERSON,0,ACCEPTED,"15Centre for Digital Transformation, The University of Melbourne, Melbourne, Victoria Australia | 2Health Services and Economics, Murdoch Children’s Research Institute, Parkville, Victoria Australia | 6Digital Innovation Team, The Royal Children’s Hospital, Parkville, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,17,Misel Trajanovska,person:openalex:A5039674186,Misel Trajanovska,0000-0001-6983-0166,A5039674186,PERSON,0,ACCEPTED,"12Colorectal and Pelvic Reconstruction Service, The Royal Children’s Hospital, Parkville, Victoria Australia | 13Clinical Sciences, Murdoch Children’s Research Institute, Parkville, Victoria Australia | 4Department of Paediatrics, The University of Melbourne, Melbourne, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,18,Adele Berry,person:openalex:A5108557660,Adele Berry,,A5108557660,PERSON,0,ACCEPTED,"16Department of Complex Care, The Royal Children’s Hospital, Parkville, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,19,Valerie Sung,person:openalex:A5017249857,Valerie Sung,0000-0003-2029-6331,A5017249857,PERSON,0,ACCEPTED,"17Prevention Innovation, Population Health, Murdoch Children’s Research Institute, Parkville, Victoria Australia | 3Centre for Community Child Health, The Royal Children’s Hospital, Parkville, Victoria Australia | 4Department of Paediatrics, The University of Melbourne, Melbourne, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,20,Sebastian King,person:openalex:A5070819422,Sebastian K. King,0000-0001-5396-0265,A5070819422,PERSON,0,ACCEPTED,"12Colorectal and Pelvic Reconstruction Service, The Royal Children’s Hospital, Parkville, Victoria Australia | 13Clinical Sciences, Murdoch Children’s Research Institute, Parkville, Victoria Australia | 4Department of Paediatrics, The University of Melbourne, Melbourne, Victoria Australia"
doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,21,Nancy Devlin,person:eqmember:17946,Nancy Devlin,0000-0002-1561-5361,A5103206776,PERSON,0,ACCEPTED,"1Melbourne Health Economics, University of Melbourne, Melbourne, Victoria Australia"
doi:10.1007/s11136-025-04003-z,10.1007/s11136-025-04003-z,2025,1,Soumana C Nasser,person:leader:697a63a74011,Soumana Chamoun Nasser,0000-0003-4202-7116,A5029600163,PERSON,0,ACCEPTED,"1Department of Pharmacy Practice, School of Pharmacy, Lebanese America University, Byblos, Lebanon"
doi:10.1007/s11136-025-04003-z,10.1007/s11136-025-04003-z,2025,2,A Simon Pickard,person:eqmember:17988,Simon Pickard,0000-0001-5645-7091,A5058888906,PERSON,0,ACCEPTED,"2Department of Pharmacy Systems, Outcomes and Policy, Retzky College of Pharmacy, University of Illinois Chicago, Chicago, IL USA"
doi:10.1007/s11136-025-04003-z,10.1007/s11136-025-04003-z,2025,3,Jonathan L Nazari,person:leader:6b971e7fb4c3,Jonathan Nazari,,,PERSON,0,ACCEPTED,"2Department of Pharmacy Systems, Outcomes and Policy, Retzky College of Pharmacy, University of Illinois Chicago, Chicago, IL USA"
doi:10.1007/s11136-025-04003-z,10.1007/s11136-025-04003-z,2025,4,Maja Kuharic,person:eqmember:19030,Maja Kuharic,0000-0003-3696-9086,A5007210675,PERSON,0,ACCEPTED,"1Department of Pharmacy Practice, School of Pharmacy, Lebanese America University, Byblos, Lebanon | 3Department of Medical Social Sciences, Northwestern University Feinberg School of Medicine, 625 N Michigan Avenue, 21st floor, Chicago, IL 60603 USA"
doi:10.1007/s11136-025-04008-8,10.1007/s11136-025-04008-8,2025,1,Logan Trenaman,person:openalex:A5011858857,Logan Trenaman,0000-0002-6399-5741,A5011858857,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04008-8,10.1007/s11136-025-04008-8,2025,2,Daphne Guh,person:openalex:A5002742472,Daphne Guh,0000-0002-0209-5520,A5002742472,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04008-8,10.1007/s11136-025-04008-8,2025,3,Stirling Bryan,person:eqmember:17994,Stirling Bryan,0000-0001-7093-3058,A5015667412,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04008-8,10.1007/s11136-025-04008-8,2025,4,Kimberlyn McGrail,person:openalex:A5072134463,Kimberlyn McGrail,0000-0002-9349-1915,A5072134463,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04008-8,10.1007/s11136-025-04008-8,2025,5,Mohammad Ehsanul Karim,person:openalex:A5048972649,Mohammad Ehsanul Karim,0000-0002-0346-2871,A5048972649,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04008-8,10.1007/s11136-025-04008-8,2025,6,Rick Sawatzky,person:author:aa563b557fb89d23,Rick Sawatzky,,,PERSON,0,UNRESOLVED,
doi:10.1007/s11136-025-04008-8,10.1007/s11136-025-04008-8,2025,7,Maggie Yu,person:openalex:A5043862933,Maggie Yu,0000-0002-2022-4939,A5043862933,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04008-8,10.1007/s11136-025-04008-8,2025,8,Marilyn Parker,person:openalex:A5109953779,Marilyn Parker,,A5109953779,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04008-8,10.1007/s11136-025-04008-8,2025,9,Kathleen Wheeler,person:openalex:A5047176697,Kathleen Wheeler,0000-0003-0971-3763,A5047176697,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04008-8,10.1007/s11136-025-04008-8,2025,10,Mark D. Harrison,person:openalex:A5016872638,Mark D. Harrison,0000-0002-0220-1565,A5016872638,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04016-8,10.1007/s11136-025-04016-8,2025,1,Ai-Ping Chua,person:openalex:A5054448701,Ai-Ping Chua,0000-0003-1773-5049,A5054448701,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04016-8,10.1007/s11136-025-04016-8,2025,2,Mathieu F. Janssen,person:eqmember:19005,Bas Janssen,0000-0001-6602-6949,A5020933378,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04016-8,10.1007/s11136-025-04016-8,2025,3,Ling Jie Cheng,person:eqmember:19028,Ling Jie Cheng,0000-0002-5338-578x,A5082193621,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04016-8,10.1007/s11136-025-04016-8,2025,4,Jan J.V. Busschbach,person:eqmember:17875,Jan Busschbach,0000-0002-8602-0381,A5020122364,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04016-8,10.1007/s11136-025-04016-8,2025,5,Nan Luo,person:eqmember:17944,Nan Luo,0000-0001-7980-6979,A5064398143,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04023-9,10.1007/s11136-025-04023-9,2025,1,Irina Kinchin,person:leader:206cc1095a3f,Irina Kinchin,0000-0003-0133-2763,A5054485095,PERSON,0,ACCEPTED,"1Centre for Health Policy and Management, Trinity College Dublin, College Green, Dublin, 2 Ireland"
doi:10.1007/s11136-025-04023-9,10.1007/s11136-025-04023-9,2025,2,Peiwen Jiang,person:openalex:A5051422828,Peiwen Jiang,0009-0000-4173-3487,A5051422828,PERSON,0,ACCEPTED,"2Faculty of Health, University of Technology Sydney, Sydney, NSW Australia"
doi:10.1007/s11136-025-04023-9,10.1007/s11136-025-04023-9,2025,3,Deborah Street,person:eqmember:17827,Deborah Street,0000-0002-4476-0656,A5053497885,PERSON,0,ACCEPTED,"2Faculty of Health, University of Technology Sydney, Sydney, NSW Australia"
doi:10.1007/s11136-025-04023-9,10.1007/s11136-025-04023-9,2025,4,Richard Norman,person:eqmember:17974,Richard Norman,0000-0002-3112-3893,A5101841802,PERSON,0,ACCEPTED,"3School of Population Health, Curtin University, Perth, Australia"
doi:10.1007/s11136-025-04023-9,10.1007/s11136-025-04023-9,2025,5,David Currow,person:openalex:A5007993808,David C. Currow,0000-0003-1988-1250,A5007993808,PERSON,0,ACCEPTED,"4Faculty of Science, Medicine and Health, University of Wollongong, Wollongong, NSW Australia"
doi:10.1007/s11136-025-04023-9,10.1007/s11136-025-04023-9,2025,6,Meera Agar,person:openalex:A5064514171,Meera Agar,0000-0002-6756-6119,A5064514171,PERSON,0,ACCEPTED,"2Faculty of Health, University of Technology Sydney, Sydney, NSW Australia"
doi:10.1007/s11136-025-04023-9,10.1007/s11136-025-04023-9,2025,7,Charles Normand,person:openalex:A5051943172,Charles Normand,0000-0002-0885-5754,A5051943172,PERSON,0,ACCEPTED,"1Centre for Health Policy and Management, Trinity College Dublin, College Green, Dublin, 2 Ireland | 5Cicely Saunders Institute of Palliative Care, Policy and Rehabilitation, King’s College London, London, UK"
doi:10.1007/s11136-025-04023-9,10.1007/s11136-025-04023-9,2025,8,Bridget Johnston,person:openalex:A5050574646,Bridget Johnston,0000-0002-0565-9571,A5050574646,PERSON,0,ACCEPTED,"1Centre for Health Policy and Management, Trinity College Dublin, College Green, Dublin, 2 Ireland"
doi:10.1007/s11136-025-04023-9,10.1007/s11136-025-04023-9,2025,9,Peter May,person:openalex:A5007607755,Peter May,0000-0001-8501-6500,A5007607755,PERSON,0,ACCEPTED,"5Cicely Saunders Institute of Palliative Care, Policy and Rehabilitation, King’s College London, London, UK"
doi:10.1007/s11136-025-04023-9,10.1007/s11136-025-04023-9,2025,10,Rosalie Viney,person:eqmember:17976,Rosalie Viney,0000-0002-0039-9635,A5076742980,PERSON,0,ACCEPTED,"2Faculty of Health, University of Technology Sydney, Sydney, NSW Australia"
doi:10.1007/s11136-025-04023-9,10.1007/s11136-025-04023-9,2025,11,Brendan Mulhern,person:eqmember:17807,Brendan Mulhern,0000-0003-3656-8063,A5090013218,PERSON,0,ACCEPTED,"2Faculty of Health, University of Technology Sydney, Sydney, NSW Australia"
doi:10.1007/s11136-025-04028-4,10.1007/s11136-025-04028-4,2025,1,Jingzhi Fan,person:openalex:A5100591300,Jingzhi Fan,,A5100591300,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04028-4,10.1007/s11136-025-04028-4,2025,2,Zhuxin Mao,person:eqmember:18021,Zhuxin Mao,0000-0002-7444-1584,A5002022038,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04028-4,10.1007/s11136-025-04028-4,2025,3,Xinyi Song,person:openalex:A5102830952,Xinyi Song,0000-0003-1741-4747,A5102830952,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04028-4,10.1007/s11136-025-04028-4,2025,4,Fanni Rencz,person:eqmember:17845,Fanni Rencz,0000-0001-9674-620x,A5024021740,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04028-4,10.1007/s11136-025-04028-4,2025,5,Zhihao Yang,person:eqmember:18019,Zhihao Yang,0000-0001-5468-0847,A5028809099,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04028-4,10.1007/s11136-025-04028-4,2025,6,Nan Luo,person:eqmember:17944,Nan Luo,0000-0001-7980-6979,A5064398143,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04028-4,10.1007/s11136-025-04028-4,2025,7,Pei Wang,person:leader:fa3dd095d626,pei wang,0000-0003-3661-3944,A5100462659,PERSON,0,ACCEPTED,
doi:10.1007/s11136-025-04038-2,10.1007/s11136-025-04038-2,2025,1,Guangjie Zhang,person:leader:c4a44baaa49e,Guangjie Zhang,0000-0003-1311-8510,A5030831609,PERSON,0,ACCEPTED,"1https://ror.org/018906e22grid.5645.20000 0004 0459 992XSection Medical Psychology, Department of Psychiatry, Erasmus MC, Rotterdam, The Netherlands"
doi:10.1007/s11136-025-04038-2,10.1007/s11136-025-04038-2,2025,2,Yifan Ding,person:leader:8873fe2331bf,Yifan Ding,0009-0006-8112-628x,A5076822287,PERSON,0,ACCEPTED,"1https://ror.org/018906e22grid.5645.20000 0004 0459 992XSection Medical Psychology, Department of Psychiatry, Erasmus MC, Rotterdam, The Netherlands"
