limitation_id,study_id,publication_id,doi,publication_year,primary_research_family,statement,about_ids
P42a8ef018dfa:L4,P42a8ef018dfa:S1,doi:10.1093/eurheartj/ehab656,10.1093/eurheartj/ehab656,2021,HEALTH_OUTCOME_RESEARCH,"Selection into critical care differed by age, comorbidity, resources, patient preference, and cultural clinical decision-making, so associations with critical care admission could not be assessed reliably.",
P42a8ef018dfa:L5,P42a8ef018dfa:S1,doi:10.1093/eurheartj/ehab656,10.1093/eurheartj/ehab656,2021,HEALTH_OUTCOME_RESEARCH,The study assessed only in-hospital mortality and did not include deaths in community or nursing-home settings.,
P42a8ef018dfa:L6,P42a8ef018dfa:S1,doi:10.1093/eurheartj/ehab656,10.1093/eurheartj/ehab656,2021,HEALTH_OUTCOME_RESEARCH,Neither registry used central adjudication of events.,
P42a8ef018dfa:L7,P42a8ef018dfa:S1,doi:10.1093/eurheartj/ehab656,10.1093/eurheartj/ehab656,2021,HEALTH_OUTCOME_RESEARCH,Echocardiographic data on baseline heart-failure aetiology and systolic or diastolic dysfunction were not available.,
P430c5611944b:limit1,P430c5611944b:study1,doi:10.1002/trc2.12486,10.1002/trc2.12486,2024,MEASUREMENT_PROPERTY_EVALUATION,"Caregivers used only the proxy-proxy perspective; discrepancies may be smaller for a proxy-person perspective, and a direct comparison of the two proxy perspectives was not available.",
P430c5611944b:limit2,P430c5611944b:study1,doi:10.1002/trc2.12486,10.1002/trc2.12486,2024,MEASUREMENT_PROPERTY_EVALUATION,"EQ-5D-5L uses a today recall period, but dementia-related health can vary from day to day and respondents may have referred to different periods despite simultaneous assessment.",
P430c5611944b:limit3,P430c5611944b:study1,doi:10.1002/trc2.12486,10.1002/trc2.12486,2024,MEASUREMENT_PROPERTY_EVALUATION,"EQ-5D-5L does not cover dementia-specific features such as cognitive functioning, and its broad dimensions can be understood differently by people with dementia and caregivers.",
P430c5611944b:limit4,P430c5611944b:study1,doi:10.1002/trc2.12486,10.1002/trc2.12486,2024,MEASUREMENT_PROPERTY_EVALUATION,"The authors state that EQ-5D can be less responsive to health changes, which can bias conclusions in intervention studies and requires critical interpretation.",
P43287ccdd54b:L1,P43287ccdd54b:S1,doi:10.3390/children8080714,10.3390/children8080714,2021,MEASUREMENT_PROPERTY_EVALUATION,Recruitment of the large hospital sample during the COVID-19 pandemic may be difficult because planned face-to-face recruitment can be disrupted.,
P43287ccdd54b:L2,P43287ccdd54b:S1,doi:10.3390/children8080714,10.3390/children8080714,2021,MEASUREMENT_PROPERTY_EVALUATION,"The survey will obtain minimal child-level clinical information, so instrument performance cannot be assessed by factors such as disease severity.",
P43287ccdd54b:L3,P43287ccdd54b:S1,doi:10.3390/children8080714,10.3390/children8080714,2021,MEASUREMENT_PROPERTY_EVALUATION,"Responsiveness analysis depends on recruiting enough children whose health changes, but the number who will change during follow-up is unknown.",
P43287ccdd54b:L4,P43287ccdd54b:S1,doi:10.3390/children8080714,10.3390/children8080714,2021,MEASUREMENT_PROPERTY_EVALUATION,"There is no single gold standard for self-reported health-status change, and it is unknown whether the planned change questions will adequately identify change.",
P43287ccdd54b:L5,P43287ccdd54b:S1,doi:10.3390/children8080714,10.3390/children8080714,2021,MEASUREMENT_PROPERTY_EVALUATION,The number and condition balance of children recruited through the hospital are unknown despite strategies to target more seriously ill children.,
P43287ccdd54b:L6,P43287ccdd54b:S1,doi:10.3390/children8080714,10.3390/children8080714,2021,MEASUREMENT_PROPERTY_EVALUATION,"One follow-up period cannot be optimal for every condition: a short period can limit observable change, a long period can reduce completion, and actual completion times will vary.",
P43287ccdd54b:L7,P43287ccdd54b:S1,doi:10.3390/children8080714,10.3390/children8080714,2021,MEASUREMENT_PROPERTY_EVALUATION,"No accepted general method exists for psychometric-study sample-size calculation, and specific calculations were not completed for item response theory, factor analysis, or each subgroup analysis.",
P4331a29241e6:lim1,P4331a29241e6:s1,doi:10.1016/j.jval.2026.01.004,10.1016/j.jval.2026.01.004,2026,METHODS_RESEARCH,No external sample was available for external validation.,
P4331a29241e6:lim2,P4331a29241e6:s1,doi:10.1016/j.jval.2026.01.004,10.1016/j.jval.2026.01.004,2026,METHODS_RESEARCH,The sample was likely too small for the adjusted limited dependent variable mixture model.,
P4331a29241e6:lim3,P4331a29241e6:s1,doi:10.1016/j.jval.2026.01.004,10.1016/j.jval.2026.01.004,2026,METHODS_RESEARCH,"Few participants reported a lot of problems in the EQ-5D-Y-3L mobility domain, which limited representation of severe health states.",
P4331a29241e6:lim4,P4331a29241e6:s1,doi:10.1016/j.jval.2026.01.004,10.1016/j.jval.2026.01.004,2026,METHODS_RESEARCH,"Sample size precluded subgroup analyses by age, condition, or report type, and application to samples with different characteristics can produce mismatched estimates.",
P4331a29241e6:lim5,P4331a29241e6:s1,doi:10.1016/j.jval.2026.01.004,10.1016/j.jval.2026.01.004,2026,METHODS_RESEARCH,The study mainly considered additive predictor functional forms; other functional forms could perform differently.,
P4338071796dc:L1,P4338071796dc:S1,doi:10.1007/s40271-018-00354-7,10.1007/s40271-018-00354-7,2019,MEASUREMENT_PROPERTY_EVALUATION,"Interviewer administration, chosen because patients had major vision problems, could be associated with more positive outcomes and lower responsiveness, although it applied equally to all measures.",
P4338071796dc:L2,P4338071796dc:S1,doi:10.1007/s40271-018-00354-7,10.1007/s40271-018-00354-7,2019,MEASUREMENT_PROPERTY_EVALUATION,"SF-6D and HUI3 were collected using their short descriptive systems rather than the recommended SF-36 and HUI questionnaires, and the SF-6D descriptive system is likely to generate less responsive utilities than the full SF-36.",
P4338071796dc:L3,P4338071796dc:S1,doi:10.1007/s40271-018-00354-7,10.1007/s40271-018-00354-7,2019,MEASUREMENT_PROPERTY_EVALUATION,"Generalizability may be limited by the study sample and location: the sample reported much better health than US cataract patients, possibly because Asians underreport health problems and because of family care in Singapore, and cataract surgery in Singapore is usually performed when the cataract is mature.",
P4338071796dc:L4,P4338071796dc:S1,doi:10.1007/s40271-018-00354-7,10.1007/s40271-018-00354-7,2019,MEASUREMENT_PROPERTY_EVALUATION,"The series of two-way repeated measures ANOVAs comparing change between pairs of utility measures was not sufficiently powered and was not adjusted for multiplicity, so those results should be interpreted with caution.",
P4362b3466e22:L1,P4362b3466e22:S1,doi:10.1016/j.jval.2019.02.006,10.1016/j.jval.2019.02.006,2019,MEASUREMENT_PROPERTY_EVALUATION,"The data sets were mostly from developed Western countries and did not represent all diseases, so EQ-5D items may be interrelated differently in other populations.",
P4362b3466e22:L2,P4362b3466e22:S1,doi:10.1016/j.jval.2019.02.006,10.1016/j.jval.2019.02.006,2019,MEASUREMENT_PROPERTY_EVALUATION,"Many data sets came from country-specific valuation studies whose respondents were relatively healthy, giving less variation in health states; modelling on this narrow health range may not fully inform the structure for the broad range of EQ-5D-5L applications.",
P4362b3466e22:L3,P4362b3466e22:S1,doi:10.1016/j.jval.2019.02.006,10.1016/j.jval.2019.02.006,2019,MEASUREMENT_PROPERTY_EVALUATION,"Internal MIMIC models cannot themselves generate usable scoring weights; they only clarify the internal structure, which must then be harnessed with other structural equation modelling methods.",
P4362b3466e22:L4,P4362b3466e22:S1,doi:10.1016/j.jval.2019.02.006,10.1016/j.jval.2019.02.006,2019,MEASUREMENT_PROPERTY_EVALUATION,"Only the MIC data set could support the full range of external MIMIC specifications, so models 2a-2 and 2b-2 could not be fitted elsewhere.",
P4362b3466e22:L5,P4362b3466e22:S1,doi:10.1016/j.jval.2019.02.006,10.1016/j.jval.2019.02.006,2019,MEASUREMENT_PROPERTY_EVALUATION,Relatively healthier valuation samples sometimes had no endorsements of level 4 or level 5 on EQ-5D-5L dimensions.,
P43731963824d:L1,P43731963824d:S1,doi:10.1007/s11136-026-04199-8,10.1007/s11136-026-04199-8,2026,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,"The recommendations are based on the informed perspectives of a single research team, are not definitive, and should be treated as a starting point for further debate and iterative refinement.",P43731963824d:O1
P43731963824d:L2,P43731963824d:S1,doi:10.1007/s11136-026-04199-8,10.1007/s11136-026-04199-8,2026,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,The set of recommendations is not exhaustive; other issues such as equity concerns and cross-cultural adaptation are also likely to be important.,P43731963824d:O1
P43731963824d:L3,P43731963824d:S1,doi:10.1007/s11136-026-04199-8,10.1007/s11136-026-04199-8,2026,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,"The focus is on single questionnaire-based assessments, whereas comprehensive assessment of infant and toddler HRQoL may require a multimethod approach combining caregiver reports, direct observation and interviews.",P43731963824d:O1
P43871a428e81:L1,P43871a428e81:S1,doi:10.3390/ijerph19042329,10.3390/ijerph19042329,2022,APPLIED_USE_RESEARCH,"Randomization was not feasible. The groups differed at baseline in comorbidity, dependency, caregiver support, and caregiver burden, which created selection bias despite multivariable adjustment.",
P43871a428e81:L2,P43871a428e81:S1,doi:10.3390/ijerph19042329,10.3390/ijerph19042329,2022,APPLIED_USE_RESEARCH,Comparison of two care models at different primary-care centres could produce an unavoidable Hawthorne effect.,
P43871a428e81:L3,P43871a428e81:S1,doi:10.3390/ijerph19042329,10.3390/ijerph19042329,2022,APPLIED_USE_RESEARCH,"The recruited sample was small and the intermediate analysis had low statistical power. Recruitment was limited by the small home-care population, severe frailty, advanced illness, refusal, and mortality.",
P43871a428e81:L4,P43871a428e81:S1,doi:10.3390/ijerph19042329,10.3390/ijerph19042329,2022,APPLIED_USE_RESEARCH,"First-year losses were high, at 42.6% in the functional-model group and 22.4% in the integrated-model group, because of transfers and deaths.",
P43871a428e81:L5,P43871a428e81:S1,doi:10.3390/ijerph19042329,10.3390/ijerph19042329,2022,APPLIED_USE_RESEARCH,"Both centres were in densely populated urban areas, so the authors questioned whether the findings would apply to suburban or rural settings.",
P43ba7203d962:LI1,P43ba7203d962:S1,doi:10.1016/j.jval.2023.02.002,10.1016/j.jval.2023.02.002,2023,MEASUREMENT_PROPERTY_EVALUATION,"The general population quota sample was recruited from an online panel and may be subject to selection bias, because digital literacy and internet access are required for panel registration; random sampling and paper-based questionnaires are recommended for future studies.",
P43ba7203d962:LI2,P43ba7203d962:S1,doi:10.1016/j.jval.2023.02.002,10.1016/j.jval.2023.02.002,2023,MEASUREMENT_PROPERTY_EVALUATION,"Data on severity within condition groups were not available, so the study could not assess how well the two measures discriminate across severity groups.",
P43ba7203d962:LI3,P43ba7203d962:S1,doi:10.1016/j.jval.2023.02.002,10.1016/j.jval.2023.02.002,2023,MEASUREMENT_PROPERTY_EVALUATION,"Data collection took place during the second wave of the COVID-19 pandemic, which might have affected health status and consequently the measurement properties of the instruments.",
P43ba7203d962:LI4,P43ba7203d962:S1,doi:10.1016/j.jval.2023.02.002,10.1016/j.jval.2023.02.002,2023,MEASUREMENT_PROPERTY_EVALUATION,"The order of the three health status measures within the survey was not randomized, which might have affected responses.",
P43d09dde69aa:LIM1,P43d09dde69aa:S1,doi:10.1016/j.jval.2025.04.2168,10.1016/j.jval.2025.04.2168,2025,MEASUREMENT_PROPERTY_EVALUATION,"The community-recruited and PureProfile samples could differ, although recruitment source was not significant in the regression models.",
P43d09dde69aa:LIM2,P43d09dde69aa:S1,doi:10.1016/j.jval.2025.04.2168,10.1016/j.jval.2025.04.2168,2025,MEASUREMENT_PROPERTY_EVALUATION,"A larger sample would have been preferable in this difficult-to-recruit population, although the analyzed sample exceeded the stated minimum for this type of analysis.",
P43d09dde69aa:LIM3,P43d09dde69aa:S1,doi:10.1016/j.jval.2025.04.2168,10.1016/j.jval.2025.04.2168,2025,MEASUREMENT_PROPERTY_EVALUATION,Approximately 300 bot responses arrived during one night and were removed; the researchers then added more data-quality controls.,
P43d09dde69aa:LIM4,P43d09dde69aa:S1,doi:10.1016/j.jval.2025.04.2168,10.1016/j.jval.2025.04.2168,2025,MEASUREMENT_PROPERTY_EVALUATION,The United Kingdom-specific EQ-HWB-S value set may not represent Australian population preferences.,
P43d09dde69aa:LIM5,P43d09dde69aa:S1,doi:10.1016/j.jval.2025.04.2168,10.1016/j.jval.2025.04.2168,2025,MEASUREMENT_PROPERTY_EVALUATION,The missing responses for EQ-HWB item 22 indicate that unclear item layout can cause respondents to skip a question.,
P43d09dde69aa:LIM6,P43d09dde69aa:S1,doi:10.1016/j.jval.2025.04.2168,10.1016/j.jval.2025.04.2168,2025,MEASUREMENT_PROPERTY_EVALUATION,"The study does not evaluate other caregiver populations or responsiveness to change over time, for which evidence remains limited.",
P440408303810:limitation_1,P440408303810:study_1,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,APPLIED_USE_RESEARCH,"The group had to remain small so that all participants could contribute, and scheduling allowed only two online workshops with all stakeholder groups; much feedback was obtained individually and could differ from group feedback.",
P440408303810:limitation_2,P440408303810:study_1,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,APPLIED_USE_RESEARCH,"Some participants were unfamiliar with the online technology, which could have limited engagement with creative activities.",
P440408303810:limitation_3,P440408303810:study_1,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,APPLIED_USE_RESEARCH,"Power imbalance between patients, caregivers, and service providers remained possible despite steps to reduce it.",
P440408303810:limitation_4,P440408303810:study_1,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,APPLIED_USE_RESEARCH,Participating service providers could have been early adopters who were more open to clinical paediatric PROM use.,
P440408303810:limitation_5,P440408303810:study_1,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,APPLIED_USE_RESEARCH,The study did not include non-English-speaking participants.,
P440408303810:limitation_6,P440408303810:study_1,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,APPLIED_USE_RESEARCH,"The generalisability of the design to other age groups, clinical settings, and geographic contexts is unknown.",
P448f971bb1a5:L1,P448f971bb1a5:S1,doi:10.1007/s40273-016-0404-1,10.1007/s40273-016-0404-1,2016,METHODS_RESEARCH,"No gold standard for health state valuation exists, so some protocol design decisions, such as the fixed 10-year time horizon, were not based on empirical evidence.",P448f971bb1a5:PR1 | P448f971bb1a5:PR2 | P448f971bb1a5:PR3
P448f971bb1a5:L2,P448f971bb1a5:S1,doi:10.1007/s40273-016-0404-1,10.1007/s40273-016-0404-1,2016,METHODS_RESEARCH,The authors are not aware of any empirical research comparing the relative merits of the Paris and MVH protocols.,P448f971bb1a5:PR1 | P448f971bb1a5:PR2
P448f971bb1a5:L3,P448f971bb1a5:S1,doi:10.1007/s40273-016-0404-1,10.1007/s40273-016-0404-1,2016,METHODS_RESEARCH,"The protocols cover only TTO data collection and exclude sampling frames, experimental design for health state selection and modelling of the collected data.",P448f971bb1a5:PR1 | P448f971bb1a5:PR2 | P448f971bb1a5:PR3
P448f971bb1a5:L4,P448f971bb1a5:S1,doi:10.1007/s40273-016-0404-1,10.1007/s40273-016-0404-1,2016,METHODS_RESEARCH,"Both conventional and composite TTO can be criticized for eliciting better-than-death and worse-than-death values through different procedures, and the available methods for handling worse-than-death values have limited theoretical underpinning.",P448f971bb1a5:MU1 | P448f971bb1a5:MU2
P4494413c1a0d:LIM1,P4494413c1a0d:S1,doi:10.1007/s11136-021-02799-0,10.1007/s11136-021-02799-0,2021,HEALTH_OUTCOME_RESEARCH,"The source valuation data used purposive, non-probability convenience quota sampling. The authors stated that this design can introduce bias and limit generalizability, although quotas were used to approximate the population distribution.",
P4494413c1a0d:LIM2,P4494413c1a0d:S1,doi:10.1007/s11136-021-02799-0,10.1007/s11136-021-02799-0,2021,HEALTH_OUTCOME_RESEARCH,"The EQ-5D-5L outcome had many observations at 1, which the authors stated made beta regression perform poorly; they therefore preferred censored Tobit models and used beta regression only for robustness checks.",
P44de36705ca2:L1,P44de36705ca2:S1,doi:10.1186/s12874-022-01830-3,10.1186/s12874-022-01830-3,2023,VALUE_SET_DEVELOPMENT,The samples in the national value sets were not entirely representative of their corresponding general populations.,
P44de36705ca2:L2,P44de36705ca2:S1,doi:10.1186/s12874-022-01830-3,10.1186/s12874-022-01830-3,2023,VALUE_SET_DEVELOPMENT,"Some national value sets were old, so changes in population structure may limit how well they represent current preferences.",
P44de36705ca2:L3,P44de36705ca2:S1,doi:10.1186/s12874-022-01830-3,10.1186/s12874-022-01830-3,2023,VALUE_SET_DEVELOPMENT,"Societal, demographic, linguistic, methodological, modelling, and data-quality differences across national studies may have affected the pooled valuations; some source value sets contain questionable values or inconsistencies.",
P44de36705ca2:L4,P44de36705ca2:S1,doi:10.1186/s12874-022-01830-3,10.1186/s12874-022-01830-3,2023,VALUE_SET_DEVELOPMENT,"The study did not test more advanced finite-mixture specifications; the population-weighted finite-mixture model did not converge, and further model research is needed.",
P4515ccdd8bdc:L01,P4515ccdd8bdc:S1,doi:10.3310/hta18120,10.3310/hta18120,2014,METHODS_RESEARCH,"Question types I to V used partial corner-state descriptions rather than whole EQ-5D-5L states, so respondents may have filled in the unstated dimensions with their own assumptions, which limits the sensitivity and wider applicability of the findings and affects the assumed values used in the time preference analysis.",
P4515ccdd8bdc:L02,P4515ccdd8bdc:S1,doi:10.3310/hta18120,10.3310/hta18120,2014,METHODS_RESEARCH,"The V values used (0.8 and 0.9 for mild states, 0.4 and 0.6 for severe states) appear to have been set too low, since the great majority of respondents chose the full-health option, and only a small range of V values could be used.",
P4515ccdd8bdc:L03,P4515ccdd8bdc:S1,doi:10.3310/hta18120,10.3310/hta18120,2014,METHODS_RESEARCH,"Respondents in stages 1 to 3 were limited to those aged under 65 years, a restriction arising from the online panel and carried over to the interview stages.",
P4515ccdd8bdc:L04,P4515ccdd8bdc:S1,doi:10.3310/hta18120,10.3310/hta18120,2014,METHODS_RESEARCH,"The design of the stage 1 binary-choice questions was not the most efficient: collinearities reduced the number of comparable scenario combinations, and the wording of the satisfaction levels and their combination with health states was potentially problematic.",
P4515ccdd8bdc:L05,P4515ccdd8bdc:S1,doi:10.3310/hta18120,10.3310/hta18120,2014,METHODS_RESEARCH,"Minimum completion times of 5 minutes for PRET and 3 minutes for PRET-AS were chosen fairly arbitrarily after piloting, and the effect of using shorter cut-offs could not be assessed.",
P4515ccdd8bdc:L06,P4515ccdd8bdc:S1,doi:10.3310/hta18120,10.3310/hta18120,2014,METHODS_RESEARCH,"Because of limited funds and time, stages 3 and 4 covered a narrower range of topics than the earlier stages.",
P4515ccdd8bdc:L07,P4515ccdd8bdc:S1,doi:10.3310/hta18120,10.3310/hta18120,2014,METHODS_RESEARCH,"The stage 4 think-aloud study used a convenience sample of non-academic university staff who were younger, better educated, more female and healthier than the general population, so additional themes might emerge from a wider sample.",
P4515ccdd8bdc:L08,P4515ccdd8bdc:S1,doi:10.3310/hta18120,10.3310/hta18120,2014,METHODS_RESEARCH,"Think-aloud methods may not fully replicate the thought processes respondents use, respondents may not verbalise everything, and follow-up questions are limited to what respondents can and will recall and report.",
P4515ccdd8bdc:L09,P4515ccdd8bdc:S1,doi:10.3310/hta18120,10.3310/hta18120,2014,METHODS_RESEARCH,"Only 18 of the 120 DCE-with-duration pairs had differing durations, so the duration coefficient, by which all attribute coefficients are divided, had a comparatively wide confidence interval.",
P4515ccdd8bdc:L10,P4515ccdd8bdc:S1,doi:10.3310/hta18120,10.3310/hta18120,2014,METHODS_RESEARCH,"EQ-5D state 11111 was assumed equivalent to full health, so upper-end censoring was not addressed, and duration was treated as continuous rather than categorical.",
P4515ccdd8bdc:L11,P4515ccdd8bdc:S1,doi:10.3310/hta18120,10.3310/hta18120,2014,METHODS_RESEARCH,"The binary-choice lead-time TTO design used only five whole EQ-5D-3L states, so individual dimensions and levels could not be modelled, and the analysis assumed zero time preference and a logistic cumulative distribution despite the asymmetric density of valuation data.",
P4515ccdd8bdc:L12,P4515ccdd8bdc:S1,doi:10.3310/hta18120,10.3310/hta18120,2014,METHODS_RESEARCH,"The time preference analysis is at group rather than individual level and required assuming that respondents facing a given choice had a median health-state value equal to the corresponding PRET-AS DCETTO value, so apparent differences between states could reflect that assumption.",
P4515ccdd8bdc:L13,P4515ccdd8bdc:S1,doi:10.3310/hta18120,10.3310/hta18120,2014,METHODS_RESEARCH,"The response rate for the CAPI arm is unknown because the survey company did not record it, and characteristics of non-responders in face-to-face interviews are typically unavailable.",
P4515ccdd8bdc:L14,P4515ccdd8bdc:S1,doi:10.3310/hta18120,10.3310/hta18120,2014,METHODS_RESEARCH,"Even with quota screening, the online and CAPI samples may differ in unobserved characteristics arising from the different selection mechanisms, and results may vary across internet panels.",
P4515ccdd8bdc:L15,P4515ccdd8bdc:S1,doi:10.3310/hta18120,10.3310/hta18120,2014,METHODS_RESEARCH,"The stage 3 follow-up probing questions were multiple choice and designed by the research team, so important factors may not have been captured and the reasons behind responses could not be explored in depth during the interview.",
P45a77cb8fbd7:L1,P45a77cb8fbd7:S1,doi:10.1016/j.jval.2025.07.028,10.1016/j.jval.2025.07.028,2025,MEASUREMENT_PROPERTY_EVALUATION,"No gold standard was available, so construct validity had to be assessed with indirect methods.",
P45a77cb8fbd7:L2,P45a77cb8fbd7:S1,doi:10.1016/j.jval.2025.07.028,10.1016/j.jval.2025.07.028,2025,MEASUREMENT_PROPERTY_EVALUATION,EQ-HWB-9 items were embedded in the full EQ-HWB and were not administered as a stand-alone measure.,
P45a77cb8fbd7:L3,P45a77cb8fbd7:S1,doi:10.1016/j.jval.2025.07.028,10.1016/j.jval.2025.07.028,2025,MEASUREMENT_PROPERTY_EVALUATION,"Although the total sample was large, condition-specific subgroup samples limited analysis and prevented comparison of standardized response means by condition.",
P45a77cb8fbd7:L4,P45a77cb8fbd7:S1,doi:10.1016/j.jval.2025.07.028,10.1016/j.jval.2025.07.028,2025,MEASUREMENT_PROPERTY_EVALUATION,The study used crude known-group definitions instead of clinical severity measures because only these measures were feasible to collect.,
P45a77cb8fbd7:L5,P45a77cb8fbd7:S1,doi:10.1016/j.jval.2025.07.028,10.1016/j.jval.2025.07.028,2025,MEASUREMENT_PROPERTY_EVALUATION,"Online data collection required an answer to every question, so the study could not assess missing responses, feasibility, or acceptability.",
P45a77cb8fbd7:L6,P45a77cb8fbd7:S1,doi:10.1016/j.jval.2025.07.028,10.1016/j.jval.2025.07.028,2025,MEASUREMENT_PROPERTY_EVALUATION,"Participants received no study intervention, and stability for the reliability analysis was self-reported and could not be verified.",
P4692ec4a07d5:lim_block,P4692ec4a07d5:study_main,doi:10.1007/s40273-024-01350-6,10.1007/s40273-024-01350-6,2024,MEASUREMENT_PROPERTY_EVALUATION,The block design produced different recruitment-source and special-healthcare-needs mixes across adapted and original instrument samples; subsampling by special healthcare needs reduced but did not remove this concern.,
P4692ec4a07d5:lim_generalizability,P4692ec4a07d5:study_main,doi:10.1007/s40273-024-01350-6,10.1007/s40273-024-01350-6,2024,MEASUREMENT_PROPERTY_EVALUATION,"The newly developed adapted instrument still needs evaluation in other countries, settings, samples, and disease groups.",
P4692ec4a07d5:lim_lss,P4692ec4a07d5:study_main,doi:10.1007/s40273-024-01350-6,10.1007/s40273-024-01350-6,2024,MEASUREMENT_PROPERTY_EVALUATION,Level sum scores weight dimensions equally and collapse different health profiles to the same score; profile ordering by level sum score can also differ from utility ordering.,
P4692ec4a07d5:lim_proxy,P4692ec4a07d5:study_main,doi:10.1007/s40273-024-01350-6,10.1007/s40273-024-01350-6,2024,MEASUREMENT_PROPERTY_EVALUATION,"Proxy reporting can be biased for unobservable aspects of young children's HRQoL, and parent-child agreement cannot be assessed plausibly in this very young age group.",
P4692ec4a07d5:lim_small,P4692ec4a07d5:study_main,doi:10.1007/s40273-024-01350-6,10.1007/s40273-024-01350-6,2024,MEASUREMENT_PROPERTY_EVALUATION,"Some condition-specific known-group analyses and especially the worse-health responsiveness analyses had small samples, so those results require caution and adapted-versus-original responsiveness could not be formally compared.",
P4692ec4a07d5:lim_valueset,P4692ec4a07d5:study_main,doi:10.1007/s40273-024-01350-6,10.1007/s40273-024-01350-6,2024,MEASUREMENT_PROPERTY_EVALUATION,No EQ-5D-Y-5L or adapted-version value sets were available. Applying the Netherlands original EQ-5D-Y-3L value set to the adapted instrument assumes that wording changes and the younger target age do not change preferences.,
P4694bf3b6982:L1,P4694bf3b6982:S1,doi:10.1007/s10198-025-01789-0,10.1007/s10198-025-01789-0,2026,METHODS_RESEARCH,The authors state that very little evidence shows which factors adults consider when they value health states in very young children.,
P4694bf3b6982:L2,P4694bf3b6982:S1,doi:10.1007/s10198-025-01789-0,10.1007/s10198-025-01789-0,2026,METHODS_RESEARCH,Evidence about differences between parents' and non-parents' preferences for health states in children aged 0 to 3 years is limited.,
P4694bf3b6982:L3,P4694bf3b6982:S1,doi:10.1007/s10198-025-01789-0,10.1007/s10198-025-01789-0,2026,METHODS_RESEARCH,It is unclear whether instructions can make all respondents exclude caregiver spillovers and future developmental consequences from child health-state valuations.,
P4694bf3b6982:L4,P4694bf3b6982:S1,doi:10.1007/s10198-025-01789-0,10.1007/s10198-025-01789-0,2026,METHODS_RESEARCH,A proposed EQ-TIPS crosswalk would depend on the untested assumption that EQ-5D-Y values elicited for an older child are relevant to infant and toddler health states.,
P482cef3e00dd:L1,P482cef3e00dd:S1,doi:10.1016/j.jval.2018.05.008,10.1016/j.jval.2018.05.008,2018,HEALTH_ECONOMIC_EVALUATION,"The study relied on conveniently available EQ-5D data and dialysis models, which limits generalizability of the findings.",
P482cef3e00dd:L2,P482cef3e00dd:S1,doi:10.1016/j.jval.2018.05.008,10.1016/j.jval.2018.05.008,2018,HEALTH_ECONOMIC_EVALUATION,"Only one type of EQ-5D data was collected and the other was generated by crosswalk, which is bound to suffer from bias, so the impact of switching from 3L to 5L cannot be assessed accurately.",P482cef3e00dd:MU1
P48579eb8c883:lim_1,P48579eb8c883:study_main,doi:10.1016/j.jval.2023.10.009,10.1016/j.jval.2023.10.009,2023,METHODS_RESEARCH,"Data collection was online and unsupervised. Interviewer support might have prevented some data-quality problems, especially for the complex frame F task.",
P48579eb8c883:lim_2,P48579eb8c883:study_main,doi:10.1016/j.jval.2023.10.009,10.1016/j.jval.2023.10.009,2023,METHODS_RESEARCH,"The study did not include a lag-time TTO frame despite its possible advantages, including for youth instrument valuation.",
P48579eb8c883:lim_3,P48579eb8c883:study_main,doi:10.1016/j.jval.2023.10.009,10.1016/j.jval.2023.10.009,2023,METHODS_RESEARCH,"The proportion of worse-than-dead classifications was unexpectedly high. Prolific users may differ from the general population, or repeated exposure to severe states and immediate-death comparisons may have influenced responses.",
P49a97d0efaa5:L1,P49a97d0efaa5:S1,doi:10.1186/s12955-020-01641-4,10.1186/s12955-020-01641-4,2020,METHODS_RESEARCH,"The think aloud technique depends on the participant being able to articulate thoughts, and one interview was stopped after the EQ VAS assessment because the participant seemed uncomfortable thinking aloud.",
P49a97d0efaa5:L2,P49a97d0efaa5:S1,doi:10.1186/s12955-020-01641-4,10.1186/s12955-020-01641-4,2020,METHODS_RESEARCH,"All participants had a moderate to high level of education, although the sample was otherwise relatively diverse.",
P49a97d0efaa5:L3,P49a97d0efaa5:S1,doi:10.1186/s12955-020-01641-4,10.1186/s12955-020-01641-4,2020,METHODS_RESEARCH,"The broad age inclusion criterion of 18-70 years led to additional sampling, and the upper age limit was not respected in one interview, which was still included because the limit had no theoretical justification.",
P49a97d0efaa5:L4,P49a97d0efaa5:S1,doi:10.1186/s12955-020-01641-4,10.1186/s12955-020-01641-4,2020,METHODS_RESEARCH,"Most participants reported no or slight problems on the EQ-5D-5L descriptive system although 13 stated other health problems, and no other health measure was available, so it is uncertain whether they were in good health, had adapted, or had problems not captured by the instrument; health status was not part of the assessment of information power.",
P49a97d0efaa5:L5,P49a97d0efaa5:S1,doi:10.1186/s12955-020-01641-4,10.1186/s12955-020-01641-4,2020,METHODS_RESEARCH,"The fixed sequence of the assessments, the introductory questions about diabetes, and possible change in the ability to think aloud during the interview may have influenced the responses; participants typically compared the assessments towards the end of the interview, which was handled by a common analysis.",
