product_id,study_id,publication_id,doi,publication_year,product,product_type,status,development_state,validation_state,deployment_state,approval_state,n_scoring_uses
P39f4c6b163cb:PR1,P39f4c6b163cb:S1,doi:10.1177/14034948211058060,10.1177/14034948211058060,2023,Danish EQ-5D-5L population norms,POPULATION_REFERENCE_DATA,"DEPLOYMENT:Available | DEVELOPMENT:Population norms generated for EQ-5D-5L dimensions, utility scores, and EQ VAS scores","Population norms generated for EQ-5D-5L dimensions, utility scores, and EQ VAS scores",,Available,,0
P3a5a828fa134:prod_model,P3a5a828fa134:s1,doi:10.1007/s10198-025-01813-3,10.1007/s10198-025-01813-3,2025,TRaDiP decision analytic model for non-medical prescribing,SOFTWARE_OR_DECISION_SUPPORT,DEPLOYMENT:The model will be made available on request | DEVELOPMENT:Developed in Microsoft Excel 2019 and reported as a user-friendly planning model,Developed in Microsoft Excel 2019 and reported as a user-friendly planning model,,The model will be made available on request,,0
P3aa3c1649b1a:prod_group3l,P3aa3c1649b1a:study1,doi:10.2196/27669,10.2196/27669,2021,Experience-based EQ-5D-3L patient value sets by patient group at baseline and 1-year follow-up,VALUE_SET,DEVELOPMENT:Planned; source data retrieved and analysis ongoing,Planned; source data retrieved and analysis ongoing,,,,0
P3aa3c1649b1a:prod_group5l,P3aa3c1649b1a:study1,doi:10.2196/27669,10.2196/27669,2021,Experience-based EQ-5D-5L patient value sets for registers with EQ-5D-5L data,VALUE_SET,DEVELOPMENT:Planned; source data retrieved and analysis ongoing,Planned; source data retrieved and analysis ongoing,,,,0
P3aa3c1649b1a:prod_pooled3l,P3aa3c1649b1a:study1,doi:10.2196/27669,10.2196/27669,2021,Pooled experience-based EQ-5D-3L patient value sets at baseline and 1-year follow-up,VALUE_SET,DEVELOPMENT:Planned; source data retrieved and analysis ongoing,Planned; source data retrieved and analysis ongoing,,,,0
P3aabc3ff930b:product_2014_norms,P3aabc3ff930b:study_main,doi:10.1186/s12889-025-24238-2,10.1186/s12889-025-24238-2,2025,2014 England EQ-5D-3L population norms by age and sex,POPULATION_REFERENCE_DATA,DEVELOPMENT:Completed and reported as weighted age- and sex-specific norms in the supplementary material,Completed and reported as weighted age- and sex-specific norms in the supplementary material,,,,0
P3c0f2cb45b9b:PROD1,P3c0f2cb45b9b:S1,doi:10.1007/s10198-025-01852-w,10.1007/s10198-025-01852-w,2026,European EQ-5D-Y-3L aggregate preference pattern,VALUE_SET,DEPLOYMENT:Generated for academic purposes and not recommended as a substitute value set for economic evaluation. | DEVELOPMENT:Generated as the mean value for each of 243 health states across six European value sets.,Generated as the mean value for each of 243 health states across six European value sets.,,Generated for academic purposes and not recommended as a substitute value set for economic evaluation.,,0
P3c0f2cb45b9b:PROD2,P3c0f2cb45b9b:S1,doi:10.1007/s10198-025-01852-w,10.1007/s10198-025-01852-w,2026,Asian EQ-5D-Y-3L aggregate preference pattern,VALUE_SET,DEPLOYMENT:Generated for academic purposes and not recommended as a substitute value set for economic evaluation. | DEVELOPMENT:Generated as the mean value for each of 243 health states across three Asian value sets.,Generated as the mean value for each of 243 health states across three Asian value sets.,,Generated for academic purposes and not recommended as a substitute value set for economic evaluation.,,0
P3c7da42f4e51:PROD1,P3c7da42f4e51:S1,doi:10.1186/s12955-026-02578-w,10.1186/s12955-026-02578-w,2026,Modified experimental EQ-HWB-9 version 1.1,INSTRUMENT_VERSION,DEVELOPMENT:Experimental modified version tested in the United Kingdom; international evidence and further psychometric evaluation were still needed before finalization.,Experimental modified version tested in the United Kingdom; international evidence and further psychometric evaluation were still needed before finalization.,,,,0
P3c8f282ec847:PROD_DATA,P3c8f282ec847:S1,doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,EQ-DAPHNIE multinational population health dataset,DATASET,DEPLOYMENT:Data were available from the EuroQol Group with restrictions: access was limited to EuroQol members or use in collaboration with EuroQol members. | DEVELOPMENT:Pilot and data collection for the first 15 countries were complete; later country rounds were planned.,Pilot and data collection for the first 15 countries were complete; later country rounds were planned.,,Data were available from the EuroQol Group with restrictions: access was limited to EuroQol members or use in collaboration with EuroQol members.,,0
P3c8f282ec847:PROD_SURVEY,P3c8f282ec847:S1,doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,EQ-DAPHNIE standardized core questionnaire,CHECKLIST_OR_TOOL,DEPLOYMENT:The questionnaire was implemented across the pilot and 15 main-round countries; complete core content was available on request.,,,The questionnaire was implemented across the pilot and 15 main-round countries; complete core content was available on request.,,0
P3c8f282ec847:PROD_VIG,P3c8f282ec847:S1,doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,2025,Alex EQ-5D-5L response-scale heterogeneity vignette,INSTRUMENT_VERSION,DEVELOPMENT:The authors developed the Alex vignette and administered it after the respondent's own EQ-5D-5L.,The authors developed the Alex vignette and administered it after the respondent's own EQ-5D-5L.,,,,0
P3cae5e133ee2:PROD1,P3cae5e133ee2:S1,doi:10.1007/s11136-025-04028-4,10.1007/s11136-025-04028-4,2025,Six culturally relevant Chinese EQ-5D-5L candidate bolt-on items,INSTRUMENT_VERSION,DEVELOPMENT:Six Mandarin five-level candidate items were finalized for quantitative psychometric testing; social support was removed before the next phase.,Six Mandarin five-level candidate items were finalized for quantitative psychometric testing; social support was removed before the next phase.,,,,0
P3cdd5d7e312d:P1,P3cdd5d7e312d:S1,doi:10.1007/s40273-019-00876-4,10.1007/s40273-019-00876-4,2020,"French EQ-5D-5L value set (2020), covering all 3125 health states, from an age- and sex-adjusted hybrid cTTO-DCE model with values from -0.525 to 1",VALUE_SET,"DEVELOPMENT:Completed and published as the preferred French EQ-5D-5L value set, recommended by the authors for cost-effectiveness analysis in France","Completed and published as the preferred French EQ-5D-5L value set, recommended by the authors for cost-effectiveness analysis in France",,,,0
P3d376dd2988c:product_cgtto,P3d376dd2988c:study_main,doi:10.1016/j.jval.2023.08.015,10.1016/j.jval.2023.08.015,2023,Caregiver TTO (CGTTO) method for EQ-5D-Y-3L valuation,PROTOCOL,DEVELOPMENT:Conceptualized and pilot tested in this study,Conceptualized and pilot tested in this study,,,,0
P3dce4f0ff57a:PROD1,P3dce4f0ff57a:S1,doi:10.1016/j.pecinn.2025.100421,10.1016/j.pecinn.2025.100421,2025,Revised ABJHI individualized total knee arthroplasty decision aid,SOFTWARE_OR_DECISION_SUPPORT,"DEPLOYMENT:Planned for implementation in routine clinical practice in Alberta. | VALIDATION:Usability tested before large-scale implementation; the authors found high perceived usefulness and acceptability, marginal usability, and recommended no further revision before implementation.",,"Usability tested before large-scale implementation; the authors found high perceived usefulness and acceptability, marginal usability, and recommended no further revision before implementation.",Planned for implementation in routine clinical practice in Alberta.,,0
P3e2170e62c8b:PROD_B,P3e2170e62c8b:S1,doi:10.1016/j.jval.2022.08.011,10.1016/j.jval.2022.08.011,2022,Modified cTTO arm B task protocol,PROTOCOL,VALIDATION:Experimentally tested in the reported student sample; reduced nontrading and restored severity association but increased difficulty and inconsistencies,,Experimentally tested in the reported student sample; reduced nontrading and restored severity association but increased difficulty and inconsistencies,,,0
P3e2170e62c8b:PROD_C,P3e2170e62c8b:S1,doi:10.1016/j.jval.2022.08.011,10.1016/j.jval.2022.08.011,2022,Unified modified cTTO arm C task protocol,PROTOCOL,"VALIDATION:Experimentally tested in the reported student sample; reduced nontrading and restored severity association but had coarse granularity, difficult tasks, and more inconsistencies",,"Experimentally tested in the reported student sample; reduced nontrading and restored severity association but had coarse granularity, difficult tasks, and more inconsistencies",,,0
P3f1c66a67d20:PROD1,P3f1c66a67d20:S1,doi:10.1016/j.jval.2025.01.003,10.1016/j.jval.2025.01.003,2025,United Arab Emirates EQ-5D-5L value set,VALUE_SET,DEVELOPMENT:Developed and reported as the first EQ-5D-5L value set for the UAE,Developed and reported as the first EQ-5D-5L value set for the UAE,,,,1
P402a8ba12b72:PR1,P402a8ba12b72:S1,doi:10.1016/j.jval.2016.01.003,10.1016/j.jval.2016.01.003,2016,Netherlands EQ-5D-5L value set based on a constrained random-effects tobit cTTO model,VALUE_SET,"DEVELOPMENT:Established Dutch tariff for the EQ-5D-5L, ready for use in economic evaluations","Established Dutch tariff for the EQ-5D-5L, ready for use in economic evaluations",,,,1
P402a8ba12b72:PR2,P402a8ba12b72:S1,doi:10.1016/j.jval.2016.01.003,10.1016/j.jval.2016.01.003,2016,Dutch general population EQ-5D-5L reference values by age and sex,POPULATION_REFERENCE_DATA,,,,,,0
P402e54ee500b:PRD1,P402e54ee500b:S1,doi:10.1097/mlr.0000000000000178,10.1097/mlr.0000000000000178,2014,"Experimental probit-based value predictions for all 3125 EQ-5D-5L health states in Canada, England, The Netherlands and the United States",VALUE_SET,DEVELOPMENT:Experimental; values are not endorsed by the EuroQol Group and are not intended to replace existing value sets,Experimental; values are not endorsed by the EuroQol Group and are not intended to replace existing value sets,,,,0
P40e6f63bf922:prod1,P40e6f63bf922:s1,doi:10.1007/s40273-022-01222-x,10.1007/s40273-022-01222-x,2022,Stakeholder-informed guidance for the US EQ-5D-Y-3L valuation study,IMPLEMENTATION_GUIDANCE,DEVELOPMENT:Developed from the roundtable findings and incorporated into the subsequent US valuation study methodology,Developed from the roundtable findings and incorporated into the subsequent US valuation study methodology,,,,0
P4130fc37004d:product_hu_valueset,P4130fc37004d:study_hu_y3l,doi:10.1007/s40273-022-01190-2,10.1007/s40273-022-01190-2,2022,Hungarian EQ-5D-Y-3L value set,VALUE_SET,DEVELOPMENT:Developed and reported as the national value set,Developed and reported as the national value set,,,,1
P4178208cc699:product_se_value_set,P4178208cc699:study_se_value_set,doi:10.1186/s12955-022-02083-w,10.1186/s12955-022-02083-w,2022,Swedish EQ-5D-5L social value set (2022),VALUE_SET,DEVELOPMENT:Developed and reported as the first c-TTO-based social value set for EQ-5D-5L in Sweden,Developed and reported as the first c-TTO-based social value set for EQ-5D-5L in Sweden,,,,1
P41a6928aee03:PR1,P41a6928aee03:S1,doi:10.1177/0272989x18802797,10.1177/0272989x18802797,2018,United States EQ-5D-5L value set based on 2017 composite time trade-off data,VALUE_SET,,,,,,1
P41a6928aee03:PR2,P41a6928aee03:S1,doi:10.1177/0272989x18802797,10.1177/0272989x18802797,2018,United States EQ-5D-3L value set based on 2017 composite time trade-off data,VALUE_SET,,,,,,1
P41f98c443c22:product_framework,P41f98c443c22:study_1,doi:10.1186/s12955-025-02352-4,10.1186/s12955-025-02352-4,2025,Framework and five-stage methodological process for combined measurement systems,TAXONOMY_OR_FRAMEWORK,DEVELOPMENT:Developed and reported,Developed and reported,,,,0
P423aa11928d1:prod1,P423aa11928d1:s1,doi:10.1177/0272989x211001859,10.1177/0272989x211001859,2021,Japanese EQ-5D-Y-3L value set,VALUE_SET,DEVELOPMENT:Developed and reported | VALIDATION:Internally checked against observed cTTO means for 26 health states and for logical consistency,Developed and reported,Internally checked against observed cTTO means for 26 health states and for logical consistency,,,1
P42480dcbbafa:PR1,P42480dcbbafa:S1,doi:10.1016/j.jval.2019.05.014,10.1016/j.jval.2019.05.014,2019,TPC-QALY design optimization software package,SOFTWARE_OR_DECISION_SUPPORT,DEVELOPMENT:Implemented in Fortran with a Windows user interface and released with the article as accompanying software,Implemented in Fortran with a Windows user interface and released with the article as accompanying software,,,,0
P425e5b688d1b:PR1,P425e5b688d1b:S1,doi:10.47102/annals-acadmedsg.2019248,10.47102/annals-acadmedsg.2019248,2020,"Hierarchical framework of 70 health concepts (5 domains, 17 themes, 53 subthemes) nominated by multi-ethnic Singaporeans",TAXONOMY_OR_FRAMEWORK,,,,,,0
P43287ccdd54b:P1,P43287ccdd54b:S1,doi:10.3390/children8080714,10.3390/children8080714,2021,P-MIC study protocol,PROTOCOL,,,,,,0
P43287ccdd54b:P2,P43287ccdd54b:S1,doi:10.3390/children8080714,10.3390/children8080714,2021,Planned proxy-report version of the Child Perceptions Questionnaire 11-14,INSTRUMENT_VERSION,DEVELOPMENT:Planned: the study will generate a proxy-report version because the 16-item instrument is available only for self-report.,Planned: the study will generate a proxy-report version because the 16-item instrument is available only for self-report.,,,,0
P4331a29241e6:prod_dir_au,P4331a29241e6:s1,doi:10.1016/j.jval.2026.01.004,10.1016/j.jval.2026.01.004,2026,PROMIS-25 Pediatric Profile version 2 to Australian EQ-5D-Y-3L utility mapping algorithm,MAPPING_FUNCTION,DEVELOPMENT:Developed from the full sample after model selection by five-fold internal cross-validation. | VALIDATION:Internally validated by five-fold cross-validation; external validation was not performed.,Developed from the full sample after model selection by five-fold internal cross-validation.,Internally validated by five-fold cross-validation; external validation was not performed.,,,0
P4331a29241e6:prod_dir_nl,P4331a29241e6:s1,doi:10.1016/j.jval.2026.01.004,10.1016/j.jval.2026.01.004,2026,PROMIS-25 Pediatric Profile version 2 to Netherlands EQ-5D-Y-3L utility mapping algorithm,MAPPING_FUNCTION,DEVELOPMENT:Developed and reported as a sensitivity implementation using Netherlands utilities. | VALIDATION:Internally assessed by five-fold cross-validation; external validation was not performed.,Developed and reported as a sensitivity implementation using Netherlands utilities.,Internally assessed by five-fold cross-validation; external validation was not performed.,,,0
P4331a29241e6:prod_files,P4331a29241e6:s1,doi:10.1016/j.jval.2026.01.004,10.1016/j.jval.2026.01.004,2026,PROMIS-25 to EQ-5D-Y-3L mapping implementation files,SOFTWARE_OR_DECISION_SUPPORT,DEPLOYMENT:Four supplemental Excel sheets and Stata do-files were provided to apply the indirect and direct algorithms.,,,Four supplemental Excel sheets and Stata do-files were provided to apply the indirect and direct algorithms.,,0
P4331a29241e6:prod_ind,P4331a29241e6:s1,doi:10.1016/j.jval.2026.01.004,10.1016/j.jval.2026.01.004,2026,PROMIS-25 Pediatric Profile version 2 to EQ-5D-Y-3L response mapping algorithm,MAPPING_FUNCTION,DEVELOPMENT:Developed from the full sample after model selection by five-fold internal cross-validation. | VALIDATION:Internally validated by five-fold cross-validation; external validation was not performed.,Developed from the full sample after model selection by five-fold internal cross-validation.,Internally validated by five-fold cross-validation; external validation was not performed.,,,0
P43731963824d:PR1,P43731963824d:S1,doi:10.1007/s11136-026-04199-8,10.1007/s11136-026-04199-8,2026,Set of eight proposed recommendations for measuring HRQoL in infants and toddlers,IMPLEMENTATION_GUIDANCE,"DEVELOPMENT:Proposed recommendations offered as a foundation for future consensus-building, not definitive","Proposed recommendations offered as a foundation for future consensus-building, not definitive",,,,0
P440408303810:product_1,P440408303810:study_1,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,P-PROM ROCK Program,IMPLEMENTATION_GUIDANCE,DEVELOPMENT:Final co-designed prototype,Final co-designed prototype,,,,0
P440408303810:product_2,P440408303810:study_1,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,EQ-5D-Y-5L item-level and longitudinal displays,SOFTWARE_OR_DECISION_SUPPORT,DEVELOPMENT:Included in the final co-designed prototype,Included in the final co-designed prototype,,,,0
P440408303810:product_3,P440408303810:study_1,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,Patient-controlled EQ-5D-Y-5L item flagging system,SOFTWARE_OR_DECISION_SUPPORT,DEVELOPMENT:Included in the final co-designed prototype,Included in the final co-designed prototype,,,,0
P440408303810:product_4,P440408303810:study_1,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,P-PROM ROCK Clinical Decision Support Tool,CHECKLIST_OR_TOOL,DEVELOPMENT:Included in the final co-designed prototype,Included in the final co-designed prototype,,,,0
P440408303810:product_5,P440408303810:study_1,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,P-PROM ROCK family and urgent-support resource pathways,IMPLEMENTATION_GUIDANCE,DEVELOPMENT:Included in the final co-designed prototype,Included in the final co-designed prototype,,,,0
P440408303810:product_6,P440408303810:study_1,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,P-PROM ROCK clinician training package,IMPLEMENTATION_GUIDANCE,DEVELOPMENT:Included in the final co-designed prototype,Included in the final co-designed prototype,,,,0
P440408303810:product_7,P440408303810:study_1,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,P-PROM ROCK longitudinal display scoring rule,SCORING_ALGORITHM,DEVELOPMENT:Included in the final co-designed prototype,Included in the final co-designed prototype,,,,1
P448f971bb1a5:PD1,P448f971bb1a5:S1,doi:10.1007/s40273-016-0404-1,10.1007/s40273-016-0404-1,2016,EQ-VT quality control software for real-time monitoring of interviewer protocol compliance,SOFTWARE_OR_DECISION_SUPPORT,DEPLOYMENT:developed and implemented in the second version of the EQ-VT protocol,,,developed and implemented in the second version of the EQ-VT protocol,,0
P44de36705ca2:PROD1,P44de36705ca2:S1,doi:10.1186/s12874-022-01830-3,10.1186/s12874-022-01830-3,2023,Pan-European EQ-5D-3L value set,VALUE_SET,DEVELOPMENT:Developed from unweighted pooled national coefficients with an OLS regression including selected interaction terms,Developed from unweighted pooled national coefficients with an OLS regression including selected interaction terms,,,,1
P4515ccdd8bdc:PR1,P4515ccdd8bdc:S1,doi:10.3310/hta18120,10.3310/hta18120,2014,"PRET-AS experimental DCE-with-duration EQ-5D-5L value set: anchored coefficients predicting values for all 3125 EQ-5D-5L states, range 1.0 to -0.845",VALUE_SET,DEVELOPMENT:Feasibility-stage experimental value set; the EuroQol Group regarded the binary-choice online methods as still in development and did not adopt them for its official EQ-5D-5L valuation protocol,Feasibility-stage experimental value set; the EuroQol Group regarded the binary-choice online methods as still in development and did not adopt them for its official EQ-5D-5L valuation protocol,,,,1
P4692ec4a07d5:product_adapt3,P4692ec4a07d5:study_main,doi:10.1007/s40273-024-01350-6,10.1007/s40273-024-01350-6,2024,EQ-5D-Y-3L adapted version with guidance for children under 5,INSTRUMENT_VERSION,VALIDATION:Good overall psychometric performance with improved performance compared with the original proxy version in children aged 2–4 years,,Good overall psychometric performance with improved performance compared with the original proxy version in children aged 2–4 years,,,0
P4692ec4a07d5:product_adapt5,P4692ec4a07d5:study_main,doi:10.1007/s40273-024-01350-6,10.1007/s40273-024-01350-6,2024,EQ-5D-Y-5L adapted version with guidance for children under 5,INSTRUMENT_VERSION,VALIDATION:Good overall psychometric performance with improved performance compared with the original proxy version in children aged 2–4 years,,Good overall psychometric performance with improved performance compared with the original proxy version in children aged 2–4 years,,,0
P49adc9b1df43:PD1,P49adc9b1df43:S1,doi:10.1007/s11136-010-9648-y,10.1007/s11136-010-9648-y,2010,EQ-5D-Y English language source version with modified descriptive system and youth VAS,INSTRUMENT_VERSION,DEVELOPMENT:Approved by the development team and made available for further testing in larger samples,Approved by the development team and made available for further testing in larger samples,,,,0
P49adc9b1df43:PD2,P49adc9b1df43:S1,doi:10.1007/s11136-010-9648-y,10.1007/s11136-010-9648-y,2010,"German, Italian, Spanish and Swedish translations of the EQ-5D-Y",INSTRUMENT_VERSION,,,,,,0
P49adc9b1df43:PD3,P49adc9b1df43:S1,doi:10.1007/s11136-010-9648-y,10.1007/s11136-010-9648-y,2010,Revised definitions of the concepts embodied in the EQ-5D-Y dimensions and VAS,TAXONOMY_OR_FRAMEWORK,,,,,,0
P4a23da10e329:PROD1,P4a23da10e329:S1,doi:10.1136/bmjopen-2020-048176,10.1136/bmjopen-2020-048176,2022,EQ-5D-3L reference data for Swedish patient diagnoses,POPULATION_REFERENCE_DATA,"DEVELOPMENT:The authors state that the baseline results can serve as EQ-5D-3L reference data for the included diagnoses, except fracture patients because their baseline data refer to health before fracture.","The authors state that the baseline results can serve as EQ-5D-3L reference data for the included diagnoses, except fracture patients because their baseline data refer to health before fracture.",,,,0
P4e11a5d702ea:prod1,P4e11a5d702ea:s1,doi:10.1016/j.vhri.2023.01.009,10.1016/j.vhri.2023.01.009,2023,Afrikaans EQ-TIPS-3L for South Africa,INSTRUMENT_VERSION,"DEVELOPMENT:Experimental Afrikaans version developed through forward-backward translation, consensus, and cognitive debriefing | VALIDATION:Authors concluded that the version was feasible and valid for use with children aged 0 to 36 months in South Africa, with caution for children aged 0 to 12 months","Experimental Afrikaans version developed through forward-backward translation, consensus, and cognitive debriefing","Authors concluded that the version was feasible and valid for use with children aged 0 to 36 months in South Africa, with caution for children aged 0 to 12 months",,,0
P4e504601e8e9:product_1,P4e504601e8e9:study_1,doi:10.1007/s10198-025-01892-2,10.1007/s10198-025-01892-2,2026,Updated Netherlands EQ-5D-3L value set based on 2024 valuation data,VALUE_SET,DEPLOYMENT:Recommended for adoption as a replacement for the existing Netherlands EQ-5D-3L value set | DEVELOPMENT:Developed and reported with values for all 243 EQ-5D-3L health states,Developed and reported with values for all 243 EQ-5D-3L health states,,Recommended for adoption as a replacement for the existing Netherlands EQ-5D-3L value set,,1
P4e518dd3bc52:P1,P4e518dd3bc52:S1,doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,2022,EQ-5D-5L social participation bolt-on,INSTRUMENT_VERSION,DEVELOPMENT:Developed for the current study | VALIDATION:New and not validated yet; further validation is required,Developed for the current study,New and not validated yet; further validation is required,,,0
P4e518dd3bc52:P2,P4e518dd3bc52:S1,doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,2022,EQ-5D-5L contact with family and friends bolt-on,INSTRUMENT_VERSION,DEVELOPMENT:Developed for the current study | VALIDATION:New and not validated yet; further validation is required,Developed for the current study,New and not validated yet; further validation is required,,,0
P4e518dd3bc52:P3,P4e518dd3bc52:S1,doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,2022,EQ-5D-5L feeling connected to others bolt-on,INSTRUMENT_VERSION,DEVELOPMENT:Developed for the current study | VALIDATION:New and not validated yet; further validation is required,Developed for the current study,New and not validated yet; further validation is required,,,0
P4e7ac6718aab:PR1,P4e7ac6718aab:S1,doi:10.1177/1536867x241276110,10.1177/1536867x241276110,2024,Stata garbage_mixl command,SOFTWARE_OR_DECISION_SUPPORT,DEPLOYMENT:Published as Stata Journal package st0753 with installation files | DEVELOPMENT:Implemented in C++ and linked to Stata through a plugin; fits garbage-class and standard panel mixed logit models | VALIDATION:Standard and garbage-class estimates agreed with JAGS within Monte Carlo sampling precision,Implemented in C++ and linked to Stata through a plugin; fits garbage-class and standard panel mixed logit models,Standard and garbage-class estimates agreed with JAGS within Monte Carlo sampling precision,Published as Stata Journal package st0753 with installation files,,0
P4ec7c747266c:product_eq5d_lw,P4ec7c747266c:study_recall,doi:10.1016/j.jval.2026.01.001,10.1016/j.jval.2026.01.001,2026,Modified last-week recall version of EQ-5D-5L,INSTRUMENT_VERSION,DEPLOYMENT:Available from the EuroQol Research Foundation for further methodological research | DEVELOPMENT:Developed as one of two study modifications,Developed as one of two study modifications,,Available from the EuroQol Research Foundation for further methodological research,,0
P4ec7c747266c:product_eqhwb_td,P4ec7c747266c:study_recall,doi:10.1016/j.jval.2026.01.001,10.1016/j.jval.2026.01.001,2026,Modified today recall version of experimental EQ-HWB-9 version 1.0,INSTRUMENT_VERSION,DEPLOYMENT:Available from the EuroQol Research Foundation for further methodological research | DEVELOPMENT:Developed as one of two study modifications,Developed as one of two study modifications,,Available from the EuroQol Research Foundation for further methodological research,,0
P4efc82c42d3d:product_checklist,P4efc82c42d3d:study_review,doi:10.1016/j.jval.2025.09.3053,10.1016/j.jval.2025.09.3053,2025,Psychometric assessment checklist for EQ-5D cognition bolt-ons,CHECKLIST_OR_TOOL,"DEVELOPMENT:Finalized after iterative team refinement, Descriptive Systems Working Group feedback, and testing on 20 publications","Finalized after iterative team refinement, Descriptive Systems Working Group feedback, and testing on 20 publications",,,,0
P506f670d0dee:PRD1,P506f670d0dee:S1,P506f670d0dee,,2018,Health State Density Index and Health State Density Curve for summarising the clustering of EQ-5D profile data,CHECKLIST_OR_TOOL,DEVELOPMENT:newly developed and demonstrated on NHS and simulated EQ-5D data,newly developed and demonstrated on NHS and simulated EQ-5D data,,,,0
P506f670d0dee:PRD2,P506f670d0dee:S1,P506f670d0dee,,2018,Estimated power law functions relating cumulative proportions of profiles and observations in EQ-5D data sets,CHECKLIST_OR_TOOL,,,,,,0
P50c44b2531b6:PROD_ABS,P50c44b2531b6:S1,doi:10.1007/s40273-023-01267-6,10.1007/s40273-023-01267-6,2023,EQ-5D-5L and job-characteristic absenteeism prediction functions,MAPPING_FUNCTION,DEVELOPMENT:Econometric prediction functions were estimated and reported from the June 2021 survey.,Econometric prediction functions were estimated and reported from the June 2021 survey.,,,,0
P50c44b2531b6:PROD_PRE,P50c44b2531b6:S1,doi:10.1007/s40273-023-01267-6,10.1007/s40273-023-01267-6,2023,EQ-5D-5L and job-characteristic presenteeism prediction functions,MAPPING_FUNCTION,DEVELOPMENT:Econometric prediction functions were estimated and reported from the June 2021 survey.,Econometric prediction functions were estimated and reported from the June 2021 survey.,,,,0
P517c06a5227f:product_china_vs,P517c06a5227f:study_china_y3l,doi:10.1007/s40273-022-01216-9,10.1007/s40273-022-01216-9,2022,Chinese EQ-5D-Y-3L value set,VALUE_SET,"DEVELOPMENT:Established from the hybrid model with 10 main-effects parameters and an A3 term and recommended as the Chinese EQ-5D-Y-3L value set. | VALIDATION:Internally evaluated against candidate models for coefficient significance, monotonicity, and prediction error; the selected model had the best reported performance.",Established from the hybrid model with 10 main-effects parameters and an A3 term and recommended as the Chinese EQ-5D-Y-3L value set.,"Internally evaluated against candidate models for coefficient significance, monotonicity, and prediction error; the selected model had the best reported performance.",,,0
P524fbadf8931:P1,P524fbadf8931:S1,doi:10.1016/j.jval.2020.03.019,10.1016/j.jval.2020.03.019,2020,Hungarian EQ-5D-3L value set (2020),VALUE_SET,"DEVELOPMENT:Developed and reported as the final Hungarian EQ-5D-3L value set (pooled heteroscedastic Tobit model 4, unconstrained intercept 0.980, utilities -0.865 to 1)","Developed and reported as the final Hungarian EQ-5D-3L value set (pooled heteroscedastic Tobit model 4, unconstrained intercept 0.980, utilities -0.865 to 1)",,,,0
P524fbadf8931:P2,P524fbadf8931:S1,doi:10.1016/j.jval.2020.03.019,10.1016/j.jval.2020.03.019,2020,Hungarian EQ-5D-5L value set (2020),VALUE_SET,"DEVELOPMENT:Developed and reported as the final Hungarian EQ-5D-5L value set (pooled heteroscedastic Tobit model 5 with intercept constrained to 1, utilities -0.848 to 1)","Developed and reported as the final Hungarian EQ-5D-5L value set (pooled heteroscedastic Tobit model 5 with intercept constrained to 1, utilities -0.848 to 1)",,,,0
P5372be0c98a9:PROD1,P5372be0c98a9:S1,doi:10.1186/s41687-024-00767-z,10.1186/s41687-024-00767-z,2024,"Chinese EQ-HWB face-validity dataset, DOI 10.17026/dans-zyw-x44c",DATASET,DEPLOYMENT:Shared in the Easy DANS repository,,,Shared in the Easy DANS repository,,0
P53b7b5bb2fd7:product_rock,P53b7b5bb2fd7:study1,doi:10.1007/s11136-026-04202-2,10.1007/s11136-026-04202-2,2026,P-PROM ROCK Program,SOFTWARE_OR_DECISION_SUPPORT,"VALIDATION:Pilot feasibility and acceptability evaluation completed; further refinement and a larger, longer trial are required.",,"Pilot feasibility and acceptability evaluation completed; further refinement and a larger, longer trial are required.",,,0
P5483ce4764cc:product_guidance,P5483ce4764cc:study_main,doi:10.1177/0272989x231159381,10.1177/0272989x231159381,2023,Design recommendations for TTO health-state selection in DCE-to-TTO valuation studies,IMPLEMENTATION_GUIDANCE,DEVELOPMENT:Recommendations developed and reported in the article,Recommendations developed and reported in the article,,,,0
P54b2b68dc906:product_colombia_norms,P54b2b68dc906:study_colombia_norms,doi:10.1016/j.vhri.2020.12.002,10.1016/j.vhri.2020.12.002,2021,Colombian EQ-5D-5L population norms,POPULATION_REFERENCE_DATA,DEVELOPMENT:Produced in this study,Produced in this study,,,,0
P54d14ed7d4e4:PR1,P54d14ed7d4e4:S1,doi:10.1016/j.jval.2012.02.008,10.1016/j.jval.2012.02.008,2012,EQ-5D-5L crosswalk value set with accompanying Excel calculation file on the EuroQol website,MAPPING_FUNCTION,,,,,,1
