publication_id,doi,pmid,pmcid,title,publication_year,publication_date,journal,publisher,article_type,open_access,licence_url,canonical_url,full_text_format,euroqol_support,support_scope,project_ids,n_projects,study_ids,primary_research_families,countries,eq_instruments,instruments,n_authors,n_findings,n_limitations,n_products,cited_by_count,citation_match_status,citation_retrieved_at,keywords,funding_statement,abstract
doi:10.1016/j.vaccine.2024.126420,10.1016/j.vaccine.2024.126420,39418689,,Pediatric COVID-19 vaccine hesitancy among pregnant and post-partum women: A mixed-method study,2024,2024,Vaccine,,article,0,,https://doi.org/10.1016/j.vaccine.2024.126420,PDF,explicit,"The larger study and the survey data and work reported in this paper were financially supported; the funder had no role in study design, data collection, analysis, interpretation, manuscript writing, or publication decisions.",260-RA,1,Pa6abe6fbf03f:study_1,HEALTH_OUTCOME_RESEARCH,United States,,Pediatric COVID-19 vaccination intention and hesitancy questions | Proxy Health Belief Model construct items for pediatric COVID-19 vaccine hesitancy,7,6,4,0,0,EXACT,2026-08-27T00:00:00Z,,F4320323856,"Background This study aims to understand factors contributing to pediatric COVID-19 vaccine hesitancy among pregnant and postpartum adults. Method The study used targeted intercept advertising on Facebook, Twitter, and Instagram to recruit a panel of 3600 pregnant and postpartum US adults. Data were collected between December 2021 and April 2022 (i.e., before the introduction of pediatric COVID-19 vaccines in the U.S.). We used logistic regression to understand factors associated with pregnant and postpartum women's hesitancy towards getting children Results Nearly half (45.6 %) of pregnant or postpartum women were hesitant to vaccinate their child against COVID-19. Vaccine hesitancy was lower among those who had a high perceived susceptibility to COVID-19, had increased perceived severity of COVID-19, and increased perceived benefits of the COVID-19 vaccine. Perceived barriers related to long-term side effects of vaccines were positively associated with hesitancy to vaccinate children. Older women, women in urban areas, and those born outside the US were less likely to be hesitant to vaccinate children Conclusion Our findings suggest that public health messages to promote the COVID-19 vaccine for young children should focus on the risks and consequences of the disease and share data on the effectiveness of the vaccine in preventing severe COVID-19-related outcomes."
doi:10.1016/j.vaccine.2024.126568,10.1016/j.vaccine.2024.126568,39705797,,Structural equation modeling to evaluate the adult vaccine hesitancy scale for vaccines recommended during pregnancy,2024,2024,Vaccine,,article,0,,https://doi.org/10.1016/j.vaccine.2024.126568,PDF,explicit,"Financial support for the larger study that supplied the reported survey data and work; the funder had no role in study design, implementation, or the decision to publish.",260-RA | 384-RA,2,P34048da33620:S1,MEASUREMENT_PROPERTY_EVALUATION,United States,,Adult Vaccine Hesitancy Scale,6,6,4,0,5,EXACT,2026-08-27T00:00:00Z,,F4320323856,"Introduction Acceptance of recommended vaccines is lower among pregnant people compared to non-pregnant adults, yet no tool has specifically measured prenatal vaccine hesitancy. We evaluated the performance of an existing adult Vaccine Hesitancy Scale (aVHS) in measuring vaccine hesitancy toward routinely recommended prenatal vaccines. Methods Between December 2021 and April 2022, we conducted a cross-sectional national online survey with 917 US postpartum adults 18-49 years old who had given birth in the past six months. Vaccine hesitancy was measured using the aVHS, a 10-item scale previously validated among the adult general population. Scores range from 10 to 50, with higher scores indicating greater vaccine hesitancy. Structural equation modeling (SEM) with weighted least squares means and variances adjusted (WLSMV) estimator was used to assess the fit of the aVHS structure. Construct validity was assessed by examining the correlation between the aVHS score and the self-reported receipt of recommended prenatal vaccines. Results SEM indicated acceptable fit (RMSEA: 0.098; CFI: 0.983; TLI: 0.978; SRMR: 0.040) of the data to the two-factor model: (1) lack of vaccine confidence, and (2) perceived vaccine risks. For the paths from the two factors to the vaccine acceptance, lack of vaccine confidence was significantly correlated with influenza vaccine acceptance (β = -0.41, p Discussion Although the aVHS offered acceptable measurement of prenatal vaccine hesitancy, a scale that measures pregnancy-specific concerns may offer more tailored measurement for this unique population."
doi:10.1016/j.vaccine.2025.127450,10.1016/j.vaccine.2025.127450,,,Accuracy of online surveys in predicting COVID-19 uptake and demand: A cohort study investigating vaccine sentiments and switching in 13 countries from 2020 to 2022,2025,2025,Vaccine,,article,0,,https://doi.org/10.1016/j.vaccine.2025.127450,PDF,explicit,EuroQol Research Foundation award 118-2020RA supported Mara Violato; the paper reports an analysis of the associated CANDOUR survey data.,118-RA,1,P5e36f03a68f0:S1,METHODS_RESEARCH,Australia | Brazil | Canada | China | France | Italy | Spain | United Kingdom | United States,,CANDOUR vaccination uptake question | CANDOUR vaccine intention question,4,6,6,0,0,EXACT,2026-08-27T00:00:00Z,,F4320319990 | F4320319994 | F4320320244 | F4320323856 | F4320336045 | F4320337310,"During pandemic conditions, efficient use of resources is essential, but vaccine hesitancy threatens to render vaccine deployment ineffective and inefficient. This study investigated the sensitivity and specificity of a straightforward ex-ante online survey question in predicting ex-post vaccine uptake, and the sociodemographic characteristics associated with individual changes (e.g., false positive or negative responses) in vaccine preferences. We conducted a pooled analysis on stated vaccine preferences and self-reported uptake of a convenience sample of 5213 individuals who were sampled in 13 countries in 2020/21 and 2022. We found online survey response of vaccine intention to be a strong determinant of vaccine uptake. The survey sensitivity was 80.5 %, while specificity was 51.8 %. Though we found evidence of stronger consistency between ex-ante intention and ex-post action in university educated respondents, and weaker consistency amongst those with right leaning political tendencies, further work is required to generalize these results by using representative datasets within each country. In situations where health technologies need to be rolled out urgently, simple and rapid surveys linked to individual health profiles have potential to increase the speed and efficiency of deployment (e.g., Personal Level Integrated Data Asset (PLIDA) in Australia), though low specificity threatens to undermine efficiency gains and sensitivity requirements in risk-averse medical decision making settings may be beyond the capabilities of simple surveys."
doi:10.1016/j.vhri.2015.07.002,10.1016/j.vhri.2015.07.002,29698150,,An Investigation of the Feasibility and Cultural Appropriateness of Stated Preference Methods to Generate Health State Values in the United Arab Emirates,2015,2015,Value in Health Regional Issues,,article,0,,https://doi.org/10.1016/j.vhri.2015.07.002,PDF,explicit,EuroQol Group developed the Arabic version of the EQ-VT valuation software specifically for this study and provided the standardized EQ-5D-5L valuation protocol and translation methodology (Arabic for Egypt adapted to Arabic for UAE). Cash funding was an unrestricted grant from Eli Lilly and Company.,2013040,1,P844d88f07dea:S1,VALUE_SET_DEVELOPMENT,,"EQ VAS | EQ-5D-5L | EQ-5D-5L, Arabic, Egypt | EQ-5D-5L, Arabic, United Arab Emirates","EQ VAS | EQ-5D-5L | EQ-5D-5L, Arabic, Egypt | EQ-5D-5L, Arabic, United Arab Emirates",6,9,9,0,24,EXACT,2026-08-27T00:00:00Z,,,"Background No five-level EuroQol five-dimensional questionnaire (EQ-5D-5L) value sets are currently available in the Middle East to inform decision making in the region's health care systems. Objectives To test the feasibility of eliciting EQ-5D-5L values from a general public sample in the United Arab Emirates (UAE) using the EuroQol Group's standardized valuation protocol. Methods Values were elicited in face-to-face computer-assisted personal interviews. Adult Emiratis were recruited in public places. Respondents completed 10 time trade-off tasks and 7 discrete choice experiment tasks, followed by debriefing questions about their experience of completing the valuation tasks. Descriptive analyses were used to assess the face validity of the data. Results Two hundred respondents were interviewed in December 2013. The face validity of the data appears to be reasonably high. Mean time trade-off values ranged from 0.81 for the mildest health state (21111) to 0.19 for the worst health state in the EQ-5D-5L descriptive system (55555). Health states were rarely valued as being worse than dead (6.2% of all observations; 10% of all valuations of 55555). In a rationality check discrete choice experiment task whereby a health state (55554) was compared with another that logically dominated it (55211), 99.5% of the respondents chose the dominant option. Most of the respondents stated that their religious beliefs influenced their responses to the valuation tasks. Conclusions Our results suggest that it is feasible to generate meaningful health-state values in the UAE, though some adaptation of the methods may be required to improve their acceptability in the UAE (and other countries with predominantly Arab and/or Muslim populations)."
doi:10.1016/j.vhri.2019.08.475,10.1016/j.vhri.2019.08.475,31683254,,Valuing Health State: An EQ-5D-5L Value Set for Ethiopians,2019,2019,Value in Health Regional Issues,,article,0,,https://doi.org/10.1016/j.vhri.2019.08.475,PDF,explicit,"Financial support from the EuroQol Research Foundation (project ID 20170480) for the reported Ethiopian EQ-5D-5L valuation study, plus EuroQol EQ-PVT software, valuation protocol, training material, and quality-control support.",20170480,1,P0c48b2afb94d:S1,VALUE_SET_DEVELOPMENT,Ethiopia,"EQ VAS | EQ-5D-5L, Amharic, Ethiopia","EQ VAS | EQ-5D-5L, Amharic, Ethiopia",7,9,4,1,100,EXACT,2026-08-27T00:00:00Z,,F4320323856,"Objectives There is a growing interest in health technology assessment and economic evaluations in developing countries such as Ethiopia. The objective of this study was to derive an EQ-5D-5L value set from the Ethiopian general population to facilitate cost utility analysis. Methods A nationally representative sample (N = 1050) was recruited using a stratified multistage quota sampling technique. Face-to-face, computer-assisted interviews using the EuroQol Portable Valuation Technology (EQ-PVT) protocol of composite time trade-off (c-TTO) and discrete choice experiments (DCEs) were undertaken to elicit preference scores. The feasibility of the EQ-PVT protocol was pilot tested in a sample of the population (n = 110). A hybrid regression model combining c-TTO and DCE data was used to estimate the final value set. Results In the pilot study, the acceptability of the tasks was good, and there were no special concerns with undertaking the c-TTO and DCE tasks. The coefficients generated from a hybrid model were logically consistent. The predicted values for the EQ-5D-5L ranged from -0.718 to 1. Level 5 anxiety/depression had the largest impact on utility decrement (-0.458), whereas level 5 self-care had the least impact (-0.222). The maximum predicted value beyond full health was 0.974 for the 11112 health state. Conclusions This is the first EQ-5D-5L valuation study in Africa using international valuation methods (c-TTO and DCE) and also the first using the EQ-PVT protocol to derive a value set. We expect that the availability of this value set will facilitate health technology assessment and health-related quality-of-life research and inform policy decision making in Ethiopia."
doi:10.1016/j.vhri.2020.11.009,10.1016/j.vhri.2020.11.009,33765659,,A Systematic Literature Review of Preference-Based Health-Related Quality-of-Life Measures Applied and Validated for Use in Childhood and Adolescent Populations in Sub-Saharan Africa,2021,2021,Value in Health Regional Issues,,journal-article,0,,https://doi.org/10.1016/j.vhri.2020.11.009,PDF,none-stated,,20200030,1,Pa68eedf92a10:S1,EVIDENCE_SYNTHESIS,,EQ-5D-Y,16D | 17D | AQoL-6D | Adolescent Health Utility Measure | CHU9D | Child Health-6 Dimension | EQ-5D-Y | Health Utilities Index Mark 2 | Health Utilities Index Mark 3 | QWB-SA,8,10,4,0,14,EXACT,2026-08-27T00:00:00Z,,F4320319990 | F4320320279 | F4320334626,"Objectives Consideration of health status in children and adolescents now includes broader concepts such as health-related quality-of-life (HRQoL). Globally, there is a need for relevant preference-based HRQoL measures (PBMs) for use in children and adolescents, yet measurement of HRQoL in these groups presents particular challenges. This article systematically reviews the available generic childhood PBMs and their application and cross-cultural validation in sub-Saharan African (sSA). Methods A systematic review of published literature from January 1, 1990, to February 8, 2017, was conducted using MEDLINE (through OvidSP), EMBASE (OvidSP), EconLit (EBSCOhost), PsycINFO, Web of Science, and PubMed. Results A total of 220 full-text articles were included in a qualitative synthesis. Ten generic childhood PBMs were identified, of which 9 were adapted from adult versions and only 1 was developed specifically for children. None of the measures were originally developed in sSA or other resource-constrained settings. The Health Utilities Index Mark 3 (HUI3) and the EQ-5D-Y were the only measures that had been applied in sSA settings. Further, the HUI3 and the EQ-5D-Y were the only generic childhood PBM that attempted to establish cross-cultural validation in sSA. Five of the 6 of these validation studies were conducted using the EQ-5D-Y in a single country, South Africa. Conclusions The findings show that application of generic childhood PBMs in sSA settings has hitherto been limited to the HUI3 and EQ-5D-Y. Most adaptations of existing measures take an absolutist approach, which assumes that measures can be used across cultures. Nevertheless, there is also need to ensure linguistic and conceptual equivalence and undertake validation across a range of sSA cultural contexts."
doi:10.1016/j.vhri.2020.12.002,10.1016/j.vhri.2020.12.002,,,EQ-5D-5L Population Norms and Health Inequality in Colombia,2021,2021,Value in Health Regional Issues,,article,0,,https://doi.org/10.1016/j.vhri.2020.12.002,PDF,explicit,Publication support: payment of the article open-access fee.,,0,P54b2b68dc906:study_colombia_norms,POPULATION_REFERENCE_DESCRIPTION,,EQ VAS | EQ-5D-5L,EQ VAS | EQ-5D-5L,4,7,4,1,31,EXACT,2026-08-27T00:00:00Z,,F4320323856,"OBJECTIVES: The EQ-5D-3L and EQ-5D-5L instruments have been used in studies of patient and demographic groups in Colombia, but to date there are no 5L population norms. This study aimed to produce a set of EQ-5D-5L population norms for Colombia and to see what insights into health inequality in Colombia can be discerned from these norms. METHODS: The EQ-5D-5L self-reported health questionnaire was included in a survey of a representative sample of 3400 adults aged 18 to 64 in Colombia. EQ-5D-5L states, mean EQ VAS, and index values were obtained by sex, age, education, income group, ethnicity, residence, employment status, health insurance status, and household size. EQ-5D-5L index values from Uruguay were used. Regression models were used to investigate inequality. RESULTS: The mean EQ VAS value was 85.3, the mean index value was 0.953, and 52.2% of the sample reported being in state 11111. Self-reported health was higher for men, declined in higher age groups, and was lower for lower-income and education groups. The EQ-5D-5L instrument was observed to be more sensitive than the EQ-5D-3L instrument in Colombia. The dimensions with the highest prevalence of reported problems were anxiety/depression and pain/discomfort. The main drivers of inequality were age, sex, income, and education. CONCLUSIONS: The population norms developed in this study can be used as baseline values for future studies of patient or treatment groups, and for investigations into the health of specific demographic groups."
doi:10.1016/j.vhri.2021.02.001,10.1016/j.vhri.2021.02.001,34023752,,Comparison of EQ-5D Values Sets Among South American Countries,2021,2021,Value in Health Regional Issues,,article,0,,https://doi.org/10.1016/j.vhri.2021.02.001,PDF,explicit,Provision of the EQ-5D-5L crosswalk index value calculator used for crosswalk values.,,0,P8ec7119a01a1:study1,HEALTH_PREFERENCE_RESEARCH,,EQ-5D-3L | EQ-5D-5L,EQ-5D-3L | EQ-5D-5L,6,8,2,0,8,EXACT,2026-08-27T00:00:00Z,,F4320310638,"Objective Social health preference sets are necessary for conducting health economic evaluations. Values from other countries are often used when local sets are not available, which may alter the results. We aimed to evaluate the degree of variability of currently available country-specific value sets of the EuroQol EQ-5D instrument from South American countries (SAC). Methods We selected EQ-5D value sets from SAC and 2 reference countries. We obtained crosswalk value sets for the countries that use the EQ-5D-3L instrument. We compared the value sets with the Kruskal-Wallis test and then carried out pairwise comparisons with the Sign test. We also assessed correlations among the countries' value sets using the Spearman test. We calculated the absolute difference across countries for each health state, considering a difference of greater than 0.05 relevant. Results The range of value sets varied greatly. The Peruvian value set had the widest range (1 to -1.076) and the lowest values (median: 0.055; interquartile range: -0.171 to 0.275). The Ecuadorian set had the highest values (median: 0.587; interquartile range: 0.443-0.704). The Peruvian value set also had the greatest proportion of health states (43.6%) with a negative value, and the Uruguayan set had the smallest proportion (0.9%). Differences among countries were significant in all cases, with the greatest difference between Ecuador and Peru (median difference: 0.495; 95% confidence interval: 0.515-0.528). Conclusion Social health preference sets varied greatly among SAC. Using non-local values could distort resource allocation decisions; hence, we recommend that countries obtain and use local value sets."
doi:10.1016/j.vhri.2021.09.007,10.1016/j.vhri.2021.09.007,34801884,,Cross-Cultural Adaptation of the Beta EQ-5D-Y-5L Into Chichewa (Malawi),2021,2021,Value in Health Regional Issues,,article,0,,https://doi.org/10.1016/j.vhri.2021.09.007,PDF,explicit,"Part funding from the EuroQol Research Foundation (project 20190200); EuroQol also supplied source instruments, provided the draft translation protocol, and supported iterative Version Management Committee review and final-version endorsement procedures.",20190200,1,P9ef8ea3025fd:s1,INSTRUMENT_VERSION_DEVELOPMENT,Malawi,"EQ VAS | EQ-5D-3L, Chichewa, Malawi | EQ-5D-Y-5L, Chichewa | EQ-5D-Y-5L, English, United Kingdom","EQ VAS | EQ-5D-3L, Chichewa, Malawi | EQ-5D-Y-5L, Chichewa | EQ-5D-Y-5L, English, United Kingdom",8,7,3,1,11,EXACT,2026-08-27T00:00:00Z,,F4320319990 | F4320323856,"Objectives The EuroQol Group is developing a new EQ-5D-Y-5L version with 5 severity levels for each of the 5 dimensions. The 5 severity levels describe different health severities and there is a potential for severity level inversion. This article aims to report the process of cross-cultural adaptation of the beta EQ-5D-Y-5L into Chichewa (Malawi) using the card ranking exercise, which has been added to the EQ-5D-Y-5L translation protocol. Methods To assess the correct hierarchical ordering of severity levels, the adaptation followed the EQ-5D-Y-5L translation protocol. Cognitive interviews were undertaken to establish conceptual equivalence. Thereafter, 4 iterations of ranking exercises were conducted, leading to amendments of the translated Chichewa version to arrive at a final version. Results The iterations were assessed by 18 participants aged 8 to 14 years. Health proved to be a difficult concept to translate as was ""discomfort."" Cognitive interviews identified further conceptual issues, particularly with the ""looking after myself"" dimension. Considerations about lack of soap or water indicated that some children did not fully comprehend this dimension as being about the ability to wash and dress themselves. The iterative card ranking exercise detected severity level inversion between ""a little bit"" and ""some,"" and between ""a lot"" and ""extreme"" and alternative Chichewa words/phrases were then tested. Ultimately, the intended hierarchical severity ranking was achieved and an acceptable Chichewa version was produced. Conclusions Conceptual and linguistic equivalence to the English EQ-5D-Y-5L was established for the Chichewa EQ-5D-Y-5L version. The card ranking exercise was instrumental in correcting severity level inversion and supporting the comprehensible translation."
doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,35144144,,"A Pilot Study of Valuation Methods of the EQ-5D and the Impact of Literacy, Cultural, and Religious Factors on Preferences",2022,2022,Value in Health Regional Issues,,article,0,,https://doi.org/10.1016/j.vhri.2021.10.003,PDF,explicit,"EuroQol Research Foundation grant EQ Project 20180660 funded the whole pilot study, including data collection, interviewer training and quality control support.",,0,Pc392f9662bf5:S1,METHODS_RESEARCH,Pakistan,EQ VAS | EQ-5D-3L | EQ-5D-5L,EQ VAS | EQ-5D-3L | EQ-5D-5L | Graphical EQ-5D-3L presentation for illiterate respondents,6,10,5,2,5,EXACT,2026-08-27T00:00:00Z,,,"Objectives This study aimed to examine the feasibility of the 3-level-EQ-5D valuation methods and the impact of literacy, culture, and religion on the preferences of the Pakistani population. Methods Respondents aged 18 to 65 years were recruited using quota sampling. The EuroQol Portable Valuation Technology was used, and data collection was done in Urdu. Graphical presentations were used to elicit responses from illiterate respondents. All interviews were audio recorded and transcribed. Odds ratios associated with the choice impact were assessed. Results Usual activities showed highest impact on respondents' choice outcomes, followed by self-care and then anxiety/depression and mobility. Compared with ""no problem,"" any problems in mobility had higher odds for a respondent to not to choose otherwise. The impact of health impairment on usual activities imposed the highest influences choices made. Most of the respondents reported that religion had no impact on their responses. Compared with literate respondents, illiterate respondents were more likely to be older, were unemployed, resided in rural, had lower self-reported health, had lower education/income, and had family members living in the same household with lower income. Although not significant, the number of nontraders was slightly higher in illiterate respondents. Literate respondents indicated cultural beliefs did not affects their responses whereas most of the illiterate respondents highlighted the impact of cultural norms on their responses, especially for self-care. Conclusions Preference elicitation methods used in 3-level-EQ-5D valuation studies, namely, time trade-off and discrete choice experiments, are feasible in the Pakistani population. The use of graphical illustrations for illiterate respondents was successful."
doi:10.1016/j.vhri.2021.12.004,10.1016/j.vhri.2021.12.004,,,Comparing Measurement Properties of the English EQ-5D-Y 3-Level Version With the 5-Level Version in South Africa,2022,2022,Value in Health Regional Issues,,article,0,,https://doi.org/10.1016/j.vhri.2021.12.004,PDF,explicit,Funding applied to conduct of the reported study and work.,20180730,1,P972fa7e33a1b:s1,MEASUREMENT_PROPERTY_EVALUATION,South Africa,"EQ-5D-Y-3L | EQ-5D-Y-5L, English, United Kingdom","EQ-5D-Y-3L | EQ-5D-Y-5L, English, United Kingdom",3,7,3,0,18,EXACT,2026-08-27T00:00:00Z,,,"Objectives This study aimed to compare the performance of the EQ-5D-Y 3-level version (Y-3L) and the expanded 5-level version, the EQ-5D-Y 5-level version (Y-5L). Methods Children or adolescents with an acute or chronic health condition and from the general population completed the Y-5L and Y-3L self-report questionnaires. The performance of the Y-5L and Y-3L was determined by comparing feasibility, redistribution of dimension responses, discriminatory power, validity, and test-retest reliability. Results A total of 550 children/adolescents completed baseline measures and 173 completed repeat measures. The ceiling effect decreased by 15% from the Y-3L to Y-5L. Informativity of dimensions improved by 0.094 on the Y-5L. There was a range of 4% to 9% inconsistent responses moving from the Y-3L to Y-5L. Convergent validity of the visual analog scale and Y-3L and Y-5L dimensions was similar and weak to moderate (r s range 0.18-0.38) but similar and strong on paired Y-3L and Y-5L dimensions: Kendall tau B (range 0.69-0.80) and gamma (range 0.92-0.98). The Y-5L and Y-3L showed moderate to substantial agreement for test-retest reliability across dimensions and visual analog scale scores in stable chronic health conditions and fair agreement for the general population. Conclusion The Y-5L is a valid, reliable extension of the Y-3L for children or adolescents across health conditions and healthy children/adolescents. The expanded levels reduced the ceiling effect. The relative informativity of report across dimensions increased on the Y-5L compared with the Y-3L with retention of the evenness of reporting. The convergent validity and test-retest reliability of the Y-5L was comparable with the Y-3L."
doi:10.1016/j.vhri.2022.03.004,10.1016/j.vhri.2022.03.004,,,Guidelines for Utility Measurement for Economic Analysis: The Brazilian Policy,2022,2022,Value in Health Regional Issues,,article,0,,https://doi.org/10.1016/j.vhri.2022.03.004,PDF,explicit,"EuroQol Foundation grant funded only the organization of the virtual workshop that informed the guideline consensus; the funder had no role in design, conduct, analysis, or manuscript decisions.",,0,Pa327f5f43609:S1,METHODS_RESEARCH,Brazil,EQ-5D-3L,EQ-5D-3L | SF-6D,11,10,3,2,7,EXACT,2026-08-27T00:00:00Z,,F4320323856,"INTRODUCTION: Health-related quality of life is expressed in utilities, also referred to as utility estimates or parameters. Considerations about the source and type of utility values are especially important in a modeling context, where the lack of transparency, including the lack of a hierarchy for utility data sources, is a major issue to any estimation and can potentially compromise model reliability. OBJECTIVES: This document aims to present the first version of the Brazilian guidelines for utility measurement to support economic analysis. METHODS: A virtual workshop and a modified Delphi panel with 10 health technology specialists followed a rapid evaluation of 110 technical documents and indexed publications. The recommendations are based on the proposition that has received the most votes, although contentious issues are addressed in the suggestion or discussion. The rationale for the final decision is included in the text. RESULTS: The consensus includes 50 recommendations with the following topics: Transparency and Reliability, Model Design, Conditions Under Which Generic Questionnaires Are Not Sensible or Valid, Utility Evidence Hierarchy, Utility Data Searching, Modeling Utility Values, Extrapolating Quality Adjusted Life-Years for Models With Lifetime Horizons, Caregiver Utility, Utility Data Synthesis, Quality/Certainty of the Evidence, and Utility Estimates in End-of-Life Conditions. CONCLUSIONS: The goal of this project is to create unified national standards for using utility metrics in economic analysis in Brazil. This set of recommendations is not obligatory, but it is meant to serve as a guide and lead to the development of better and more transparent economic models in the country."
doi:10.1016/j.vhri.2023.01.009,10.1016/j.vhri.2023.01.009,,,Cross-Cultural Adaptation and Validation of the EuroQoL Toddler and Infant Populations Instrument Into Afrikaans for South Africa,2023,2023,Value in Health Regional Issues,,article,0,,https://doi.org/10.1016/j.vhri.2023.01.009,PDF,explicit,Support from the EuroQol Research Foundation under project EQ20190670 applied to the reported study and publication.,20190670,1,P4e11a5d702ea:s1,INSTRUMENT_VERSION_DEVELOPMENT,South Africa,"EQ VAS | EQ-TIPS-3L, Afrikaans, South Africa","Ages and Stages Questionnaire, Third Edition, Parent Report Form | EQ VAS | EQ-TIPS-3L, Afrikaans, South Africa | FLACC Pain Scale | Study dietary-information questionnaire",2,8,4,1,15,EXACT,2026-08-27T00:00:00Z,,F4320322697 | F4320323856 | F4320324164,"Objectives The EuroQol Group is exploring the development of a health-related quality of life measure for toddlers and infant populations (EuroQoL Toddler and Infant Populations [EQ-TIPS]) aged 0 to 36 months. This study aimed to report on the cross-cultural adaptation and validity of the South African Afrikaans EQ-TIPS. Methods The development of the Afrikaans EQ-TIPS followed the EuroQol guidelines including forward-backward translation and cognitive interviews with 10 caregivers of children aged 0 to 36 months. Thereafter, 162 caregivers of children 0 to 36 months of age were recruited from a pediatric hospital inpatient and outpatient facility. The EQ-TIPS; Ages and Stages Questionnaire; face, legs, activity, cry, and consolability; and dietary information were completed by all caregivers. The distribution of dimension scores, Spearman's correlation, analysis of variance, and regression analysis were used to explore the validity of the EQ-TIPS. Results The descriptive system of the EQ-TIPS was generally well understood and accepted by caregivers. The correlation coefficients for concurrent validity were significant and moderate for pain and weak and significant for the other dimensions hypothesized to correlate. Known groups were compared and inpatients had a significantly higher report of pain (χ 2 = 7.47, P = .024) and more problems reported across all EQ-TIPS dimensions (recorded on the level sum score) (Kruskal Wallis H = 3.809, P = .05) and reported significantly worse health on the visual analog scale (Kruskal Wallis H = 15.387, P < .001). There were no age-related differences except for a lower report of problems with movement in the 0- to 12-month group (χ 2 = 10.57, P = .032). Conclusion The Afrikaans version of the EQ-TIPS is well understood and accepted by caregivers and valid for use with children aged 0 to 36 months in South Africa."
doi:10.1016/j.vhri.2024.101045,10.1016/j.vhri.2024.101045,39236574,,An EQ-5D-5L Value Set for Ghana Using an Adapted EuroQol Valuation Technology Protocol,2024,2024,Value in Health Regional Issues,,article,0,,https://doi.org/10.1016/j.vhri.2024.101045,PDF,explicit,"Financial support for the reported study under Project 234-VS, plus guidance and technical support from the EuroQol Support team throughout the study.",234-VS,1,P7976023f4a4c:study_ghana_vs,VALUE_SET_DEVELOPMENT,,EQ VAS | EQ-5D-5L,EQ VAS | EQ-5D-5L,6,7,3,1,5,EXACT,2026-08-27T00:00:00Z,,F4320323856,"OBJECTIVES: Ghana's economic evaluation reference case recommends quality-adjusted life-years as an outcome measure for the conduct of cost-utility analysis. There is no Ghanaian value set available to be used in estimating quality-adjusted life-years. This study aimed to develop a value set for Ghana using the EQ-5D-5L instrument. METHODS: Face-to-face preference data were collected from 300 adults across 3 regions of Ghana using the adapted version of the EuroQol valuation technology (EQ-VT) standardized valuation protocol; with composite time-trade-off (cTTO) and discrete-choice experiments (DCEs) elicitation techniques. The cTTO and DCE data were modeled individually or together to provide complementary results on respondents' utility preferences. Models explored were generalized least squares, Tobit, heteroskedastic, logit, and hybrid. The best-fitting model for the value set was selected based on its logical consistency, accounting for left-censored and heteroscedasticity data, and the statistical significance of parameters. RESULTS: The 300 interviews provided 4500 cTTO responses and 4200 DCE responses. The preferred model chosen for the Ghana value set was the Hybrid Tobit random effect heteroscedastic-constrained model. The predicted value for the worst attainable health state (55555) was -0.493 and the best health state (11112) was 0.969. The largest decrement was registered for level 5 mobility (0.369) followed by pain/discomfort (0.312), self-care (0.273), anxiety/depression (0.271), and usual activities (0.268). CONCLUSIONS: This is the first Ghanaian EQ-5D-5L value set based on social preference derived from a nationally representative sample. The value set will play a key role in the use of economic evaluation studies to inform priority setting in Ghana where different health technologies can be compared."
