project_id,project_title,principal_investigator,working_group,start_year,publication_id,doi,publication_title,publication_year,journal
289-RA,COVID-19 and EQ-5D-5L health state valuation,Edward Webb,Valuation,2021,doi:10.1007/s10198-023-01569-8,10.1007/s10198-023-01569-8,COVID-19 and EQ-5D-5L health state valuation,2024,The European Journal of Health Economics
295-RA,"The feasibility, acceptability and validity of the EQ-HWB for use in a hard-to-reach population of carers of children experiencing adversity.",Cate Bailey,EQ-HWB,2021,doi:10.1007/s10198-024-01688-w,10.1007/s10198-024-01688-w,The performance of the EQ-HWB-S as a measure of quality-of-life of caregivers in families that have experienced adverse events,2024,The European Journal of Health Economics
299-RA,Validation of EQ-5D-5L in critical care (EuroQoL Working Groups Project Request for Proposal),Vincent Lau,"Descriptive Systems, Valuation, Populations and Health Systems",2021,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236,Health-related quality-of-life and health-utility reporting in critical care,2022,World Journal of Critical Care Medicine
301-SG,Crafting and elaborating the potential of clinical dashboards incorporating PROMs,Alexander Geissler,Populations and Health Systems,2022,doi:10.2196/55267,10.2196/55267,A Collection of Components to Design Clinical Dashboards Incorporating Patient-Reported Outcome Measures: Qualitative Study,2024,Journal of Medical Internet Research
304-PHD,The sequential relief of child health problems: a preference path elicited by a kaizen task,Benjamin Craig,"Valuation, Education and Outreach",2022,doi:10.1007/s10614-024-10637-x,10.1007/s10614-024-10637-x,Comparing the Mixed Logit Estimates and True Parameters under Informative and Uninformative Heterogeneity: A Simulated Discrete Choice Experiment,2024,Computational Economics
304-PHD,The sequential relief of child health problems: a preference path elicited by a kaizen task,Benjamin Craig,"Valuation, Education and Outreach",2022,doi:10.1007/s40271-024-00708-4,10.1007/s40271-024-00708-4,The Performance of Kaizen Tasks Across Three Online Discrete Choice Experiment Surveys: An Evidence Synthesis,2024,The Patient
304-PHD,The sequential relief of child health problems: a preference path elicited by a kaizen task,Benjamin Craig,"Valuation, Education and Outreach",2022,doi:10.1007/s40273-024-01444-1,10.1007/s40273-024-01444-1,Measuring Effectiveness Based on Patient Experience (Instead of QALYs) in US Value Assessments,2025,Pharmacoeconomics
304-PHD,The sequential relief of child health problems: a preference path elicited by a kaizen task,Benjamin Craig,"Valuation, Education and Outreach",2022,doi:10.1097/mlr.0000000000002200,10.1097/mlr.0000000000002200,Revisiting the Valuation of Child Health-Related Quality of Life,2025,Medical Care
304-PHD,The sequential relief of child health problems: a preference path elicited by a kaizen task,Benjamin Craig,"Valuation, Education and Outreach",2022,doi:10.1136/bmjopen-2022-062833,10.1136/bmjopen-2022-062833,Using stated-preferences methods to develop a summary metric to determine successful treatment of children with a surgical condition: a study protocol,2022,BMJ Open
304-PHD,The sequential relief of child health problems: a preference path elicited by a kaizen task,Benjamin Craig,"Valuation, Education and Outreach",2022,doi:10.1136/bmjopen-2023-077256,10.1136/bmjopen-2023-077256,Child health valuation protocol for a discrete choice experiment comparing paired comparison and kaizen tasks and estimating US EQ-5D-Y-3L values on an experience scale,2023,BMJ Open
304-PHD,The sequential relief of child health problems: a preference path elicited by a kaizen task,Benjamin Craig,"Valuation, Education and Outreach",2022,doi:10.3390/econometrics11010004,10.3390/econometrics11010004,Comparing the Conditional Logit Estimates and True Parameters under Preference Heterogeneity: A Simulated Discrete Choice Experiment,2023,Econometrics
315-RA,The relation between the EQ-5D-5L and fatigue and cognition problems: does the EQ-5D-5L capture persistent symptoms of infectious disease?,Juanita Haagsma,Descriptive Systems,2021,doi:10.1007/s11136-021-03069-9,10.1007/s11136-021-03069-9,Sensitivity of the EQ-5D-5L for fatigue and cognitive problems and their added value in Q-fever patients,2022,Quality of Life Research
315-RA,The relation between the EQ-5D-5L and fatigue and cognition problems: does the EQ-5D-5L capture persistent symptoms of infectious disease?,Juanita Haagsma,Descriptive Systems,2021,doi:10.1017/s0950268823001401,10.1017/s0950268823001401,Long-term health outcomes of Q-fever fatigue syndrome patients,2023,Epidemiology and Infection
320-VS,Resubmission of pre-approved EQ Project 20190450: Re-estimating the EQ-5D-5L value set for China,Nan Luo,Valuation,2021,doi:10.1016/j.jval.2025.12.009,10.1016/j.jval.2025.12.009,Is There a Shelf Life for EQ-5D Value Sets: Evidence of Evolving Societal Preferences From Asia,2025,Value in Health
329-RA,EQ VAS: What does it measure? A structured analysis of the EQ VAS in national population surveys (the Health Survey of England),You-Shan Feng,"Descriptive Systems, Populations and Health Systems",2021,doi:10.1007/s11136-025-03947-6,10.1007/s11136-025-03947-6,Exploring the origin and conceptual framework of the EQ VAS,2025,Quality of Life Research
330-PHD,Evaluation of the EQ-5D-Y as a child PROM in tertiary hospitals for high impact childhood conditions,Kim Dalziel,Youth,2022,doi:10.1007/s11136-025-03990-3,10.1007/s11136-025-03990-3,"Use of a generic Paediatric Patient Reported Outcome Measure (P-PROM) in Routine hospital Outpatient Care for Kids (ROCK): A qualitative exploration of adolescent, caregiver and service provider perspectives (P-PROM ROCK Phase 1)",2025,Quality of Life Research
330-PHD,Evaluation of the EQ-5D-Y as a child PROM in tertiary hospitals for high impact childhood conditions,Kim Dalziel,Youth,2022,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,"“If we ask, we must act”: co-designing the implementation of the EQ-5D-Y-5L as a Paediatric Patient Reported Outcome Measure in Routine hospital Outpatient Care for Kids to meaningfully impact clinical visits (P-PROM ROCK Phase 2)",2025,Quality of Life Research
330-PHD,Evaluation of the EQ-5D-Y as a child PROM in tertiary hospitals for high impact childhood conditions,Kim Dalziel,Youth,2022,doi:10.1007/s11136-026-04202-2,10.1007/s11136-026-04202-2,"Qualitative insights from patient/caregivers, and clinicians on routine use of the EQ-5D-Y-5L in clinical paediatric care—results from a pilot feasibility and acceptability trial",2026,Quality of Life Research
330-PHD,Evaluation of the EQ-5D-Y as a child PROM in tertiary hospitals for high impact childhood conditions,Kim Dalziel,Youth,2022,doi:10.1007/s40273-023-01330-2,10.1007/s40273-023-01330-2,Comparative Psychometric Performance of Common Generic Paediatric Health-Related Quality of Life Instrument Descriptive Systems: Results from the Australian Paediatric Multi-Instrument Comparison Study,2024,Pharmacoeconomics
330-PHD,Evaluation of the EQ-5D-Y as a child PROM in tertiary hospitals for high impact childhood conditions,Kim Dalziel,Youth,2022,doi:10.1007/s40273-024-01354-2,10.1007/s40273-024-01354-2,"Comparing the Psychometric Performance of Generic Paediatric Health-Related Quality of Life Instruments in Children and Adolescents with ADHD, Anxiety and/or Depression",2024,Pharmacoeconomics
330-PHD,Evaluation of the EQ-5D-Y as a child PROM in tertiary hospitals for high impact childhood conditions,Kim Dalziel,Youth,2022,doi:10.1007/s40273-024-01355-1,10.1007/s40273-024-01355-1,Psychometric Properties of Child Health Utility 9D (CHU9D) Proxy Version Administered to Parents and Caregivers of Children Aged 2–4 Years Compared with Pediatric Quality of Life Inventory™ (PedsQL),2024,Pharmacoeconomics
330-PHD,Evaluation of the EQ-5D-Y as a child PROM in tertiary hospitals for high impact childhood conditions,Kim Dalziel,Youth,2022,doi:10.1016/j.jval.2025.04.2161,10.1016/j.jval.2025.04.2161,Understanding the Transition Between Age-Specific Measures of Health-Related Quality of Life: Evidence on the Relationship Between and Comparative Performance of the EQ-5D-Y-5L and EQ-5D-5L,2025,Value in Health
330-PHD,Evaluation of the EQ-5D-Y as a child PROM in tertiary hospitals for high impact childhood conditions,Kim Dalziel,Youth,2022,doi:10.1136/archdischild-2025-329475,10.1136/archdischild-2025-329475,Comparative performance of common paediatric patient-reported outcome measures (P-PROMs) across health conditions.,2026,PubMed
330-PHD,Evaluation of the EQ-5D-Y as a child PROM in tertiary hospitals for high impact childhood conditions,Kim Dalziel,Youth,2022,doi:10.3390/children10101604,10.3390/children10101604,Collecting Paediatric Health-Related Quality of Life Data: Assessing the Feasibility and Acceptability of the Australian Paediatric Multi-Instrument Comparison (P-MIC) Study,2023,Children
333-RA,Psychometric properties of EQ-5D-5L for use in patients with autoimmune Graves’ disease,Carlos Wong,Descriptive Systems,2021,doi:10.1186/s12955-023-02177-z,10.1186/s12955-023-02177-z,Psychometric properties of EQ-5D-5L for use in patients with Graves’ disease,2023,Health and Quality of Life Outcomes
335-RA,An extensive pilot phase in the Egyptian EQ-5D-5L valuation study - Lessons learned,Samar Farid,Valuation,2021,doi:10.1007/s40273-022-01208-9,10.1007/s40273-022-01208-9,The Egyptian EQ-5D-5L Extensive Pilot Study: Lessons Learned,2023,Pharmacoeconomics
337-RA,Measurement properties of the EQ-5D in diseases of the upper respiratory tract: a systematic review,Dominik Golicki,Descriptive Systems,2021,doi:10.1007/s11136-025-04077-9,10.1007/s11136-025-04077-9,"Validity, reliability, and responsiveness of the EQ-5D in diseases of the upper respiratory tract: a systematic review of measurement properties",2025,Quality of Life Research
339-RA,Systematic Review of Measurement Properties of the EQ-5D in Hematologic Cancers,Dominik Golicki,Descriptive Systems,2021,doi:10.1016/j.jval.2026.03.2239,10.1016/j.jval.2026.03.2239,"Validity, Reliability, and Responsiveness of the EQ-5D in Hematological Cancers: A Systematic Review of Measurement Properties",2026,Value in Health
341-RA,Piloting the DCE duration valuation protocol: an EQ-5D-5L valuation study for Trinidad and Tobago.,Henry Bailey,Valuation,2022,doi:10.1016/j.jval.2024.05.016,10.1016/j.jval.2024.05.016,A Direct Comparison Between Discrete Choice With Duration and Composite Time Trade-Off Methods: Do They Produce Similar Results?,2024,Value in Health
341-RA,Piloting the DCE duration valuation protocol: an EQ-5D-5L valuation study for Trinidad and Tobago.,Henry Bailey,Valuation,2022,doi:10.1177/0272989x251325828,10.1177/0272989x251325828,Immediate Death: Not So Bad If You Discount the Future but Still Worse than It Should Be,2025,Medical Decision Making
341-RA,Piloting the DCE duration valuation protocol: an EQ-5D-5L valuation study for Trinidad and Tobago.,Henry Bailey,Valuation,2022,doi:10.1186/s12955-024-02266-7,10.1186/s12955-024-02266-7,The EQ-5D-5L valuation study for Trinidad and Tobago,2024,Health and Quality of Life Outcomes
341-RA,Piloting the DCE duration valuation protocol: an EQ-5D-5L valuation study for Trinidad and Tobago.,Henry Bailey,Valuation,2022,doi:10.1186/s12955-024-02323-1,10.1186/s12955-024-02323-1,EQ-5D-5L population norms and health inequality for Trinidad and Tobago in 2022–2023 and comparison with 2012,2024,Health and Quality of Life Outcomes
342-RA,Understanding the views of Canadians on valuing health for children and adolescents,Feng Xie,"Valuation, Youth",2021,doi:10.1007/s11136-024-03618-y,10.1007/s11136-024-03618-y,Understanding Canadian stakeholders’ views on measuring and valuing health for children and adolescents: a qualitative study,2024,Quality of Life Research
343-RA,The Psychometric Properties of the EQ-5D-5L among Ethiopian Cervical Cancer Patients: A Longitudinal Study,Girma  Tekle Gebremariam,Descriptive Systems,2021,doi:10.1186/s12955-024-02305-3,10.1186/s12955-024-02305-3,The psychometric properties of the amharic version of EuroQoL five-dimensions-five level among Ethiopian cervical cancer patients,2024,Health and Quality of Life Outcomes
344-VS,Testing the feasibility and acceptability of the EQ-5D-Y-3L valuation protocol in adolescents and adults in Pakistan,madeeha malik,Valuation,2022,doi:10.1186/s12955-025-02397-5,10.1186/s12955-025-02397-5,Findings from a roundtable discussion with Pakistani stakeholders on measuring and valuing health and health-related quality of life for children and adolescents,2025,Health and Quality of Life Outcomes
345-PHD,Statistical methods for handling and analyzing EQ-5D-5L data in randomized clinical trials,Feng Xie,Others,2020,doi:10.1016/j.jval.2025.02.001,10.1016/j.jval.2025.02.001,Statistical Methods for Analyzing EQ-5D in Randomized Clinical Trials: A Systematic Literature Review,2025,Value in Health
348-PHD,The social value of avoiding poor health states in children,Tessa Peasgood,"Valuation, Youth",2022,doi:10.1007/s40273-025-01493-0,10.1007/s40273-025-01493-0,How do Health State Values Differ When Respondents Consider Adults Versus Children Living in Those States? A Systematic Review,2025,Pharmacoeconomics
348-PHD,The social value of avoiding poor health states in children,Tessa Peasgood,"Valuation, Youth",2022,doi:10.1371/journal.pone.0302886,10.1371/journal.pone.0302886,"Rationale, conceptual issues, and resultant protocol for a mixed methods Person Trade Off (PTO) and qualitative study to estimate and understand the relative value of gains in health for children and young people compared to adults",2024,PLOS ONE
348-PHD,The social value of avoiding poor health states in children,Tessa Peasgood,"Valuation, Youth",2022,doi:10.1371/journal.pone.0319227,10.1371/journal.pone.0319227,A qualitative study to understand public views on the relative value of health gains for children and young people in Australia compared to adults,2025,PLOS One
349-RA,Psychometric properties of the EQ-5D in rare ataxia diseases (EQ-5D-ATAX),Bernhard Michalowsky,Descriptive Systems,2021,doi:10.1007/s00415-025-13024-0,10.1007/s00415-025-13024-0,Longitudinal description of health-related quality of life and depressive symptoms in polyQ spinocerebellar ataxia patients,2025,Journal of Neurology
349-RA,Psychometric properties of the EQ-5D in rare ataxia diseases (EQ-5D-ATAX),Bernhard Michalowsky,Descriptive Systems,2021,doi:10.1007/s12311-023-01597-3,10.1007/s12311-023-01597-3,Health-Related Quality of Life in Patients with Spinocerebellar Ataxia: a Validation Study of the EQ-5D-3L,2023,"Cerebellum (London, England)"
349-RA,Psychometric properties of the EQ-5D in rare ataxia diseases (EQ-5D-ATAX),Bernhard Michalowsky,Descriptive Systems,2021,doi:10.1007/s40120-024-00694-7,10.1007/s40120-024-00694-7,Health-Related Quality of Life in Patients with Friedreich Ataxia Using Mobility Assistive Technologies: Limited Fit of the EQ-5D-3L Mobility Dimension,2024,Neurology and Therapy
351-RA,Behind the scenes: a mixed method investigation of the impact of quality control procedures on interviewers performance,Michela Meregaglia,Valuation,2021,doi:10.1007/s41669-024-00486-7,10.1007/s41669-024-00486-7,Behind the Scenes: A Qualitative Investigation of Interviewers' Performance in EQ-5D Valuation Studies,2024,PharmacoEconomics Open
354-RA,"Content and face validity of the EQ-HWB and EQ-HWB-S in a sample of patients, members of the general public and social care users in Italy",Camilla Falivena,"Descriptive Systems, EQ-HWB",2021,doi:10.1186/s41687-024-00706-y,10.1186/s41687-024-00706-y,"Content validity of the EQ-HWB and EQ-HWB-S in a sample of Italian patients, informal caregivers and members of the general public",2024,Journal of Patient-Reported Outcomes
361-RA,"Multi instrument comparison study extension: focus on EuroQol instruments, psychometric protocols, psychometric analysis and view to international replication",Kim Dalziel,Youth,2021,doi:10.1007/s10198-025-01804-4,10.1007/s10198-025-01804-4,Comparison of the psychometric performance of experimental EuroQol Toddler and Infant Populations Instrument (EQ-TIPS) and Pediatric Quality of Life Inventory™ (PedsQL) in young children,2025,The European Journal of Health Economics
361-RA,"Multi instrument comparison study extension: focus on EuroQol instruments, psychometric protocols, psychometric analysis and view to international replication",Kim Dalziel,Youth,2021,doi:10.1007/s11136-026-04246-4,10.1007/s11136-026-04246-4,Measuring quality of life in autistic children and young people: comparing the performance of common generic health related quality of life instruments,2026,Quality of Life Research
361-RA,"Multi instrument comparison study extension: focus on EuroQol instruments, psychometric protocols, psychometric analysis and view to international replication",Kim Dalziel,Youth,2021,doi:10.1007/s40273-023-01330-2,10.1007/s40273-023-01330-2,Comparative Psychometric Performance of Common Generic Paediatric Health-Related Quality of Life Instrument Descriptive Systems: Results from the Australian Paediatric Multi-Instrument Comparison Study,2024,Pharmacoeconomics
361-RA,"Multi instrument comparison study extension: focus on EuroQol instruments, psychometric protocols, psychometric analysis and view to international replication",Kim Dalziel,Youth,2021,doi:10.1007/s40273-024-01354-2,10.1007/s40273-024-01354-2,"Comparing the Psychometric Performance of Generic Paediatric Health-Related Quality of Life Instruments in Children and Adolescents with ADHD, Anxiety and/or Depression",2024,Pharmacoeconomics
361-RA,"Multi instrument comparison study extension: focus on EuroQol instruments, psychometric protocols, psychometric analysis and view to international replication",Kim Dalziel,Youth,2021,doi:10.1007/s40273-024-01355-1,10.1007/s40273-024-01355-1,Psychometric Properties of Child Health Utility 9D (CHU9D) Proxy Version Administered to Parents and Caregivers of Children Aged 2–4 Years Compared with Pediatric Quality of Life Inventory™ (PedsQL),2024,Pharmacoeconomics
361-RA,"Multi instrument comparison study extension: focus on EuroQol instruments, psychometric protocols, psychometric analysis and view to international replication",Kim Dalziel,Youth,2021,doi:10.1007/s40273-024-01356-0,10.1007/s40273-024-01356-0,An Investigation of Inter-Rater and Intra-Proxy Agreement in Measuring Quality of Life of Children in the Community Using the EQ-5D-Y-3L,2024,Pharmacoeconomics
361-RA,"Multi instrument comparison study extension: focus on EuroQol instruments, psychometric protocols, psychometric analysis and view to international replication",Kim Dalziel,Youth,2021,doi:10.1007/s40273-024-01379-7,10.1007/s40273-024-01379-7,A Comparison of the Psychometric Properties of the EQ-5D-Y-3L and EQ-5D-Y-5L Using Paediatric Multi-Instrument Comparison (P-MIC) Study Data.,2024,PubMed
361-RA,"Multi instrument comparison study extension: focus on EuroQol instruments, psychometric protocols, psychometric analysis and view to international replication",Kim Dalziel,Youth,2021,doi:10.1007/s40273-024-01382-y,10.1007/s40273-024-01382-y,Comparing Generic Paediatric Health-Related Quality-of-Life Instruments: A Dimensionality Assessment Using Factor Analysis.,2024,PubMed
361-RA,"Multi instrument comparison study extension: focus on EuroQol instruments, psychometric protocols, psychometric analysis and view to international replication",Kim Dalziel,Youth,2021,doi:10.1016/j.jval.2026.01.004,10.1016/j.jval.2026.01.004,Mapping Patient-Reported Outcomes Measurement Information System Pediatric-25 Profile to EQ-5D-Y-3L,2026,Value in Health
361-RA,"Multi instrument comparison study extension: focus on EuroQol instruments, psychometric protocols, psychometric analysis and view to international replication",Kim Dalziel,Youth,2021,doi:10.1136/archdischild-2025-329475,10.1136/archdischild-2025-329475,Comparative performance of common paediatric patient-reported outcome measures (P-PROMs) across health conditions.,2026,PubMed
361-RA,"Multi instrument comparison study extension: focus on EuroQol instruments, psychometric protocols, psychometric analysis and view to international replication",Kim Dalziel,Youth,2021,doi:10.3390/children10101604,10.3390/children10101604,Collecting Paediatric Health-Related Quality of Life Data: Assessing the Feasibility and Acceptability of the Australian Paediatric Multi-Instrument Comparison (P-MIC) Study,2023,Children
361-RA,"Multi instrument comparison study extension: focus on EuroQol instruments, psychometric protocols, psychometric analysis and view to international replication",Kim Dalziel,Youth,2021,doi:10.3390/children8080714,10.3390/children8080714,Psychometric Performance of HRQoL Measures: An Australian Paediatric Multi-Instrument Comparison Study Protocol (P-MIC),2021,Children
364-RA,Exploring the relevance and coverage of the EQ-5D-Y in Asia,Nan Luo,Youth,2021,doi:10.1186/s12955-024-02290-7,10.1186/s12955-024-02290-7,Cross-cultural adaptation and content validation of the Singapore English version of EQ-5D-Y: a qualitative study,2024,Health and Quality of Life Outcomes
365-RA,Measuring Health-Related Quality of Life (HRQoL) in the Youngest Population,Janine Verstraete,Youth,2022,doi:10.1007/s10198-025-01865-5,10.1007/s10198-025-01865-5,Multinational stakeholder engagement to inform future development and refinement of the EuroQol toddler and infant populations (EQ-TIPS).,2026,PubMed
365-RA,Measuring Health-Related Quality of Life (HRQoL) in the Youngest Population,Janine Verstraete,Youth,2022,doi:10.1007/s11136-026-04199-8,10.1007/s11136-026-04199-8,Measuring health-related quality of life in infants and toddlers: conceptual challenges and proposed recommendations,2026,Quality of Life Research
365-RA,Measuring Health-Related Quality of Life (HRQoL) in the Youngest Population,Janine Verstraete,Youth,2022,doi:10.36469/001c.145813,10.36469/001c.145813,Performance of the Experimental EuroQol Toddler and Infant Populations (EQ-TIPS) and PedsQL in Infants and Toddlers with a Health Condition.,2025,PubMed
367-RA,Population Health Primary Data Collection Project,Jeff Johnson,Populations and Health Systems,2021,doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2,EuroQol data for assessment of population health needs and instrument evaluation (EQ-DAPHNIE): a study for enhancing population health assessment,2025,Quality of Life Research
367-RA,Population Health Primary Data Collection Project,Jeff Johnson,Populations and Health Systems,2021,doi:10.1007/s11136-025-04074-y,10.1007/s11136-025-04074-y,Design and implementation of data quality controls in the EQ-DAPHNIE study: insights from the pilot phase and 15-country analysis,2025,Quality of Life Research
367-RA,Population Health Primary Data Collection Project,Jeff Johnson,Populations and Health Systems,2021,doi:10.1007/s11136-026-04294-w,10.1007/s11136-026-04294-w,Measuring inequality in quality of life: further evidence that the EQ-5D-5L may underestimate it,2026,Quality of Life Research
367-RA,Population Health Primary Data Collection Project,Jeff Johnson,Populations and Health Systems,2021,doi:10.1007/s11136-026-04328-3,10.1007/s11136-026-04328-3,Comparative performance of EQ-5D-5L bolt-ons in China and the Netherlands: results from the EQ-DAPHNIE project,2026,Quality of Life Research
370-RA,A research programme to support and strengthen the use of EQ-5D instruments in China,Nancy Devlin,"Descriptive Systems, Populations and Health Systems",2021,doi:10.1007/s11136-026-04351-4,10.1007/s11136-026-04351-4,Challenges with interviewer administration of EQ-5D questionnaires in a large-scale population survey in China: a qualitative analysis.,2026,PubMed
377-VS,EQ-5D-5L Slovenia national value set,Valentina Prevolnik Rupel,Valuation,2021,doi:10.1007/s40273-023-01280-9,10.1007/s40273-023-01280-9,EQ-5D-5L Value Set for Slovenia,2023,Pharmacoeconomics
384-RA,"Fasttrack application to evaluate the emergence of SARS-CoV-2, B.1.1.7 variant and continued assessment of HRQoL of the pregnant and postpartum women: a Wave 2 survey using the EQ-5D-5L",Annette Regan,Populations and Health Systems,2021,doi:10.1007/s40258-023-00798-5,10.1007/s40258-023-00798-5,Measurement of Health-Related Quality of Life from Conception to Postpartum Using the EQ-5D-5L Among a National Sample of US Pregnant and Postpartum Adults,2023,Applied Health Economics and Health Policy
384-RA,"Fasttrack application to evaluate the emergence of SARS-CoV-2, B.1.1.7 variant and continued assessment of HRQoL of the pregnant and postpartum women: a Wave 2 survey using the EQ-5D-5L",Annette Regan,Populations and Health Systems,2021,doi:10.1016/j.vaccine.2024.126568,10.1016/j.vaccine.2024.126568,Structural equation modeling to evaluate the adult vaccine hesitancy scale for vaccines recommended during pregnancy,2024,Vaccine
389-RA,A head-to-head comparison of measurement properties of EQ-5D-Y-3L and EQ-5D-Y-5L in children and adolescents with heart diseases,Mihir Gandhi,Youth,2021,doi:10.1016/j.jclinepi.2025.111982,10.1016/j.jclinepi.2025.111982,PedsQL Generic Core Scales was more discriminative while EQ-5D-Y-5L was more responsive in a longitudinal study of multiethnic Asian children and adolescents with heart disease,2025,Journal of Clinical Epidemiology
398-RA,To what extent does EQ-5D reflect the health concepts of Chinese: a scoping review,Zhuxin Mao,Descriptive Systems,2021,doi:10.1007/s11136-024-03669-1,10.1007/s11136-024-03669-1,Differences and common ground in the frameworks of health-related quality of life in traditional Chinese medicine and modern medicine: a systematic review.,2024,PubMed
398-RA,To what extent does EQ-5D reflect the health concepts of Chinese: a scoping review,Zhuxin Mao,Descriptive Systems,2021,doi:10.1007/s11136-025-04028-4,10.1007/s11136-025-04028-4,Identifying and developing culturally relevant EQ-5D-5L bolt-on items for Chinese population: qualitative phase of a mixed-methods study,2025,Quality of Life Research
398-RA,To what extent does EQ-5D reflect the health concepts of Chinese: a scoping review,Zhuxin Mao,Descriptive Systems,2021,doi:10.1136/bmjopen-2023-081140,10.1136/bmjopen-2023-081140,Developing and testing culturally relevant bolt-on items for EQ-5D-5L in Chinese populations: a mixed-methods study protocol,2024,BMJ Open
399-RA,Uncertainty around EQ-5D values used in cost effectiveness analysis: identifying types of uncertainty & strengthening the methods to address them,Nancy Devlin,Valuation,2022,doi:10.1016/j.jval.2024.11.010,10.1016/j.jval.2024.11.010,Reporting Uncertainty Around Health-State Values: A Standard Method and Worked Example,2024,Value in Health
399-RA,Uncertainty around EQ-5D values used in cost effectiveness analysis: identifying types of uncertainty & strengthening the methods to address them,Nancy Devlin,Valuation,2022,doi:10.1177/0272989x251380556,10.1177/0272989x251380556,Uncertainty around Health State Values Used in Cost-Effectiveness Analysis: How It Arises and How to Deal with It,2025,Medical Decision Making
401-RA,Evaluating the Content Validity of the EQ-5D-Y for Chinese Children and Adolescents,pei wang,Youth,2021,doi:10.1007/s11136-025-03917-y,10.1007/s11136-025-03917-y,Evaluating the content validity of the EQ-5D-Y for Chinese children and adolescents,2025,Quality of Life Research
402-RA,The ceiling effects of EQ-5D in general population health surveys: A systematic review and meta-regression,Nan Luo,Descriptive Systems,2021,doi:10.1016/j.jval.2024.02.018,10.1016/j.jval.2024.02.018,The Ceiling Effects of EQ-5D-3L and 5L in General Population Health Surveys: A Systematic Review and Meta-Analysis,2024,Value in Health
404-RA,Better than dead? – but this or that? Testing how framing impacts viewing a health state as worse than dead.,Michał Jakubczyk,Valuation,2022,doi:10.1016/j.jval.2023.10.009,10.1016/j.jval.2023.10.009,This Dead or That Dead: Framing Effects in the Evaluation of Health States,2023,Value in Health
409-RA,Developing a value set for the EQ-5D-Y-3L in the United States,Ning Yan Gu,"Valuation, Youth",2021,doi:10.1007/s40273-022-01222-x,10.1007/s40273-022-01222-x,Findings from a Roundtable Discussion with US Stakeholders on Valuation of the EQ-5D-Y-3L,2022,Pharmacoeconomics
409-RA,Developing a value set for the EQ-5D-Y-3L in the United States,Ning Yan Gu,"Valuation, Youth",2021,doi:10.1016/j.jval.2025.01.020,10.1016/j.jval.2025.01.020,An Acquired Taste: Latent Class Analysis to Compare Adolescent and Adult Preferences for EQ-5D-Y-3L Health States,2025,Value in Health
409-RA,Developing a value set for the EQ-5D-Y-3L in the United States,Ning Yan Gu,"Valuation, Youth",2021,doi:10.1016/j.jval.2025.11.003,10.1016/j.jval.2025.11.003,Valuing Child Health: An EQ-5D-Y-3L Value Set for the United States,2025,Value in Health
414-PHD,Exploration of patient self-perceived burden to caregivers as a construct captured by existing EQ measures and assessing measurement properties of EQ-HWB as a measure for caregivers,Maja Kuharic,"Descriptive Systems, EQ-HWB",2022,doi:10.1007/s11136-024-03643-x,10.1007/s11136-024-03643-x,Understanding caregiver burden from multiple perspectives: dyadic agreement between caregiver and care recipient.,2024,PubMed
414-PHD,Exploration of patient self-perceived burden to caregivers as a construct captured by existing EQ measures and assessing measurement properties of EQ-HWB as a measure for caregivers,Maja Kuharic,"Descriptive Systems, EQ-HWB",2022,doi:10.1016/j.jval.2024.03.003,10.1016/j.jval.2024.03.003,Comparison of the EQ-HWB and EQ-HWB-S With Other Preference-Based Measures Among United States Informal Caregivers,2024,Value in Health
414-PHD,Exploration of patient self-perceived burden to caregivers as a construct captured by existing EQ measures and assessing measurement properties of EQ-HWB as a measure for caregivers,Maja Kuharic,"Descriptive Systems, EQ-HWB",2022,doi:10.1016/j.jval.2025.10.012,10.1016/j.jval.2025.10.012,Reversing Proxy Roles: Care Recipients as Proxies for Caregiver Health-Related Quality of Life,2025,Value in Health
414-PHD,Exploration of patient self-perceived burden to caregivers as a construct captured by existing EQ measures and assessing measurement properties of EQ-HWB as a measure for caregivers,Maja Kuharic,"Descriptive Systems, EQ-HWB",2022,doi:10.1093/geront/gnae143,10.1093/geront/gnae143,Delineating Care Recipient Burden Constructs: Development and Validation of the CARE-2B Scale for Care Recipient Self-Perceived Burden and Proxy Assessment of Caregiver Burden.,2025,PubMed
415-RA,Modelling interactions in the EQ-5D descriptive system,Marcel Jonker,Descriptive Systems,2021,doi:10.1016/j.jval.2022.10.008,10.1016/j.jval.2022.10.008,Interaction Effects in Health State Valuation Studies: An Optimal Scaling Approach,2022,Value in Health
416-RA,Mind the gap. Psychological distance in EQ-5D-Y valuation,Stefan Lipman,"Valuation, Youth",2022,doi:10.1177/0272989x261462936,10.1177/0272989x261462936,Employing Psychological Distance to Explain Perspective-Specific EQ-5D-Y-3L Health State Valuation: A Bayesian Hierarchical Analysis.,2026,PubMed
417-RA,Comparing (heuristic) valuation processes between EQ-5D valuation from adult and child perspectives,Stefan Lipman,"Valuation, Youth",2022,doi:10.1007/s10198-023-01668-6,10.1007/s10198-023-01668-6,Comparing heuristic valuation processes between health state valuation from child and adult perspectives,2024,The European Journal of Health Economics
