person_id,display_name,family_name,given_names,orcid,openalex_id,entity_kind,identity_status,euroqol_member,n_projects_as_pi,n_publications,first_publication_year,last_publication_year
person:leader:ad85e8f1703b,Antony Martin,Martin,Antony,0000-0003-4383-6038,,PERSON,PROFILE_NOT_ACCEPTED_FOR_DISCOVERY,0,1,1,2023,2023
person:leader:adaf068280a4,Jarinne Woudstra-de Jong,Jong,Jarinne Woudstra-de,,,PERSON,NO_EXTERNAL_PROFILE,0,2,0,,
person:leader:b0332ff4018d,Christine Mpundu-Kaambwa,Mpundu-Kaambwa,Christine,0000-0002-8152-6068,A5020619329,PERSON,PROFILE_ACCEPTED,0,2,3,2024,2026
person:leader:b101d0407270,Sesil Lim,Lim,Sesil,0000-0002-2227-8906,A5010929980,PERSON,NO_EXTERNAL_PROFILE,0,1,1,2018,2018
person:leader:b1d2e25ed336,Ahmed Hamdan AlJedai,AlJedai,Ahmed Hamdan,,,PERSON,NO_EXTERNAL_PROFILE,0,1,0,,
person:leader:b35887d0a9b8,Jeshika Singh,Singh,Jeshika,0000-0003-3321-5481,A5036902866,PERSON,PROFILE_ACCEPTED,0,1,2,2016,2018
person:leader:b35bfd45b345,Felix Masiye,Masiye,Felix,,,PERSON,NO_EXTERNAL_PROFILE,0,1,0,,
person:leader:b37527295362,Katie Spencer,Spencer,Katie,0000-0002-6846-4341,A5073760994,PERSON,PROFILE_ACCEPTED,0,1,1,2022,2022
person:leader:b6c238df2db2,Aaron Winn,Winn,Aaron,0000-0003-2906-3913,A5066367734,PERSON,PROFILE_ACCEPTED,0,1,0,,
person:leader:b74a5997703c,Maresa Buchholz,Buchholz,Maresa,0000-0002-4486-8632,A5061680498,PERSON,PROFILE_NOT_ACCEPTED_FOR_DISCOVERY,0,2,8,2023,2026
person:leader:b80c06c3de7d,Esther de Bekker-Grob,Bekker-Grob,Esther de,,,PERSON,PROFILE_NOT_ACCEPTED_FOR_DISCOVERY,0,1,0,,
person:leader:b939f54e06af,Willem van Veghel,Veghel,Willem van,,A5003208889,PERSON,PROFILE_ACCEPTED,0,1,0,,
person:leader:b95f9aa0caf2,Andrea L. Monteiro,Monteiro,Andrea L.,0000-0001-9763-3485,A5024494805,PERSON,PROFILE_ACCEPTED,0,1,9,2017,2025
person:leader:b9c067658879,Martin Härter,Härter,Martin,0000-0001-7443-9890,A5048738092,PERSON,PROFILE_ACCEPTED,0,1,1,2026,2026
person:leader:ba7c286781f3,Klas Goran Sahlen,Sahlen,Klas Goran,0000-0002-3975-4868,A5069574274,PERSON,PROFILE_ACCEPTED,0,1,3,2020,2022
person:leader:bb6a8ddff5d8,Jia Jia Lee,Lee,Jia Jia,0000-0001-7821-9131,A5050544932,PERSON,PROFILE_ACCEPTED,0,4,2,2025,2026
person:leader:bc605a168c15,Teresa Tsui,Tsui,Teresa,0000-0002-9806-9393,A5089652474,PERSON,PROFILE_ACCEPTED,0,1,3,2024,2025
person:leader:bfbf7cf35751,Elske van den Akker-van Marle,Marle,Elske van den Akker-van,0000-0002-5269-509x,A5032469209,PERSON,PROFILE_ACCEPTED,0,4,1,2024,2024
person:leader:bfeb5ef06782,Abdulhamid Musa,Musa,Abdulhamid,,,PERSON,NO_EXTERNAL_PROFILE,0,1,0,,
person:leader:c00eb6bf5d72,Abdulrasheed Hassan Yusuf,Yusuf,Abdulrasheed Hassan,,A5138651068,PERSON,PROFILE_ACCEPTED,0,1,1,2026,2026
person:leader:c05d651d6895,Ilias Goranitis,Goranitis,Ilias,0000-0001-7946-8324,A5023451391,PERSON,PROFILE_ACCEPTED,0,1,2,2024,2026
person:leader:c2d00c5008f7,Joshua Bonsel,Bonsel,Joshua,0000-0002-9143-5506,A5090783923,PERSON,PROFILE_ACCEPTED,0,3,6,2022,2026
person:leader:c2ede8bddc17,Arjun Bhadhuri,Bhadhuri,Arjun,0000-0003-1220-0731,A5064578943,PERSON,PROFILE_ACCEPTED,0,1,0,,
person:leader:c2ff91e5ac8a,Kelly de Ligt,Ligt,Kelly de,0000-0001-9218-617x,A5000687889,PERSON,PROFILE_ACCEPTED,0,1,0,,
person:leader:c39630e8495b,Judith Bosmans,Bosmans,Judith,0000-0002-1443-1026,,PERSON,PROFILE_NOT_ACCEPTED_FOR_DISCOVERY,0,1,1,2022,2022
person:leader:c3e60eaa5362,Teresa Bago d'Uva,d'Uva,Teresa Bago,,,PERSON,NO_EXTERNAL_PROFILE,0,1,0,,
person:leader:c4a44baaa49e,Guangjie Zhang,Zhang,Guangjie,0000-0003-1311-8510,A5030831609,PERSON,PROFILE_NOT_ACCEPTED_FOR_DISCOVERY,0,2,6,2024,2025
person:leader:c4ed61eb8dc6,Philip Clarke,Clarke,Philip,0000-0002-7555-5348,,PERSON,PROFILE_NOT_ACCEPTED_FOR_DISCOVERY,0,3,3,2021,2025
person:leader:c52a5fd501e9,Ann Charlotte Egmar,Egmar,Ann Charlotte,0000-0003-2504-343x,A5037683865,PERSON,PROFILE_ACCEPTED,0,1,4,2010,2019
person:leader:c776fcba6574,Hilton Lam,Lam,Hilton,0000-0003-4042-5997,A5071601943,PERSON,PROFILE_ACCEPTED,0,1,3,2021,2022
person:leader:c9be2e978859,Tie Parma Yamato,Yamato,Tie Parma,0000-0002-5228-1292,A5034831401,PERSON,PROFILE_ACCEPTED,0,2,2,2024,2025
person:leader:cc619763f8c9,Aysenur Ahsen,Ahsen,Aysenur,,,PERSON,NO_EXTERNAL_PROFILE,0,1,0,,
person:leader:d1d5bf1eb595,Sander van Kuijk,Kuijk,Sander van,0000-0003-2796-729x,A5087173002,PERSON,PROFILE_ACCEPTED,0,3,5,2022,2026
person:leader:d2015a3f2b80,Min-Joo Woo,Woo,Min-Joo,0000-0002-4630-9922,,PERSON,PROFILE_NOT_ACCEPTED_FOR_DISCOVERY,0,1,0,,
person:leader:d3568854a78c,Camilla Falivena,Falivena,Camilla,0000-0003-3259-095x,A5014952669,PERSON,PROFILE_ACCEPTED,0,1,1,2024,2024
person:leader:d5cba38082b1,Bosiljka Djikanovic,Djikanovic,Bosiljka,,,PERSON,NO_EXTERNAL_PROFILE,0,1,0,,
person:leader:d6add53f5977,Julie Ratcliffe,Ratcliffe,Julie,0000-0001-7365-1988,A5070505553,PERSON,PROFILE_ACCEPTED,0,1,7,2022,2024
person:leader:d772564e6aa2,Hannah Hussain,Hussain,Hannah,0009-0002-5645-184x,A5015275165,PERSON,PROFILE_ACCEPTED,0,1,0,,
person:leader:d9674d98607b,Yared Belete Belay,Belay,Yared Belete,0000-0001-5473-3857,A5086002810,PERSON,PROFILE_ACCEPTED,0,5,7,2022,2026
person:leader:da1bac7dcc2d,madeeha malik,malik,madeeha,0000-0001-5824-9405,A5053689562,PERSON,PROFILE_ACCEPTED,0,3,3,2022,2025
person:leader:da2b6bcaceb6,Annushiah Vasan Thakumar,Thakumar,Annushiah Vasan,0000-0001-7261-1255,A5007225491,PERSON,PROFILE_ACCEPTED,0,2,6,2019,2026
person:leader:db0cd1478ab2,Akanksha Akanksha,Akanksha,Akanksha,0000-0002-4899-7538,A5031359113,PERSON,PROFILE_NOT_ACCEPTED_FOR_DISCOVERY,0,2,2,2025,2026
person:leader:db2b81f67ca6,Sarega Gurudas,Gurudas,Sarega,0000-0002-2656-0570,A5067968462,PERSON,PROFILE_ACCEPTED,0,1,0,,
person:leader:dc2e8227c8a1,Patricia Cubi-Molla,Cubi-Molla,Patricia,0000-0002-2803-7337,A5087726711,PERSON,PROFILE_ACCEPTED,0,2,1,2018,2018
person:leader:dd5e12d302df,Fernando Argento,Argento,Fernando,0000-0002-2492-8933,A5021426515,PERSON,PROFILE_ACCEPTED,0,3,3,2022,2026
person:leader:e1f7f2dac043,Birol Yetim,Yetim,Birol,0000-0002-1294-1874,A5048427287,PERSON,PROFILE_ACCEPTED,0,1,0,,
person:leader:e26a260838e7,Jan Faller,Faller,Jan,0000-0001-7645-2079,A5043601549,PERSON,PROFILE_ACCEPTED,0,2,4,2024,2026
person:leader:e349178eacdd,Stephen Coons,Coons,Stephen,0000-0001-7977-5156,A5052220528,PERSON,PROFILE_ACCEPTED,0,1,1,2020,2020
person:leader:e441983c0a65,Shitong Xie,Xie,Shitong,,A5113241600,PERSON,PROFILE_ACCEPTED,0,2,3,2024,2025
person:leader:e448059d8472,Philip Powell,Powell,Philip,0000-0003-1169-3431,A5072704582,PERSON,PROFILE_ACCEPTED,0,3,4,2021,2026
person:leader:e670fd71e94e,Bernhard Slaap,Slaap,Bernhard,0000-0002-4301-4790,A5001372652,PERSON,PROFILE_ACCEPTED,0,1,4,2016,2025
person:leader:eb823a3d3fe9,Annette Regan,Regan,Annette,0000-0002-3879-6193,A5010948852,PERSON,PROFILE_ACCEPTED,0,3,6,2021,2025
person:leader:ece94cf47888,Begashaw Melaku Gebresillassie,Gebresillassie,Begashaw Melaku,0000-0003-0071-732x,A5013305477,PERSON,PROFILE_ACCEPTED,0,2,2,2025,2026
person:leader:ed61cee9d2ba,Cristina Guttierez,Guttierez,Cristina,,,PERSON,NO_EXTERNAL_PROFILE,0,1,0,,
person:leader:ed94eca24d3c,Thao Thai,Thai,Thao,,,PERSON,PROFILE_NOT_ACCEPTED_FOR_DISCOVERY,0,3,0,,
person:leader:ef46534448d4,Vincent Lau,Lau,Vincent,0000-0002-9939-7348,A5022213392,PERSON,PROFILE_ACCEPTED,0,1,0,,
person:leader:efeacb8233a1,Jermaine Dambi,Dambi,Jermaine,0000-0002-2446-7903,A5081348197,PERSON,PROFILE_ACCEPTED,0,1,2,2026,2026
person:leader:f05e8daa6389,Lan Gao,Gao,Lan,0000-0001-9734-1140,,PERSON,PROFILE_NOT_ACCEPTED_FOR_DISCOVERY,0,4,2,2023,2024
person:leader:f16894fd3cc6,Julia Fox-Rushby,Fox-Rushby,Julia,,,PERSON,NO_EXTERNAL_PROFILE,0,1,0,,
person:leader:f5a715e2f518,Meixia Liao,Liao,Meixia,0000-0001-7859-3684,A5079423723,PERSON,PROFILE_ACCEPTED,0,1,9,2023,2026
person:leader:f6aec8a6037d,Abdelghafour MARFAK,MARFAK,Abdelghafour,0000-0002-4212-8438,A5024805890,PERSON,PROFILE_ACCEPTED,0,1,2,2025,2026
person:leader:f7a23dbb0eb8,Sayem Ahmed,Ahmed,Sayem,0000-0001-9499-1500,A5011474576,PERSON,PROFILE_ACCEPTED,0,1,0,,
person:leader:f7fda3adfcf0,Jiyoung Park,Park,Jiyoung,0000-0003-1374-9187,,PERSON,PROFILE_NOT_ACCEPTED_FOR_DISCOVERY,0,1,0,,
person:leader:f832ce9d79bc,Jahangir Khan,Khan,Jahangir,0000-0002-6151-764x,,PERSON,PROFILE_NOT_ACCEPTED_FOR_DISCOVERY,0,2,0,,
person:leader:fa2f4d6479ec,Mihretab Gebreslassie,Gebreslassie,Mihretab,0000-0001-9556-0075,A5085631323,PERSON,PROFILE_ACCEPTED,0,2,1,2026,2026
person:leader:fa3dd095d626,pei wang,wang,pei,0000-0003-3661-3944,A5100462659,PERSON,PROFILE_NOT_ACCEPTED_FOR_DISCOVERY,0,4,12,2021,2026
person:leader:fa9a063b5705,Elena Olariu,Olariu,Elena,0000-0002-8718-5516,A5018887750,PERSON,PROFILE_ACCEPTED,0,1,5,2019,2023
person:leader:fb586bce648f,Nyantara Wickramasekera,Wickramasekera,Nyantara,0000-0002-6552-5153,A5077076014,PERSON,PROFILE_ACCEPTED,0,1,1,2026,2026
person:leader:fbb9eb69f451,Titi Fitriana,Fitriana,Titi,0000-0001-5062-6886,A5049547434,PERSON,PROFILE_ACCEPTED,0,3,10,2017,2025
person:leader:fc07b6540d1a,Michela Meregaglia,Meregaglia,Michela,0000-0003-0092-5970,A5038451583,PERSON,PROFILE_ACCEPTED,0,2,3,2021,2024
person:leader:fcc3440e8385,Shankar Prinja,Prinja,Shankar,0000-0001-7719-6986,A5071690494,PERSON,PROFILE_ACCEPTED,0,3,5,2020,2023
person:leader:fd46e61b3734,Benedicte Lescrauwaet,Lescrauwaet,Benedicte,0000-0002-7976-0330,A5076552397,PERSON,PROFILE_ACCEPTED,0,1,0,,
person:leader:fe53e5b0d472,Prudence Cheung,Cheung,Prudence,0000-0002-3213-7373,A5011025629,PERSON,PROFILE_ACCEPTED,0,1,5,2019,2025
person:leader:fe69a449d6e0,Norma Bulamu,Bulamu,Norma,,,PERSON,NO_EXTERNAL_PROFILE,0,1,0,,
person:leader:ff5ebc6fc226,Seungjin Bae,Bae,Seungjin,0000-0002-8993-8884,A5038405248,PERSON,PROFILE_ACCEPTED,0,1,0,,
person:leader:ff8b4f185128,Darshini Govindasamy,Govindasamy,Darshini,0000-0001-5984-3588,A5050754442,PERSON,PROFILE_ACCEPTED,0,1,0,,
person:openalex:A5000028117,John D. Hartman,Hartman,John D.,0000-0002-8310-2373,A5000028117,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2017,2019
person:openalex:A5000030068,Benignus Logan,Logan,Benignus,0000-0002-7673-4022,A5000030068,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5000298893,Shannon K. Runge,Runge,Shannon K.,0000-0003-4587-3000,A5000298893,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2015,2015
person:openalex:A5000367184,Yin Bun Cheung,Cheung,Yin Bun,0000-0003-0517-7625,A5000367184,PERSON,NEW_EXTERNAL_IDENTITY,0,0,4,2017,2025
person:openalex:A5000623478,Stefan Borgmann,Borgmann,Stefan,0000-0002-0265-3828,A5000623478,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5000644680,Dorthe O. Klein,Klein,Dorthe O,0000-0003-0182-9569,A5000644680,PERSON,NEW_EXTERNAL_IDENTITY,0,0,5,2022,2026
person:openalex:A5000650976,M.J.M. Panneman,Panneman,Martien J.,0000-0002-5569-3188,A5000650976,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2019,2020
person:openalex:A5000759229,José Ferrer Costa,Ferrer Costa,Jose,0000-0002-3789-6272,A5000759229,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5000773479,Shea Wilks,Wilks,Shea,,A5000773479,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5000940073,Luke Vale,Vale,Luke,0000-0001-8574-8429,A5000940073,PERSON,NEW_EXTERNAL_IDENTITY,0,0,5,2019,2023
person:openalex:A5000990828,Sandra Hollinghurst,Hollinghurst,Sandra,0000-0003-0782-3117,A5000990828,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2016,2016
person:openalex:A5001054264,Dennis A. Revicki,Revicki,Dennis,0000-0001-6780-0019,A5001054264,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2015,2015
person:openalex:A5001166372,Marco Zampoli,Zampoli,Marco,0000-0002-6899-6137,A5001166372,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2023,2026
person:openalex:A5001215167,Si Si,Si,Si,0000-0002-2406-7221,A5001215167,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5001236963,Hans‐Marc J. Siebelink,Siebelink,Hans‐Marc J.,,A5001236963,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5001251972,Rod Middleton,Middleton,Rod,0000-0002-2130-4420,A5001251972,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5001338772,Hadley Stevens Smith,Smith,Hadley S,0000-0003-1247-6535,A5001338772,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5001433251,Luiz Flavio Andrade,Andrade,Luiz Flavio,0000-0001-6783-0023,A5001433251,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2020,2020
person:openalex:A5001502711,Mirna Metni,Metni,Mirna,,A5001502711,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5001536254,L Scalone,Scalone,Luciana,,A5001536254,PERSON,NEW_EXTERNAL_IDENTITY,0,0,4,2010,2012
person:openalex:A5001537902,Ummul Wara Masud,Masud,Ummul Wara,,A5001537902,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5001559641,Elaine M. Pascoe,Pascoe,Elaine M,0000-0003-1653-5803,A5001559641,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5001563565,Rik Hermanides,Hermanides,Rik,,A5001563565,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5001622906,Patricia Holch,Holch,Patricia,0000-0002-4255-8315,A5001622906,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2016,2016
person:openalex:A5001705086,Dristy Gurung,Gurung,Dristy,0000-0003-1839-9382,A5001705086,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5001741971,Marieke Van Buchem,Buchem,Marieke Van,,A5001741971,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5001768844,Peter L. Lewis,Lewis,Peter,0000-0003-2641-3754,A5001768844,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5001853031,Job A.J. Verdonschot,Verdonschot,J A J,0000-0001-5549-1298,A5001853031,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5001888358,Juthamat Witthayaweerasak,Witthayaweerasak,Juthamat,0000-0002-4153-6384,A5001888358,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5002151074,Arthur A.M. Wilde,Wilde,Arthur AM,0000-0002-0528-0852,A5002151074,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5002363544,Sandra Nolte,Nolte,Sandra,0000-0001-6185-9423,A5002363544,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2017,2017
person:openalex:A5002556566,Andrej Srakar,Srakar,Andrej,0000-0001-7296-6275,A5002556566,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2020,2020
person:openalex:A5002577780,Karen V. MacDonald,MacDonald,Karen V,0000-0001-7739-4296,A5002577780,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2019,2023
person:openalex:A5002719898,Damián González‐Beltrán,González-Beltrán,Damián,0000-0002-8057-4279,A5002719898,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2023,2023
person:openalex:A5002722335,S. D. Williams,Williams,S. D.,0000-0002-6161-1986,A5002722335,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5002742472,Daphne Guh,Guh,Daphne,0000-0002-0209-5520,A5002742472,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2025,2025
person:openalex:A5002758767,Jordi Alonso,Alonso,Jordi,0000-0001-8627-9636,A5002758767,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5002839084,Bernarda Zamora,Zamora,Bernarda,0000-0002-8123-644x,A5002839084,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2018,2021
person:openalex:A5003000607,Rachel Milte,Milte,Rachel,0000-0001-7533-6260,A5003000607,PERSON,NEW_EXTERNAL_IDENTITY,0,0,4,2022,2024
person:openalex:A5003131836,Margriet E. van Baar,van Baar,Margriet E.,0000-0001-5823-7375,A5003131836,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2020,2022
person:openalex:A5003148807,Jo M. Wilmshurst,Wilmshurst,Jo M,0000-0001-7328-1796,A5003148807,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2025,2026
person:openalex:A5003327852,Malwina Hołownia-Voloskova,Hołownia-Voloskova,Malwina,0000-0002-2437-298x,A5003327852,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2020,2020
person:openalex:A5003329797,Leona Hakkaart‐van Roijen,Roijen,Leona Hakkaart-van,0000-0003-0635-7388,A5003329797,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5003503629,Wiek H. van Gilst,Gilst,Wiek H. van,0000-0003-2968-8585,A5003503629,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5003546403,Althea La Foucade,La Foucade,Althea,0000-0001-8416-224x,A5003546403,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2021,2022
person:openalex:A5003762466,David W. Parkin,Parkin,David W.,0000-0003-4479-3164,A5003762466,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5003777168,J. Altevers,Altevers,Julia,0000-0003-4536-8741,A5003777168,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2020,2020
person:openalex:A5003865135,Linda Nab,Nab,Linda,0000-0002-1821-7246,A5003865135,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5003914568,Seon‐Ha Kim,Kim,Seon‐Ha,0000-0002-9417-396x,A5003914568,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2016,2016
person:openalex:A5003942201,Le Ann Chen,Chen,Le Ann,0000-0001-9937-4149,A5003942201,PERSON,NEW_EXTERNAL_IDENTITY,0,0,5,2023,2025
person:openalex:A5004026303,Susan Griffin,Griffin,Susan,0000-0003-2188-8400,A5004026303,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2021,2023
person:openalex:A5004039954,A Wong,Wong,A,0009-0007-4700-6740,A5004039954,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2017,2025
person:openalex:A5004049875,Georgia McCarty,McCarty,Georgia,0000-0003-3593-4885,A5004049875,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5004062547,Renata Linertová,Linertová,Renata,0000-0002-0138-9252,A5004062547,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5004065561,M. Kouki,Kouki,Mokhtar,,A5004065561,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5004075198,Ann‐Katrin Meyrose,Meyrose,Ann‐Katrin,0000-0002-7004-7854,A5004075198,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2017,2017
person:openalex:A5004356613,Jennifer E. Ho,Ho,Jennifer E.,0000-0002-7987-4768,A5004356613,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5004420896,Erin M. Macri,Macri,Erin M.,0000-0003-2798-6052,A5004420896,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5004488625,Kim‐Huong Nguyen,Nguyen,Kim-Huong,0000-0002-2592-9372,A5004488625,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5004565113,Rachel Ibbotson,Ibbotson,Rachel,0000-0001-7245-4528,A5004565113,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2016,2016
person:openalex:A5004565989,Nikki McCaffrey,McCaffrey,Nikki,0000-0003-3684-3723,A5004565989,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5004597942,Braden Manns,Manns,Braden,0000-0002-8823-6127,A5004597942,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2020,2020
person:openalex:A5004621550,Surrey M. Walton,Walton,Surrey M,0000-0001-7458-6460,A5004621550,PERSON,NEW_EXTERNAL_IDENTITY,0,0,4,2018,2023
person:openalex:A5004798598,Charani Kiriwandeniya,Kiriwandeniya,Charani,0000-0002-9470-2948,A5004798598,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5004840956,Briony Dow,Dow,Briony,0000-0002-4186-314x,A5004840956,PERSON,NEW_EXTERNAL_IDENTITY,0,0,5,2023,2026
person:openalex:A5005002252,Ali Azeez Al‐Jumaili,Al‐Jumaili,Ali Azeez,0000-0003-4691-0280,A5005002252,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5005167530,Jeonghoon Ahn,Ahn,Jeonghoon,0000-0002-0177-0192,A5005167530,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2016,2022
person:openalex:A5005167623,Erik P.A. van Iperen,Iperen,Erik P.A. van,0000-0001-7107-3168,A5005167623,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5005198712,Iris M. Brus,Brus,Iris M.,0000-0002-8930-3440,A5005198712,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5005220728,Elmadani Saad,Saad,Elmadani,0000-0003-3621-1339,A5005220728,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5005337625,Ariska Wigatiningtyas,Wigatiningtyas,Ariska,,A5005337625,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5005422010,Niall D. Ferguson,Ferguson,Niall D,0000-0002-6213-5264,A5005422010,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5005543755,Shi-Qi Lee,Lee,Shi-Qi,,A5005543755,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5005557273,Rodrigo O. Varela,Varela,Rodrigo O.,,A5005557273,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5005560517,Jyoti Khadka,Khadka,Jyoti,0000-0003-1012-2119,A5005560517,PERSON,NEW_EXTERNAL_IDENTITY,0,0,5,2022,2024
person:openalex:A5005599346,Supharat Jariyakosol,Jariyakosol,Supharat,0000-0002-0798-3519,A5005599346,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5005608514,Maarten J. IJzerman,Ijzerman,Maarten,0000-0001-5788-5805,A5005608514,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5005775947,Matias Fuentes Becerra,Becerra,Matias Fuentes,0000-0001-5777-7580,A5005775947,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5005784611,Gaby Captur,Captur,Gaby,,A5005784611,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5005876438,Zhi Min Ng,Ng,Zhi Min,0000-0001-5099-3483,A5005876438,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5005930109,Éclair Photitai,Photitai,Éclair,,A5005930109,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5005981100,Binod Kumar Patro,Patro,Binod Kumar,0000-0003-0019-4522,A5005981100,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2020,2022
person:openalex:A5006036140,Montse Ferrer,Ferrer,Montse,0000-0001-9867-7391,A5006036140,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5006054437,Georgios Kavetsos,Kavetsos,Georgios,0000-0002-5314-0555,A5006054437,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2014,2014
person:openalex:A5006059479,Mayur Trivedi,Trivedi,Mayur,0000-0002-4532-2340,A5006059479,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2020,2022
person:openalex:A5006125555,Niklas Zethraeus,Zethraeus,Niklas,0000-0003-4036-6966,A5006125555,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2021,2023
person:openalex:A5006225238,Norma B. Bulamu,Bulamu,Norma B,0000-0003-4822-4858,A5006225238,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5006394311,Annemieke de Groot,de Groot,Annemieke,0000-0003-0131-1444,A5006394311,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2022,2023
