finding_id,ordinal,publication_id,doi,publication_year,outcome,reported_value,unit,denominator,time,subgroup,comparator,direction,uncertainty
P4a4d47e4eb70:F_RANGE,1,doi:10.1007/s40258-024-00894-0,10.1007/s40258-024-00894-0,2024,,-0.30,utility score,,,All cohorts,2023 value set,minimum,
P4a4d47e4eb70:F_RANGE,2,doi:10.1007/s40258-024-00894-0,10.1007/s40258-024-00894-0,2024,,-0.68,utility score,,,All cohorts,2013 value set,minimum,
P4a4d47e4eb70:F_WTD,1,doi:10.1007/s40258-024-00894-0,10.1007/s40258-024-00894-0,2024,,4% versus 17%,percent,"17,576 procedures",Pre-operative,Total hip replacement,2023 versus 2013 value set,lower,
P4a4d47e4eb70:F_WTD,2,doi:10.1007/s40258-024-00894-0,10.1007/s40258-024-00894-0,2024,,2% versus 9%,percent,"23,010 procedures",Pre-operative,Total knee replacement,2023 versus 2013 value set,lower,
P4a4d47e4eb70:F_WTD,3,doi:10.1007/s40258-024-00894-0,10.1007/s40258-024-00894-0,2024,,1% versus 6%,percent,"1,667 procedures",Pre-operative,Total shoulder replacement,2023 versus 2013 value set,lower,
P4a87bb07f104:F1,1,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,"EQ-5D-5L index value, EQ VAS score and proportion reporting problems per EQ-5D-5L domain",0.87,EQ-5D-5L index value (Dutch value set),245 patients,5-7 years post burn,Total sample,,,SD 0.18
P4a87bb07f104:F1,2,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,"EQ-5D-5L index value, EQ VAS score and proportion reporting problems per EQ-5D-5L domain",81.6,EQ VAS points,245 patients,5-7 years post burn,Total sample,,,SD 15.7
P4a87bb07f104:F1,3,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,"EQ-5D-5L index value, EQ VAS score and proportion reporting problems per EQ-5D-5L domain",39.2,% reporting at least slight problems,245 patients,5-7 years post burn,EQ-5D-5L pain/discomfort domain,,,
P4a87bb07f104:F1,4,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,"EQ-5D-5L index value, EQ VAS score and proportion reporting problems per EQ-5D-5L domain",0.77 vs 0.90,EQ-5D-5L index value,62 vs 183 patients,5-7 years post burn,With comorbidity vs without comorbidity,Without comorbidity,Worse with comorbidity,p < 0.001
P4a87bb07f104:F10,1,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,"EQ-5D-5L index value, EQ VAS score and proportion reporting problems per EQ-5D-5L domain",-7.94,unstandardized Beta on EQ VAS,245 patients,,EQ-5D-5L PD domain predicting EQ VAS,,Negative,p < 0.001
P4a87bb07f104:F10,2,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,"EQ-5D-5L index value, EQ VAS score and proportion reporting problems per EQ-5D-5L domain",0.61 and -0.16,unstandardized Beta on EQ VAS,245 patients,,POSAS pain and POSAS itching predicting EQ VAS,,Not significant,p > 0.05
P4a87bb07f104:F11,1,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,Self-reported scar pain and itching on the POSAS patient scale,0.489,Spearman rank correlation,245 patients,,POSAS pain with POSAS itching,,Moderate,p < 0.001
P4a87bb07f104:F2,1,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,Self-reported scar pain and itching on the POSAS patient scale,25.7,% of patients,245 patients,5-7 years post burn,POSAS pain score >= 2,,,
P4a87bb07f104:F2,2,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,Self-reported scar pain and itching on the POSAS patient scale,48.2,% of patients,245 patients,5-7 years post burn,POSAS itching score >= 2,,,
P4a87bb07f104:F3,1,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,"Correspondence of reported problems between the EQ-5D-5L pain/discomfort domain and the POSAS pain, itching and worst-count items",67 (27%),patients with non-corresponding answers,245 patients,,EQ-5D-5L PD vs POSAS pain,,,
P4a87bb07f104:F3,2,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,"Correspondence of reported problems between the EQ-5D-5L pain/discomfort domain and the POSAS pain, itching and worst-count items",50 of 67 (75%),patients,67 non-corresponding,,No POSAS pain but EQ-5D-5L PD problems,,,
P4a87bb07f104:F3,3,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,"Correspondence of reported problems between the EQ-5D-5L pain/discomfort domain and the POSAS pain, itching and worst-count items",X2(1) = 40.735,chi-square statistic,245 patients,,EQ-5D-5L PD vs POSAS pain,,Related,p < 0.001
P4a87bb07f104:F4,1,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,"Correspondence of reported problems between the EQ-5D-5L pain/discomfort domain and the POSAS pain, itching and worst-count items",74 (30%),patients with non-corresponding answers,245 patients,,EQ-5D-5L PD vs POSAS itching,,,
P4a87bb07f104:F4,2,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,"Correspondence of reported problems between the EQ-5D-5L pain/discomfort domain and the POSAS pain, itching and worst-count items",48 of 74 (65%),patients,74 non-corresponding,,POSAS itching but no EQ-5D-5L PD problems,,,
P4a87bb07f104:F4,3,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,"Correspondence of reported problems between the EQ-5D-5L pain/discomfort domain and the POSAS pain, itching and worst-count items",X2(1) = 38.741,chi-square statistic,245 patients,,EQ-5D-5L PD vs POSAS itching,,Related,p < 0.001
P4a87bb07f104:F5,1,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,Convergent validity of the EQ-5D-5L pain/discomfort domain against the POSAS pain and itching items (Spearman rank correlation),0.468,Spearman rank correlation,245 patients,,EQ-5D-5L PD with POSAS pain,,,p < 0.001
P4a87bb07f104:F5,2,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,Convergent validity of the EQ-5D-5L pain/discomfort domain against the POSAS pain and itching items (Spearman rank correlation),0.473,Spearman rank correlation,245 patients,,EQ-5D-5L PD with POSAS itching,,,p < 0.001
P4a87bb07f104:F5,3,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,Convergent validity of the EQ-5D-5L pain/discomfort domain against the POSAS pain and itching items (Spearman rank correlation),0.530,Spearman rank correlation,245 patients,,EQ-5D-5L PD with POSAS worst-count variable,,,p < 0.001
P4a87bb07f104:F6,1,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,Convergent validity of the EQ-5D-5L pain/discomfort domain against the POSAS pain and itching items (Spearman rank correlation),0.585,Spearman rank correlation,10 patients,,Pain without itching: EQ-5D-5L PD with POSAS pain,,Strong,p = 0.076
P4a87bb07f104:F6,2,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,Convergent validity of the EQ-5D-5L pain/discomfort domain against the POSAS pain and itching items (Spearman rank correlation),0.408,Spearman rank correlation,65 patients,,Itching without pain: EQ-5D-5L PD with POSAS itching,,Moderate,p = 0.001
P4a87bb07f104:F6,3,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,Convergent validity of the EQ-5D-5L pain/discomfort domain against the POSAS pain and itching items (Spearman rank correlation),70% vs 48%,% reporting EQ-5D-5L PD problems,10 vs 65 patients,,Pain without itching vs itching without pain,,,
P4a87bb07f104:F7,1,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,Convergent validity of the EQ-5D-5L pain/discomfort domain against the POSAS pain and itching items (Spearman rank correlation),0.099 to 0.359,Spearman rank correlation,245 patients,,"Other EQ-5D-5L domains with POSAS pain (self-care lowest, usual activities highest)",,,
P4a87bb07f104:F7,2,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,Convergent validity of the EQ-5D-5L pain/discomfort domain against the POSAS pain and itching items (Spearman rank correlation),0.058 to 0.301,Spearman rank correlation,245 patients,,"Other EQ-5D-5L domains with POSAS itching (mobility lowest, usual activities highest)",,,
P4a87bb07f104:F8,1,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,Convergent validity of the EQ-5D-5L pain/discomfort domain against the POSAS pain and itching items (Spearman rank correlation),0.14,unstandardized Beta,245 patients,,POSAS pain predicting EQ-5D-5L PD,,Positive,p < 0.001
P4a87bb07f104:F8,2,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,Convergent validity of the EQ-5D-5L pain/discomfort domain against the POSAS pain and itching items (Spearman rank correlation),0.08,unstandardized Beta,245 patients,,POSAS itching predicting EQ-5D-5L PD,,Positive,p < 0.001
P4a87bb07f104:F9,1,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,Convergent validity of the EQ-5D-5L pain/discomfort domain against the POSAS pain and itching items (Spearman rank correlation),0.15,unstandardized Beta,62 patients,,"POSAS pain, comorbidity subgroup",,Positive,p = 0.040
P4a87bb07f104:F9,2,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,Convergent validity of the EQ-5D-5L pain/discomfort domain against the POSAS pain and itching items (Spearman rank correlation),0.08,unstandardized Beta,62 patients,,"POSAS itching, comorbidity subgroup",,Not significant,p = 0.155
P4a87bb07f104:F9,3,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,Convergent validity of the EQ-5D-5L pain/discomfort domain against the POSAS pain and itching items (Spearman rank correlation),0.14 and 0.09,unstandardized Beta,183 patients,,"POSAS pain and POSAS itching, no-comorbidity subgroup",,Positive,both p < 0.001
P4afbf0a657c1:F1,1,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,Support for legalisation of euthanasia,75%,percent of respondents,160 respondents,,In favour of legalisation of euthanasia,,,
P4afbf0a657c1:F1,2,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,Support for legalisation of euthanasia,42%,percent of respondents,160 respondents,,"Attend religious services at least monthly (14% monthly, 28% weekly)",,,
P4afbf0a657c1:F2,1,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,Support for legalisation of euthanasia,-1.369,probit coefficient,,,Attends religious services at least weekly,A few times a year or less,Lower support for euthanasia,SE 0.328; p < 0.001
P4afbf0a657c1:F2,2,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,Support for legalisation of euthanasia,-0.454,probit coefficient,,,Attends at least monthly,A few times a year or less,"Lower support, not significant",SE 0.318
P4afbf0a657c1:F3,1,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,Probability of assigning a worse-than-dead value in composite TTO,1.003,probit coefficient,1600 observations,,In favour of legalisation of euthanasia,Opposed,Higher probability of worse-than-dead value,SE 0.394; p < 0.05
P4afbf0a657c1:F3,2,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,Probability of assigning a worse-than-dead value in composite TTO,1.168,probit coefficient,1600 observations,,Aged 61+,Aged 18-35,Higher probability of worse-than-dead value,SE 0.274; p < 0.001
P4afbf0a657c1:F4,1,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,,-0.801,rho (error correlation),"1600 observations, 160 clusters",,,,Negative correlation,SE 0.402; p < 0.05
P4afbf0a657c1:F5,1,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,Probability of assigning a worse-than-dead value in composite TTO,0.852,probit coefficient,1600 observations,,Extreme pain/discomfort,No problems,Higher probability of worse-than-dead value,SE 0.138; p < 0.001
P4afbf0a657c1:F5,2,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,Probability of assigning a worse-than-dead value in composite TTO,0.867,probit coefficient,1600 observations,,Severe anxiety/depression,No problems,Higher probability of worse-than-dead value,SE 0.159; p < 0.001
P4b02c99c9e82:F1,1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,P<0.01,,,,All dimensions,EQ-5D-5L versus EQ-5D-3L,Lower ceiling effects with EQ-5D-5L,
P4b02c99c9e82:F1,2,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,43.10,percent relative difference,,,Pain/discomfort dimension,EQ-5D-5L versus EQ-5D-3L,Reduction in ceiling effect,
P4b02c99c9e82:F1,3,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,approximately 40,percent relative reduction,,,Full 11111 profile,EQ-5D-5L versus EQ-5D-3L,Reduction in ceiling effect,
P4b02c99c9e82:F2,1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,P<0.01,,,,"Each of four condition groups versus healthy group, for both versions",,Different response distributions,
P4b02c99c9e82:F4,1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,13; 34; 28; 26; 26,unique health states,,,Healthy; chronic hepatitis B; depression; generalized anxiety disorder; HIV/AIDS,EQ-5D-3L,,
P4b02c99c9e82:F4,2,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,18; 43; 46; 42; 35,unique health states,,,Healthy; chronic hepatitis B; depression; generalized anxiety disorder; HIV/AIDS,EQ-5D-5L,More unique states in each group,
P4b02c99c9e82:F5,1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,-0.03 to 1,index-value range,,,Whole sample,EQ-5D-3L,,
P4b02c99c9e82:F5,2,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,-0.305 to 1,index-value range,,,Whole sample,EQ-5D-5L,Wider range,
P4b02c99c9e82:F6,1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,0.948 (SD 0.104),mean EQ-5D index,,,Healthy,EQ-5D-3L,,
P4b02c99c9e82:F6,2,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,0.791 (SD 0.116),mean EQ-5D index,,,HIV/AIDS,EQ-5D-3L,,
P4b02c99c9e82:F6,3,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,0.781 (SD 0.166),mean EQ-5D index,,,Chronic hepatitis B,EQ-5D-3L,,
P4b02c99c9e82:F6,4,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,0.721 (SD 0.180),mean EQ-5D index,,,Depression,EQ-5D-3L,,
P4b02c99c9e82:F6,5,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,0.711 (SD 0.178),mean EQ-5D index,,,Generalized anxiety disorder,EQ-5D-3L,,
P4b02c99c9e82:F6,6,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,0.947 (SD 0.080),mean EQ-5D index,,,Healthy,EQ-5D-5L,,
P4b02c99c9e82:F6,7,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,0.785 (SD 0.180),mean EQ-5D index,,,Chronic hepatitis B,EQ-5D-5L,,
P4b02c99c9e82:F6,8,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,0.779 (SD 0.115),mean EQ-5D index,,,HIV/AIDS,EQ-5D-5L,,
P4b02c99c9e82:F6,9,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,0.746 (SD 0.202),mean EQ-5D index,,,Depression,EQ-5D-5L,,
P4b02c99c9e82:F6,10,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,0.718 (SD 0.217),mean EQ-5D index,,,Generalized anxiety disorder,EQ-5D-5L,,
P4b02c99c9e82:F7,1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,11111,median EQ-5D profile,,,HIV/AIDS,EQ-5D-3L,,
P4b02c99c9e82:F7,2,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,22222,median EQ-5D profile,,,HIV/AIDS,EQ-5D-5L,More mild problems detected,
P4b7539d8b88b:find1,1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,Occurrence and prevalence of cardiac arrhythmias and conduction disorders during hospitalisation,12.8,percent,"5,782 hospitalised COVID-19 patients",during hospitalisation,all patients,,,95% CI 11.9–13.6
P4b7539d8b88b:find1,2,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,Occurrence and prevalence of cardiac arrhythmias and conduction disorders during hospitalisation,12.0,percent,"5,782 hospitalised COVID-19 patients",during hospitalisation,all patients,,,95% CI 11.2–12.8
P4b7539d8b88b:find1,3,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,Occurrence and prevalence of cardiac arrhythmias and conduction disorders during hospitalisation,60.7,percent,692 patients who experienced AF and/or AFL,during hospitalisation,patients with AF and/or AFL,recurrent AF/AFL,new-onset majority,95% CI 57.0–64.3
P4b7539d8b88b:find1,4,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,Occurrence and prevalence of cardiac arrhythmias and conduction disorders during hospitalisation,0.8,percent,"5,782 hospitalised COVID-19 patients",during hospitalisation,all patients,,rare,95% CI 0.6–1.0
P4b7539d8b88b:find1,5,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,Occurrence and prevalence of cardiac arrhythmias and conduction disorders during hospitalisation,6.3,percent,"5,782 hospitalised COVID-19 patients",during hospitalisation,all patients,,,95% CI 5.7–7.0
P4b7539d8b88b:find2,1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,,1.72,odds ratio,,during hospitalisation,patients with pre-existing heart failure,patients without heart failure,higher likelihood of new-onset AF/AFL,95% CI 1.05–2.64
P4b7539d8b88b:find3,1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,In-hospital mortality,1.90,unadjusted odds ratio,,in-hospital,patients with new-onset AF/AFL,patients without new-onset AF/AFL,higher mortality,95% CI 1.52–2.36
P4b7539d8b88b:find4,1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,In-hospital mortality,two- to three-fold,relative risk description,,in-hospital,males aged 60–72 years,males without new-onset AF/AFL,higher mortality,
P4b7539d8b88b:find4,2,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,In-hospital mortality,approximately 15% to approximately 35%,predicted mortality risk,,in-hospital,example male patient aged 65 years,without versus with new-onset AF/AFL,higher mortality with new-onset AF/AFL,
P4b8d0721de85:finding_2,1,doi:10.1016/j.jval.2022.02.001,10.1016/j.jval.2022.02.001,2022,,approximately 87,percent,Use in published cost-utility analyses reviewed in cited sources,,,Three shortest generic preference-based measures combined,Higher uptake,
P4b8d0721de85:finding_2,2,doi:10.1016/j.jval.2022.02.001,10.1016/j.jval.2022.02.001,2022,,approximately 13,percent,Use in published cost-utility analyses reviewed in cited sources,,,Six longer generic preference-based measures combined,Lower uptake,
P4b8d0721de85:finding_3,1,doi:10.1016/j.jval.2022.02.001,10.1016/j.jval.2022.02.001,2022,,4^9,health-state combinations,,,,Four response levels across nine items,Fewer,
P4b8d0721de85:finding_3,2,doi:10.1016/j.jval.2022.02.001,10.1016/j.jval.2022.02.001,2022,,5^9,health-state combinations,,,,Five response levels across nine items,More,
P4c281ea1aeb1:F1,1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,0.237,utility index,patient,Before treatment,Remicade group,,,
P4c281ea1aeb1:F1,2,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,0.737,utility index,patient,After at least 12 weeks,Remicade group,Pretreatment,higher,
P4c281ea1aeb1:F1,3,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,0.250,utility index,patient,Before treatment,Remsima group,,,
P4c281ea1aeb1:F1,4,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,0.686,utility index,patient,After at least 12 weeks,Remsima group,Pretreatment,higher,
P4c281ea1aeb1:F2,1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,0.500,QALY,patient-year,One year,Remicade group,Remsima group,higher,Between-group p=0.313
P4c281ea1aeb1:F2,2,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,0.436,QALY,patient-year,One year,Remsima group,Remicade group,lower,Between-group p=0.313
P4c281ea1aeb1:F3,1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,1.97,EQ-5D-5L level,patient,After at least 12 weeks,Remicade group,Remsima group,lower limitation,Between-group p=0.024
P4c281ea1aeb1:F3,2,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,2.65,EQ-5D-5L level,patient,After at least 12 weeks,Remsima group,Remicade group,higher limitation,Between-group p=0.024
P4c281ea1aeb1:F5,1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,12150,USD,patient-year,2019 prices,Remicade,,higher cost,
P4c281ea1aeb1:F5,2,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,9450,USD,patient-year,2019 prices,Remsima,Remicade,lower cost,
P4c281ea1aeb1:F5,3,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,40909,USD per QALY,,2019 prices,Remicade versus Remsima,,positive ICER,
P4c281ea1aeb1:F6,1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,4440,USD,patient-year,2021 prices,Remicade,Remsima,lower cost,
P4c281ea1aeb1:F6,2,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,6000,USD,patient-year,2021 prices,Remsima,Remicade,higher cost,
P4c281ea1aeb1:F6,3,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,-23636,USD per QALY,,2021 prices,Remicade versus Remsima,,dominant,
P4c281ea1aeb1:F7,1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,37.26,months,patient,,Remicade group,Remsima group,longer,Between-group p<0.001
P4c281ea1aeb1:F7,2,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,11.81,months,patient,,Remsima group,Remicade group,shorter,Between-group p<0.001
P4c6f1f6e59cc:F2,1,doi:10.1016/j.jval.2016.09.1217,10.1016/j.jval.2016.09.1217,2016,Utility decrements associated with levels of the respiratory bolt-on dimension,-0.055,utility decrement,,,level 3,,lower utility,statistically significant
P4c6f1f6e59cc:F2,2,doi:10.1016/j.jval.2016.09.1217,10.1016/j.jval.2016.09.1217,2016,Utility decrements associated with levels of the respiratory bolt-on dimension,-0.087,utility decrement,,,level 4,,lower utility,statistically significant
P4c6f1f6e59cc:F2,3,doi:10.1016/j.jval.2016.09.1217,10.1016/j.jval.2016.09.1217,2016,Utility decrements associated with levels of the respiratory bolt-on dimension,-0.135,utility decrement,,,level 5,,lower utility,statistically significant
P4c6f1f6e59cc:F3,1,doi:10.1016/j.jval.2016.09.1217,10.1016/j.jval.2016.09.1217,2016,Utility decrements associated with levels of the respiratory bolt-on dimension,-0.086,utility decrement,,,level 3,limitations in physical activities bolt-on,lower utility,
P4c6f1f6e59cc:F3,2,doi:10.1016/j.jval.2016.09.1217,10.1016/j.jval.2016.09.1217,2016,Utility decrements associated with levels of the respiratory bolt-on dimension,-0.219,utility decrement,,,level 4,limitations in physical activities bolt-on,lower utility,
P4c6f1f6e59cc:F3,3,doi:10.1016/j.jval.2016.09.1217,10.1016/j.jval.2016.09.1217,2016,Utility decrements associated with levels of the respiratory bolt-on dimension,-0.327,utility decrement,,,level 5,limitations in physical activities bolt-on,lower utility,
P4ced2ec55932:F1,1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,Distributional performance: proportion reporting full health (ceiling) on EQ-5D-5L versus EQ-5D-5L+C,473 (26.3%),proportion reporting profile 11111,1799 respondents,6 months post-trauma,All,EQ-5D-5L+C,,
P4ced2ec55932:F1,2,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,Distributional performance: proportion reporting full health (ceiling) on EQ-5D-5L versus EQ-5D-5L+C,434 (24.1%),proportion reporting profile 111111,1799 respondents,6 months post-trauma,All,EQ-5D-5L,,
P4ced2ec55932:F1,3,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,Distributional performance: proportion reporting full health (ceiling) on EQ-5D-5L versus EQ-5D-5L+C,99 (36.3%) versus 79 (28.9%),proportion full health,273 TBI respondents,6 months post-trauma,TBI,EQ-5D versus EQ-5D+C,,
P4ced2ec55932:F1,4,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,Distributional performance: proportion reporting full health (ceiling) on EQ-5D-5L versus EQ-5D-5L+C,1 (0.9%) for both,proportion full health,107 PTSD respondents,6 months post-trauma,PTSD,EQ-5D versus EQ-5D+C,,
P4ced2ec55932:F10,1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,56.8 (SD 23.2) versus 48.7 (SD 29.3),mean age in years,1799 responders and 2142 non-responders,,Responders versus non-responders,,responders older,p < 0.001
P4ced2ec55932:F2,1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,"Self-reported health of trauma patients: EQ-5D-5L+C domain problems, level sum scores and EQ VAS at 6 and 12 months",472 (26.2%),proportion with any problems,1799 respondents,6 months post-trauma,All (cognition domain),,,
P4ced2ec55932:F3,1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,"Classification efficiency (informativity): Shannon Index H' and Shannon Evenness Index J', crude and adjusted for underestimation bias",adjusted J' 0.57 versus 0.77,Shannon Evenness Index,1799 respondents,6 months post-trauma,All,EQ-5D versus EQ-5D+C,higher for EQ-5D+C,
P4ced2ec55932:F3,2,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,"Classification efficiency (informativity): Shannon Index H' and Shannon Evenness Index J', crude and adjusted for underestimation bias",adjusted H' 6.61 versus 10.71,Shannon Index,1799 respondents,6 months post-trauma,All,EQ-5D versus EQ-5D+C,higher for EQ-5D+C,
P4ced2ec55932:F4,1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,Convergent validity: Spearman correlation of level sum score with EQ VAS,-0.651 versus -0.664,Spearman rank correlation of level sum score with EQ VAS,1799 respondents,6 months post-trauma,All,EQ-5D versus EQ-5D+C,stronger for EQ-5D+C,95% CI -0.679 to -0.620 and -0.693 to -0.634
P4ced2ec55932:F4,2,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,Convergent validity: Spearman correlation of level sum score with EQ VAS,-0.471 versus -0.491,Spearman rank correlation,107 PTSD respondents,6 months post-trauma,PTSD,EQ-5D versus EQ-5D+C,stronger for EQ-5D+C,95% CI -0.622 to -0.283 and -0.639 to -0.302
P4ced2ec55932:F5,1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,Explanatory power: adjusted R-squared of multivariable regression of EQ VAS on domain levels,0.413 versus 0.415,adjusted R-squared,TBI/PTSD respondents,6 months post-trauma,TBI/PTSD,five EQ-5D domains versus six EQ-5D+C domains,slight increase,p < 0.001
P4ced2ec55932:F5,2,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,Explanatory power: adjusted R-squared of multivariable regression of EQ VAS on domain levels,0.401 versus 0.414,adjusted R-squared,respondents with neither TBI nor PTSD,6 months post-trauma,Neither TBI nor PTSD,five EQ-5D domains versus six EQ-5D+C domains,slight increase,p < 0.001
