batch_id,record_id,outcome,code,reason,year,linked_people,title
batch-0031,P13d4bf5a47b7,exclude,E1,"[E1] Patient-reported survey data are predictors in models of future high-cost patients, not the measurement research object.",2025,Stirling Bryan,"Can patient-reported data improve predictions about who will be a high-need, high-cost patient in British Columbia?"
batch-0031,P144b2600f362,exclude,E4,"[E4] Maps and identifies predictors of traditional birth attendance, with no health measurement or valuation research.",2025,Richard Norman,Mapping traditional birth attendance in sub-Saharan Africa between 2012 and 2023: analysis of data from demographic and health surveys
batch-0031,P148d1dc5af9b,exclude,E3,[E3] Reviews DCEs eliciting preferences for treatment risks and benefits rather than health-state valuation or measurement.,2025,Janine van Til,Do We Always Need a New Preference Study? A Scoping Review of Promising Research Areas for Meta-Analyses and Benefit Transfers of Patient Preference Studies
batch-0031,P14aeca4b78a9,exclude,E4,"[E4] Identifies stakeholder domains for medical-device reimbursement HTA, a policy-focused study rather than measurement research.",2025,Marisa Da Santos,Relevant domains for health technology assessment of medical device reimbursement in Brazil's unified health system: a survey and Delphi panel study on stakeholder preferences.
batch-0031,P14fb3aac8baa,exclude,E4,"[E4] Systematic review evaluates COVID-19 vaccine immunogenicity in pregnancy, not health measurement or valuation.",2025,Fernando Argento,Immunogenicity of COVID-19 Vaccines During Pregnancy: A Systematic Review and Comparison of Pregnant Versus Nonpregnant Persons.
batch-0031,P14fd0977f012,exclude,E4,"[E4] Assesses agreement of ICU admission and discharge diagnoses for mortality prediction, not health measurement or valuation.",2025,Iwan van der Horst,Accuracy between ICU admission and discharge diagnoses in non-survivors: A retrospective cohort study
batch-0031,P1518f59ceb72,exclude,E4,"[E4] Qualitative study explores adolescent and parent sleep-management perspectives, without developing or evaluating a health measure.",2025,Jenny Downs,The perspectives of autistic adolescents and their parents on sleep strategies for insomnia
batch-0031,P159d7c8581bd,exclude,E1,[E1] EQ-5D-5L and SAQ are used as clinical outcome measures to assess post-PCI change and its predictors.,2025,Zhuxin Mao,Changes in health-related quality of life and its influencing factors of patients after percutaneous coronary intervention in China: A single-center longitudinal study
batch-0031,P15c037f78763,exclude,E3,[E3] Reviews DCEs on preferences for genetic risk-tailored screening programme features rather than health-state valuation.,2025,Richard Norman,Public Preferences for Genetic and Genomic Risk-Informed Chronic Disease Screening and Early Detection: A Systematic Review of Discrete Choice Experiments.
batch-0031,P15da13421d15,exclude,E4,"[E4] Network meta-analysis compares Crohn disease drug efficacy and discontinuation, not measurement or valuation methods.",2025,Matthijs Versteegh,Comparative Efficacy of all Available Pharmaceutical Therapies for Moderate to Severe Crohn’s Disease: A Systematic Review and Network Meta-Analysis
batch-0031,P15dc10ceedc2,exclude,E5,"[E5] This is a protocol for a future systematic review, not a completed eligible article abstract.",2025,Fredrick Purba,Exploring the impact of virtual reality-based mathematics learning on students' motivation: Protocol for a systematic review and meta-analysis.
batch-0031,P15fd016e8c90,exclude,E2,"[E2] Budget-impact model estimates costs and savings of an osteoarthritis programme, without studying utility or QALY methods.",2025,Deborah Marshall,Estimating Budget Impact and Joint Replacement Avoidance by Implementing a Standardized Education and Exercise Therapy Program for Hip and Knee Osteoarthritis in a Publicly Insured Health Care System.
batch-0031,P163729e29e2f,exclude,E4,"[E4] Estimates hospital costs and length of stay for hypoplastic left heart syndrome, not health measurement or valuation.",2025,Kim Dalziel,Evaluating Hospital Resource Utilization for Hypoplastic Left Heart Syndrome Through Linkage of a Clinical Registry and an Administrative Database
batch-0031,P166ebaab4314,exclude,E4,"[E4] Describes post-COVID symptoms and functional impairments to characterize clinical recovery, not a measurement study.",2025,Malin Regardt,"Health outcomes in hospitalised and non-hospitalised individuals after COVID-19, an observational, cross-sectional study"
batch-0031,P16717473d30e,exclude,E1,"[E1] Psychological wellbeing and caregiver burden scores are outcomes of a cash-transfer intervention, not its measurement focus.",2025,Darshini Govindasamy,Using a cash transfer plus SMS nudge package to improve the wellbeing among caregivers of adolescents living with HIV during the COVID-19 epidemic in South Africa: A pilot randomised controlled trial.
batch-0031,P16935e09b42c,exclude,E4,"[E4] Network meta-analysis compares lipid-lowering drug efficacy and safety, not health measurement or valuation.",2025,Piyameth Dilokthornsakul,Choosing the optimal nonstatin lipid lowering therapies for statin-intolerant patients: A systematic review and network meta-analysis
batch-0032,P16c1b2fd6b94,exclude,E4,[E4] This cohort study estimates COVID-19 vaccination and diagnosis risks for clinical adverse events.,2025,Annette Regan,"Adverse events associated with COVID-19 vaccination or diagnosis among pregnant and non-pregnant women in the United States, 2021-2022"
batch-0032,P17b3e5b48cc7,exclude,E4,[E4] This randomized trial evaluates health coaching effects on chronic-disease self-efficacy and blood pressure.,2025,Eliza Wong,Health Coaching Enhanced Older Adults’ Self-Efficacy in Managing Their Chronic Diseases: A Randomized Controlled Trial
batch-0032,P17b88b54aba4,exclude,E2,[E2] This Markov cost-effectiveness model uses QALYs to assess a diabetes adherence intervention.,2025,Simon Pickard,Long-term cost-effectiveness of a mobile health intervention delivered by clinical pharmacists and community health workers for type 2 diabetes management in urban African American and Latinx populations
batch-0032,P17cd01e1989c,exclude,E1,[E1] Quality of life is an outcome in this trial of a virtual dementia support program.,2025,Julie Ratcliffe,Effects of a virtual iSupport Program on carers and people with dementia
batch-0032,P181dfbcd9768,exclude,E2,[E2] This policy Markov model uses QALYs to compare elective-waiting-list prioritization scenarios.,2025,Nils Gutacker,Prioritizing Patients from the Most Deprived Areas on Elective Waiting Lists in the NHS in England: Estimating the Health and Health Inequality Impact.
batch-0032,P182848d7f63c,exclude,E4,[E4] This qualitative study examines workplace factors affecting ICU nurse retention.,2025,Vincent Lau,Exploring the factors affecting ICU nurse retention during and post-COVID-19: A qualitative descriptive interview study
batch-0032,P18479cadd557,exclude,E4,[E4] This clinical treatment study compares visual-acuity outcomes after aflibercept injections.,2025,Sarega Gurudas,Visual outcome following initiation of first injection versus after three monthly doses of aflibercept 2 mg for treatment naïve age-related macular degeneration to inform clinical trial designs: PRECISE Report No. 6
batch-0032,P186927b24e1f,exclude,E4,[E4] This qualitative study examines payment-model barriers to pharmacists' clinical service delivery.,2025,Nick Bansback,"Pharmacists’ perspectives on delivery of clinical services and the current payment model in British Columbia, Canada"
batch-0032,P188b53f36036,exclude,E2,[E2] This COVID-19 vaccine cost-effectiveness model reports QALYs as economic-evaluation results.,2025,Hilton Lam,Cost-Effectiveness Analysis of Various Coronavirus Disease (COVID-19) Vaccines against Emerging Variants of Concern in the Philippines
batch-0032,P18db3895a47d,exclude,E1,[E1] PROMIS and PHQ measures are used as outcomes to describe health after retinal ischemia or stroke.,2025,Martin Härter,Self-reported health status of patients with acute retinal ischemia and stroke related hemianopia
batch-0032,P18e090a98d7b,exclude,E4,[E4] This test-negative study estimates clinical influenza-vaccine effectiveness against hospitalization and ICU admission.,2025,Annette Regan,Effectiveness of 2023 southern hemisphere influenza vaccines against severe influenza-associated illness: pooled estimates from eight countries using the test-negative design
batch-0032,P1908f26200b8,exclude,E4,[E4] This study develops a service integrated-care pathway for Lewy body dementia.,2025,Irina Kinchin,Developing An Integrated Care Pathway (ICP) For Lewy Body Dementia In Ireland
batch-0032,P190bb73f34a9,exclude,E4,[E4] This drug trial measures appetite and eating behaviors as treatment outcomes in type 2 diabetes.,2025,Kristina Secnik Boye,"Appetite, eating attitudes, and eating behaviours during treatment with retatrutide in adults with type 2 diabetes: Results of a phase 2 study."
batch-0032,P194d15e1ded5,exclude,E4,[E4] This survey examines parental intentions and beliefs about childhood COVID-19 vaccination.,2025,Fredrick Purba,Health belief model of parents’ COVID-19 vaccination intentions for children: perceived benefits and barriers in Indonesia
batch-0032,P19b5e113a147,exclude,E3,[E3] This discrete-choice experiment studies parents' purchasing preferences for sugar-sweetened beverages and policies.,2025,Kompal Sinha,Parental beverage choices to inform policy on sugar-sweetened beverages: a discrete choice experiment
batch-0032,P19cf71fe6a31,exclude,E4,[E4] This claims-data study describes trends in dementia incidence and prevalence.,2025,Bernhard Michalowsky,Decline in incidence and prevalence of dementia: An analysis of outpatient claims data
batch-0033,P19d1752392ef,exclude,E3,"[E3] The discrete choice experiments elicit preferences and willingness to pay for sexual and reproductive health services, not health-state valuation.",2025,Richard Norman,Adolescents and young adults' preferences for sexual and reproductive health services in Ethiopia: Evidence from three discrete choice experiments
batch-0033,P1a013a88f5b7,exclude,E4,[E4] This theoretical review concerns public-sector climate governance and accountability rather than health measurement or valuation.,2025,Camilla Falivena,Public Sector Accountability Challenges in Emerging Climate Governance: Seeking Consequentiality Through a Theoretical Common Ground
batch-0033,P1a08daebf48e,exclude,E1,[E1] EQ-5D-5L and QALY loss are outcomes used to quantify the population impact of COVID-19 lockdown.,2025,Juan M. Ramos-Goñi,Health-related quality of life and QALY loss under COVID-19 lockdown: The case of Spain
batch-0033,P1aca8267dfdc,exclude,E4,"[E4] This data-envelopment analysis evaluates hospital operational efficiency, not a health measurement or valuation method.",2025,Sayem Ahmed,The efficiency of secondary-level hospitals in hard-to-reach and non-hard-to-reach areas in Bangladesh: a data envelopment analysis approach.
batch-0033,P1b1ac39f35a8,exclude,E4,[E4] This reports baseline domestic-violence identification and referral data from a clinical-practice trial.,2025,Richard Norman,"Baseline cohort data from HARMONY, a cluster randomised controlled trial of culturally safe domestic violence management in general practice"
batch-0033,P1b2dcda8e7f1,exclude,E4,[E4] This cross-sectional study estimates herbal medicine use in pregnancy and its sociodemographic correlates.,2025,Rebecca Addo,Herbal Medicine Use among Pregnant Women in Rural Ghana: Implications for Maternal Health and Healthcare Integration
batch-0033,P1b4c9bcfead7,exclude,E4,[E4] This review examines equity considerations in vaccine health-technology-assessment recommendations and policy processes.,2025,Kim Dalziel; Nancy Devlin,What Role Does Equity Play in Australia’s Health Technology Assessment Processes? A Review of the Pharmaceutical Benefits Advisory Committee Recommendations Regarding Vaccines
batch-0033,P1b8834ff814e,exclude,E4,[E4] This mixed-methods study evaluates innovative-drug registration delays and related health policy in Lebanon.,2025,Soumana Chamoun Nasser,Extent and causes of the collapse in the registration of innovative medications in Lebanon: A mixed-methods analysis.
batch-0033,P1bdf37b412a5,exclude,E5,[E5] The supplied text is a conference-abstract style aim statement rather than a usable article abstract.,2025,Philip Powell,Capturing What Matters: Patient Reported LGI1-ANTibody Encephalitis Outcome RatiNg Scale (LANTERN) (P9-8.006)
batch-0033,P1ce08d1431d4,exclude,E4,[E4] This executive summary provides clinical guidelines for ICU physical design and infrastructure.,2025,Vincent Lau,Society of Critical Care Medicine 2024 Guidelines on Adult ICU Design: Executive Summary
batch-0033,P1d1303b2364d,exclude,E2,[E2] This systematic review assesses costs and cost-effectiveness of loneliness interventions rather than measurement or QALY methods.,2025,Jan Faller; Lidia Engel,An Updated Systematic Literature Review of the Economic Costs of Loneliness and Social Isolation and the Cost Effectiveness of Interventions.
batch-0033,P1d54aef3d506,exclude,E1,"[E1] The article reviews ozone treatment for chemotherapy-induced neuropathy, with EQ-5D used only as a clinical outcome.",2025,,Effects of ozone treatment on chemotherapy-induced peripheral neuropathy: a promising research area
batch-0033,P1de5873e7a67,exclude,E4,[E4] This study describes patients’ experiences of glucocorticoid adverse effects in vasculitis rather than evaluating a measure.,2025,You-Shan Feng,Patient perspectives on glucocorticoid-associated complications and sequelae in ANCA-associated vasculitis
batch-0033,P1e31df68b555,exclude,E4,"[E4] This develops a serum microRNA diagnostic panel for colorectal cancer, not a health measurement instrument or valuation method.",2025,Carlos Wong,Identification and evaluation of a serum microRNA panel to diagnose colorectal cancer patients.
batch-0033,P1e4cd937bbff,exclude,E4,[E4] This retrospective clinical study assesses propranolol dose effectiveness for preventing variceal hemorrhage.,2025,Piyameth Dilokthornsakul,Effective Dose of Propranolol for Primary and Secondary Prophylaxis of Variceal Hemorrhage in Cirrhosis.
batch-0033,P1e70755d07a7,exclude,E4,"[E4] This analysis describes oncology trial press releases, publication timing, approvals, and financial-market effects.",2025,Oriana Ciani,"Press releases of industry-sponsored clinical trials in oncology: Characteristics, timing and financial impact"
batch-0034,P1ea510ca5b8d,exclude,E4,"[E4] This technical feasibility study evaluates microcirculatory imaging in subarachnoid haemorrhage, not a health measurement or valuation method.",2025,Sander van Kuijk,Feasibility of sidestream darkfield imaging of the sublingual and conjunctival microcirculation in aneurysmal subarachnoid haemorrhage patients: A technical report
batch-0034,P1eb21566e0bf,exclude,E4,"[E4] This paper proposes a population net-health-benefit framework for healthcare resource allocation, not health measurement or valuation research.",2025,Mark Sculpher,Guiding Health Resource Allocation: Using Population Net Health Benefit to Align Disease Burden with Cost Effectiveness for Informed Decision Making.
batch-0034,P1ede8209786d,exclude,E1,"[E1] EQ-VAS, pain, and satisfaction scores are outcomes used to examine socioeconomic differences after hip fracture.",2025,Jan Abel Olsen,"The influence of socioeconomic position on patient-reported outcome measures following hip fractures – a register-based observational study on 35,206 patients from the Norwegian hip fracture register 2014–2018"
batch-0034,P1ee282de999c,exclude,E4,"[E4] This Q-methodology study examines professionals' views of AI-supported genomic newborn screening, not health measurement or valuation.",2025,Erwin Birnie,Professional perspectives towards implementing artificial intelligence in next generation sequencing–based newborn screening: A Q methodology study
batch-0034,P1f471fa14ba3,exclude,E4,"[E4] This diabetes study assesses literacy and numeracy as participant characteristics associated with clinical and patient outcomes, not measurement methods.",2025,Sander van Kuijk,Study protocol for exploring diabetes numeracy and health literacy across Europe ( <scp>EDUCATE</scp> ): A multicentre cross‐sectional study
batch-0034,P205e6b4c2361,exclude,E1,[E1] EQ-5D-5L utilities and dimensions are outcomes used to describe quality-of-life trajectories after miscarriage.,2025,Corneliu Bolbocean,The Compounding Burden of Pregnancy Loss: A Longitudinal Analysis of Quality-of-Life Trajectories After Miscarriage
batch-0034,P20c628bf70bf,exclude,E2,[E2] This economic evaluation applies net monetary benefit to assess genomic treatment-stratification policies; health outcomes are model results.,2025,Stirling Bryan,Using Genomic Heterogeneity to Inform Therapeutic Decisions for Metastatic Colorectal Cancer: An Application of the Value of Heterogeneity Framework.
batch-0034,P21001f5933b4,exclude,E4,[E4] This study estimates provider and medicine costs for hypertension-service delivery and procurement scenarios.,2025,Hilton Lam,"The Healthy Hearts program to improve primary care for hypertension in seven rural health units of Iloilo Province, Philippines: a comparative cost study"
batch-0034,P213425060519,exclude,E5,"[E5] This supplied text identifies itself as an opinion piece proposing a rare-disease research governance agenda, not an eligible research article.",2025,Jenny Downs,The United Nations convention on rare diseases—A framework for research prioritization
batch-0034,P217264dda677,exclude,E4,"[E4] This case study evaluates implementation planning for a workplace psychological-health-and-safety standard, not a health measure or valuation method.",2025,Jessica Roydhouse,Implementing the ISO 45003 standard: An approach combining implementation teams and a facilitated planning process
batch-0034,P2195548e54f6,exclude,E4,"[E4] This study evaluates practicality of a dementia-risk screening checklist in general practice, not health measurement or health-state valuation.",2025,Bernhard Michalowsky,Practicality of a patient self-assessment checklist to manage dementia risk factors in GP practices.
batch-0034,P21ae78b3d0c8,exclude,E3,"[E3] This contingent-valuation survey elicits willingness to pay for functional-genomics testing, a healthcare product rather than health states.",2025,Ilias Goranitis,The value of functional genomics: a contingent valuation
batch-0034,P224667143c2e,exclude,E4,[E4] This randomized clinical trial evaluates plasma treatment efficacy for CIN3; pain and satisfaction are ancillary clinical outcomes.,2025,You-Shan Feng,"Tissue preserving non-invasive physical plasma treatment for cervical squamous intraepithelial neoplasia grade 3—a prospective randomized, controlled clinical trial"
batch-0035,P226f56c9e59a,exclude,E2,"[E2] This budget-impact model estimates institutional implementation costs and savings, not a health measurement or valuation method.",2025,Cynthia L. Gong,Budget Impact Analysis of Integrative Medicine Practices for Pediatric Patients With Chronic Pain
batch-0035,P228f58cc753c,exclude,E4,[E4] This national register study compares post-pneumonia cardiac event risks and is clinically focused.,2025,Knut Stavem,Cardiac events and procedures following COVID-19 compared with other pneumonias: a national register study.
batch-0035,P2374ce5ac51f,exclude,E3,[E3] This discrete-choice experiment elicits adolescents' and caregivers' preferences for food-allergy treatment attributes.,2025,Andrew Lloyd,Patient preferences for food allergy treatments in the United States: a discrete choice experiment
batch-0035,P23b10492eab8,exclude,E4,[E4] This pragmatic trial evaluates antifungal treatment effects on survival and clinical outcomes in liver failure.,2025,Shankar Prinja,Empirical Antifungal Therapy Improves Survival in Patients With Acute-on-Chronic Liver Failure With Suspected Invasive Fungal Infections: A Pragmatic Randomized Trial
batch-0035,P23b678a4cc19,exclude,E4,[E4] This administrative-data study estimates lifetime healthcare and long-term-care costs for heart-failure patients.,2025,Maureen Rutten-van Molken,Lifetime Healthcare and Long-Term Care Costs of Heart Failure: Estimates Using Administrative Data from Hospitalized Patients in the Netherlands
batch-0035,P23c68494b155,exclude,E4,[E4] This cohort study examines educational inequalities in blood-pressure levels and trajectories.,2025,Mihretab Gebreslassie,Educational inequalities in blood pressure across the adult life course: Evidence from a 20-year follow-up study.
batch-0035,P23cc132d68ad,exclude,E4,[E4] This pilot evaluates a decision aid's effect on rheumatoid-arthritis treatment tapering choices and outcomes.,2025,Nick Bansback,One-Year Outcomes After Decision Aid-Led Tapering of Advanced Therapy in Rheumatoid Arthritis
batch-0035,P23de29db2dab,exclude,E4,[E4] This observational study investigates post-COVID cerebral microvascular dysfunction and cognitive complaints.,2025,Iwan van der Horst,Post-COVID microvascular dysfunction in hospitalized COVID-19 survivors is associated with acute disease severity and persistent cognitive complaints
batch-0035,P2412f9196426,exclude,E4,[E4] This claims-based cohort study compares COVID-19 antiviral use by pregnancy status.,2025,Annette Regan,COVID-19 Antiviral Medication Use Among Pregnant and Recently Pregnant US Outpatients.
batch-0035,P24157adc92e1,exclude,E4,[E4] This Delphi study standardizes terminology for fall-prevention step strategies rather than a health measurement instrument.,2025,Narcis Gusi,Interdisciplinary expert agreement on group and definitions for compensatory protective step strategies to prevent falls: A e-Delphi method study
batch-0035,P245cc70290fe,exclude,E4,[E4] This scoping review maps online health-literacy resources and information gaps for people with intellectual disability.,2025,Jenny Downs,Online Health Literacy Resources for People With Intellectual Disability: A Grey Literature Scoping Review
batch-0035,P2463dc9664e5,exclude,E1,[E1] EQ-5D-5L and EQ-VAS are outcomes used to test pharmacist counseling for diabetes patients.,2025,Fredrick Purba,
batch-0035,P24dd416af1c6,exclude,E1,[E1] Health-related quality of life is an outcome used to describe spinocerebellar-ataxia progression.,2025,Bernhard Michalowsky,Longitudinal description of health-related quality of life and depressive symptoms in polyQ spinocerebellar ataxia patients
batch-0035,P24e19bb3327a,exclude,E4,[E4] This systematic review evaluates a nerve block's clinical recovery and opioid-use effects after cleft-palate surgery.,2025,Sander van Kuijk,Effectiveness of suprazygomatic maxillary nerve block on postoperative opioid use in pediatric primary cleft palate surgery: A systematic review of the literature
batch-0035,P25154a0d069b,exclude,E4,[E4] This observational ophthalmology study characterizes retinal fixation and sensitivity changes in diabetic macular ischemia.,2025,Sarega Gurudas,Characterizing the Preferred Retinal Locus and Fixation Stability in Diabetic Macular Ischemia: A One-Year Study
batch-0035,P252c34dd79cf,exclude,E4,[E4] This qualitative organizational study examines formal and shared leadership in integrated practice units.,2025,Elske van den Akker-van Marle,Leading value-based health care: The role of leadership in integrated practice units
batch-0035,P259a13f0e7a6,exclude,E4,"[E4] This rapid review synthesizes malaria-vaccine delivery, cost, and implementation challenges.",2025,Abdulmuminu Isah,"Costs, delivery strategies and implementation challenges for malaria vaccines: a rapid review of literature"
batch-0036,P25bc3fc3e608,exclude,E4,"[E4] This qualitative exit-interview study reports perceived clinical and wellbeing effects of retatrutide treatment, not measurement research.",2025,Kristina Secnik Boye,Perceived benefits of treatment for obesity with retatrutide: A qualitative study of patients in a phase 2 clinical trial
batch-0036,P25e67b51c7c0,exclude,E2,[E2] This study estimates country cost-effectiveness thresholds to guide economic resource-allocation decisions.,2025,Federico Augustovski,"OP17 Updated Cost-Effectiveness Threshold Estimates For 174 Countries Based On Projected Growth In Life Expectancy, Health Expenditure, And Gross Domestic Product"
batch-0036,P261610281db7,exclude,E4,"[E4] This retrospective chart review compares maintenance-treatment patterns, survival, adverse events, and resource use in lung cancer.",2025,Caitlyn Solem,Real-World Maintenance Treatment Patterns Among Patients with Advanced Non-Small Cell Lung Cancer
batch-0036,P261b79fac13f,exclude,E2,[E2] This trial-based economic evaluation calculates incremental costs and QALYs for a dementia caregiver program.,2025,Bernhard Michalowsky,Cost-Effectiveness of a Digitally Supported Care Management Program for Caregivers of People With Dementia.
batch-0036,P261d095caa38,exclude,E1,[E1] EQ-5D-5L utilities are outcomes used to assess the association between financial toxicity and cancer survivors' wellbeing.,2025,Ciaran O'Neill,Impact of Financial Toxicity on the Health-Related Quality of Life and Financial Well-Being of Cancer Patients and Survivors: A Comparative Study of the United Kingdom and United States.
batch-0036,P270f5b203bb7,exclude,E4,[E4] This study applies a dyadic model to vaccine hesitancy and adolescent COVID-19 vaccination decisions.,2025,Annette Regan,Application of the actor-partner interdependence model to understand COVID-19 vaccine decision-making among US adolescents and their parents.
batch-0036,P2733429525e0,exclude,E4,"[E4] This population cohort study compares post-acute mortality, morbidity, and healthcare use after COVID-19 reinfection.",2025,Carlos Wong,Post-acute sequelae of hospitalised COVID-19 re-infection compared with hospitalised first-time infection: a population-based retrospective cohort study in Hong Kong.
batch-0036,P27a72beaeced,exclude,E1,[E1] EQ-5D and other quality-of-life questionnaires are treatment outcomes in a trial comparing mandibular advancement and CPAP.,2025,Annushiah Vasan Thakumar,Patient-reported quality of life outcomes with mandibular advancement versus continuous positive airway pressure: insights from the CRESCENT trial
batch-0036,P28059b56e2e9,exclude,E3,[E3] This review synthesizes stated preferences for attributes of sexual and reproductive health services.,2025,Richard Norman,Stated preferences of adolescents and young adults for sexual and reproductive health services in Africa: a systematic review.
batch-0036,P28b46f03d491,exclude,E4,[E4] This target-trial emulation compares cardio-hepatic clinical outcomes of two diabetes treatments.,2025,Carlos Wong,Benefits of glucagon-like peptide-1 receptor agonists versus pioglitazone for cardio-hepatic outcomes: a territory-wide target trial emulation
batch-0036,P28e0fee0c4ad,exclude,E4,[E4] This trauma cohort study examines determinants of in-hospital costs rather than health measurement or valuation.,2025,Juanita Haagsma,Influence of psychiatric comorbidity on in-hospital costs for multitrauma patients
batch-0036,P28fa9582652f,exclude,E4,[E4] This bibliometric analysis describes publication and collaboration trends in rural cancer research.,2025,Katie Spencer,Mapping the landscape of rural cancer research: a global bibliometric analysis
batch-0036,P299ed33fecc2,exclude,E3,[E3] This discrete choice experiment elicits preferences for attributes of web-based mental-health interventions.,2025,Lidia Engel,Young People’s Preferences for Web-Based Mental Health Interventions for Managing Anxiety and Depression: A Discrete Choice Experiment
batch-0036,P29a6757f6d9a,exclude,E4,"[E4] This registry analysis develops an information tool about activity outcomes after hip arthroplasty, not a health measure.",2025,Nils Gutacker,Activity outcomes after hip arthroplasty: an information tool based on patients’ experience captured in a hospital registry
batch-0036,P29d1bea0ebba,exclude,E4,[E4] This qualitative study describes health and participation experiences of children born preterm rather than evaluating a measure.,2025,Jenny Downs,"Factors influencing participation in home, school, and community settings by 6- to 9-year-old children born preterm: a qualitative descriptive study"
batch-0037,P29f36e8421d3,exclude,E4,"[E4] This validates a patient-centered care experience instrument, not a health measurement or health-state valuation method.",2025,Eliza Wong,Psychometric Validation of the Cantonese Version of the Patient-Centered Primary Care Instrument for Multimorbid Patients in Hong Kong
batch-0037,P29f9d7f9a04b,exclude,E4,"[E4] This survey estimates meditation use and its predictors, with no measurement or valuation research objective.",2025,Cate Bailey,Prevalence and predictors of meditation use in Australia and New Zealand: results from a nationally representative survey.
batch-0037,P29fa78335431,exclude,E2,[E2] This economic model calculates cost-utility and QALYs for depression screening implementation.,2025,Shankar Prinja,Comprehensive primary health care for cost-effective scale-up of depression screening in India: an economic modelling study
batch-0037,P2a9d94769a03,exclude,E4,"[E4] This randomized trial tests probiotic colonization, safety, and clinical efficacy in newborns.",2025,Eleanor Pullenayegum,Neonatal administration of <i>Lactiplantibacillus plantarum</i> ATCC 202195 with or without fructooligosaccharide in Bangladesh: a placebo-controlled randomized trial
batch-0037,P2ace3487b85c,exclude,E1,[E1] Treatment satisfaction and diabetes distress scales are outcomes of a diabetes monitoring service evaluation.,2025,Erwin Birnie,"Evaluating cloudcare, a population health management system, in persons with type 1 diabetes: an observational study"
batch-0037,P2ae66d023257,exclude,E3,"[E3] The best-worst scaling task studies preferences for genetic-testing decisions, not health-state valuation.",2025,Deborah Marshall,To test or not to test? Study protocol for a best-worst scaling to understand decision-making and preferences for genetic testing in moderate-risk individuals.
batch-0037,P2b267ab6f052,exclude,E4,[E4] This educational intervention assesses pharmacy students' knowledge and perceptions of NaProTechnology.,2025,Abdulmuminu Isah,"Knowledge, awareness and perception of Natural Procreative Technology (NaProTechnology) among pharmacy undergraduate students in Nigeria: a pre-post educational video intervention study."
batch-0037,P2b49db70d1f9,exclude,E4,"[E4] This review concerns pharmacist-led medication management, healthcare use, and costs rather than measurement research.",2025,Abdulmuminu Isah,Pharmacist-led medication therapy management: Impact on healthcare utilization and costs
batch-0037,P2b5a555926d1,exclude,E4,[E4] This post-intervention survey concerns gamification and technology in pharmacy education.,2025,Abdulmuminu Isah,Learners' perspective on the inclusion of gamification and advanced technology as teaching methods in undergraduate pharmacy curriculum: A one-arm post-interventional assessment
batch-0037,P2beceff25e7c,exclude,E4,[E4] This introductory paper describes a patient-oriented research support unit's mandate and priorities.,2025,Stirling Bryan,The BC SUPPORT Unit: bringing patient-oriented research to bridge research and practice in health care
batch-0037,P2c038da9f757,exclude,E4,[E4] This clinical prognostic study evaluates cervical maturation staging for scoliosis growth and curve progression.,2025,Prudence Cheung,The Utility of Cervical Vertebral Maturation Method for Staging Skeletal Growth and Curve Progression in Patients with Adolescent Idiopathic Scoliosis.
batch-0037,P2c5cee4233c6,exclude,E4,"[E4] This cohort-study protocol investigates intimate partner violence, femicide risk, and recovery outcomes.",2025,Darshini Govindasamy,Fediša Modikologo: breaking the intergenerational cycle of violence against women and children. Theoretical framework and protocol for a prospective cohort study
batch-0037,P2c95c3f7fed2,exclude,E4,[E4] This systematic review assesses rational drug-use indicators and national drug policy effects.,2025,Abdulmuminu Isah,Core drug use indicators in Nigerian health facilities: a systematic review (1994–2024)
batch-0037,P2c9e06910c79,exclude,E4,[E4] This health-service case study examines cancelled operations and waiting times.,2025,Nils Gutacker,What can we learn about the impact of cancelled planned operations on waiting times? A case study using the 2017/18 winter flu postponement policy in England
batch-0037,P2ce6eccafd38,exclude,E3,"[E3] This discrete choice experiment elicits preferences for palliative care service attributes, not health states.",2025,Richard Norman,Using discrete choice experiments to elicit palliative care preferences in lower middle-income countries: An exploratory study in Bhutan.
batch-0037,P2cecfd5365b4,exclude,E4,[E4] This review identifies determinants of teacher well-being rather than developing or evaluating a measure.,2025,Fredrick Purba,Determinants of Middle and High School Teachers' Well-Being: A Systematic Review.
batch-0037,P2cf04fc145da,exclude,E1,[E1] PROM-Ataxia and EQ-5D-5L are patient outcomes used to describe Friedreich ataxia burden.,2025,Bernhard Michalowsky,"Patient-reported, psychosocial and health economic outcomes in mild to moderate Friedreich's ataxia: baseline results of the PROFA study."
batch-0037,P2d512ade5480,exclude,E4,[E4] This develops a clinical stroke-risk prediction score rather than a health measurement or valuation method.,2025,Sander van Kuijk,Individualized MRI-Based Stroke Prediction Score Using Plaque Vulnerability for Symptomatic Carotid Artery Disease Patients (IMPROVE).
batch-0038,P2e2a08fc4c29,exclude,E4,[E4] This trial protocol evaluates a stress-management intervention for student distress; quality of life is only a secondary clinical outcome.,2025,Fredrick Purba,Effectiveness of adapted self-help plus (SH+) to reduce psychological distress among university students in Indonesia (APRESIASI): protocol of a randomized controlled trial.
batch-0038,P2e3089a93e9e,exclude,E4,"[E4] This develops a composite index of environmental, social, and economic development, not a health or wellbeing measurement method.",2025,Alex Bató,"Harmonic development index: a novel approach to measure environmental, social, and economic development"
