sample_group	final_quota	reserve_rank	record_id	screen_code	screen_reason	title	year	doi	pmid	pmcid	openalex_ids	linked_people	availability_class	oa_status	landing_url	candidate_urls_json	current_graph_overlap	overlap_method	identity_issue	status	format	source_method	source_url	final_url	license	raw_path	bytes	sha256	retrieved_at	attempts_json
clear-retained	10	12	P9e5e1184043e	R1	[R1] This study estimates minimally important differences to interpret change in EQ-5D-5L components and EORTC QLQ-C30 scores.	Estimating the minimally important difference for the EQ-5D-5L and EORTC QLQ-C30 in cancer	2024	10.1186/s12955-024-02294-3		PMC11416011	W4402677239	Louise Longworth	XML_CANDIDATE	gold	https://doi.org/10.1186/s12955-024-02294-3	"[{""url"":""https://link.springer.com/content/pdf/10.1186/s12955-024-02294-3.pdf"",""host_type"":""journal"",""license"":""cc-by-nc-nd"",""version"":""publishedVersion"",""origin"":""openalex""},{""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC11416011/pdf/12955_2024_Article_2294.pdf"",""host_type"":""repository"",""license"":""cc-by-nc-nd"",""version"":""submittedVersion"",""origin"":""openalex""},{""url"":""https://europepmc.org/articles/PMC11416011?pdf=render"",""host_type"":""repository"",""license"":""cc by-nc-nd"",""version"":""publishedVersion"",""origin"":""europe_pmc""}]"	0			REUSED	pdf	openalex_pdf	https://link.springer.com/content/pdf/10.1186/s12955-024-02294-3.pdf	https://link.springer.com/content/pdf/10.1186/s12955-024-02294-3.pdf	cc-by-nc-nd	scale/protocol-2.0/fulltext-pilot-v1/documents/P9e5e1184043e.pdf	1242775	7bbbaec92bd821daa4dab65d8547c30965bbde2aef0721deb83c4510eb0daeac	2026-08-22T15:56:13.532442+00:00	"[{""method"":""pdf"",""url"":""https://europepmc.org/articles/PMC11416011?pdf=render"",""error"":""HTTPError: 429 Client Error: Too Many Requests for url: https://europepmc.org/api/getPdf?pmcid=PMC11416011""},{""method"":""pdf"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC11416011/pdf/12955_2024_Article_2294.pdf"",""error"":""ValueError: response is not a PDF""},{""method"":""pdf"",""url"":""https://link.springer.com/content/pdf/10.1186/s12955-024-02294-3.pdf"",""error"":""""}]"
clear-retained	10	13	Pbd73585beadd	R1	[R1] The study directly evaluates validity, reliability, and dimensionality of modified EQ-HWB and EQ-HWB-9 instruments.	Psychometric Properties of the Experimental and Modified EQ-HWB and EQ-HWB-9 in Patients with Anxiety and/or Depression in China	2026	10.1016/j.jval.2026.06.004	42336318		W7165662883		PDF_CANDIDATE	green	https://orcid.org/0000-0001-9674-620X	"[{""url"":""https://unipub.lib.uni-corvinus.hu/12940/1/PIIS1098301526025210.pdf"",""host_type"":""repository"",""license"":"""",""version"":""acceptedVersion"",""origin"":""openalex""}]"	0			REUSED	pdf	openalex_pdf	https://unipub.lib.uni-corvinus.hu/12940/1/PIIS1098301526025210.pdf	https://unipub.lib.uni-corvinus.hu/12940/1/PIIS1098301526025210.pdf		scale/protocol-2.0/fulltext-pilot-v1/documents/Pbd73585beadd.pdf	2901560	9c58dab9bd4b0e3c6a7ff22c912cd1488a53f5d62c465aedc1e043435bbd27c1	2026-08-22T15:56:14.594716+00:00	"[{""method"":""pdf"",""url"":""https://unipub.lib.uni-corvinus.hu/12940/1/PIIS1098301526025210.pdf"",""error"":""""}]"
clear-retained	10	14	Pdc88e22d1afa	R1	[R1] Think-aloud DCE study evaluates the feasibility and framing of valuing health states for a modified EQ-5D-Y-3L.	Exploring valuation of a modified EQ-5D-Y-3L adapted for 2-4 year olds: a think-aloud study.	2025	10.1186/s12955-025-02456-x	41353148	PMC12797617	W4417078470	Brendan Mulhern; Kim Dalziel; Nancy Devlin	XML_CANDIDATE	gold	https://doi.org/10.1186/s12955-025-02456-x	"[{""url"":""https://europepmc.org/articles/PMC12797617?pdf=render"",""host_type"":""repository"",""license"":""cc by-nc-nd"",""version"":""publishedVersion"",""origin"":""europe_pmc""}]"	0			REUSED	xml	europe_pmc_jats	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12797617/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12797617/fullTextXML		scale/protocol-2.0/fulltext-pilot-v1/documents/Pdc88e22d1afa.xml	114829	fbee27bb0d1144cdb67395069ebecb3aae249739fc2e9cf17a92a1e847bbd310	2026-08-22T15:56:14.595157+00:00	"[{""method"":""pdf"",""url"":""https://europepmc.org/articles/PMC12797617?pdf=render"",""error"":""HTTPError: 429 Client Error: Too Many Requests for url: https://europepmc.org/api/getPdf?pmcid=PMC12797617""},{""method"":""jats"",""url"":""https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12797617/fullTextXML"",""error"":""""}]"
clear-retained	10	16	P2652433c3346	R1	[R1] The study directly evaluates construct validity of the EQ-5D-5L in patients with inflammatory bowel disease.	Construct validity of EQ-5D-5L among patients with inflammatory bowel disease-a study based on real-world data from the Swedish Inflammatory Bowel Disease Registry.	2024	10.1186/s41687-024-00709-9	38536626	PMC10973303	W4393227606	Emelie Heintz	XML_CANDIDATE	gold	https://doi.org/10.1186/s41687-024-00709-9	"[{""url"":""https://jpro.springeropen.com/counter/pdf/10.1186/s41687-024-00709-9"",""host_type"":""journal"",""license"":""cc-by"",""version"":""publishedVersion"",""origin"":""openalex""},{""url"":""https://lnu.diva-portal.org/smash/get/diva2:1847322/FULLTEXT01"",""host_type"":""repository"",""license"":""other-oa"",""version"":""submittedVersion"",""origin"":""openalex""},{""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC10973303/pdf/41687_2024_Article_709.pdf"",""host_type"":""repository"",""license"":""cc-by"",""version"":""submittedVersion"",""origin"":""openalex""},{""url"":""https://europepmc.org/articles/PMC10973303?pdf=render"",""host_type"":""repository"",""license"":""cc by"",""version"":""publishedVersion"",""origin"":""europe_pmc""}]"	0			REUSED	pdf	openalex_pdf	https://lnu.diva-portal.org/smash/get/diva2:1847322/FULLTEXT01	https://lnu.diva-portal.org/smash/get/diva2:1847322/FULLTEXT01	other-oa	scale/protocol-2.0/fulltext-pilot-v1/documents/P2652433c3346.pdf	1558245	fda2350c81911a9ca0513841d1b2019ef4dde5a5a962a1a478bbedac0afa5beb	2026-08-22T15:56:14.597926+00:00	"[{""method"":""pdf"",""url"":""https://europepmc.org/articles/PMC10973303?pdf=render"",""error"":""HTTPError: 429 Client Error: Too Many Requests for url: https://europepmc.org/api/getPdf?pmcid=PMC10973303""},{""method"":""pdf"",""url"":""https://lnu.diva-portal.org/smash/get/diva2:1847322/FULLTEXT01"",""error"":""""}]"
clear-retained	10	18	P6097424fcc4d	R1	[R1] This article critically assesses EQ-5D and its TTO-based value sets for measuring and valuing QALY benefits.	Future Directions in Valuing Benefits for Estimating QALYs: Is Time Up for the EQ-5D?	2019	10.1016/j.jval.2018.12.001			W2906351843	Andrew Lloyd; Donna Rowen	PDF_CANDIDATE	hybrid	https://doi.org/10.1016/j.jval.2018.12.001	"[{""url"":""http://www.valueinhealthjournal.com/article/S1098301518363149/pdf"",""host_type"":""journal"",""license"":""cc-by-nc-nd"",""version"":""publishedVersion"",""origin"":""openalex""},{""url"":""http://eprints.whiterose.ac.uk/140092/11/1-s2.0-S1098301518363149-main.pdf"",""host_type"":""repository"",""license"":"""",""version"":""acceptedVersion"",""origin"":""openalex""},{""url"":""https://pure.eur.nl/ws/files/37396946/PIIS1098301518363149.pdf"",""host_type"":""repository"",""license"":"""",""version"":""submittedVersion"",""origin"":""openalex""}]"	0			REUSED	pdf	openalex_pdf	https://pure.eur.nl/ws/files/37396946/PIIS1098301518363149.pdf	https://pure.eur.nl/ws/files/37396946/PIIS1098301518363149.pdf		scale/protocol-2.0/fulltext-pilot-v1/documents/P6097424fcc4d.pdf	340840	7c7d1c93d017879c616f3f09c173c52dcc750572cb4e4c471df9c223c11c747d	2026-08-22T16:01:08.296812+00:00	"[{""method"":""pdf"",""url"":""http://eprints.whiterose.ac.uk/140092/11/1-s2.0-S1098301518363149-main.pdf"",""error"":""HTTPError: 404 Client Error: Not Found for url: https://eprints.whiterose.ac.uk/id/eprint/140092/11/1-s2.0-S1098301518363149-main.pdf""},{""method"":""pdf"",""url"":""https://pure.eur.nl/ws/files/37396946/PIIS1098301518363149.pdf"",""error"":""""}]"
clear-retained	10	19	P85d1179aa8f5	R1	[R1] This study externally validates an algorithm mapping MSIS-29 responses to EQ-5D utility values.	The External Validity of Mapping MSIS-29 on EQ-5D Among Individuals With Multiple Sclerosis in Sweden	2017	10.1177/2381468317692806		PMC6132828	W2587850033	Kristina Burström	XML_CANDIDATE	gold	https://doi.org/10.1177/2381468317692806	"[{""url"":""https://journals.sagepub.com/doi/pdf/10.1177/2381468317692806"",""host_type"":""journal"",""license"":""cc-by-nc"",""version"":""publishedVersion"",""origin"":""openalex""},{""url"":""https://europepmc.org/articles/PMC6132828?pdf=render"",""host_type"":""repository"",""license"":""cc by-nc"",""version"":""publishedVersion"",""origin"":""europe_pmc""}]"	0			REUSED	pdf	europe_pmc_pdf	https://europepmc.org/articles/PMC6132828?pdf=render	https://europepmc.org/api/getPdf?pmcid=PMC6132828	cc by-nc	scale/protocol-2.0/fulltext-pilot-v1/documents/P85d1179aa8f5.pdf	305881	25403aabc75c13f4b85dd7694d708ae2cd2fd356df8670652cc119ef5125dd5f	2026-08-22T16:01:08.297116+00:00	"[{""method"":""pdf"",""url"":""https://europepmc.org/articles/PMC6132828?pdf=render"",""error"":""""}]"
excluded-e1	3	2	Pa878d3e374f3	E1	[E1] The study identifies clinical and psychosocial factors associated with disease-specific HRQoL scores in anorexia nervosa.	Explanatory Factors for Disease-Specific Health-Related Quality of Life in Women with Anorexia Nervosa	2021	10.3390/jcm10081592	33918786		W3156315437	Claire Gudex	PDF_CANDIDATE		https://doi.org/10.3390/jcm10081592	"[{""url"":""https://www.mdpi.com/2077-0383/10/8/1592/pdf?version=1617967599"",""host_type"":"""",""license"":"""",""version"":"""",""origin"":""screening_metadata""}]"	0			REUSED	xml	europe_pmc_jats	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8069859/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8069859/fullTextXML	cc by	scale/protocol-2.0/fulltext-pilot-v1/documents/Pa878d3e374f3.xml	118509	b53ee03166f28142e0a39f970270d04594096ce2ca37380f38bf6931f064e46a	2026-08-22T15:57:01.038700+00:00	"[{""method"":""pdf"",""url"":""https://www.mdpi.com/2077-0383/10/8/1592/pdf?version=1617967599"",""error"":""HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2077-0383/10/8/1592/pdf?version=1617967599""},{""method"":""jats"",""url"":""https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8069859/fullTextXML"",""error"":""""}]"
excluded-e1	3	4	Pbd8713f43537	E1	[E1] The VISA-A questionnaire is an outcome measure in a five-year treatment follow-up for Achilles tendinopathy.	A 5-year follow-up study of Alfredson's heel-drop exercise programme in chronic midportion Achilles tendinopathy	2011	10.1136/bjsports-2011-090035	22075719		W2117401536	Jan Verhaar	PDF_CANDIDATE		https://doi.org/10.1136/bjsports-2011-090035	"[{""url"":""https://bjsm.bmj.com/content/bjsports/46/3/214.full.pdf"",""host_type"":"""",""license"":"""",""version"":"""",""origin"":""screening_metadata""}]"	0			REUSED	xml	europe_pmc_jats	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3277725/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3277725/fullTextXML	cc by-nc	scale/protocol-2.0/fulltext-pilot-v1/documents/Pbd8713f43537.xml	60949	f631e37f6ba873656154c354ef2a2778bde8e800eabcb3cb67fd08795acfec86	2026-08-22T15:57:01.040916+00:00	"[{""method"":""pdf"",""url"":""https://bjsm.bmj.com/content/bjsports/46/3/214.full.pdf"",""error"":""HTTPError: 429 Client Error: Too Many Requests for url: https://bjsm.bmj.com/content/bjsports/46/3/214.full.pdf""},{""method"":""jats"",""url"":""https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3277725/fullTextXML"",""error"":""""}]"
excluded-e1	3	5	P3f57d92dacf7	E1	[E1] CarerQoL and EQ-5D utilities are outcomes used to identify factors associated with caregivers' quality of life.	Factors associated with care- and health-related quality of life of caregivers of children with juvenile idiopathic arthritis.	2022	10.1186/s12969-022-00713-7	35870932		W4286715965	Deborah Marshall; Gouke Bonsel	PDF_CANDIDATE		https://doi.org/10.1186/s12969-022-00713-7	"[{""url"":""https://ped-rheum.biomedcentral.com/counter/pdf/10.1186/s12969-022-00713-7"",""host_type"":"""",""license"":"""",""version"":"""",""origin"":""screening_metadata""}]"	0			REUSED	pdf	screening_metadata_pdf	https://ped-rheum.biomedcentral.com/counter/pdf/10.1186/s12969-022-00713-7	https://link.springer.com/content/pdf/10.1186/s12969-022-00713-7.pdf		scale/protocol-2.0/fulltext-pilot-v1/documents/P3f57d92dacf7.pdf	1252612	7d03bd84d41f574d95feb0037c219c444a5e41153573efaa55d141e4e498333d	2026-08-22T16:01:12.427589+00:00	"[{""method"":""pdf"",""url"":""https://ped-rheum.biomedcentral.com/counter/pdf/10.1186/s12969-022-00713-7"",""error"":""""}]"
excluded-e2	3	3	P3a5a828fa134	E2	[E2] This model-based economic evaluation compares prescribing services using costs and QALYs as outcomes.	A model-based cost-effectiveness analysis of prescribing by dietitians and therapeutic radiographers in England	2025	10.1007/s10198-025-01813-3			W4411994360		PDF_CANDIDATE		https://doi.org/10.1007/s10198-025-01813-3	"[{""url"":""https://link.springer.com/content/pdf/10.1007/s10198-025-01813-3.pdf"",""host_type"":"""",""license"":"""",""version"":"""",""origin"":""screening_metadata""}]"	0			REUSED	pdf	screening_metadata_pdf	https://link.springer.com/content/pdf/10.1007/s10198-025-01813-3.pdf	https://link.springer.com/content/pdf/10.1007/s10198-025-01813-3.pdf		scale/protocol-2.0/fulltext-pilot-v1/documents/P3a5a828fa134.pdf	1854599	a18f09db98b9aea165eb10a24258d56bfa3482a0fbbb8c26ae0aed5bd7437039	2026-08-22T15:57:01.794652+00:00	"[{""method"":""pdf"",""url"":""https://link.springer.com/content/pdf/10.1007/s10198-025-01813-3.pdf"",""error"":""""}]"
excluded-e2	3	4	P6a94c563ea66	E2	[E2] This trial-based analysis assesses PCI cost-effectiveness using EQ-5D outcomes and QALYs.	Percutaneous Revascularization for Ischemic Left Ventricular Dysfunction: Cost-Effectiveness Analysis of the REVIVED-BCIS2 Trial	2023	10.1161/circoutcomes.123.010533			W4388413975	Mark Sculpher	PDF_CANDIDATE		https://doi.org/10.1161/circoutcomes.123.010533	"[{""url"":""https://www.ahajournals.org/doi/pdf/10.1161/CIRCOUTCOMES.123.010533"",""host_type"":"""",""license"":"""",""version"":"""",""origin"":""screening_metadata""}]"	0			REUSED	xml	europe_pmc_jats	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10782932/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10782932/fullTextXML	cc by	scale/protocol-2.0/fulltext-pilot-v1/documents/P6a94c563ea66.xml	120499	b344e802c38952c35cba70ea4208fa423e293601bf5ad424cab03c2785fb771a	2026-08-22T15:57:01.794902+00:00	"[{""method"":""pdf"",""url"":""https://www.ahajournals.org/doi/pdf/10.1161/CIRCOUTCOMES.123.010533"",""error"":""HTTPError: 403 Client Error: Forbidden for url: https://www.ahajournals.org/doi/pdf/10.1161/CIRCOUTCOMES.123.010533""},{""method"":""jats"",""url"":""https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10782932/fullTextXML"",""error"":""""}]"
excluded-e2	3	5	P5c1b3b4d54cc	E2	[E2] This analysis estimates healthcare-service cost savings from hearing assistive technologies.	Cost implications for changing candidacy or access to service within a publicly funded healthcare system?	2016	10.1080/14670100.2016.1161123			W2338465494	Ciaran O'Neill	PDF_CANDIDATE		https://doi.org/10.1080/14670100.2016.1161123	"[{""url"":""https://www.tandfonline.com/doi/pdf/10.1080/14670100.2016.1161123?needAccess=true"",""host_type"":"""",""license"":"""",""version"":"""",""origin"":""screening_metadata""}]"	0			DOWNLOADED	pdf	screening_metadata_pdf	https://www.tandfonline.com/doi/pdf/10.1080/14670100.2016.1161123?needAccess=true	https://www.tandfonline.com/doi/pdf/10.1080/14670100.2016.1161123?needAccess=true		scale/protocol-2.0/fulltext-pilot-v1/documents/P5c1b3b4d54cc.pdf	472809	aab776a3be7bf3255c0a8c0e596ce0fb03ef556d2e181b7813bdab47a87a889b	2026-08-22T16:35:53.217488+00:00	"[{""method"":""pdf"",""url"":""https://www.tandfonline.com/doi/pdf/10.1080/14670100.2016.1161123?needAccess=true"",""error"":""""}]"
excluded-e3	2	1	P9448bc69387f	E3	[E3] Uses a discrete choice experiment to elicit patients' treatment benefit-risk preferences for alopecia therapy.	Treatment preferences of adults and adolescents with alopecia areata: A discrete choice experiment	2023	10.1111/1346-8138.17056			W4389682616	Ernest Law	PDF_CANDIDATE		https://doi.org/10.1111/1346-8138.17056	"[{""url"":""https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1346-8138.17056"",""host_type"":"""",""license"":"""",""version"":"""",""origin"":""screening_metadata""}]"	0			REUSED	xml	europe_pmc_jats	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11483896/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11483896/fullTextXML	cc by	scale/protocol-2.0/fulltext-pilot-v1/documents/P9448bc69387f.xml	116149	f8a3d02b5ab8d9ef7b21c313ee504afdb53878d736ab8ab3ce664144a88f6a38	2026-08-22T15:57:02.870248+00:00	"[{""method"":""pdf"",""url"":""https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1346-8138.17056"",""error"":""HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1346-8138.17056""},{""method"":""jats"",""url"":""https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11483896/fullTextXML"",""error"":""""}]"
excluded-e3	2	4	Pd5b69e2fd398	E3	[E3] This crossover study elicits patient preferences for diabetes injection devices, not health-state valuation or measurement.	Assessing patient PREFERence between the dulaglutide pen and the semaglutide pen: A crossover study (PREFER)	2019	10.1111/dom.13902			W2982236336	Kristina Secnik Boye	PDF_CANDIDATE		https://doi.org/10.1111/dom.13902	"[{""url"":""https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/dom.13902"",""host_type"":"""",""license"":"""",""version"":"""",""origin"":""screening_metadata""}]"	0			REUSED	xml	europe_pmc_jats	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7064885/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7064885/fullTextXML	cc by-nc	scale/protocol-2.0/fulltext-pilot-v1/documents/Pd5b69e2fd398.xml	125506	dff260e3415ba0b2f2f30dba677e72015cf62f016e6d6ce725f8ecca7d4533e7	2026-08-22T15:57:02.871079+00:00	"[{""method"":""pdf"",""url"":""https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/dom.13902"",""error"":""HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/dom.13902""},{""method"":""jats"",""url"":""https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7064885/fullTextXML"",""error"":""""}]"
excluded-e4	2	2	P71240308d747	E4	[E4] The scale evaluates usefulness of patient information material, not health or wellbeing measurement.	Usefulness scale for patient information material (USE) - development and psychometric properties	2015	10.1186/s12911-015-0153-7	25927192		W2051323483	Martin Härter	PDF_CANDIDATE		https://doi.org/10.1186/s12911-015-0153-7	"[{""url"":""https://bmcmedinformdecismak.biomedcentral.com/counter/pdf/10.1186/s12911-015-0153-7"",""host_type"":"""",""license"":"""",""version"":"""",""origin"":""screening_metadata""}]"	0			REUSED	pdf	screening_metadata_pdf	https://bmcmedinformdecismak.biomedcentral.com/counter/pdf/10.1186/s12911-015-0153-7	https://link.springer.com/content/pdf/10.1186/s12911-015-0153-7.pdf		scale/protocol-2.0/fulltext-pilot-v1/documents/P71240308d747.pdf	466445	326f22cb845b168124a510c3a24046f6cec0cd305c17777d3688baf642ed3bf5	2026-08-22T15:57:03.878356+00:00	"[{""method"":""pdf"",""url"":""https://bmcmedinformdecismak.biomedcentral.com/counter/pdf/10.1186/s12911-015-0153-7"",""error"":""""}]"
excluded-e4	2	4	P704b151721f7	E4	[E4] This cross-sectional study examines self-medication practices and associated factors during pregnancy.	Modern drug self-medication and associated factors among pregnant women at Settat city, Morocco	2022	10.3389/fphar.2022.812060			W4291824801	Abdelghafour MARFAK	PDF_CANDIDATE		https://doi.org/10.3389/fphar.2022.812060	"[{""url"":""https://www.frontiersin.org/articles/10.3389/fphar.2022.812060/pdf"",""host_type"":"""",""license"":"""",""version"":"""",""origin"":""screening_metadata""}]"	0			REUSED	pdf	screening_metadata_pdf	https://www.frontiersin.org/articles/10.3389/fphar.2022.812060/pdf	https://www.frontiersin.org/journals/pharmacology/articles/10.3389/fphar.2022.812060/pdf		scale/protocol-2.0/fulltext-pilot-v1/documents/P704b151721f7.pdf	684435	ee17aec7d28c443aa075af55ac392d03bbe8974679ed946c82ac1abb8fc18852	2026-08-22T15:57:03.879084+00:00	"[{""method"":""pdf"",""url"":""https://www.frontiersin.org/articles/10.3389/fphar.2022.812060/pdf"",""error"":""""}]"
